artifact_correlation,artifact_rmse,artifact_rrmse,clean_output_rms_ratio,condition,correlation,fold,method,observation_change_ratio,output_input_rms,participant,query_eog_inference_reads,rrmse_spectral,rrmse_temporal,sampler_steps,seed,session,snr_improvement,stream,task
0.40426114201545715,1.4242700338363647,1.1187248229980469,1.201194405555725,POP,0.435756117105484,0,EEGDfus-MC-POP,0.7921825647354126,0.8616092801094055,sub-02,0,1.1693270206451416,1.1843467950820923,25,20261010,ses-04,-0.9744658321142197,paired,SSVEP
0.21298730373382568,1.4691675901412964,1.9191926717758179,0.8833063840866089,POP,0.5777453780174255,0,EEGDfus-MC-POP,0.7981127500534058,0.8324412107467651,sub-05,0,0.6706176400184631,0.8715905547142029,25,20261010,ses-04,-5.66237211227417,paired,SSVEP
0.47350233793258667,1.0746583938598633,1.5741572380065918,1.3127624988555908,POP,0.4194038510322571,0,EEGDfus-MC-POP,1.0861120223999023,0.9899774193763733,sub-05,0,0.7473874092102051,1.279376745223999,25,20261010,ses-02,-3.940962851047516,paired,ERP
0.2979065477848053,1.1510167121887207,1.7172346115112305,2.5049397945404053,POP,0.32559734582901,0,EEGDfus-MC-POP,1.3755027055740356,1.4435560703277588,sub-03,0,0.8663097620010376,2.377593755722046,25,20261010,ses-02,-4.696593284606934,paired,ERP
0.9508351683616638,1.8206194639205933,0.326759934425354,2.568545341491699,POP,0.23602427542209625,0,EEGDfus-MC-POP,0.8351336717605591,0.3276515305042267,sub-02,0,1.3711947202682495,2.5268402099609375,25,20261010,ses-03,9.715424180030823,paired,SSVEP
0.29363805055618286,1.2445229291915894,2.392387866973877,1.148388147354126,POP,0.4313090741634369,0,EEGDfus-MC-POP,1.0542765855789185,1.0110795497894287,sub-03,0,0.7048455476760864,1.1523981094360352,25,20261010,ses-03,-7.5766319036483765,paired,ERP
0.0,21.16364097595215,2296620849609375.0,0.09162713587284088,POP,0.1451541930437088,0,EEGDfus-MC-POP,0.9911826848983765,0.09162713587284088,sub-03,0,3.3082518577575684,0.9911826848983765,25,20261010,ses-02,-307.2217860639888,paired,SSVEP
0.5563058853149414,1.5261512994766235,1.301774024963379,0.8668007254600525,POP,0.625582754611969,0,EEGDfus-MC-POP,0.7978853583335876,0.6934977769851685,sub-05,0,0.5621184706687927,0.8475499153137207,25,20261010,ses-02,-2.2907117009162903,paired,SSVEP
-0.009883970022201538,1.0808182954788208,5.26494836807251,2.37092924118042,POP,0.3041531443595886,0,EEGDfus-MC-POP,2.162688732147217,2.2992641925811768,sub-03,0,0.6109353303909302,2.2760801315307617,25,20261010,ses-02,-14.427883625030518,paired,ERP
0.08526632189750671,1.7566906213760376,7.226515769958496,0.7779715657234192,POP,0.6796703934669495,0,EEGDfus-MC-POP,0.7347460389137268,0.7694844603538513,sub-02,0,0.7865858674049377,0.7413276433944702,25,20261010,ses-04,-17.17857837677002,paired,ERP
