effective_seconds,fold,participant,rrmse_temporal,seed,support_seconds,window_count
0,0,sub-02,1.1843467950820923,20261010,0,0
0,0,sub-05,0.8715905547142029,20261010,0,0
0,0,sub-05,1.279376745223999,20261010,0,0
0,0,sub-03,2.377593755722046,20261010,0,0
0,0,sub-02,2.5268402099609375,20261010,0,0
0,0,sub-03,1.1523981094360352,20261010,0,0
0,0,sub-03,0.9911826848983765,20261010,0,0
0,0,sub-05,0.8475499153137207,20261010,0,0
0,0,sub-03,2.2760801315307617,20261010,0,0
0,0,sub-02,0.7413276433944702,20261010,0,0
0,0,sub-05,1.166386604309082,20261010,0,0
0,0,sub-02,1.256251335144043,20261010,0,0
0,0,sub-03,0.9781113266944885,20261010,0,0
0,0,sub-03,0.8191819787025452,20261010,0,0
0,0,sub-02,0.9913928508758545,20261010,0,0
0,0,sub-02,1.2422541379928589,20261010,0,0
0,0,sub-02,1.0642673969268799,20261010,0,0
0,0,sub-03,0.7418283820152283,20261010,0,0
0,0,sub-05,1.1301366090774536,20261010,0,0
0,0,sub-05,0.9505485892295837,20261010,0,0
0,0,sub-02,1.021180510520935,20261010,0,0
0,0,sub-05,1.6206905841827393,20261010,0,0
0,0,sub-05,0.9065723419189453,20261010,0,0
0,0,sub-02,0.9786837100982666,20261010,0,0
0,0,sub-03,1.4186720848083496,20261010,0,0
0,0,sub-03,1.1216888427734375,20261010,0,0
0,0,sub-05,0.7746384143829346,20261010,0,0
0,0,sub-03,1.710648775100708,20261010,0,0
0,0,sub-02,0.9872737526893616,20261010,0,0
0,0,sub-05,2.187105417251587,20261010,0,0
0,0,sub-05,0.8379943370819092,20261010,0,0
0,0,sub-05,2.2422473430633545,20261010,0,0
0,0,sub-05,2.2400381565093994,20261010,0,0
0,0,sub-03,0.6075853705406189,20261010,0,0
0,0,sub-02,1.7293119430541992,20261010,0,0
0,0,sub-05,0.8301704525947571,20261010,0,0
0,0,sub-05,0.9894826412200928,20261010,0,0
0,0,sub-03,1.0043655633926392,20261010,0,0
0,0,sub-02,0.9360032677650452,20261010,0,0
0,0,sub-05,1.0093494653701782,20261010,0,0
0,0,sub-05,1.5003855228424072,20261010,0,0
0,0,sub-03,1.1939821243286133,20261010,0,0
0,0,sub-02,1.366212248802185,20261010,0,0
0,0,sub-02,0.9374790191650391,20261010,0,0
0,0,sub-02,0.9435052275657654,20261010,0,0
0,0,sub-03,0.7813377976417542,20261010,0,0
0,0,sub-05,0.6869860887527466,20261010,0,0
0,0,sub-03,1.4197536706924438,20261010,0,0
0,0,sub-03,1.0687483549118042,20261010,0,0
0,0,sub-05,0.8891319632530212,20261010,0,0
0,0,sub-03,0.902317225933075,20261010,0,0
0,0,sub-05,1.0811634063720703,20261010,0,0
0,0,sub-05,0.894622266292572,20261010,0,0
0,0,sub-02,1.2281038761138916,20261010,0,0
0,0,sub-02,1.0484579801559448,20261010,0,0
0,0,sub-02,0.83156418800354,20261010,0,0
0,0,sub-02,1.435537338256836,20261010,0,0
0,0,sub-02,2.4464221000671387,20261010,0,0
0,0,sub-05,1.6478208303451538,20261010,0,0
0,0,sub-03,0.870822012424469,20261010,0,0
0,0,sub-03,0.9958980083465576,20261010,0,0
0,0,sub-02,1.3439722061157227,20261010,0,0
0,0,sub-05,1.141313910484314,20261010,0,0
0,0,sub-02,0.8244590759277344,20261010,0,0
0,0,sub-03,1.0943360328674316,20261010,0,0
0,0,sub-05,0.8593453764915466,20261010,0,0
0,0,sub-02,1.9323581457138062,20261010,0,0
0,0,sub-02,0.7244982123374939,20261010,0,0
0,0,sub-05,1.0161659717559814,20261010,0,0
0,0,sub-05,1.402181625366211,20261010,0,0
0,0,sub-03,2.19336199760437,20261010,0,0
0,0,sub-03,0.843163251876831,20261010,0,0
0,0,sub-05,0.7623600363731384,20261010,0,0
0,0,sub-05,0.7475535273551941,20261010,0,0
0,0,sub-03,1.2653286457061768,20261010,0,0
0,0,sub-03,2.3856139183044434,20261010,0,0
0,0,sub-02,1.114342451095581,20261010,0,0
0,0,sub-03,1.3056838512420654,20261010,0,0
0,0,sub-05,1.9969602823257446,20261010,0,0
0,0,sub-02,0.9792942404747009,20261010,0,0
0,0,sub-02,1.2695916891098022,20261010,0,0
0,0,sub-02,2.057441473007202,20261010,0,0
0,0,sub-02,1.0078697204589844,20261010,0,0
0,0,sub-03,0.7239776849746704,20261010,0,0
0,0,sub-05,0.8694958090782166,20261010,0,0
0,0,sub-02,0.8937667608261108,20261010,0,0
0,0,sub-02,2.2955188751220703,20261010,0,0
0,0,sub-05,0.9110841155052185,20261010,0,0
0,0,sub-05,0.7364529967308044,20261010,0,0
0,0,sub-03,0.8504217863082886,20261010,0,0
0,0,sub-02,0.9966358542442322,20261010,0,0
0,0,sub-05,0.952593982219696,20261010,0,0
0,0,sub-05,0.9440012574195862,20261010,0,0
0,0,sub-03,1.4451920986175537,20261010,0,0
0,0,sub-02,0.8786865472793579,20261010,0,0
0,0,sub-02,0.7380385994911194,20261010,0,0
0,0,sub-02,0.8600836396217346,20261010,0,0
0,0,sub-03,1.0082980394363403,20261010,0,0
0,0,sub-05,1.420015573501587,20261010,0,0
0,0,sub-03,1.0070381164550781,20261010,0,0
0,0,sub-05,0.7930535078048706,20261010,0,0
0,0,sub-03,1.1034891605377197,20261010,0,0
0,0,sub-05,1.0151662826538086,20261010,0,0
0,0,sub-02,0.828660786151886,20261010,0,0
0,0,sub-05,0.7579880952835083,20261010,0,0
0,0,sub-02,0.9390612244606018,20261010,0,0
0,0,sub-02,0.851486325263977,20261010,0,0
0,0,sub-02,1.9768754243850708,20261010,0,0
0,0,sub-02,0.8278660178184509,20261010,0,0
0,0,sub-03,1.2864540815353394,20261010,0,0
0,0,sub-02,1.4046075344085693,20261010,0,0
0,0,sub-03,0.978275716304779,20261010,0,0
0,0,sub-03,0.8110506534576416,20261010,0,0
0,0,sub-03,2.6937897205352783,20261010,0,0
0,0,sub-02,0.9462100863456726,20261010,0,0
0,0,sub-05,1.3750313520431519,20261010,0,0
0,0,sub-03,0.958117663860321,20261010,0,0
0,0,sub-05,0.8862153887748718,20261010,0,0
0,0,sub-05,0.8364115953445435,20261010,0,0
0,0,sub-05,1.0603339672088623,20261010,0,0
0,0,sub-03,1.186355710029602,20261010,0,0
0,0,sub-03,0.8401157855987549,20261010,0,0
0,0,sub-02,2.0943193435668945,20261010,0,0
0,0,sub-02,0.9799495339393616,20261010,0,0
0,0,sub-03,1.3403129577636719,20261010,0,0
0,0,sub-02,1.2400940656661987,20261010,0,0
0,0,sub-05,1.496797800064087,20261010,0,0
0,0,sub-03,0.8748080134391785,20261010,0,0
0,0,sub-05,0.9771286249160767,20261010,0,0
0,0,sub-05,0.8085257411003113,20261010,0,0
0,0,sub-02,0.7637126445770264,20261010,0,0
0,0,sub-03,1.606909155845642,20261010,0,0
0,0,sub-05,0.8210815787315369,20261010,0,0
0,0,sub-02,2.024116277694702,20261010,0,0
0,0,sub-03,1.3741188049316406,20261010,0,0
0,0,sub-05,0.8558260798454285,20261010,0,0
0,0,sub-02,0.8638663291931152,20261010,0,0
0,0,sub-03,0.902504026889801,20261010,0,0
0,0,sub-05,1.3514659404754639,20261010,0,0
0,0,sub-02,0.7554206848144531,20261010,0,0
0,0,sub-05,0.9629719257354736,20261010,0,0
0,0,sub-02,1.2489408254623413,20261010,0,0
0,0,sub-03,1.3253566026687622,20261010,0,0
0,0,sub-03,0.8137798309326172,20261010,0,0
0,0,sub-05,0.8678784370422363,20261010,0,0
0,0,sub-03,1.181760311126709,20261010,0,0
0,0,sub-03,0.6484629511833191,20261010,0,0
0,0,sub-02,2.7213785648345947,20261010,0,0
