package,seed,participant,protocol,method,rrmse,correlation,delta_snr,paired_spectral_utility
NEURAL,20260808,1,same_01,RAW,0.4012896716594696,0.9290639011983447,0.0,0.0
NEURAL,20260808,1,same_01,LINEAR-POP,0.08169499039649963,0.9966736488661835,13.825250625610352,0.28138284012675285
NEURAL,20260808,1,same_01,DET2-NEURAL-POP,0.13596895337104797,0.9911690606953536,9.40036392211914,0.2366897240281105
NEURAL,20260808,1,same_01,DIFF-NEURAL-POP,0.1543905884027481,0.9884346026109352,8.29674243927002,0.22698161005973816
NEURAL,20260808,1,same_01,DET2-NEURAL-MATCH,0.12128791958093643,0.9929100983115151,10.39280891418457,0.25050321966409683
NEURAL,20260808,1,same_01,DIFF-NEURAL-MATCH,0.1221362054347992,0.9927636317532615,10.332269668579102,0.255638487637043
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-2,0.1518774926662445,0.9891193345101273,8.439291000366211,0.223341166973114
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-2,0.1722206473350525,0.9857586693578614,7.347455024719238,0.22532837837934494
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-3,0.13199609518051147,0.9916957347182112,9.657937049865723,0.24067777395248413
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-3,0.1384858638048172,0.9907484851419652,9.241050720214844,0.2454460859298706
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-4,0.13173340260982513,0.9916902719619066,9.675240516662598,0.2406865581870079
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-4,0.14404799044132233,0.9899302238113113,8.899015426635742,0.2413269579410553
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-5,0.1439453512430191,0.9902310542418444,8.905206680297852,0.22959300875663757
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-5,0.16521815955638885,0.9868903008904649,7.708003520965576,0.21675696969032288
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-6,0.1409132480621338,0.9906825497601317,9.09012222290039,0.23365814983844757
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-6,0.1426534354686737,0.9903193894026264,8.983514785766602,0.25024985522031784
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-7,0.12716200947761536,0.99214642474757,9.982011795043945,0.24486596137285233
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-7,0.1344030648469925,0.9911546640699663,9.500975608825684,0.2458890676498413
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-8,0.13419145345687866,0.9913877671932749,9.51466178894043,0.23769421875476837
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-8,0.16766466200351715,0.986297110345445,7.58032751083374,0.20556578040122986
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-9,0.13479919731616974,0.9912126399443445,9.47541332244873,0.23677465319633484
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-9,0.17459215223789215,0.9850667628360357,7.228664875030518,0.19973506033420563
NEURAL,20260808,1,same_03,RAW,0.4087892770767212,0.9281836228380601,0.0,0.0
NEURAL,20260808,1,same_03,LINEAR-POP,0.5240752100944519,0.8822652276417505,-2.1578829288482666,-0.0655074417591095
NEURAL,20260808,1,same_03,DET2-NEURAL-POP,0.21274679899215698,0.9775331709610449,5.672729015350342,0.02947848290205002
NEURAL,20260808,1,same_03,DIFF-NEURAL-POP,0.21034975349903107,0.9780812717473957,5.771149635314941,0.03753148764371872
NEURAL,20260808,1,same_03,DET2-NEURAL-MATCH,0.22507669031620026,0.9748227643213276,5.183379173278809,0.025472000241279602
NEURAL,20260808,1,same_03,DIFF-NEURAL-MATCH,0.2210877388715744,0.9757561568823941,5.338696479797363,0.02946845442056656
NEURAL,20260808,1,same_03,DET2-NEURAL-WRONG-2,0.20250307023525238,0.9798115675959499,6.101357936859131,0.035226449370384216
NEURAL,20260808,1,same_03,DIFF-NEURAL-WRONG-2,0.2129756361246109,0.9777545701659748,5.66339111328125,0.032675601541996
