method,participant,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
DET2-NEURAL-MATCH,1,0.030603954299613184,0.7276616171002388,0.06408269175618697,0.12894948030800152,0.4916666666666667,0.9562413682698556
DET2-NEURAL-MATCH,2,0.09031093512506928,0.8384095132350922,0.07607750699240699,0.09081225870642824,0.18055555555555555,0.9401745540668768
DET2-NEURAL-MATCH,3,0.12029024063513039,0.7993798702955246,0.08325365449483253,0.13817818377972232,-0.04999999999999997,0.9224103167639007
DET2-NEURAL-MATCH,4,0.11004782160690461,0.7937362144390742,0.0657832906731202,0.1143874577865135,0.7262750455373407,0.9432026176074371
DET2-NEURAL-MATCH,5,0.0983300714532525,0.8113888452450434,0.09350968856867413,0.1401209355629604,0.5551187551187552,0.9148413252636843
DET2-NEURAL-MATCH,6,0.1040418221512513,0.8360723455746969,0.06202724614878391,0.12653760398058417,0.37222222222222223,0.9479500017292967
DET2-NEURAL-MATCH,7,0.11266568533097154,0.7486278315385183,0.09194154644976292,0.1472472814784507,0.18333333333333326,0.9154717235121823
DET2-NEURAL-MATCH,8,0.10276202117901267,0.8312053084373474,0.0740470324851294,0.09863064875227572,0.34722222222222215,0.9375963666417472
DET2-NEURAL-MATCH,9,0.06441798960182947,0.722379187742869,0.05927958309645818,0.11963850023814143,0.46388888888888885,0.9605172350273268
DET2-NEURAL-POP,1,0.03639457302519303,0.7340615466237068,0.06227289056698301,0.1253895745176487,0.5041666666666667,0.9571866017433841
DET2-NEURAL-POP,2,0.09198265741640184,0.836451381444931,0.07886940934279171,0.09612338423972845,0.16944444444444443,0.9378501969141482
DET2-NEURAL-POP,3,0.12078728403907579,0.8005883693695068,0.08248729079011337,0.13547423760875824,-0.030555555555555558,0.9239697084084151
DET2-NEURAL-POP,4,0.10952695009738188,0.7955085039138794,0.06497202769824649,0.11196243757613335,0.7262750455373407,0.9442508075132224
DET2-NEURAL-POP,5,0.09964734828004745,0.8085188815991083,0.09670486466866246,0.1466506513166443,0.5578965328965328,0.9127664989190439
DET2-NEURAL-POP,6,0.1065842418266817,0.8329686025778452,0.06445403753497461,0.134780419104387,0.3916666666666666,0.9457979911121072
DET2-NEURAL-POP,7,0.11244567261119187,0.7554300377766291,0.08912797508470521,0.14205101570736367,0.15555555555555553,0.9180290269448786
DET2-NEURAL-POP,8,0.10368312694685426,0.8312997967004776,0.07493384490146687,0.09921546821984299,0.33055555555555555,0.9372526962730122
DET2-NEURAL-POP,9,0.06705423137603579,0.7252764999866486,0.05893140834508056,0.11834454789629256,0.47500000000000003,0.9597642582975338
DET2-NEURAL-WRONG-1,2,0.10325743775324976,0.8378949388861656,0.0762480916605751,0.09909756173646717,0.17083333333333334,0.9317860988260929
DET2-NEURAL-WRONG-1,3,0.10415029020281238,0.80899278819561,0.07576536902803407,0.13958100391407036,-0.10833333333333328,0.9270095248614265
DET2-NEURAL-WRONG-1,4,0.09799367428865809,0.8011932745575905,0.06256489367060164,0.11138291813413835,0.7041666666666666,0.945362765614234
DET2-NEURAL-WRONG-1,5,0.09487934061122039,0.7996121421456337,0.09643698707037174,0.15539089406186285,0.5625,0.9118610055950418
DET2-NEURAL-WRONG-1,6,0.1029296553943246,0.8283338993787766,0.06471675358547815,0.14013302341549078,0.3458333333333333,0.9437554840481164
DET2-NEURAL-WRONG-1,7,0.10323988212952433,0.7657448947429657,0.08099635854479452,0.15107460558672012,0.21250000000000002,0.9304394084164723
DET2-NEURAL-WRONG-1,8,0.09976109902681855,0.8267248794436455,0.07710476218629757,0.10427155091267057,0.425,0.9365531766077446
DET2-NEURAL-WRONG-1,9,0.07404463763058233,0.7133861184120178,0.060658945760508516,0.12070590751334757,0.5,0.9545573089880957
DET2-NEURAL-WRONG-2,1,0.04115467217585252,0.741608090698719,0.05995750760804651,0.12060312771107667,0.5333333333333333,0.9583711590542708
DET2-NEURAL-WRONG-2,3,0.11410540383362955,0.8030145814021429,0.08414152471720358,0.144470024709176,-0.027777777777777752,0.9169119918391967
DET2-NEURAL-WRONG-2,4,0.10881459189597686,0.7965314785639445,0.06377082216477384,0.10948486108417832,0.7179417122040074,0.9455210747203822
DET2-NEURAL-WRONG-2,5,0.09666173914323706,0.8133358558019003,0.09158394076686298,0.13772801697053727,0.5440076440076441,0.9169409777045788
DET2-NEURAL-WRONG-2,6,0.10378190792499008,0.8361358245213827,0.06340373953525098,0.12758846088782452,0.4138888888888889,0.9469151519633591
DET2-NEURAL-WRONG-2,7,0.11112667450103637,0.7622276693582535,0.08631243976125168,0.1392085293321577,0.1416666666666667,0.9204499149486769
DET2-NEURAL-WRONG-2,8,0.10151589247069763,0.8331877241532007,0.07290131076653202,0.09618507701865936,0.34722222222222227,0.9392279234592591
DET2-NEURAL-WRONG-2,9,0.07186517356031254,0.730388010541598,0.05749261934711771,0.11782402006812302,0.4388888888888889,0.9603683049817429
DET2-NEURAL-WRONG-3,1,0.03386245590532545,0.7309443280100822,0.0625531395343337,0.12689983789055642,0.5083333333333333,0.9571669166400254
DET2-NEURAL-WRONG-3,2,0.09211937441107436,0.8359243522087733,0.07916428557404341,0.0970209587459724,0.15,0.9377150306217524
DET2-NEURAL-WRONG-3,4,0.10936759174420792,0.7960321853558222,0.06492690801693417,0.11117966392575158,0.7262750455373407,0.9443809465695251
DET2-NEURAL-WRONG-3,5,0.1001074119155884,0.8072275618712107,0.09775690045655679,0.14914177606521065,0.5745631995631996,0.9128766047821438
DET2-NEURAL-WRONG-3,6,0.10725399664600048,0.8321832815806071,0.0642031222625692,0.13591253408955886,0.36388888888888893,0.945924238057762
DET2-NEURAL-WRONG-3,7,0.11447934577858894,0.7515629281600317,0.09032360418816948,0.14526770654993473,0.14166666666666664,0.9171431185695158
DET2-NEURAL-WRONG-3,8,0.10404839444037951,0.8305710504452387,0.07464759826598281,0.0991937361201895,0.33055555555555555,0.9377794021931897
DET2-NEURAL-WRONG-3,9,0.0660417710270181,0.7234289000431696,0.05966070844432419,0.11801590146383396,0.4833333333333334,0.9599748830947714
DET2-NEURAL-WRONG-4,1,0.034945462726311036,0.7315089330077171,0.0625716129722894,0.12654036610985953,0.4791666666666667,0.9570259324515007
DET2-NEURAL-WRONG-4,2,0.09271684762521816,0.8355670968691508,0.07868335178726937,0.09562833548241063,0.16666666666666663,0.9379910407659532
DET2-NEURAL-WRONG-4,3,0.12123441475116296,0.8002789318561554,0.08266736608670094,0.13589970226975825,-0.03888888888888886,0.9233646600572115
DET2-NEURAL-WRONG-4,5,0.09999988585413781,0.8087450911601385,0.09673256354869847,0.14470601953855852,0.5412298662298662,0.9118232159177282
DET2-NEURAL-WRONG-4,6,0.10634497234210262,0.8327177911996841,0.06361171358222495,0.1326683637430238,0.4055555555555556,0.9466020781377491
DET2-NEURAL-WRONG-4,7,0.11180800708926363,0.7521071334679922,0.09009253816342662,0.1411565103775331,0.15555555555555556,0.9171955796626539
DET2-NEURAL-WRONG-4,8,0.10494160583413104,0.830952043334643,0.07589226566501252,0.09985245110318984,0.33055555555555555,0.9363433734113807
DET2-NEURAL-WRONG-4,9,0.06565516087120359,0.7238661547501882,0.05940189894880602,0.1172853049014916,0.4666666666666666,0.9588591365907201
DET2-NEURAL-WRONG-5,1,0.0375639748091325,0.7356763705611229,0.06132205175493981,0.12285749878795815,0.4875,0.9576618386170885
DET2-NEURAL-WRONG-5,2,0.09175573567678762,0.8369852801163992,0.0774560368535015,0.09420758473898472,0.16944444444444443,0.9387832104694515
DET2-NEURAL-WRONG-5,3,0.11741346061778024,0.8008883645137151,0.08306570902164744,0.1421975949945595,-0.044444444444444474,0.9181544748812378
DET2-NEURAL-WRONG-5,4,0.10836267634646439,0.795751228928566,0.06435848904055395,0.10964261829465248,0.7262750455373407,0.9450588263485217
DET2-NEURAL-WRONG-5,6,0.10475629358858453,0.8354686349630356,0.06317999049387142,0.12913316330970429,0.4055555555555556,0.9464626239261126
DET2-NEURAL-WRONG-5,7,0.11210042887076925,0.7566318611303965,0.08782018363378397,0.14073845711427643,0.1444444444444444,0.9192559262487667
DET2-NEURAL-WRONG-5,8,0.10309329607976207,0.831237867474556,0.07481185697529545,0.09900615162471489,0.33888888888888885,0.9375204491357763
DET2-NEURAL-WRONG-5,9,0.06794688394975842,0.7274691661198934,0.05809512856945579,0.11776521530570842,0.43333333333333335,0.9596415531575011
DET2-NEURAL-WRONG-6,1,0.03665986033237695,0.7347659096121788,0.061262092922458336,0.12368291786064836,0.5333333333333333,0.957710885966123
DET2-NEURAL-WRONG-6,2,0.09211090291333048,0.8363485336303711,0.0770456042723815,0.09139899429232068,0.16944444444444443,0.9393658928662396
DET2-NEURAL-WRONG-6,3,0.11591865433153241,0.8010934591293335,0.08744604179046174,0.15086583399296197,-0.030555555555555596,0.911281075348131
DET2-NEURAL-WRONG-6,4,0.10914660169449118,0.7952011823654175,0.06500296736875893,0.11060329355265519,0.7262750455373407,0.9442642517776522
DET2-NEURAL-WRONG-6,5,0.09845375547061637,0.8115672866503397,0.0922694675153287,0.13897437938882565,0.5551187551187552,0.9151333676527863
DET2-NEURAL-WRONG-6,7,0.1115300505076987,0.7545047601064047,0.0880703226464889,0.13770313263707679,0.1444444444444444,0.9200072228262227
DET2-NEURAL-WRONG-6,8,0.10384941681680589,0.8312708089749018,0.07432891810388652,0.09821786056884019,0.37222222222222223,0.9383032566201295
DET2-NEURAL-WRONG-6,9,0.06861899215967517,0.7254627098639806,0.058386244725409285,0.11676379119496665,0.4222222222222222,0.9589884587400764
DET2-NEURAL-WRONG-7,1,0.03252334251779605,0.7284998446702957,0.06400718794293772,0.13014507200040903,0.5083333333333333,0.9561981183657445
DET2-NEURAL-WRONG-7,2,0.09219680715621419,0.8342391550540924,0.08092309274841954,0.1010923800881578,0.1611111111111111,0.9363802298474461
DET2-NEURAL-WRONG-7,3,0.12448774368992166,0.7950759877761205,0.08268915689557971,0.13935332383773577,-0.03611111111111113,0.9258336865042688
DET2-NEURAL-WRONG-7,4,0.10992996857098132,0.7938635845979055,0.06552088632729881,0.11375235025541569,0.7179417122040074,0.9436658600593771
DET2-NEURAL-WRONG-7,5,0.10115190289604022,0.8046309947967529,0.10005366299622241,0.15211466344734692,0.5551187551187552,0.9096516383071576
DET2-NEURAL-WRONG-7,6,0.10797476448198558,0.8303334414958954,0.06494196429966992,0.1387350072311966,0.36111111111111116,0.944866582785147
DET2-NEURAL-WRONG-7,8,0.1045260286456276,0.8294009466965994,0.07626665026376854,0.10217241720448866,0.35000000000000003,0.9361879566104614
DET2-NEURAL-WRONG-7,9,0.062487513242788666,0.7190314084291458,0.06040590167765498,0.12020235875439605,0.4305555555555556,0.9590668990240604
DET2-NEURAL-WRONG-8,1,0.03631783739677824,0.7339542731642723,0.062466080804621994,0.1264372526100055,0.4791666666666667,0.9570253253113853
DET2-NEURAL-WRONG-8,2,0.09178858471721746,0.8377412805954615,0.07837868119815249,0.09373804392732986,0.15833333333333333,0.9382086418218897
DET2-NEURAL-WRONG-8,3,0.1213345264897175,0.8005870630343755,0.08290541962833876,0.13405866875402175,-0.041666666666666664,0.9251253586548421
DET2-NEURAL-WRONG-8,4,0.10955327981088663,0.7941967596610388,0.06554893592309845,0.11373674628689773,0.7262750455373407,0.9436210724676322
DET2-NEURAL-WRONG-8,5,0.09867179286692344,0.8101851542790731,0.09460556372587865,0.1419861758114801,0.594007644007644,0.9138739169719293
DET2-NEURAL-WRONG-8,6,0.1058852368482442,0.8333551834026972,0.06490757075031191,0.13373358346547157,0.39444444444444443,0.9454324595502026
DET2-NEURAL-WRONG-8,7,0.11296660530510572,0.7561678240696589,0.08924231178424664,0.14274687608378656,0.17777777777777773,0.9180517781005338
DET2-NEURAL-WRONG-8,9,0.06883169880574382,0.7254455983638763,0.05814079873839385,0.11929749158028986,0.44722222222222224,0.9605081884982982
DET2-NEURAL-WRONG-9,1,0.03552315518189465,0.7335131838917732,0.06261513814237339,0.12690632932530205,0.5041666666666667,0.9569916547672614
DET2-NEURAL-WRONG-9,2,0.09098869356245765,0.8365933845440546,0.07949405238147307,0.09724777966626953,0.15,0.9374740281349929
DET2-NEURAL-WRONG-9,3,0.12287245664715386,0.7978019515673319,0.08200938964898398,0.13470008262248626,-0.05833333333333335,0.926381740330267
DET2-NEURAL-WRONG-9,4,0.10969485628533288,0.7943183133999506,0.0652862249581051,0.1132018537865011,0.7262750455373407,0.944085161913997
DET2-NEURAL-WRONG-9,5,0.09989662445048042,0.8077827741702398,0.09767840278817437,0.14775984910464954,0.5839144107191687,0.9123564071798475
DET2-NEURAL-WRONG-9,6,0.10731126990323626,0.8318130026261011,0.06568120490717051,0.1366854372278075,0.36944444444444446,0.9447229180473083
DET2-NEURAL-WRONG-9,7,0.11241697389516025,0.752427210410436,0.09055342043312535,0.14563305203047242,0.1861111111111111,0.9166920380489949
DET2-NEURAL-WRONG-9,8,0.10293222374008858,0.83053819835186,0.07477331604923898,0.09979835537466118,0.33055555555555555,0.9373101073280853
DIFF-NEURAL-MATCH,1,0.0341130131067353,0.7295652627944946,0.06596251351372964,0.13176416576000238,0.4875,0.9539946814257401
DIFF-NEURAL-MATCH,2,0.09138246856459047,0.8399608731269836,0.07988438707011641,0.10354941291756643,0.16666666666666663,0.9366119840285743
DIFF-NEURAL-MATCH,3,0.11798894180828658,0.801063155134519,0.07345108993861642,0.13798551280140905,0.005555555555555573,0.9363674983758244
DIFF-NEURAL-MATCH,4,0.10813769046734172,0.7922309339046478,0.06978880755934741,0.1210505284737492,0.7290528233151184,0.9396560424061199
DIFF-NEURAL-MATCH,5,0.09616384464632162,0.8142730345328649,0.08811135353232596,0.14494275513901192,0.5634520884520885,0.919202616698611
DIFF-NEURAL-MATCH,6,0.09779593334596491,0.8413939923048019,0.05657366379770636,0.12769746592681244,0.37777777777777777,0.9513394905985044
DIFF-NEURAL-MATCH,7,0.11411635620710932,0.7571277618408203,0.07711208055739398,0.14739621470346861,0.14166666666666664,0.9299969138953782
DIFF-NEURAL-MATCH,8,0.10330330197281495,0.8324015388886133,0.07365186650872092,0.10139692969124277,0.3277777777777778,0.9378821860078684
DIFF-NEURAL-MATCH,9,0.06783876161696495,0.7311972379684448,0.0553733367825625,0.11445947254375932,0.41944444444444445,0.9652313225883759
DIFF-NEURAL-POP,1,0.04269738914891201,0.7388194426894188,0.06394789228434518,0.12997290755432045,0.4875,0.9549641084960495
