package,seed,participant,protocol,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
NEURAL,20260808,1,same_01,RAW,0.0,1.0,0.0,0.0,0.43333333333333335,1.0
NEURAL,20260808,1,same_01,LINEAR-POP,-0.06088061350027499,0.7163907587528229,0.05725408349409527,0.09713315521813692,0.43333333333333335,0.9845694433425417
NEURAL,20260808,1,same_01,DET2-NEURAL-POP,0.023034782011031735,0.78138367831707,0.054436790054072745,0.12426565370215993,0.43333333333333335,0.962761863649572
NEURAL,20260808,1,same_01,DIFF-NEURAL-POP,0.034273838168681126,0.7828780859708786,0.05867986280016547,0.132125951457644,0.4,0.9572893718912643
NEURAL,20260808,1,same_01,DET2-NEURAL-MATCH,0.01359176270699311,0.7735138088464737,0.05720442735301594,0.12895814877486161,0.43333333333333335,0.9616209905730867
NEURAL,20260808,1,same_01,DIFF-NEURAL-MATCH,0.01905601977725585,0.771239846944809,0.06155472789075063,0.1343824881000338,0.4,0.9564457777569468
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-2,0.030674021260535853,0.7871206253767014,0.05210484559869424,0.12034779845804838,0.4666666666666667,0.9639390758047608
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-2,0.03782350358039063,0.7804711014032364,0.05689951499537052,0.1283741633251375,0.2666666666666667,0.9593768391442273
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-3,0.020549972569171127,0.778796836733818,0.054941771372131416,0.12523625003831187,0.4666666666666667,0.9627505797082339
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-3,0.02753622993795607,0.7761899083852768,0.05940261304732887,0.13274601172614084,0.30000000000000004,0.9578918847006676
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-4,0.020931121243537992,0.7787303775548935,0.05468786244243245,0.12568983312355514,0.43333333333333335,0.9628987402563149
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-4,0.03041684008090266,0.7772755324840546,0.05924613671615367,0.13436873019521395,0.30000000000000004,0.9578492992441683
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-5,0.027069947322349824,0.7850757986307144,0.052916591493697734,0.12039583810969454,0.4,0.9637477554077486
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-5,0.037782083452419915,0.7866454869508743,0.056429405780892054,0.1276503849588898,0.3666666666666667,0.9586012517634598
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-6,0.024453504190495107,0.7807041257619858,0.05346974202647573,0.12327536482073254,0.4666666666666667,0.9634328105186017
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-6,0.028244209244426374,0.7744131684303284,0.05793528686964228,0.13174432975389772,0.23333333333333328,0.9595668960169184
NEURAL,20260808,1,same_01,DET2-NEURAL-WRONG-7,0.017298352363321917,0.7769950330257416,0.0565906266542489,0.1285662450831871,0.4666666666666667,0.9617161703106156
NEURAL,20260808,1,same_01,DIFF-NEURAL-WRONG-7,0.024563501345744088,0.77464160323143,0.061405413366837164,0.13465565255076425,0.3666666666666667,0.9563162864322463
