adaptive_subject_attack_balanced_accuracy,between_participant_variance,calibration_error,cross_session_same_different_auroc,cross_session_verification_balanced_accuracy,fixed_head_balanced_accuracy,fold,linear_subject_probe_balanced_accuracy,method,n_test_trials,retrained_head_balanced_accuracy,seed,strength,worst_participant_accuracy
0.6631944444444445,0.014857413837448557,0.2600230364197934,0.576751361203099,0.6307870370370371,0.40740740740740744,0,0.6412037037037037,RAW,864,0.40162037037037035,20260920,na,0.2673611111111111
0.488425925925926,0.014857413837448557,0.26002303793750425,0.5312086696356063,0.4606481481481481,0.40740740740740744,0,0.44328703703703703,HEAD_ONLY,864,0.4004629629629629,20260920,na,0.2673611111111111
0.6087962962962963,0.008716724537037035,0.27810066803875894,0.5299560398008507,0.49189814814814814,0.3923611111111111,0,0.5960648148148149,LEACE,864,0.37384259259259256,20260920,na,0.2847222222222222
0.6736111111111112,0.014857413837448557,0.26002302810687705,0.5761771777960197,0.5995370370370371,0.40740740740740744,0,0.6493055555555555,Fiber-OneStep,864,0.39351851851851855,20260920,weak,0.2673611111111111
0.6678240740740741,0.014857413837448557,0.26002302810687705,0.5653608572882525,0.5543981481481483,0.40740740740740744,0,0.6631944444444444,Fiber-OneStep,864,0.39583333333333337,20260920,medium,0.2673611111111111
0.49421296296296297,0.014857413837448557,0.26002300872157014,0.5456803782340341,0.49421296296296297,0.40740740740740744,0,0.49074074074074076,Fiber-OneStep,864,0.40046296296296297,20260920,strong,0.2673611111111111
0.6423611111111112,0.014857413837448557,0.26002302262242194,0.5616399615307901,0.5810185185185185,0.40740740740740744,0,0.6365740740740741,Fiber-SANDiff,864,0.4027777777777778,20260920,weak,0.2673611111111111
0.5567129629629629,0.014857413837448557,0.26002302883123907,0.5304454584304891,0.5,0.40740740740740744,0,0.5717592592592592,Fiber-SANDiff,864,0.39467592592592593,20260920,medium,0.2673611111111111
0.4675925925925926,0.014857413837448557,0.260023042180196,0.5201780426043914,0.45138888888888884,0.40740740740740744,0,0.4328703703703704,Fiber-SANDiff,864,0.375,20260920,strong,0.2673611111111111
0.7199074074074074,0.00815007716049382,0.3450440537805359,0.5792252751301634,0.6631944444444445,0.36111111111111105,0,0.7083333333333334,RAW,864,0.3680555555555556,20260921,na,0.2569444444444445
0.5150462962962963,0.00815007716049382,0.34504404619198153,0.5415603135835745,0.4641203703703704,0.36111111111111105,0,0.4571759259259259,HEAD_ONLY,864,0.3738425925925926,20260921,na,0.2569444444444445
0.611111111111111,0.009600855195473252,0.32488399575016014,0.5352883365613749,0.5277777777777778,0.3587962962962963,0,0.6481481481481481,LEACE,864,0.36342592592592593,20260921,na,0.24652777777777776
0.7002314814814815,0.00815007716049382,0.3450440462609684,0.578612781875844,0.6550925925925926,0.36111111111111105,0,0.7002314814814814,Fiber-OneStep,864,0.3715277777777778,20260921,weak,0.2569444444444445
0.7083333333333334,0.00815007716049382,0.34504405374604247,0.5666899912559926,0.607638888888889,0.36111111111111105,0,0.6678240740740741,Fiber-OneStep,864,0.37384259259259256,20260921,medium,0.2569444444444445
0.5231481481481481,0.00815007716049382,0.34504404619198153,0.5418256784150243,0.46527777777777773,0.36111111111111105,0,0.47222222222222227,Fiber-OneStep,864,0.37731481481481477,20260921,strong,0.2569444444444445
0.6747685185185185,0.00815007716049382,0.3450440520558644,0.571469298639109,0.6226851851851852,0.36111111111111105,0,0.670138888888889,Fiber-SANDiff,864,0.37037037037037035,20260921,weak,0.2569444444444445
0.579861111111111,0.00815007716049382,0.34504404619198153,0.539566308436763,0.5150462962962963,0.36111111111111105,0,0.5844907407407408,Fiber-SANDiff,864,0.37384259259259256,20260921,medium,0.2569444444444445
0.43171296296296297,0.00815007716049382,0.34504404619198153,0.5194412352679637,0.4421296296296296,0.36111111111111105,0,0.42939814814814814,Fiber-SANDiff,864,0.36574074074074076,20260921,strong,0.2569444444444445
0.857638888888889,0.002234439300411523,0.3813178348527463,0.7317804323401518,0.7604166666666666,0.28935185185185186,1,0.9074074074074073,RAW,864,0.2939814814814815,20260920,na,0.2361111111111111
0.6956018518518517,0.002234439300411523,0.38131786189559436,0.7045117675413959,0.6817129629629629,0.28935185185185186,1,0.6990740740740741,HEAD_ONLY,864,0.28935185185185186,20260920,na,0.2361111111111111
0.7754629629629631,0.00047019675925925864,0.3784966248053092,0.6551625513808179,0.6631944444444445,0.2847222222222222,1,0.8379629629629629,LEACE,864,0.2962962962962963,20260920,na,0.2604166666666667
0.8831018518518517,0.002234439300411523,0.38131786996705663,0.73726351112708,0.7349537037037037,0.28935185185185186,1,0.8969907407407408,Fiber-OneStep,864,0.2986111111111111,20260920,weak,0.2361111111111111
0.8321759259259259,0.002234439300411523,0.38131782222815136,0.7314090815676416,0.7152777777777778,0.28935185185185186,1,0.8831018518518517,Fiber-OneStep,864,0.3055555555555555,20260920,medium,0.2361111111111111
0.6921296296296297,0.002234439300411523,0.38131784927099943,0.7215749942687489,0.6956018518518517,0.28935185185185186,1,0.7013888888888888,Fiber-OneStep,864,0.2962962962962963,20260920,strong,0.2361111111111111
0.8472222222222222,0.002234439300411523,0.3813178573424617,0.7292541472548851,0.7303240740740741,0.28935185185185186,1,0.8796296296296297,Fiber-SANDiff,864,0.28703703703703703,20260920,weak,0.2361111111111111
0.707175925925926,0.002234439300411523,0.38131782353890165,0.7079183537625937,0.6944444444444445,0.28935185185185186,1,0.8055555555555557,Fiber-SANDiff,864,0.30439814814814814,20260920,medium,0.2361111111111111
0.6712962962962963,0.002234439300411523,0.38131786058484407,0.6815127893136392,0.6631944444444444,0.28935185185185186,1,0.6550925925925926,Fiber-SANDiff,864,0.2800925925925926,20260920,strong,0.2361111111111111
0.8877314814814814,0.0032913773148148134,0.46262926318579256,0.7557734790856397,0.7291666666666666,0.2847222222222222,1,0.8703703703703703,RAW,864,0.28356481481481477,20260921,na,0.21875
