conditional_covariance_relative_frobenius,conditional_energy_distance,conditional_mmd_rbf,fiber_variance_retained,fold,method,raw_fiber_variance,replacement_fiber_variance,seed,strength
0.5263780144023961,0.6276025274786412,0.024887563930362806,0.49594793406299675,0,Fiber-OneStep,98.30216979980469,48.75275802612305,20260920,weak
0.84648060984851,2.510957740581486,0.10375757639181098,0.19332111699942148,0,Fiber-OneStep,98.30216979980469,19.00388526916504,20260920,medium
0.9631779777326139,4.778467416369913,0.16670961804580575,0.09219752912416329,0,Fiber-OneStep,98.30216979980469,9.063217163085938,20260920,strong
0.49786416844876524,0.5351334933765576,0.019492151334210006,0.5612822051521413,0,Fiber-SANDiff,98.30216979980469,55.17525863647461,20260920,weak
0.7241054231844902,1.181729268615413,0.046802163194411606,0.48677617620081925,0,Fiber-SANDiff,98.30216979980469,47.85115432739258,20260920,medium
0.8650769656543439,1.2890158449123748,0.046088974062775824,0.7909464757399146,0,Fiber-SANDiff,98.30216979980469,77.75175476074219,20260920,strong
0.5352904541660893,0.6811324251932223,0.02650299627003146,0.48129655116376197,0,Fiber-OneStep,105.91358947753906,50.97584533691406,20260921,weak
0.8551048522194494,2.6588069643142744,0.10973507421189066,0.17582395893016622,0,Fiber-OneStep,105.91358947753906,18.622146606445312,20260921,medium
0.9630538385050462,4.900457622859765,0.17574650887527418,0.08411579819663967,0,Fiber-OneStep,105.91358947753906,8.909006118774414,20260921,strong
0.506640345076493,0.5701712396276135,0.019967897708089488,0.5610439648859491,0,Fiber-SANDiff,105.91358947753906,59.42218017578125,20260921,weak
0.7384665153599409,1.2347518653348926,0.047701707371737644,0.492729341940741,0,Fiber-SANDiff,105.91358947753906,52.18673324584961,20260921,medium
0.9228695600423595,1.4035727538042264,0.048867227855136586,0.8100031795870225,0,Fiber-SANDiff,105.91358947753906,85.79034423828125,20260921,strong
0.5082459685936153,0.5675427701839938,0.022256549702577566,0.5684368463306433,1,Fiber-OneStep,65.13505554199219,37.02516555786133,20260920,weak
0.8147080017193288,2.1468280547047445,0.09236746131680024,0.31926857085696764,1,Fiber-OneStep,65.13505554199219,20.795576095581055,20260920,medium
0.9248935209895386,3.809832592539001,0.14543721732159462,0.25331893313430276,1,Fiber-OneStep,65.13505554199219,16.499942779541016,20260920,strong
0.4913675550146719,0.5297562267139767,0.019118755038098494,0.6310923536044187,1,Fiber-SANDiff,65.13505554199219,41.10623550415039,20260920,weak
0.7143246842272438,1.1736223046373417,0.04591611065990222,0.5865229528209,1,Fiber-SANDiff,65.13505554199219,38.20320510864258,20260920,medium
0.893567731477792,1.4046490515013161,0.048858087170409015,0.8798326583020415,1,Fiber-SANDiff,65.13505554199219,57.30794906616211,20260920,strong
0.5106758275345668,0.6187102157656037,0.023689366410645323,0.5605616345495288,1,Fiber-OneStep,86.98767852783203,48.76195526123047,20260921,weak
0.8216739727637488,2.343663440256354,0.10000445069748924,0.3000537466115647,1,Fiber-OneStep,86.98767852783203,26.10097885131836,20260921,medium
0.939228487122366,4.308663405998746,0.16063508953882974,0.21879758357760357,1,Fiber-OneStep,86.98767852783203,19.03269386291504,20260921,strong
0.5029170375314796,0.5926524996143999,0.020869208393962595,0.6209867537581625,1,Fiber-SANDiff,86.98767852783203,54.01819610595703,20260921,weak
0.7520723006958357,1.3450996294823032,0.05251937264039682,0.5825396835142005,1,Fiber-SANDiff,86.98767852783203,50.67377471923828,20260921,medium
1.016577139775265,1.7335904590777707,0.06016160753254157,0.8991300293492634,1,Fiber-SANDiff,86.98767852783203,78.2132339477539,20260921,strong
0.48060489788120725,0.48251865469765143,0.01856225653722689,0.6157497807394475,2,Fiber-OneStep,17.732921600341797,10.919042587280273,20260920,weak
0.7784604417575167,1.7783424496853784,0.07587855515370268,0.3955018834788007,2,Fiber-OneStep,17.732921600341797,7.01340389251709,20260920,medium
0.9027247154298293,3.1053345711071647,0.12015866942609965,0.34011205359745417,2,Fiber-OneStep,17.732921600341797,6.031180381774902,20260920,strong
0.4829307188462355,0.5114858587310221,0.019487622055556115,0.6253159298787866,2,Fiber-SANDiff,17.732921600341797,11.088678359985352,20260920,weak
0.7792016485679567,1.7866214589907379,0.0748198267523636,0.42851605834815326,2,Fiber-SANDiff,17.732921600341797,7.598841667175293,20260920,medium
0.9223527809266194,2.855761691669875,0.11153485267269166,0.4118037737984016,2,Fiber-SANDiff,17.732921600341797,7.302484035491943,20260920,strong
0.520649787999419,0.6224338331530473,0.024630498094141806,0.4914478164289913,2,Fiber-OneStep,82.61595153808594,40.6014289855957,20260921,weak
0.837485853727284,2.5005928657630396,0.10274989320109575,0.18846742314222711,2,Fiber-OneStep,82.61595153808594,15.570415496826172,20260921,medium
0.9532931650248524,4.845765545949081,0.16749493937923213,0.0913166145640846,2,Fiber-OneStep,82.61595153808594,7.544209003448486,20260921,strong
0.4843679296685793,0.5321331709716967,0.01931547661643736,0.5901160422945158,2,Fiber-SANDiff,82.61595153808594,48.75299835205078,20260921,weak
0.6967454387699518,1.1868701287743022,0.04643203439095428,0.555500516316087,2,Fiber-SANDiff,82.61595153808594,45.89320373535156,20260921,medium
0.8563163337611625,1.3432703811616353,0.04804218664189199,0.9123343120344405,2,Fiber-SANDiff,82.61595153808594,75.37336730957031,20260921,strong
