contrast,participant_mean,participant_median,ci95_low,ci95_high,positive_count,participants
Fiber_SANDiff_vs_RAW_fixed,0.0,0.0,0.0,0.0,0,9
Fiber_SANDiff_privacy_vs_RAW,0.2065972222222222,0.22395833333333326,0.16145833333333337,0.24633487654320982,9,9
Fiber_SANDiff_verification_vs_RAW,0.049157183501362015,0.031005138426789647,0.028872563861154246,0.07221664619083112,9,9
Fiber_SANDiff_privacy_gap_to_HEAD_ONLY,-0.027584876543209888,-0.02951388888888884,-0.0758101851851852,0.020833333333333315,3,9
Fiber_SANDiff_minus_OneStep_fixed,0.0,0.0,0.0,0.0,0,9
Fiber_SANDiff_privacy_vs_OneStep,0.03993055555555556,0.04861111111111116,0.013695987654320983,0.06520061728395064,6,9
Fiber_SANDiff_privacy_vs_V33P,0.12673611111111108,0.125,0.06751543209876543,0.18614969135802464,7,9
