fiber_dim,fold,head_rank,null_orthogonality_max_abs,null_residual_max_abs,row_null_max_abs,row_orthogonality_max_abs,seed,stage_A_fiber_dim,stage_A_head_rank,svd_tolerance
125,0,3,8.881784197001252e-16,5.068251493361401e-16,2.9798510886272165e-16,8.881784197001252e-16,20260920,125,3,1.72012371098413e-05
125,0,3,8.881784197001252e-16,3.41753843138658e-16,3.2280119026191915e-16,9.992007221626409e-16,20260921,125,3,1.9879924279628048e-05
125,1,3,8.881784197001252e-16,2.0045895593235026e-16,1.9694478960631322e-16,4.440892098500626e-16,20260920,125,3,1.2919211230399297e-05
125,1,3,8.881784197001252e-16,3.0954331140400448e-16,2.220446049250313e-16,7.565620880837493e-16,20260921,125,3,1.8754120697771683e-05
125,2,3,8.881784197001252e-16,1.6137606753540545e-16,1.4462827024765192e-16,4.440892098500626e-16,20260920,125,3,7.345595754736562e-06
125,2,3,8.881784197001252e-16,2.843312283902609e-16,1.843690174209946e-16,7.771561172376096e-16,20260921,125,3,1.4828044200289937e-05
