fold,seed,participant,condition,scale,heldout_eog_remaining_ratio,artifact_attenuation_db,low_eog_observation_retention,output_input_rms
0,20261201,sub-02,POP,0.9746944995973741,0.9990427273526309,0.008318746858559548,0.9972042972221971,0.9995871186256409
0,20261201,sub-02,MATCH_EB120,0.9746944995973741,0.9990074610205417,0.008625365251110616,0.994763845577836,0.9997619390487671
0,20261201,sub-02,POP,0.934644677885095,0.9993333030517733,0.005792787345793546,0.9934197035618126,0.9995183944702148
0,20261201,sub-02,MATCH_EB120,0.934644677885095,0.9989712669497117,0.008940060998783004,0.9895613575354218,0.999668300151825
0,20261201,sub-02,POP,0.7975253889002536,0.9969492705362664,0.026538801403670216,0.9388876333832741,1.000330924987793
0,20261201,sub-02,MATCH_EB120,0.7975253889002536,0.9961150745045385,0.033809750893324615,0.9266791939735413,1.0013984441757202
0,20261201,sub-02,POP,0.8916253302171883,0.9999456847097085,0.0004717894299376944,0.9945973502472043,1.000077486038208
0,20261201,sub-02,MATCH_EB120,0.8916253302171883,0.9999034919895926,0.0008382983794928843,0.9907102668657899,1.0002576112747192
0,20261201,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,POP,0.6945992217748,0.9971005347112885,0.02522101693359586,0.9734231699258089,0.9984991550445557
0,20261201,sub-02,MATCH_EB120,0.6945992217748,0.9972282015411579,0.02410896356341188,0.9757931474596262,0.9985922574996948
0,20261201,sub-02,POP,0.803327307822161,0.999629024337989,0.0032228514953380255,0.9960317625664175,0.9999595284461975
0,20261201,sub-02,MATCH_EB120,0.803327307822161,0.9996295300734894,0.0032184571034936,0.9960726508870721,0.9999591112136841
0,20261201,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,POP,0.16187674724118378,0.9998034114602226,0.0017077142246384978,0.9989396379096434,0.99998939037323
0,20261201,sub-02,MATCH_EB120,0.16187674724118378,0.9998034878511466,0.0017070505710616766,0.9989543434930965,0.999991238117218
0,20261201,sub-02,POP,1.0,0.9997644112209594,0.0020465392150174773,0.9991675920318812,1.0000391006469727
0,20261201,sub-02,MATCH_EB120,1.0,0.9997644112209594,0.0020465392150174773,0.9991675920318812,1.0000391006469727
0,20261201,sub-02,POP,0.2946120842971983,0.9998105800542477,0.0016454365882275055,0.9998348288791021,1.0000123977661133
0,20261201,sub-02,MATCH_EB120,0.2946120842971983,0.9998105800542477,0.0016454365882275055,0.9998348288791021,1.0000123977661133
0,20261201,sub-02,POP,0.8079349315164512,0.9999399581303197,0.0005215327107627125,0.9995814194262493,1.0000336170196533
0,20261201,sub-02,MATCH_EB120,0.8079349315164512,0.9999399581303197,0.0005215327107627125,0.9995814194262493,1.0000336170196533
0,20261201,sub-02,POP,1.0,1.0001093517906425,-0.0009497656569045573,0.99947822955437,1.0000413656234741
0,20261201,sub-02,MATCH_EB120,1.0,1.0001093517906425,-0.0009497656569045573,0.99947822955437,1.0000413656234741
0,20261201,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,POP,0.6228609267313855,0.8634958087429379,1.2747953216115573,0.9461803659796715,0.9871817827224731
0,20261201,sub-02,MATCH_EB120,0.6228609267313855,0.9135425829040105,0.7854240819549807,0.9506847485899925,0.9930704236030579
0,20261201,sub-02,POP,1.0,1.0007530157728382,-0.006538150542181893,0.9991815504035912,0.9999422430992126
0,20261201,sub-02,MATCH_EB120,1.0,1.0008606002625826,-0.007471864220088115,0.9992008533445187,0.9999317526817322
0,20261201,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-02,POP,1.0,1.0026052655393036,-0.022599622709237994,0.9993693988653831,1.0000455379486084
0,20261201,sub-02,MATCH_EB120,1.0,1.0024690104791618,-0.021419121387170732,0.9994472026010044,1.0000442266464233
0,20261201,sub-03,POP,0.44500799699145,0.9996856757938658,0.002730614536662821,0.9981060448335484,0.9999688863754272
0,20261201,sub-03,MATCH_EB120,0.44500799699145,0.9996766592813991,0.0028089559466535907,0.9978145880158991,0.9999681711196899
0,20261201,sub-03,POP,0.8904571816290041,0.9704841443189896,0.26023111362202334,0.948227271437645,0.9886483550071716
0,20261201,sub-03,MATCH_EB120,0.8904571816290041,0.9731056374730308,0.23680022893200192,0.95592100918293,0.9893938899040222
0,20261201,sub-03,POP,0.4379344080314586,1.0016554319014166,-0.014367010273768027,0.9767834767699242,0.9988805055618286
0,20261201,sub-03,MATCH_EB120,0.4379344080314586,0.9998230496059618,0.001537107593936249,0.9851023582741618,0.9990701675415039
0,20261201,sub-03,POP,0.9409522957002422,0.9994953316418956,0.004384600139877799,0.9959112522192299,0.9996849894523621
0,20261201,sub-03,MATCH_EB120,0.9409522957002422,0.999500531927811,0.004339408340964939,0.9956898507662117,0.9996566772460938
0,20261201,sub-03,POP,0.947218439553213,0.9985592837953386,0.012522925111705873,0.9966113076079637,0.9999090433120728
0,20261201,sub-03,MATCH_EB120,0.947218439553213,0.9983808124187807,0.014075483135255777,0.9938344610854983,0.9998582005500793
0,20261201,sub-03,POP,0.3592519838595944,1.0000239776872444,-0.00020826504833361363,0.998967127641663,1.0000944137573242
0,20261201,sub-03,MATCH_EB120,0.3592519838595944,0.9997059558192171,0.0025544108762302394,0.9982348855119199,1.0000622272491455
0,20261201,sub-03,POP,0.6171646366223957,0.9987189228876332,0.011134427970041287,0.9984588022343814,0.9998236298561096
0,20261201,sub-03,MATCH_EB120,0.6171646366223957,0.9987900758028238,0.010515630888838338,0.9972310939338058,0.9998425245285034
0,20261201,sub-03,POP,0.8854735151863428,0.99877497264697,0.010646975142219567,0.9973667687736452,0.9998646974563599
0,20261201,sub-03,MATCH_EB120,0.8854735151863428,0.9988931475084671,0.009619323155587165,0.9960104958154261,0.9998524188995361
0,20261201,sub-03,POP,0.6162658712367516,0.9995207606856645,0.004163617558859237,0.9977094880305231,0.9999226927757263
0,20261201,sub-03,MATCH_EB120,0.6162658712367516,0.9995691077582194,0.0037434890361292892,0.9986329561797902,0.9999417066574097
0,20261201,sub-03,POP,0.7031659927147427,0.9997192337614196,0.002439046979451937,0.9968909807503223,1.0000783205032349
0,20261201,sub-03,MATCH_EB120,0.7031659927147427,0.9997428516661804,0.0022338492757902656,0.997942108893767,0.9999977946281433
0,20261201,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,POP,0.9550555626366788,0.9999114336031171,0.0007693120170657874,0.9955224259756505,1.0000773668289185
0,20261201,sub-03,MATCH_EB120,0.9550555626366788,0.9998701444775917,0.0011279839755910953,0.9968421519733965,1.0000088214874268
0,20261201,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,POP,0.17799492115288187,0.9998716337003357,0.001115047080895856,0.9993613160331734,1.0000063180923462
0,20261201,sub-03,MATCH_EB120,0.17799492115288187,0.9998772335700495,0.0010664011222777268,0.999433069024235,1.0000052452087402
0,20261201,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,POP,0.7385335782141257,0.9993148539702281,0.005953142419462969,0.9968327761162072,1.0001156330108643
0,20261201,sub-03,MATCH_EB120,0.7385335782141257,0.9995354280436322,0.004036158357552803,0.9971254679840058,1.0000920295715332
0,20261201,sub-03,POP,0.035621615697699144,0.9998997115911442,0.0008711377345373293,0.9998943947139196,1.0000001192092896
0,20261201,sub-03,MATCH_EB120,0.035621615697699144,1.000009597243594,-8.336019867421974e-05,0.9998889262205921,0.999998927116394
0,20261201,sub-03,POP,0.9287225091868329,0.9989432946428849,0.009183278976875249,0.9977136603556573,0.9999216198921204
0,20261201,sub-03,MATCH_EB120,0.9287225091868329,0.9988823376140101,0.009713321255927125,0.9973603682592511,0.9998968243598938
0,20261201,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-03,POP,1.0,0.998181654492397,0.015808325261180704,0.9889612104743719,1.0000451803207397
0,20261201,sub-03,MATCH_EB120,1.0,0.999222694220081,0.006754217605807644,0.9971612980589271,0.9999774098396301
0,20261201,sub-05,POP,0.5269139328661183,0.9811759133984337,0.1650624340693582,0.8698561191558838,0.99410480260849
0,20261201,sub-05,MATCH_EB120,0.5269139328661183,0.9815846381990958,0.16144493874185362,0.867907389998436,0.9938520193099976
0,20261201,sub-05,POP,0.9798766487907036,0.9986494991958211,0.011738228970319915,0.9940552208572626,0.9994128346443176
0,20261201,sub-05,MATCH_EB120,0.9798766487907036,0.9988391158615717,0.010089168820710873,0.9933417914435267,0.9993861317634583
0,20261201,sub-05,POP,0.7116616671178,0.9997838229778944,0.0018778927422395243,0.9932598187588155,1.0000079870224
0,20261201,sub-05,MATCH_EB120,0.7116616671178,0.9997206180933409,0.0024270194565636067,0.9929876830428839,0.9999423027038574
0,20261201,sub-05,POP,0.9155527443904564,1.0054528617013272,-0.047234290641669785,0.7975031137466431,1.0022019147872925
0,20261201,sub-05,MATCH_EB120,0.9155527443904564,1.00607311486695,-0.052590871444266385,0.7785144001245499,1.0027905702590942
0,20261201,sub-05,POP,0.6024382597292499,0.9749410242223642,0.22043309381304457,0.9159701690077782,0.9738379120826721
