fold,seed,participant,condition,scale,heldout_eog_remaining_ratio,artifact_attenuation_db,low_eog_observation_retention,output_input_rms
0,20261201,sub-05,MATCH_EB120,0.6024382597292499,0.9865273756572066,0.11781717565793018,0.9290917813777924,0.9804073572158813
0,20261201,sub-05,POP,0.5991383151807907,0.9990685131322206,0.00809456270782584,0.9968422844540328,0.999810516834259
0,20261201,sub-05,MATCH_EB120,0.5991383151807907,0.9987107588065806,0.01120543152793346,0.996196283493191,0.9997032880783081
0,20261201,sub-05,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-05,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-05,POP,0.08141048810923421,1.0001805335269394,-0.0015679527612031492,0.9995823771168943,1.0001742839813232
0,20261201,sub-05,MATCH_EB120,0.08141048810923421,1.0001942063565765,-0.0016866912024585856,0.9995916322222911,1.000177264213562
0,20261201,sub-05,POP,0.3985462771438857,0.9992134905895602,0.006834221880731748,0.9971564619336277,1.0000088214874268
0,20261201,sub-05,MATCH_EB120,0.3985462771438857,0.9991816402910562,0.007111092228836695,0.996967894025147,1.0000158548355103
0,20261201,sub-05,POP,0.5903930999658633,1.0039050359534263,-0.03385265633941184,0.9569380395114422,1.0047370195388794
0,20261201,sub-05,MATCH_EB120,0.5903930999658633,1.0046912709966245,-0.040652580385831354,0.953170295804739,1.005439281463623
0,20261201,sub-05,POP,1.0,0.9984308338633002,0.013640308643427544,0.9925117748789489,0.9998645782470703
0,20261201,sub-05,MATCH_EB120,1.0,0.9983762715785262,0.014114988428745482,0.9920444972813129,0.9998746514320374
0,20261201,sub-05,POP,0.3409752158753893,0.9894835361768499,0.09182855076927786,0.9211787655949593,0.9949672222137451
0,20261201,sub-05,MATCH_EB120,0.3409752158753893,0.9877806323590415,0.10678986804612339,0.9136945381760597,0.9946638345718384
0,20261201,sub-05,POP,1.0,1.0005337626735786,-0.0046349667995005716,0.994998263195157,1.0005078315734863
0,20261201,sub-05,MATCH_EB120,1.0,1.000481858493749,-0.004184361643711584,0.9946311991661787,1.0005048513412476
0,20261201,sub-05,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-05,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-05,POP,0.27743706425979564,0.9838758409999988,0.14119406736339332,0.9657256938517094,0.9938216805458069
0,20261201,sub-05,MATCH_EB120,0.27743706425979564,0.9849176845642225,0.1320012912330702,0.9679871797561646,0.994082510471344
0,20261201,sub-05,POP,0.8851849713687788,0.9987017197741739,0.011284045273228183,0.9974642931483686,0.9992468953132629
0,20261201,sub-05,MATCH_EB120,0.8851849713687788,0.9986835193780028,0.011442338855674404,0.9972213765140623,0.9992494583129883
0,20261201,sub-05,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-05,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-05,POP,1.0,0.5896140370181935,4.588643714412367,0.6646988689899445,0.8245195150375366
0,20261201,sub-05,MATCH_EB120,1.0,0.7882005471671378,2.067265359680171,0.5080145597457886,0.8862495422363281
0,20261201,sub-05,POP,0.3944358354675989,0.9996788491033662,0.002789929263451523,0.9986725398339331,0.9998818635940552
0,20261201,sub-05,MATCH_EB120,0.3944358354675989,0.9997972361434314,0.0017613630571615673,0.9983213980449364,0.9997933506965637
0,20261201,sub-05,POP,0.4523385511168308,1.0041905843316443,-0.03632289898243441,0.9587918519973755,0.9988038539886475
0,20261201,sub-05,MATCH_EB120,0.4523385511168308,1.005116229422065,-0.04432571031333061,0.9422214850783348,0.9976087808609009
0,20261201,sub-05,POP,0.17758683874712367,0.9998751732744374,0.0010842988382623534,0.9994980246992782,0.9999886751174927
0,20261201,sub-05,MATCH_EB120,0.17758683874712367,0.9998702935873652,0.0011266886564464985,0.9994933189591393,0.999987781047821
0,20261201,sub-05,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-05,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-05,POP,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-05,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261201,sub-05,POP,0.8238296228735266,0.9995406933039592,0.003990403751584236,0.9975270188879222,1.000165581703186
0,20261201,sub-05,MATCH_EB120,0.8238296228735266,0.9994814062973212,0.004505616061526146,0.997767195571214,1.0001318454742432
0,20261202,sub-02,POP,0.9746944995973741,0.9999190053497751,0.0007035390849631024,0.9958857432939112,1.0003578662872314
0,20261202,sub-02,MATCH_EB120,0.9746944995973741,1.000003438079366,-2.986272660559696e-05,0.9958701594732702,1.000339150428772
0,20261202,sub-02,POP,0.934644677885095,0.9987688401442849,0.010700306880113938,0.9944774112664163,0.9992849826812744
0,20261202,sub-02,MATCH_EB120,0.934644677885095,0.9990996050766613,0.007824253922888451,0.994620546232909,0.9992856979370117
0,20261202,sub-02,POP,0.7975253889002536,0.9990126787334819,0.008579999863785787,0.9957766328006983,0.9996787905693054
0,20261202,sub-02,MATCH_EB120,0.7975253889002536,0.9993560429177101,0.005595141857445486,0.9959501619450748,0.9997206330299377
0,20261202,sub-02,POP,0.8916253302171883,0.999759258034295,0.0020913098884929025,0.9929230082780123,0.9998588562011719
0,20261202,sub-02,MATCH_EB120,0.8916253302171883,0.9999650352452607,0.0003037053104093347,0.9929950693622231,0.9998980164527893
0,20261202,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,POP,0.6945992217748,0.9992632588390581,0.006401610870539952,0.9965457434300333,0.9996919631958008
0,20261202,sub-02,MATCH_EB120,0.6945992217748,0.9992604232477296,0.006426258697892673,0.9965705019421875,0.9996885061264038
0,20261202,sub-02,POP,0.803327307822161,0.9990937353124356,0.007875284144274226,0.9969139189925045,0.999877393245697
0,20261202,sub-02,MATCH_EB120,0.803327307822161,0.9990537268956657,0.008223115021900521,0.99693896737881,0.9998616576194763
0,20261202,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,POP,0.16187674724118378,0.997451052534892,0.022168141106462362,0.9924401673488319,0.9988948702812195
0,20261202,sub-02,MATCH_EB120,0.16187674724118378,0.9975728301716661,0.02110775569064156,0.9928697142750025,0.9989849328994751
0,20261202,sub-02,POP,1.0,1.0021465435546657,-0.018624658242731185,0.9959616158157587,0.999964714050293
0,20261202,sub-02,MATCH_EB120,1.0,1.0021465435546657,-0.018624658242731185,0.9959616158157587,0.999964714050293
0,20261202,sub-02,POP,0.2946120842971983,0.9997098307143154,0.0025207441307638686,0.9989898360799998,1.0000017881393433
0,20261202,sub-02,MATCH_EB120,0.2946120842971983,0.9997098307143154,0.0025207441307638686,0.9989898360799998,1.0000017881393433
0,20261202,sub-02,POP,0.8079349315164512,1.000863717655148,-0.007498918223018913,0.9989026804687455,1.000084400177002
0,20261202,sub-02,MATCH_EB120,0.8079349315164512,1.000863717655148,-0.007498918223018913,0.9989026804687455,1.000084400177002
0,20261202,sub-02,POP,1.0,1.000168815848473,-0.0014661920742445767,0.9983816400635988,1.0000165700912476
0,20261202,sub-02,MATCH_EB120,1.0,1.000168815848473,-0.0014661920742445767,0.9983816400635988,1.0000165700912476
0,20261202,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,POP,0.6228609267313855,0.9528821748059015,0.4192159430607053,0.9589188992977142,0.9966484308242798
0,20261202,sub-02,MATCH_EB120,0.6228609267313855,0.9644234196791674,0.3146450386014542,0.9697875883430243,0.9977447390556335
0,20261202,sub-02,POP,1.0,1.0022676902430732,-0.019674607648460383,0.9985028215451166,1.0001873970031738
0,20261202,sub-02,MATCH_EB120,1.0,1.0018834460500732,-0.01634401781926048,0.9985743042780086,1.0001732110977173
0,20261202,sub-02,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-02,POP,1.0,1.0050815298253737,-0.04402584243616308,0.9986002565128729,1.0002754926681519
0,20261202,sub-02,MATCH_EB120,1.0,1.0042953109225696,-0.0372286993307682,0.9985639095539227,1.0002702474594116
0,20261202,sub-03,POP,0.44500799699145,0.9989258990906035,0.009334535973867181,0.9979667456354946,0.9997666478157043
0,20261202,sub-03,MATCH_EB120,0.44500799699145,0.9988475157536199,0.010016123795382421,0.9975314112380147,0.9997574090957642
0,20261202,sub-03,POP,0.8904571816290041,0.9976507103630953,0.020429677536143158,0.9964278398547322,0.9992966055870056
0,20261202,sub-03,MATCH_EB120,0.8904571816290041,0.9970986672792873,0.025237284424077612,0.9957396141253412,0.999251127243042
0,20261202,sub-03,POP,0.4379344080314586,0.999193104767379,0.007011432066151341,0.9976273281499743,0.9997681975364685
0,20261202,sub-03,MATCH_EB120,0.4379344080314586,0.9991671704982114,0.007236879101538073,0.9972381468396634,0.9997655749320984
0,20261202,sub-03,POP,0.9409522957002422,0.9993754200239564,0.005426727631235964,0.9957760744728148,0.9996607303619385
0,20261202,sub-03,MATCH_EB120,0.9409522957002422,0.9992913970365828,0.006157028839609743,0.9949631351046264,0.9996377229690552
0,20261202,sub-03,POP,0.947218439553213,0.9979021010840261,0.01824125931231652,0.9947029049508274,0.9994301795959473
0,20261202,sub-03,MATCH_EB120,0.947218439553213,0.9978629871519606,0.01858171951905873,0.9924733894877136,0.9994932413101196
0,20261202,sub-03,POP,0.3592519838595944,0.9991344915608332,0.00752096598288359,0.9985169105930254,0.9997745752334595
0,20261202,sub-03,MATCH_EB120,0.3592519838595944,0.9993152238902817,0.005949927132356093,0.9977900325320661,0.9997762441635132
0,20261202,sub-03,POP,0.6171646366223957,0.999149000630537,0.007394833551031129,0.9979937204625458,0.9998083710670471
0,20261202,sub-03,MATCH_EB120,0.6171646366223957,0.9990527314886507,0.008231769210911604,0.9969308460131288,0.999784529209137
0,20261202,sub-03,POP,0.8854735151863428,0.9982754065863818,0.01499255981531858,0.9966393846552819,0.9997349977493286
0,20261202,sub-03,MATCH_EB120,0.8854735151863428,0.9979496634796985,0.01782727894849844,0.995239466894418,0.9997168183326721
0,20261202,sub-03,POP,0.6162658712367516,1.0013525032271737,-0.011739756525448975,0.9450930841267109,0.9996364116668701
0,20261202,sub-03,MATCH_EB120,0.6162658712367516,1.0006922028331313,-0.0060103174762433514,0.9448944926261902,0.9994000196456909
0,20261202,sub-03,POP,0.7031659927147427,0.999607306652871,0.003411560967261831,0.9975467880722135,0.999830424785614
0,20261202,sub-03,MATCH_EB120,0.7031659927147427,0.999479797446147,0.004519597627268163,0.9973522867076099,0.999828577041626
0,20261202,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,POP,0.9550555626366788,0.9994603013698663,0.004689028184046959,0.9950028420425951,0.9998788833618164
0,20261202,sub-03,MATCH_EB120,0.9550555626366788,0.9993832879583912,0.005358345179760289,0.9947764612734318,0.9998777508735657
0,20261202,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,POP,0.17799492115288187,0.9996653368599127,0.002907333616565179,0.9994011027738452,0.9999588131904602
0,20261202,sub-03,MATCH_EB120,0.17799492115288187,0.9996211306744296,0.0032914407014911747,0.9993220396572724,0.999956488609314
0,20261202,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,POP,0.7385335782141257,0.9990722777125942,0.008061833552994455,0.9973570315632969,0.999859631061554
0,20261202,sub-03,MATCH_EB120,0.7385335782141257,0.9987703008684586,0.01068760356061028,0.9969546012580395,0.9998559951782227
0,20261202,sub-03,POP,0.035621615697699144,0.9997650182813422,0.0020412651146103633,0.9998890251663397,0.9999954700469971
0,20261202,sub-03,MATCH_EB120,0.035621615697699144,0.9996980001759069,0.0026235333160301378,0.9998757735447725,0.9999964237213135
0,20261202,sub-03,POP,0.9287225091868329,0.9988000384239243,0.010428992266861264,0.9972146218642592,0.9998673796653748
0,20261202,sub-03,MATCH_EB120,0.9287225091868329,0.9987833550223129,0.010574077759324986,0.9968258521985263,0.9998767971992493
0,20261202,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-03,POP,1.0,1.0001211981892522,-0.0010526503078104115,0.996033672709018,1.0002182722091675
0,20261202,sub-03,MATCH_EB120,1.0,1.0000263850889362,-0.00022917494720257675,0.995831576641649,1.000256896018982
0,20261202,sub-05,POP,0.5269139328661183,0.9991792921819087,0.007131504374191926,0.9940059720538557,0.9994266629219055
0,20261202,sub-05,MATCH_EB120,0.5269139328661183,0.9991962319276528,0.00698424800494726,0.9940064563415945,0.9994437098503113
0,20261202,sub-05,POP,0.9798766487907036,0.9977521954455885,0.019546158498820132,0.9928584401495755,0.9989045858383179
0,20261202,sub-05,MATCH_EB120,0.9798766487907036,0.9977600618106423,0.01947767845971054,0.992838320787996,0.9989127516746521
0,20261202,sub-05,POP,0.7116616671178,0.9993932172236841,0.005272047885091323,0.9923551743850112,0.9994485974311829
0,20261202,sub-05,MATCH_EB120,0.7116616671178,0.999409380687546,0.005131569717389171,0.9923036266118288,0.9994606375694275
0,20261202,sub-05,POP,0.9155527443904564,0.9627226142543227,0.3299765306538991,0.7772357016801834,0.983666718006134
0,20261202,sub-05,MATCH_EB120,0.9155527443904564,0.9479940448305715,0.4638878166425772,0.7078787684440613,0.9742575883865356
0,20261202,sub-05,POP,0.6024382597292499,0.9987086599243762,0.011223685740363271,0.9957174845039845,0.999206006526947
0,20261202,sub-05,MATCH_EB120,0.6024382597292499,0.9983488732896216,0.01435335725414249,0.9960377854295075,0.9991118907928467
0,20261202,sub-05,POP,0.5991383151807907,0.9998410428044073,0.0013807944046050115,0.9956825482659042,0.9997398257255554
0,20261202,sub-05,MATCH_EB120,0.5991383151807907,0.9998351264188391,0.0014321917987361558,0.9960473012179136,0.9997310042381287
0,20261202,sub-05,POP,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-05,MATCH_EB120,0.0,1.0,-0.0,1.0,1.0
0,20261202,sub-05,POP,0.08141048810923421,0.9995879854674548,0.0035794502023644348,0.999607917125104,0.9999482035636902
0,20261202,sub-05,MATCH_EB120,0.08141048810923421,0.9995904131137784,0.0035583552685033003,0.9996296276221983,0.9999482035636902
0,20261202,sub-05,POP,0.3985462771438857,0.9995947115662314,0.003521004166636666,0.9980298650916666,0.9997135400772095
0,20261202,sub-05,MATCH_EB120,0.3985462771438857,0.9997219049603102,0.0024158387555977138,0.9978982908651233,0.9997165203094482
