mean_erp_amplitude_relative_preservation,mean_erp_latency_relative_preservation,mean_motion_coherence_reduction,mean_nonartifact_observation_preservation,mean_output_input_RMS_ratio,mean_reference_free_covariance_distortion,mean_reference_free_psd_distortion,mean_ssvep_phase_relative_preservation,mean_ssvep_snr_relative_preservation,median_erp_amplitude_relative_preservation,median_erp_latency_relative_preservation,median_motion_coherence_reduction,median_nonartifact_observation_preservation,median_output_input_RMS_ratio,median_reference_free_covariance_distortion,median_reference_free_psd_distortion,median_ssvep_phase_relative_preservation,median_ssvep_snr_relative_preservation,method,participants,protocol
0.9800430007234947,0.99969482421875,-0.001965113119998326,0.8348617974940378,0.9472053827097019,0.17154825168159796,0.13823626153748828,0.9946436761919717,0.991229189957028,0.9924415237739881,1.0,-0.0007409206591546535,0.8760771546512842,0.9627703577280045,0.09327253423105633,0.09670322066101955,0.9978852861873744,0.9937222677953377,ASR-LIKE,16,S1_MOTION_WITHIN_SESSION
0.7089919018432369,0.89959716796875,0.016724350357738633,0.8023608382791281,0.9277504955728848,0.1891529805896089,0.1647380351324268,0.9808621800857162,0.9743814047874907,0.8797483689880841,0.90966796875,0.020892426992456116,0.8149267099797726,0.9252540916204453,0.1765964264792998,0.1522136217933857,0.986234627730999,0.9811705261389381,DET-MATCH,16,S1_MOTION_WITHIN_SESSION
0.6603655098986947,0.893798828125,0.019234064655999344,0.7933860945825776,0.9231098930661877,0.20025503451720528,0.1701594610639925,0.9813650215239897,0.9845739900146544,0.8669062401221561,0.90966796875,0.023432948160916567,0.8080831468105316,0.9262857511639595,0.1711411511042221,0.15913256272794157,0.9767701515783873,0.9890743184407258,DET-NULL,16,S1_MOTION_WITHIN_SESSION
0.762183026733578,0.91729736328125,0.017250173453552026,0.803442983655259,0.9276424919565518,0.1873423936162587,0.16379584336908606,0.9873072741131093,0.9815284439704304,0.8807738751003324,0.93896484375,0.018933176063001156,0.81447434425354,0.9240261018276215,0.17789424957950734,0.1525473864654231,0.9859103453226281,0.9790699106882301,DET-WRONG-1,16,S1_MOTION_WITHIN_SESSION
0.7597748803797882,0.925537109375,0.015351954498328269,0.8032956161381056,0.9275284095977744,0.18889803612705655,0.16398322569278484,0.9872851900964054,0.9824638543999924,0.8785454623333744,0.94140625,0.019560168497264385,0.8192545343190432,0.9239667505025864,0.17724304376932964,0.1480912255457838,0.9858244740580918,0.9825827267255127,DET-WRONG-2,16,S1_MOTION_WITHIN_SESSION
0.7125285527074134,0.912109375,0.01610627027306085,0.8038388721179217,0.9282279539232452,0.18736657269823115,0.16317512569878148,0.9875064049225052,0.9810113379033709,0.8827751797610497,0.9365234375,0.02040936378762126,0.8156980238854885,0.9248388260602951,0.17331143860303114,0.15273135924834746,0.985529887912625,0.9812222272769938,DET-WRONG-3,16,S1_MOTION_WITHIN_SESSION
0.4841652579188904,0.88372802734375,0.10108655196139202,0.5982710289924095,0.8955568975458542,0.2570786402646109,0.30798714301286817,0.9508543086465625,0.8969255416048963,0.8274314382630883,0.87548828125,0.10133306542411447,0.6374534219503403,0.9279041290283203,0.1985018720939149,0.2627365078353006,0.9681726020287456,0.9072626777354231,ORACLE-QUERY-IMU,16,S1_MOTION_WITHIN_SESSION
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,RAW,16,S1_MOTION_WITHIN_SESSION
0.68939680378278,0.8980712890625,0.032198651354216665,0.7529917039598027,0.9132922366261482,0.2352311378674819,0.1987652009952558,0.9853007611189033,0.9204773025134446,0.8638355736710366,0.97314453125,0.032453664733717844,0.7548267617821693,0.9121439605951309,0.22054173833709853,0.1996314769528485,0.989480306132474,0.9002080608258173,STRONG-POP,16,S1_MOTION_WITHIN_SESSION
0.7109956677090942,0.90386962890625,0.016778298634259652,0.8073086144868284,0.9300802017872531,0.18344103135689727,0.16064328107955325,0.9878026626196138,0.9780999096699603,0.8810973565088361,0.9365234375,0.020745649933815002,0.8196812346577644,0.9286212250590324,0.16779981123293408,0.14727163606366403,0.9883709167556083,0.9823886507259098,TEMPORAL-SHUFFLED,16,S1_MOTION_WITHIN_SESSION
0.9906763873413456,1.0,-0.001986138988286257,0.7643806234118529,0.9159890052396804,0.2399709392666163,0.2094997659506422,0.995493421484872,0.9864473826644942,0.9934353041325077,1.0,-0.0008812379091978073,0.8411366920918226,0.9640645384788513,0.14179630248063427,0.1255209148273868,0.997873463582895,0.9959078543448907,ASR-LIKE,16,S2_MOTION_XSPEED
0.49774672063776815,0.888916015625,0.017064862186089158,0.7931906493322458,0.9226248171180487,0.19946017333139024,0.1736902521158095,0.989467056388052,0.9741188444931793,0.8243561972723432,0.94140625,0.020442718639969826,0.8077235072851181,0.9305792599916458,0.17369067143163133,0.15364647839925635,0.9926264315827198,0.9782083774039898,DET-MATCH,16,S2_MOTION_XSPEED
0.39580899402217656,0.8291015625,0.018985709291882813,0.7740335743001197,0.9142061620950699,0.22441358275921197,0.18734721714214478,0.9863417200376087,0.9609547910188342,0.8305617249988728,0.86328125,0.023067956790328026,0.7770138010382652,0.9275180697441101,0.2034681465156482,0.17341800768789722,0.9910842883164974,0.9723047617239472,DET-NULL,16,S2_MOTION_XSPEED
0.5008104272432957,0.888916015625,0.016495245974510908,0.7847627871669829,0.9212354067713022,0.2107623434224993,0.17907245562395344,0.9863360932561055,0.9696192934434962,0.8258747757917683,0.94140625,0.01859712041914463,0.7752290703356266,0.9310299009084702,0.2144603508523685,0.17559882948591185,0.9902998625263915,0.9782000935703237,DET-WRONG-1,16,S2_MOTION_XSPEED
0.5066100619936964,0.8779296875,0.016849429230205715,0.7937639053852763,0.9220893811434507,0.20082515178500632,0.1721783199248408,0.9901049855359636,0.9731723878678408,0.8326714460517977,0.94140625,0.020197016187012196,0.8053484559059143,0.9309660792350769,0.1765301862934886,0.1567756014975047,0.992437564435676,0.9850836263275894,DET-WRONG-2,16,S2_MOTION_XSPEED
0.5067317754172401,0.888916015625,0.016126083093695343,0.7911721788113937,0.9205808211117983,0.20410463862065303,0.175057596986581,0.9886173241433172,0.9739557320021867,0.8277316300332122,0.94140625,0.017457569018006325,0.8049209490418434,0.9290193617343903,0.17777258151144476,0.15613373988370277,0.9921972923830324,0.9829496105167437,DET-WRONG-3,16,S2_MOTION_XSPEED
-0.07143941571943668,0.8175048828125,0.12598575951415114,0.5734598636627197,0.8654893320053816,0.29541035092879486,0.3386704744567523,0.9773871265019495,0.7370657440328213,0.08155901953292521,0.9560546875,0.12047063140198588,0.6218359470367432,0.9073770195245743,0.2341261102511691,0.29774560080964246,0.9743070145471211,0.8591023098020232,ORACLE-QUERY-IMU,16,S2_MOTION_XSPEED
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,RAW,16,S2_MOTION_XSPEED
0.3945367148174319,0.862060546875,0.030502229928970337,0.7513416239526123,0.9082100242376328,0.24475812742430583,0.20206335501165595,0.9834870003408247,0.9373978868311083,0.7778229876873788,0.8828125,0.03126588836312294,0.748332567512989,0.9143030494451523,0.25159621865552195,0.19609675126168855,0.9820282867439785,0.9523968462665027,STRONG-POP,16,S2_MOTION_XSPEED
0.5005248271171625,0.8822021484375,0.01640054176095873,0.7950916212575976,0.9227456115186214,0.2009761137278145,0.17175250702285128,0.9871856169104344,0.9735243681814977,0.8219611161729404,0.8876953125,0.019792531616985798,0.8123235106468201,0.9324903041124344,0.1695799530016859,0.14877785264758492,0.9935836818953392,0.9846481061247256,TEMPORAL-SHUFFLED,16,S2_MOTION_XSPEED
