mean_erp_amplitude_relative_preservation,mean_erp_latency_relative_preservation,mean_motion_coherence_reduction,mean_nonartifact_observation_preservation,mean_output_input_RMS_ratio,mean_reference_free_covariance_distortion,mean_reference_free_psd_distortion,mean_ssvep_phase_relative_preservation,mean_ssvep_snr_relative_preservation,median_erp_amplitude_relative_preservation,median_erp_latency_relative_preservation,median_motion_coherence_reduction,median_nonartifact_observation_preservation,median_output_input_RMS_ratio,median_reference_free_covariance_distortion,median_reference_free_psd_distortion,median_ssvep_phase_relative_preservation,median_ssvep_snr_relative_preservation,method,participants,protocol
0.9779138773663673,0.9703776041666666,-0.0016460756596643478,0.8026954785964335,0.9195078202368071,0.20693619988529682,0.17242868094865074,0.9939974465238983,0.988393040560155,0.9918852141104024,1.0,-0.001632449682801962,0.8511383961886168,0.9546977877616882,0.17381171202895218,0.11971297793763885,0.9973322803296994,0.9973096830224405,ASR-LIKE,16,S0_STATIC_XSESSION
0.577663891464275,0.91796875,0.015589939954224974,0.8058143921274071,0.9305094790955385,0.1919068875083748,0.16098041905396065,0.9901488560588021,0.9671525593303777,0.8207537543597965,0.94140625,0.017917972058057785,0.8095446098595858,0.9363217502832413,0.17707363542373147,0.1563562328025011,0.9887454655860095,0.9828449529307025,DET-MATCH,16,S0_STATIC_XSESSION
0.622285200313407,0.9078776041666666,0.017894864441283666,0.7863691865107588,0.9227892681956291,0.2104354513125717,0.17661167265897101,0.9884192180011185,0.9666140584245024,0.8483080645139691,0.9267578125,0.02015167661011219,0.7871980375299852,0.9284235686063766,0.19785350319244732,0.17372070587645905,0.9906812027038037,0.975029815250435,DET-NULL,16,S0_STATIC_XSESSION
0.6779641261631222,0.9482421875,0.015808677970198914,0.781017840859325,0.9280501808971167,0.20943385351628835,0.17931340891187736,0.9878077332372013,0.9624852088164942,0.8361401097271717,1.0,0.013882474973797798,0.7935566678643227,0.929694227874279,0.1932869901899254,0.1701109616235248,0.9885742979484281,0.9762979302045105,DET-WRONG-1,16,S0_STATIC_XSESSION
0.6815889100084322,0.9361979166666666,0.014556309402299423,0.796969250838932,0.9273194251582026,0.19594460369466968,0.16837840351536587,0.9896909636037126,0.9654804041052345,0.8348252412120916,0.9365234375,0.014984822133556008,0.8092481511412188,0.9330685213208199,0.17281831519309448,0.16071697562951243,0.9885054212908508,0.9766597161788287,DET-WRONG-2,16,S0_STATIC_XSESSION
0.6849855008850246,0.9348958333333334,0.014851824234938249,0.8024555439187679,0.9305525940532485,0.18919301907446104,0.16339985833763096,0.9883017963106756,0.966845616873405,0.8643261838139019,0.9365234375,0.015494913794100285,0.8042284678667784,0.9324556812644005,0.18171519961247387,0.16019249576581557,0.9879614629957278,0.977002436182838,DET-WRONG-3,16,S0_STATIC_XSESSION
0.28115093211533543,0.8444010416666666,0.1013078597667724,0.5932397218421102,0.8921817494556308,0.26763108034140803,0.31598209706072417,0.9824493259374432,0.8447922087585004,0.23908019504418426,0.833984375,0.10160401021130383,0.638178002089262,0.9159299209713936,0.21883873632089568,0.2768791094835922,0.9828159879643457,0.9205529536007215,ORACLE-QUERY-IMU,16,S0_STATIC_XSESSION
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,RAW,16,S0_STATIC_XSESSION
0.5981278132882248,0.8782552083333334,0.029979296227490217,0.753861908451654,0.9132735831663013,0.2380547933363808,0.19973620773200113,0.9805119243046333,0.9489936970033576,0.7757490815114881,0.90234375,0.03372228587977588,0.7627439051866531,0.9151681140065193,0.22267860369469772,0.19010104179838883,0.9843197819955404,0.9511723801283353,STRONG-POP,16,S0_STATIC_XSESSION
0.5740599833929437,0.9065755208333334,0.014903550880262628,0.8031934819882736,0.9312050951023897,0.19081058230900816,0.16299798847761893,0.9901556059735394,0.960893149963072,0.8346467063370677,0.94140625,0.01664739940315485,0.8065235391259193,0.9349113255739212,0.17016529869004626,0.16117445392199023,0.9916765871983793,0.9686651814688895,TEMPORAL-SHUFFLED,16,S0_STATIC_XSESSION
