common_xy_hash,eog_owner,fallback,fold,operator_recipient,pair,participant,query_operator_evaluator_only,session,split,support_query_disjoint,task,three_way_disjoint,wrong_owner,x_owner,zero_artifact
dd61a6b176b4d45ea3c41e02093f301bd5d828d2aa7f4b07b3a709d302293499,sub-14,0,0,sub-18,9,sub-18,1,ses-04,train,1,SSVEP,1,sub-12,sub-12,0
edff67c5932135ac9511cdd0516870b1b5838a2f2f24f14a0a9c5ea87685a7d2,sub-15,0,0,sub-18,10,sub-18,1,ses-04,train,1,SSVEP,1,sub-14,sub-14,0
8f3958fb66580947a00eac0d11ca0d506fea62323d741f8d2e7f5051b873a6c0,sub-17,0,0,sub-18,11,sub-18,1,ses-04,train,1,SSVEP,1,sub-15,sub-15,0
b59e5d4113dafe1689f3d945b9d1c49554d80701459c5c2a26170fc054b2514c,sub-19,0,0,sub-18,12,sub-18,1,ses-04,train,1,SSVEP,1,sub-17,sub-17,0
868675cfd83ddb161b771a5d5dc48866934c977b4fd48b815250c3b51b587efb,sub-21,0,0,sub-18,13,sub-18,1,ses-04,train,1,SSVEP,1,sub-19,sub-19,0
f0314bd9a014f1ee36e963417211a4a84e1760faa1e183bc3dc60538a6b96b32,sub-23,0,0,sub-18,14,sub-18,1,ses-04,train,1,SSVEP,1,sub-21,sub-21,0
f3deea6afb50372935a725850fae3b61f0f3b794d352d14be6c6ebad81d7a015,sub-11,0,0,sub-18,15,sub-18,1,ses-04,train,1,SSVEP,1,sub-23,sub-23,1
c3c71e9a5d1cde55de008ec77763ee6ae0861a1b57d5fe9543707fb60cf924c6,sub-12,0,0,sub-18,16,sub-18,1,ses-04,train,1,SSVEP,1,sub-11,sub-11,0
b39000a3a5e29cad9aa5cbb552edaaefa815090ba1ddfa7fb4e688cb164c37bf,sub-14,0,0,sub-18,17,sub-18,1,ses-04,train,1,SSVEP,1,sub-12,sub-12,0
8eefe775d324d08cd3807423f1e3cc8cba4747e593fb5c648b94a128fe673b36,sub-15,0,0,sub-18,18,sub-18,1,ses-04,train,1,SSVEP,1,sub-14,sub-14,0
f835e2f93fcdb34d27d1902c869eb3e88089e9a00ee5660d526918912e7f68ca,sub-17,0,0,sub-18,19,sub-18,1,ses-04,train,1,SSVEP,1,sub-15,sub-15,0
5a4c0bf82a3058780b466e134293b485beba8bffbb16da4352c29a74d570b984,sub-19,0,0,sub-18,20,sub-18,1,ses-04,train,1,SSVEP,1,sub-17,sub-17,0
b0ede4fec52f628962f4bf1263d30f61193d1f1983adabde24154b3c2926db36,sub-21,0,0,sub-18,21,sub-18,1,ses-04,train,1,SSVEP,1,sub-19,sub-19,0
2735902ad54be55d6a77fb5305b425708b2ca66db0b73295fc1810f286e4e259,sub-23,0,0,sub-18,22,sub-18,1,ses-04,train,1,SSVEP,1,sub-21,sub-21,0
cce3bb6a55c60554268fbfb6b738dc0ade17e4360af752485ebe75a78b3f2a4b,sub-11,0,0,sub-18,23,sub-18,1,ses-04,train,1,SSVEP,1,sub-23,sub-23,0
ca9d116e999da88127ab5f25144d73404cf3446b82c50f841625f43a01c88f85,sub-12,0,0,sub-19,0,sub-19,1,ses-02,train,1,ERP,1,sub-11,sub-11,0
b27b390f96a80794ae19c9ee0753247e83989ad4d5e5f0d30243a6074f6a836a,sub-14,0,0,sub-19,1,sub-19,1,ses-02,train,1,ERP,1,sub-12,sub-12,0
222c51e8bac871ea1b22bfa054b6feb8808198b6a9d46369f657ec97e5ab3e51,sub-15,0,0,sub-19,2,sub-19,1,ses-02,train,1,ERP,1,sub-14,sub-14,0
3405936163781ca1ad8fe481290695bea4c33510a9dbb962f0563c8b4b44f542,sub-17,0,0,sub-19,3,sub-19,1,ses-02,train,1,ERP,1,sub-15,sub-15,0
fe70cc68f21545243003aed99da26ac62f383e780acc4cd5c46097ef0034014f,sub-18,0,0,sub-19,4,sub-19,1,ses-02,train,1,ERP,1,sub-17,sub-17,0
1edfd1cf0d65df13f4c97c9942d494bb573db4ea657bae39c9135fea895eb833,sub-21,0,0,sub-19,5,sub-19,1,ses-02,train,1,ERP,1,sub-18,sub-18,0
3ae79b6f92195a1e944641e54d842926cfcd749b866505d6a52360e47c548ff0,sub-23,0,0,sub-19,6,sub-19,1,ses-02,train,1,ERP,1,sub-21,sub-21,0
42c953ea5d93a1c6a4650e5504f7df70bf0fd5606a1e1087240c3a1d03216c64,sub-11,0,0,sub-19,7,sub-19,1,ses-02,train,1,ERP,1,sub-23,sub-23,0
0e3ed1583f4b30a8f4e4a2bfb85ec69553c35b7962cf2d8a94b1767aa99e93dd,sub-12,0,0,sub-19,8,sub-19,1,ses-02,train,1,ERP,1,sub-11,sub-11,0
760de51718a5c53dcf48891cba1fb4afd778d986107b6248d7cac8d532baa5ac,sub-14,0,0,sub-19,9,sub-19,1,ses-02,train,1,ERP,1,sub-12,sub-12,0
018013a1a2b0e0b248c641d6ee661da70588c537f7f8ba880790eed51f280154,sub-15,0,0,sub-19,10,sub-19,1,ses-02,train,1,ERP,1,sub-14,sub-14,0
ebdb5ba8faf21aa17f76f71f48682dc6edf2e5108589751c91680fae10f755b2,sub-17,0,0,sub-19,11,sub-19,1,ses-02,train,1,ERP,1,sub-15,sub-15,0
912fabb6f6dec6e7872618cee4e260f7d9b716ae8bfa4ac5f3f6abf414902171,sub-18,0,0,sub-19,12,sub-19,1,ses-02,train,1,ERP,1,sub-17,sub-17,0
80ea65ce3558b00d615dabe2ce4ca5ba3444d9931237d65c62b352373f2e7137,sub-21,0,0,sub-19,13,sub-19,1,ses-02,train,1,ERP,1,sub-18,sub-18,0
ffe97e67a98fe322748febc5180ea4b9eb6dfa9dc923a9041c8d8617f3de05a6,sub-23,0,0,sub-19,14,sub-19,1,ses-02,train,1,ERP,1,sub-21,sub-21,0
21892e44560140d8c2709caacebdf2b4b6105dc5c9550af17b1170ce67c29b6b,sub-11,0,0,sub-19,15,sub-19,1,ses-02,train,1,ERP,1,sub-23,sub-23,0
63e9e5fd694010b4ad80b136af5ab71240f4b5b18696a7bd02460c8da3e387cc,sub-12,0,0,sub-19,16,sub-19,1,ses-02,train,1,ERP,1,sub-11,sub-11,0
0a85cd155529b358b0dbbe8130b9d719ea37675f8885945dd1a3811e2c4dce28,sub-14,0,0,sub-19,17,sub-19,1,ses-02,train,1,ERP,1,sub-12,sub-12,0
3e8ca7f487467a8f554ef0900bdc4f7a4329002e54990ddc773f2be5d0bf7263,sub-15,0,0,sub-19,18,sub-19,1,ses-02,train,1,ERP,1,sub-14,sub-14,1
fcd092f372d640bcbc87ee5d9cff0246cea9625451c92f2924dfb504dfc16718,sub-17,0,0,sub-19,19,sub-19,1,ses-02,train,1,ERP,1,sub-15,sub-15,0
75f2a4465e6ab9d0150da24b18681d3d2593d8287029b4ebdfc772f901abf4e5,sub-18,0,0,sub-19,20,sub-19,1,ses-02,train,1,ERP,1,sub-17,sub-17,0
26e9d4a9e63adccfde8b1aba0ee024f9d36c1662773a6a4141b4b1fcc895d692,sub-21,0,0,sub-19,21,sub-19,1,ses-02,train,1,ERP,1,sub-18,sub-18,0
73edf423c8a8983a07d4b61cea306ede31ec712e834d196b2c67e2ae36acd285,sub-23,0,0,sub-19,22,sub-19,1,ses-02,train,1,ERP,1,sub-21,sub-21,0
e690538d2e505ca7bce358f1353b652d7b6ea67a3f8277293d80cac9ec32b3fe,sub-11,0,0,sub-19,23,sub-19,1,ses-02,train,1,ERP,1,sub-23,sub-23,0
9c95039b2779a2a63c35a68a03336ca704d3ec0d71ec99e205931f06f62bdb6e,sub-12,0,0,sub-19,0,sub-19,1,ses-02,train,1,SSVEP,1,sub-11,sub-11,0
69449344c985e8e572a1b7998bb819913a6ba76a0280d53fa1acc1b4d5de61e6,sub-14,0,0,sub-19,1,sub-19,1,ses-02,train,1,SSVEP,1,sub-12,sub-12,0
9e784523359aa8dcecf2e9f1f72fcfae43aa0df11c3f59b85d6d0350b7c7b9bf,sub-15,0,0,sub-19,2,sub-19,1,ses-02,train,1,SSVEP,1,sub-14,sub-14,1
bdfacf77a2f8254733dc8aaa0607a89fb8e52c1a3768a9a5ddd964e625a79bc7,sub-17,0,0,sub-19,3,sub-19,1,ses-02,train,1,SSVEP,1,sub-15,sub-15,0
c269d5619f1e5cef7ae7c9200eae3225d31081a7c26bd49c63a663ea8343f1f0,sub-18,0,0,sub-19,4,sub-19,1,ses-02,train,1,SSVEP,1,sub-17,sub-17,1
82f316e8a4400700d1c5716712627bd1d8ca6bb4e25acf3e440eadd4383baf3f,sub-21,0,0,sub-19,5,sub-19,1,ses-02,train,1,SSVEP,1,sub-18,sub-18,0
476c302e09a71d65e3baf7c52a9221c622e69b1d08994ffbe9361a27e06c8684,sub-23,0,0,sub-19,6,sub-19,1,ses-02,train,1,SSVEP,1,sub-21,sub-21,0
f38a033ff4df2e3f589bd0014d9f0d9bc6b59435bdde748cb0761c90e43dd6f2,sub-11,0,0,sub-19,7,sub-19,1,ses-02,train,1,SSVEP,1,sub-23,sub-23,0
10a9b0d6fce7806b7d1fc3216a80e4796b042561ccef5802c01869496a90c732,sub-12,0,0,sub-19,8,sub-19,1,ses-02,train,1,SSVEP,1,sub-11,sub-11,1
714ed5f8157b626f296a2281c2d6b18a74c16bfdd5736dd0f3db0dfab6af8716,sub-14,0,0,sub-19,9,sub-19,1,ses-02,train,1,SSVEP,1,sub-12,sub-12,0
7fea551e991ac6a1267d7eaa0a6f14fc04933990356c3639702f1b481f82d6c1,sub-15,0,0,sub-19,10,sub-19,1,ses-02,train,1,SSVEP,1,sub-14,sub-14,0
4e911cc2d7f0dbe892e00b6da3743e755519322a150544acd1c1dc01bbe291e6,sub-17,0,0,sub-19,11,sub-19,1,ses-02,train,1,SSVEP,1,sub-15,sub-15,0
c0d80fb6dc4ec24a9845c50c9556567adb536318d1c8a1ca02faeafeae2194f3,sub-18,0,0,sub-19,12,sub-19,1,ses-02,train,1,SSVEP,1,sub-17,sub-17,0
3e23d79fee76e7651c2a63bab81507379ac12730a23533829e9addd19b6384ae,sub-21,0,0,sub-19,13,sub-19,1,ses-02,train,1,SSVEP,1,sub-18,sub-18,0
76158ff0443aeae04ec8e93d8f6cdcae944ebb1efd61cad7e39e209e7fef4721,sub-23,0,0,sub-19,14,sub-19,1,ses-02,train,1,SSVEP,1,sub-21,sub-21,0
ec25f9702be9da0837d8d867e5daf0bff2b036c768be17171bb581fbfb699c7a,sub-11,0,0,sub-19,15,sub-19,1,ses-02,train,1,SSVEP,1,sub-23,sub-23,0
ceacea3e86a2c14aecba9370de3c7147f1c35ef3d7b6f59e57aa9aabe29135be,sub-12,0,0,sub-19,16,sub-19,1,ses-02,train,1,SSVEP,1,sub-11,sub-11,0
a7efe97922c98864c80c71284f14dd3d13662c1cadd0bac29a7cacf6ab7d53db,sub-14,0,0,sub-19,17,sub-19,1,ses-02,train,1,SSVEP,1,sub-12,sub-12,0
c9216ec4311d3a2a8dbe13f92b073ab4de8c33b02ad58059c3cb36043e6eaefc,sub-15,0,0,sub-19,18,sub-19,1,ses-02,train,1,SSVEP,1,sub-14,sub-14,0
1f8219bc6d1c909ca60578325c6dd792889b6b52a35d77e8d25ff193ce1dbd2d,sub-17,0,0,sub-19,19,sub-19,1,ses-02,train,1,SSVEP,1,sub-15,sub-15,0
64687b2db51a37cb8c058f5959725aaba10784cfbb7bf48d1f7f893e36798088,sub-18,0,0,sub-19,20,sub-19,1,ses-02,train,1,SSVEP,1,sub-17,sub-17,0
9b858f2ecbe439661a10beb5833d3c0b2cad025762c1f2752c6e796533602f49,sub-21,0,0,sub-19,21,sub-19,1,ses-02,train,1,SSVEP,1,sub-18,sub-18,0
993ab333cff41cf5f20e4232bd2b79f243d2575d38cb6cbd04e96ebf4fc48408,sub-23,0,0,sub-19,22,sub-19,1,ses-02,train,1,SSVEP,1,sub-21,sub-21,0
22a3f830e7d8d3ecdf44a409af20ba3d37920c9bea65e8abd0bbf61c6083067b,sub-11,0,0,sub-19,23,sub-19,1,ses-02,train,1,SSVEP,1,sub-23,sub-23,0
49ecea2d6e5b1a10b0b5304e75b5547275e0750b664265881759b70e79bdeaed,sub-12,0,0,sub-19,0,sub-19,1,ses-03,train,1,ERP,1,sub-11,sub-11,0
a75c9c6c9a5f71b282b3a2602d0e34aea9de0447f5ef063cde835261e82a78c9,sub-14,0,0,sub-19,1,sub-19,1,ses-03,train,1,ERP,1,sub-12,sub-12,0
33964807b5b099542972ca183ca443c9b1a585d233ac30542b4f8aba080623ac,sub-15,0,0,sub-19,2,sub-19,1,ses-03,train,1,ERP,1,sub-14,sub-14,0
fd218f8865d1203971d8604da6a2c142c637c17d2c77f78f4c89a6295ac1f675,sub-17,0,0,sub-19,3,sub-19,1,ses-03,train,1,ERP,1,sub-15,sub-15,0
910aed1c65fe9acf3b0a9bcf14728375d299052e51176d4712380b3880cc0547,sub-18,0,0,sub-19,4,sub-19,1,ses-03,train,1,ERP,1,sub-17,sub-17,0
be443648867b5b0cee448db9ee020dabe154f76f07383638a4644a4344e93dd3,sub-21,0,0,sub-19,5,sub-19,1,ses-03,train,1,ERP,1,sub-18,sub-18,0
a000bb175dacd135e393f2813520466abb027f5e41cf1f3301e335891dbd3efa,sub-23,0,0,sub-19,6,sub-19,1,ses-03,train,1,ERP,1,sub-21,sub-21,0
6f74cde5953646a29a9081ecec158b919c481837fbe22637475e8e725340451f,sub-11,0,0,sub-19,7,sub-19,1,ses-03,train,1,ERP,1,sub-23,sub-23,0
c69b0ce93f6ece69419caf0932a69246b1d783086628b8e2b5b69faeae80f99c,sub-12,0,0,sub-19,8,sub-19,1,ses-03,train,1,ERP,1,sub-11,sub-11,0
e0fdb910c67e272142ad57bfa3ba101340c4186f278676420a695ae1966ddcbc,sub-14,0,0,sub-19,9,sub-19,1,ses-03,train,1,ERP,1,sub-12,sub-12,0
fb6e461e257a352ab8aeaebbee5176dba8abfff30d45580b26e353065b674b1f,sub-15,0,0,sub-19,10,sub-19,1,ses-03,train,1,ERP,1,sub-14,sub-14,0
606952368ae5cf26296b33b597382247fd760ab60846471535a6aed140814189,sub-17,0,0,sub-19,11,sub-19,1,ses-03,train,1,ERP,1,sub-15,sub-15,0
4b67a8c5c786b6016ab1fcc2f554732173331659ab52d944e1879fe2f02f01fb,sub-18,0,0,sub-19,12,sub-19,1,ses-03,train,1,ERP,1,sub-17,sub-17,0
ea12611e12076e2113ccfc37c8821dcb8c2f8c5bc28f1b1eae6076286132c371,sub-21,0,0,sub-19,13,sub-19,1,ses-03,train,1,ERP,1,sub-18,sub-18,0
93cee3363c0720c0ba873154dbfe9c12b974dbd82fb0fe8ef620a2fb4bc1baed,sub-23,0,0,sub-19,14,sub-19,1,ses-03,train,1,ERP,1,sub-21,sub-21,0
a7538b0f4a5f39e4085898b4ef1d6024f4814f417a71e4505f8f0c0456149ad0,sub-11,0,0,sub-19,15,sub-19,1,ses-03,train,1,ERP,1,sub-23,sub-23,0
493fd2b0e66686f1903ec115942f24e1c59637412f0f17a5fcbecc350c53aedf,sub-12,0,0,sub-19,16,sub-19,1,ses-03,train,1,ERP,1,sub-11,sub-11,0
449805beb341db2c961df504cd5c38732427a21c3583c7fd11ac42f70fb77da9,sub-14,0,0,sub-19,17,sub-19,1,ses-03,train,1,ERP,1,sub-12,sub-12,0
108097c48cb83b00a7d425c964f82d6e1e0ed3e477ad8bdaaebb9f0e68aefe77,sub-15,0,0,sub-19,18,sub-19,1,ses-03,train,1,ERP,1,sub-14,sub-14,0
95314961e7c54b84b62fe7c0afdbeefb64a605621aac4fcb0aa1ffd3cbfb25fb,sub-17,0,0,sub-19,19,sub-19,1,ses-03,train,1,ERP,1,sub-15,sub-15,0
e2ad7006aeddba8d699e712818911582d65d8f4afc50237748d146edaf2ac7dd,sub-18,0,0,sub-19,20,sub-19,1,ses-03,train,1,ERP,1,sub-17,sub-17,0
185404fea6903610cbe03bd6d0fe209e44d2b4de46dd2062fbca3337d5cd7575,sub-21,0,0,sub-19,21,sub-19,1,ses-03,train,1,ERP,1,sub-18,sub-18,0
f1fbd7d5af81a511b44df6dd9775f169adb965cda76cf5be71ee5a3551ceafde,sub-23,0,0,sub-19,22,sub-19,1,ses-03,train,1,ERP,1,sub-21,sub-21,0
d167204ebf9fda625f07f39e3ac6a5b4713de7dce549a1d295ea113574a7ae7c,sub-11,0,0,sub-19,23,sub-19,1,ses-03,train,1,ERP,1,sub-23,sub-23,0
994dcc495d25d76455dfc112ac95d05dd2ddb69d770e4f499445e1b001d24283,sub-12,0,0,sub-19,0,sub-19,1,ses-03,train,1,SSVEP,1,sub-11,sub-11,0
7b010ca765c06d9eff11d0e2165960a66ea9c21ed8d3ef4fb7ee06dd8333c0e1,sub-14,0,0,sub-19,1,sub-19,1,ses-03,train,1,SSVEP,1,sub-12,sub-12,0
f28b6e178033fcfbbff6a651a5ce81e4694ec04b1681c025cefab5425ddf027b,sub-15,0,0,sub-19,2,sub-19,1,ses-03,train,1,SSVEP,1,sub-14,sub-14,0
2806e33abe9b42762f6c24497184ce3c857bab67e925bd3cd1634aa5a0c7ebda,sub-17,0,0,sub-19,3,sub-19,1,ses-03,train,1,SSVEP,1,sub-15,sub-15,0
73895db5351b8b8780d4c2f9e27bda90dcecaf82eceb3b6a5177b20164b292a3,sub-18,0,0,sub-19,4,sub-19,1,ses-03,train,1,SSVEP,1,sub-17,sub-17,0
e9126a8c9482cbc4da5f6634e3848c68dad9f61adced4704c38ab7d35bad92aa,sub-21,0,0,sub-19,5,sub-19,1,ses-03,train,1,SSVEP,1,sub-18,sub-18,0
fa023c540bdb4c47dbb6168fb7be4cce1a09a298cdee5d3200896547e9d6e2e6,sub-23,0,0,sub-19,6,sub-19,1,ses-03,train,1,SSVEP,1,sub-21,sub-21,0
3bed49f18e30fa4bc4487f8bf574389e219e3b30d6fa9beee0fcd69d9c4dbfe6,sub-11,0,0,sub-19,7,sub-19,1,ses-03,train,1,SSVEP,1,sub-23,sub-23,0
bd2fb8a0fe149133cf0d766574973f0d3d60ddeb4fe1e859373743d5e16de1d5,sub-12,0,0,sub-19,8,sub-19,1,ses-03,train,1,SSVEP,1,sub-11,sub-11,0
176cbb404d0c930ae2f215c5e773be517eece1173193ddf3ff49563eb6325208,sub-14,0,0,sub-19,9,sub-19,1,ses-03,train,1,SSVEP,1,sub-12,sub-12,0
2d895df603e65cd703c46d26d6baaad2f6e3b2e46167b54ee59ac5f646018cba,sub-15,0,0,sub-19,10,sub-19,1,ses-03,train,1,SSVEP,1,sub-14,sub-14,0
ff2a5d1499fbc56a99a862e694a3877cf0dd1a38f8c4ebb30658e59d82085ae1,sub-17,0,0,sub-19,11,sub-19,1,ses-03,train,1,SSVEP,1,sub-15,sub-15,0
4fff2eb0e6573ae42a23503bcf6618e0e4e6e16e1b417811559cfa260e47a6c8,sub-18,0,0,sub-19,12,sub-19,1,ses-03,train,1,SSVEP,1,sub-17,sub-17,0
31a56dcb4208e0e49edfc783d3e63acbccc63a3f5c88a4435817d5dba3066d2a,sub-21,0,0,sub-19,13,sub-19,1,ses-03,train,1,SSVEP,1,sub-18,sub-18,1
c85e6dcd2d6a2b529b70957797b8dedd48c7b1f44ec6a6059c2c14b0df706a73,sub-23,0,0,sub-19,14,sub-19,1,ses-03,train,1,SSVEP,1,sub-21,sub-21,0
d86ceb65acd4b9e3425e533e3759baf75013cdc97c049ca4c11753af9700294f,sub-11,0,0,sub-19,15,sub-19,1,ses-03,train,1,SSVEP,1,sub-23,sub-23,0
d61e3a655e11eee2245ef217ca2b1ecd8904cf009a99ec08a6c3708023293e13,sub-12,0,0,sub-19,16,sub-19,1,ses-03,train,1,SSVEP,1,sub-11,sub-11,0
9ac5b932be04c7bf07a2f945f7efc65f4615e76d90222104046fd7c1ac8fbdc5,sub-14,0,0,sub-19,17,sub-19,1,ses-03,train,1,SSVEP,1,sub-12,sub-12,0
1a45bdf8af35242bfe15083e76167923a2ac7b56c64933a3820fb0f61d744f28,sub-15,0,0,sub-19,18,sub-19,1,ses-03,train,1,SSVEP,1,sub-14,sub-14,1
bc11272677aa3f39a29750a86dd2b09c1b556fcdf302e7a3d9f2f99fc0186bdc,sub-17,0,0,sub-19,19,sub-19,1,ses-03,train,1,SSVEP,1,sub-15,sub-15,0
c58dc26bd5cb821e5d2651cdaa33a1e358aa6b16567f012b3e27c15ba78dc2c2,sub-18,0,0,sub-19,20,sub-19,1,ses-03,train,1,SSVEP,1,sub-17,sub-17,0
43440bec5ebdffb7f65fb4886ef674541cd3951ceb00ceb63549c720406fc4af,sub-21,0,0,sub-19,21,sub-19,1,ses-03,train,1,SSVEP,1,sub-18,sub-18,0
836dd56d1208a313bb6b39068a3c8988c1c92c2b901cac19400b0f9c9a21390a,sub-23,0,0,sub-19,22,sub-19,1,ses-03,train,1,SSVEP,1,sub-21,sub-21,0
24ed5ca1414df725207048eb00c613926349fe655d31dbb3a9d395fcac797961,sub-11,0,0,sub-19,23,sub-19,1,ses-03,train,1,SSVEP,1,sub-23,sub-23,0
e5e3f5cd1d96fc14ccddc9d1249fb11485b72ea30c35db3097365de0aeb9d1cc,sub-12,0,0,sub-19,0,sub-19,1,ses-04,train,1,ERP,1,sub-11,sub-11,0
ec8154b6cb609a389f7ce6030f497a569ccfb142a5e9f1fd76ff1d0493d6bd5a,sub-14,0,0,sub-19,1,sub-19,1,ses-04,train,1,ERP,1,sub-12,sub-12,0
8f1c97be02f8a74e1885842bf8dd07e49c05da01b37b5e948658ec9d9a7daabc,sub-15,0,0,sub-19,2,sub-19,1,ses-04,train,1,ERP,1,sub-14,sub-14,0
7f321a72bd948536be246f24881150b4b3610e568a3023eab3568803bc08f226,sub-17,0,0,sub-19,3,sub-19,1,ses-04,train,1,ERP,1,sub-15,sub-15,0
9a6f391fb1158a85844dc3aa787d8cc53f724421f798cea679b3c0f9abb00b87,sub-18,0,0,sub-19,4,sub-19,1,ses-04,train,1,ERP,1,sub-17,sub-17,0
c5f78943e1de7c964f7d95fc9b253f7be3ce15c6bc6859d1978ea71b156c5166,sub-21,0,0,sub-19,5,sub-19,1,ses-04,train,1,ERP,1,sub-18,sub-18,1
9946f4fe7425778eabb7eecb27c79f1f2a0656c86c4e49eeed7c9e1768374e4f,sub-23,0,0,sub-19,6,sub-19,1,ses-04,train,1,ERP,1,sub-21,sub-21,0
7b385e26799fc10b03fc13e2280bc2aa6866b09424327c7568e66281d82b403e,sub-11,0,0,sub-19,7,sub-19,1,ses-04,train,1,ERP,1,sub-23,sub-23,0
9101a09eb1a95c737e4e91636bfe7f48d3c043b3fe0c97adc5697bf07310008f,sub-12,0,0,sub-19,8,sub-19,1,ses-04,train,1,ERP,1,sub-11,sub-11,1
ddec678888b7f036524bb9a4fae11a01ed258979b811010b7d9a6e54455ffee0,sub-14,0,0,sub-19,9,sub-19,1,ses-04,train,1,ERP,1,sub-12,sub-12,0
ffb6e3b462cd95cf971d25ba45d62cacc0b1ec7b9151050aaf5ad602e346d753,sub-15,0,0,sub-19,10,sub-19,1,ses-04,train,1,ERP,1,sub-14,sub-14,0
0d371f1292a1c22cba2f5264013e93d4c5b4943e8453fa21b4471f10e0a29e34,sub-17,0,0,sub-19,11,sub-19,1,ses-04,train,1,ERP,1,sub-15,sub-15,0
f08757c867cfb8a50cea94a4e6b109286951c7270094c66843ac402434384ed1,sub-18,0,0,sub-19,12,sub-19,1,ses-04,train,1,ERP,1,sub-17,sub-17,0
c8553d32b0de74bbfb94ec22df3fbdfb0a656bdcb3ccc8927b1b34ffe031edce,sub-21,0,0,sub-19,13,sub-19,1,ses-04,train,1,ERP,1,sub-18,sub-18,0
23aad721e46a9d120f45441c36c182efcef5605414dd51d1dff0fca95908cf88,sub-23,0,0,sub-19,14,sub-19,1,ses-04,train,1,ERP,1,sub-21,sub-21,0
514a99cdcb5a163ea1c0fe87299826639a4bbc79fee8992b83341d7613d74267,sub-11,0,0,sub-19,15,sub-19,1,ses-04,train,1,ERP,1,sub-23,sub-23,0
7724a30b1589ed666992830991288b963c29fe9149a5ddb934768f6faaed83eb,sub-12,0,0,sub-19,16,sub-19,1,ses-04,train,1,ERP,1,sub-11,sub-11,1
a12683269f48e9b0706431295590c56e4a1c318a00b3cd20ed6dc3ac3335cc17,sub-14,0,0,sub-19,17,sub-19,1,ses-04,train,1,ERP,1,sub-12,sub-12,0
715a7a281c243cf57dee23cbaa0fef387b2a81d62811bf7d23cb63d292a06894,sub-15,0,0,sub-19,18,sub-19,1,ses-04,train,1,ERP,1,sub-14,sub-14,0
9b028ec5baa62f39f13e5468ad4c9c7abe0a7772d345020b44940ed074e0efa0,sub-17,0,0,sub-19,19,sub-19,1,ses-04,train,1,ERP,1,sub-15,sub-15,0
8c00cba2bf06931158e21328b759039e0d501ead31ac9d45903ef6cabcc19076,sub-18,0,0,sub-19,20,sub-19,1,ses-04,train,1,ERP,1,sub-17,sub-17,0
959958aa98781fa4427cb53b9fb50cb251f769aca51048651c7404eb6b1837e9,sub-21,0,0,sub-19,21,sub-19,1,ses-04,train,1,ERP,1,sub-18,sub-18,0
1af4c7ee58aceae2958b56216664c0c6d28849417b63bde0ebf5207203d44472,sub-23,0,0,sub-19,22,sub-19,1,ses-04,train,1,ERP,1,sub-21,sub-21,0
2e0a503d98599849faa468e35c5043f0e7d4310144ddc5e3fe14a3c9a5210040,sub-11,0,0,sub-19,23,sub-19,1,ses-04,train,1,ERP,1,sub-23,sub-23,0
9009b3c47a9d239c2bc10a285ebe73966f6efd1d36985c01be0339f8f83a6ddf,sub-12,0,0,sub-19,0,sub-19,1,ses-04,train,1,SSVEP,1,sub-11,sub-11,0
574ee05e8bbbc8a147885706dcf35356dce6fa79bb4cb650cec1a5cd91517dab,sub-14,0,0,sub-19,1,sub-19,1,ses-04,train,1,SSVEP,1,sub-12,sub-12,0
0b8bb174e574bd9c3716a59493ba9bbf9967e4734255fdf51fcdc50d1b5009f5,sub-15,0,0,sub-19,2,sub-19,1,ses-04,train,1,SSVEP,1,sub-14,sub-14,0
570cc00443d3017ef1cecbdca0bba9086baf874b641ec58a2ad2a226fb2b4b44,sub-17,0,0,sub-19,3,sub-19,1,ses-04,train,1,SSVEP,1,sub-15,sub-15,0
477a9e81750fafcbb89b18afd2a820ea9aa75f9fd905ca50efec5905088e91d9,sub-18,0,0,sub-19,4,sub-19,1,ses-04,train,1,SSVEP,1,sub-17,sub-17,0
30460e9d5739ef1205f638fa14442910a903e56440beb2a6377bdce2ce585100,sub-21,0,0,sub-19,5,sub-19,1,ses-04,train,1,SSVEP,1,sub-18,sub-18,0
77ce213fefb040413d0b3e5f79fd18180a695887a288d0c694af1e32888efd18,sub-23,0,0,sub-19,6,sub-19,1,ses-04,train,1,SSVEP,1,sub-21,sub-21,0
c2b53644b1cabf319b5d635d78894f41208fe552fcd277da28da14a282d47aa1,sub-11,0,0,sub-19,7,sub-19,1,ses-04,train,1,SSVEP,1,sub-23,sub-23,0
ba0491446ffc7c559d7bcc8781264020fe88d54d54cec75bc46ec490de6122de,sub-12,0,0,sub-19,8,sub-19,1,ses-04,train,1,SSVEP,1,sub-11,sub-11,0
b22f1963e2888ae81cf387f756c6caf06bc4c75f8d3a97bc1dc0305907529eca,sub-14,0,0,sub-19,9,sub-19,1,ses-04,train,1,SSVEP,1,sub-12,sub-12,0
6fa6d31a0144f34429175a74b3c5f8ffab2c93d2bee668254f37596e1024c07e,sub-15,0,0,sub-19,10,sub-19,1,ses-04,train,1,SSVEP,1,sub-14,sub-14,0
a35409664beb5ad661007cad541250fac7055d22a03845becc25a9b5018f52fc,sub-17,0,0,sub-19,11,sub-19,1,ses-04,train,1,SSVEP,1,sub-15,sub-15,0
