method,milliseconds_per_window,nfe,peak_memory_mb
DET_MATCH,0.39993618425617083,1,134.54248046875
DET_POP,1.1551156510612612,1,134.54248046875
DET_WRONG,0.3948987272721112,1,134.54248046875
SCAD_MATCH,7.882346628554652,25,43.21484375
SCAD_POP,8.034341082096898,25,95.0458984375
SCAD_WRONG,7.9299514874654955,25,43.21484375
