bootstrap_high,bootstrap_low,direction,mean,median,method,metric,participants
0.5909392434285009,0.5043676621903845,1,0.5486021068933177,0.5565631053169555,DET_MATCH,artifact_correlation,15
3.1787502906196696,1.0624692457336586,-1,1.8971642302360707,0.9965542268042485,DET_MATCH,artifact_rmse,15
3.569236148437139,1.4853521867048132,-1,2.269204955345687,1.477122543172704,DET_MATCH,clean_output_rms_ratio,15
0.7803890858504171,0.6769453563503914,1,0.7349695427546618,0.7495300423060716,DET_MATCH,correlation,15
1.0076345650454404,0.7747308621002166,-1,0.884484663138879,0.8636039426567516,DET_MATCH,rrmse_spectral,15
3.1217711533434627,0.968750107433506,-1,1.7795090829052413,0.9952671089364836,DET_MATCH,rrmse_temporal,15
-18.978406147952292,-26.624253420390435,1,-22.78107667763016,-20.91070860083629,DET_MATCH,snr_improvement,15
0.5920226753309409,0.503590380901142,1,0.549281634885676,0.5587070386789964,DET_POP,artifact_correlation,15
3.1758015723893536,1.0647890567673475,-1,1.8960497981788198,0.997985786896337,DET_POP,artifact_rmse,15
3.5651340165575607,1.4899322525821164,-1,2.2695574338973303,1.4743716210402826,DET_POP,clean_output_rms_ratio,15
0.7808200811866772,0.6762310595767852,1,0.7355353471351715,0.7514797496626636,DET_POP,correlation,15
1.0057678407204969,0.7759579002998345,-1,0.883864522539798,0.8638725628627947,DET_POP,rrmse_spectral,15
3.12231501306139,0.9614266899555344,-1,1.7782117706106584,0.9915760135713585,DET_POP,rrmse_temporal,15
-18.92861041893337,-26.545240912158917,1,-22.755836680353852,-20.923126350407042,DET_POP,snr_improvement,15
0.5907682924064981,0.5036518261965376,1,0.5479118202036553,0.5538393927269714,DET_WRONG,artifact_correlation,15
3.1783280019007085,1.059122980858435,-1,1.8971689554529243,0.9972284340679094,DET_WRONG,artifact_rmse,15
3.570527264450066,1.4817612652991106,-1,2.26941058350566,1.4744651680467307,DET_WRONG,clean_output_rms_ratio,15
0.7805717804227928,0.6741305668428468,1,0.7349095089177983,0.7498768448777909,DET_WRONG,correlation,15
1.0080551412220384,0.7782928624032689,-1,0.8849242112567693,0.864332843390811,DET_WRONG,rrmse_spectral,15
3.123848376045129,0.9661420138889437,-1,1.7796629465313019,0.9922643506692516,DET_WRONG,rrmse_temporal,15
-18.986712384044466,-26.622771425514543,1,-22.786530941608913,-20.901153028865036,DET_WRONG,snr_improvement,15
0.5093766239430078,0.38997781939128434,1,0.4508201156061895,0.5048260968695912,EEGDFUS_UNIFIED,artifact_correlation,15
3.228847049397795,1.110224514035939,-1,1.9429713193982563,1.0359961269423366,EEGDFUS_UNIFIED,artifact_rmse,15
3.6372781447300473,1.5479420913473045,-1,2.33564611143536,1.5422340523865488,EEGDFUS_UNIFIED,clean_output_rms_ratio,15
0.7634325255131073,0.6641689042124784,1,0.7200066158938475,0.722373963566497,EEGDFUS_UNIFIED,correlation,15
1.033408114967255,0.8171117152580217,-1,0.9204648743668158,0.8940687857361305,EEGDFUS_UNIFIED,rrmse_spectral,15
3.183903874237376,1.0334388263866845,-1,1.8486020522138225,1.0647055020154867,EEGDFUS_UNIFIED,rrmse_temporal,15
-19.385870052027393,-27.076443906704792,1,-23.258142196810187,-21.794638380149586,EEGDFUS_UNIFIED,snr_improvement,15
0.0,0.0,1,0.0,0.0,RAW,artifact_correlation,15
3.3962443640766025,1.2875305234430428,-1,2.1229720220314685,1.331350642359919,RAW,artifact_rmse,15
3.8574457407742733,1.7980039738035862,-1,2.573141255616038,1.867393723378579,RAW,clean_output_rms_ratio,15
0.7269554325070715,0.6327883047177144,1,0.6844604345925122,0.6971078467451863,RAW,correlation,15
1.1221445301277193,0.8976717193662488,-1,1.0071713257844008,0.9952893487126048,RAW,rrmse_spectral,15
3.3985918006860802,1.2693799030231887,-1,2.077350123529861,1.368502638951112,RAW,rrmse_temporal,15
0.0,0.0,1,0.0,0.0,RAW,snr_improvement,15
