contrast,effect_positive_is_better,metric,panel,participant,seeds
DET_MATCH_vs_POP,0.005442446278591612,covariance_distortion,natural,sub-12,3
DET_MATCH_vs_POP,0.003001343161131792,covariance_distortion,natural,sub-14,3
DET_MATCH_vs_POP,-0.008566916932866145,covariance_distortion,natural,sub-15,3
DET_MATCH_vs_POP,-0.003978170624870066,covariance_distortion,natural,sub-17,3
DET_MATCH_vs_POP,-0.0003770666756142497,covariance_distortion,natural,sub-18,3
DET_MATCH_vs_POP,0.0007035875886168599,covariance_distortion,natural,sub-19,3
DET_MATCH_vs_POP,-0.0003749921237105695,covariance_distortion,natural,sub-21,3
DET_MATCH_vs_POP,-0.006264313185854992,covariance_distortion,natural,sub-23,3
DET_MATCH_vs_WRONG,-0.0011340494394426887,covariance_distortion,natural,sub-02,3
DET_MATCH_vs_WRONG,-0.0005260279197429977,covariance_distortion,natural,sub-03,3
DET_MATCH_vs_WRONG,-0.003333289125280849,covariance_distortion,natural,sub-05,3
DET_MATCH_vs_WRONG,0.010200401170312031,covariance_distortion,natural,sub-06,3
DET_MATCH_vs_WRONG,-0.004937380179152119,covariance_distortion,natural,sub-07,3
DET_MATCH_vs_WRONG,-0.0023902562676991895,covariance_distortion,natural,sub-09,3
DET_MATCH_vs_WRONG,-0.012973014497021781,covariance_distortion,natural,sub-11,3
DET_MATCH_vs_WRONG,0.009165144209631335,covariance_distortion,natural,sub-12,3
DET_MATCH_vs_WRONG,0.004379691998527437,covariance_distortion,natural,sub-14,3
DET_MATCH_vs_WRONG,-0.0031058264962327414,covariance_distortion,natural,sub-15,3
DET_MATCH_vs_WRONG,0.0044727735877461705,covariance_distortion,natural,sub-17,3
DET_MATCH_vs_WRONG,0.010200652755594017,covariance_distortion,natural,sub-18,3
DET_MATCH_vs_WRONG,0.0021704504778966432,covariance_distortion,natural,sub-19,3
DET_MATCH_vs_WRONG,-0.003520415926485785,covariance_distortion,natural,sub-21,3
DET_MATCH_vs_WRONG,-0.006746557922146568,covariance_distortion,natural,sub-23,3
SCAD_MATCH_vs_POP,-0.0015976368485248749,covariance_distortion,natural,sub-02,3
SCAD_MATCH_vs_POP,0.00024869339318806433,covariance_distortion,natural,sub-03,3
SCAD_MATCH_vs_POP,-0.004308279695701231,covariance_distortion,natural,sub-05,3
SCAD_MATCH_vs_POP,0.005203609625117613,covariance_distortion,natural,sub-06,3
SCAD_MATCH_vs_POP,0.0004949413767270094,covariance_distortion,natural,sub-07,3
SCAD_MATCH_vs_POP,0.0019452365062673782,covariance_distortion,natural,sub-09,3
SCAD_MATCH_vs_POP,-0.011165108457957651,covariance_distortion,natural,sub-11,3
SCAD_MATCH_vs_POP,0.0010414133832198913,covariance_distortion,natural,sub-12,3
SCAD_MATCH_vs_POP,-0.003932905249407305,covariance_distortion,natural,sub-14,3
SCAD_MATCH_vs_POP,-0.0050539954205605685,covariance_distortion,natural,sub-15,3
SCAD_MATCH_vs_POP,0.00037237766043367776,covariance_distortion,natural,sub-17,3
SCAD_MATCH_vs_POP,-0.0004272484936496031,covariance_distortion,natural,sub-18,3
SCAD_MATCH_vs_POP,0.0006033097191808362,covariance_distortion,natural,sub-19,3
SCAD_MATCH_vs_POP,-0.001318429494464951,covariance_distortion,natural,sub-21,3
SCAD_MATCH_vs_POP,-0.0079797525114675,covariance_distortion,natural,sub-23,3
SCAD_MATCH_vs_WRONG,-0.001283419549651707,covariance_distortion,natural,sub-02,3
SCAD_MATCH_vs_WRONG,0.003833386437541414,covariance_distortion,natural,sub-03,3
SCAD_MATCH_vs_WRONG,-0.001733712314079756,covariance_distortion,natural,sub-05,3
SCAD_MATCH_vs_WRONG,0.010927986130743398,covariance_distortion,natural,sub-06,3
SCAD_MATCH_vs_WRONG,-0.002405485812558598,covariance_distortion,natural,sub-07,3
SCAD_MATCH_vs_WRONG,-0.0013735481720054468,covariance_distortion,natural,sub-09,3
SCAD_MATCH_vs_WRONG,-0.018839711155326067,covariance_distortion,natural,sub-11,3
SCAD_MATCH_vs_WRONG,0.011435271585114029,covariance_distortion,natural,sub-12,3
SCAD_MATCH_vs_WRONG,0.006386121446371351,covariance_distortion,natural,sub-14,3
SCAD_MATCH_vs_WRONG,-0.002964479274827537,covariance_distortion,natural,sub-15,3
SCAD_MATCH_vs_WRONG,0.009277632761612817,covariance_distortion,natural,sub-17,3
SCAD_MATCH_vs_WRONG,0.009495752989113768,covariance_distortion,natural,sub-18,3
SCAD_MATCH_vs_WRONG,0.0010445919025604082,covariance_distortion,natural,sub-19,3
SCAD_MATCH_vs_WRONG,-0.0036397715285697574,covariance_distortion,natural,sub-21,3
SCAD_MATCH_vs_WRONG,-0.012140253576931062,covariance_distortion,natural,sub-23,3
SCAD_K1_vs_DET1_MATCH,0.03653412014892166,covariance_distortion,natural,sub-02,3
SCAD_K1_vs_DET1_MATCH,0.07251041846351636,covariance_distortion,natural,sub-03,3
SCAD_K1_vs_DET1_MATCH,0.05633802314420061,covariance_distortion,natural,sub-05,3
SCAD_K1_vs_DET1_MATCH,0.01752307263699912,covariance_distortion,natural,sub-06,3
SCAD_K1_vs_DET1_MATCH,0.03838926302744939,covariance_distortion,natural,sub-07,3
SCAD_K1_vs_DET1_MATCH,0.026296725094746093,covariance_distortion,natural,sub-09,3
SCAD_K1_vs_DET1_MATCH,-0.03925251413597525,covariance_distortion,natural,sub-11,3
SCAD_K1_vs_DET1_MATCH,0.0070889918753594405,covariance_distortion,natural,sub-12,3
SCAD_K1_vs_DET1_MATCH,0.024187826827184,covariance_distortion,natural,sub-14,3
SCAD_K1_vs_DET1_MATCH,0.013842403021408206,covariance_distortion,natural,sub-15,3
SCAD_K1_vs_DET1_MATCH,0.024266596861934303,covariance_distortion,natural,sub-17,3
SCAD_K1_vs_DET1_MATCH,0.046666797955409324,covariance_distortion,natural,sub-18,3
SCAD_K1_vs_DET1_MATCH,0.024967757549445288,covariance_distortion,natural,sub-19,3
SCAD_K1_vs_DET1_MATCH,0.04838061503809649,covariance_distortion,natural,sub-21,3
SCAD_K1_vs_DET1_MATCH,0.038632640934428995,covariance_distortion,natural,sub-23,3
DET_MATCH_vs_POP,-0.0017283379297339623,erp_proxy,natural,sub-02,3
DET_MATCH_vs_POP,-0.004653243815751569,erp_proxy,natural,sub-03,3
DET_MATCH_vs_POP,-0.002251829703246074,erp_proxy,natural,sub-05,3
DET_MATCH_vs_POP,0.0019853086092452474,erp_proxy,natural,sub-06,3
DET_MATCH_vs_POP,-0.0025190854362209247,erp_proxy,natural,sub-07,3
DET_MATCH_vs_POP,-5.109502428561156e-05,erp_proxy,natural,sub-09,3
DET_MATCH_vs_POP,-0.0015529142665975382,erp_proxy,natural,sub-11,3
DET_MATCH_vs_POP,0.001719872260792732,erp_proxy,natural,sub-12,3
DET_MATCH_vs_POP,0.0014769744278736452,erp_proxy,natural,sub-14,3
DET_MATCH_vs_POP,-0.0058054008534339134,erp_proxy,natural,sub-15,3
DET_MATCH_vs_POP,-0.005474848461292425,erp_proxy,natural,sub-17,3
DET_MATCH_vs_POP,-0.0014396460039182528,erp_proxy,natural,sub-18,3
DET_MATCH_vs_POP,0.00024646374158151146,erp_proxy,natural,sub-19,3
DET_MATCH_vs_POP,-0.0009811402255437418,erp_proxy,natural,sub-21,3
DET_MATCH_vs_POP,-0.006830520401370814,erp_proxy,natural,sub-23,3
DET_MATCH_vs_WRONG,0.00013732701460311691,erp_proxy,natural,sub-02,3
DET_MATCH_vs_WRONG,-0.0021411717557264045,erp_proxy,natural,sub-03,3
DET_MATCH_vs_WRONG,-7.538190131291718e-06,erp_proxy,natural,sub-05,3
DET_MATCH_vs_WRONG,0.008189589872000433,erp_proxy,natural,sub-06,3
DET_MATCH_vs_WRONG,-0.004187207517548012,erp_proxy,natural,sub-07,3
DET_MATCH_vs_WRONG,-0.0007625947598452291,erp_proxy,natural,sub-09,3
DET_MATCH_vs_WRONG,-0.007424545216791256,erp_proxy,natural,sub-11,3
DET_MATCH_vs_WRONG,0.006287605182536608,erp_proxy,natural,sub-12,3
DET_MATCH_vs_WRONG,0.005071808596022853,erp_proxy,natural,sub-14,3
DET_MATCH_vs_WRONG,-0.0016217984542254242,erp_proxy,natural,sub-15,3
DET_MATCH_vs_WRONG,0.002303982757527301,erp_proxy,natural,sub-17,3
DET_MATCH_vs_WRONG,0.004228734797340021,erp_proxy,natural,sub-18,3
DET_MATCH_vs_WRONG,0.0023016525460260264,erp_proxy,natural,sub-19,3
DET_MATCH_vs_WRONG,-0.002747765463500529,erp_proxy,natural,sub-21,3
DET_MATCH_vs_WRONG,-0.006556904080312139,erp_proxy,natural,sub-23,3
SCAD_MATCH_vs_POP,-0.002540954911641413,erp_proxy,natural,sub-02,3
SCAD_MATCH_vs_POP,-0.001590330261729093,erp_proxy,natural,sub-03,3
SCAD_MATCH_vs_POP,-0.005142994343613538,erp_proxy,natural,sub-05,3
SCAD_MATCH_vs_POP,0.004534476032027612,erp_proxy,natural,sub-06,3
SCAD_MATCH_vs_POP,-0.0024980553843357476,erp_proxy,natural,sub-07,3
SCAD_MATCH_vs_POP,0.002184996362258255,erp_proxy,natural,sub-09,3
SCAD_MATCH_vs_POP,-0.006917259040586303,erp_proxy,natural,sub-11,3
SCAD_MATCH_vs_POP,0.000276205288878395,erp_proxy,natural,sub-12,3
SCAD_MATCH_vs_POP,-0.0050601035717007985,erp_proxy,natural,sub-14,3
SCAD_MATCH_vs_POP,-0.005862038393787221,erp_proxy,natural,sub-15,3
SCAD_MATCH_vs_POP,-0.0032953362993070057,erp_proxy,natural,sub-17,3
SCAD_MATCH_vs_POP,-0.000630616011408347,erp_proxy,natural,sub-18,3
SCAD_MATCH_vs_POP,0.0002602936465925983,erp_proxy,natural,sub-19,3
SCAD_MATCH_vs_POP,0.0002361315966879681,erp_proxy,natural,sub-21,3
SCAD_MATCH_vs_POP,-0.005734757626708609,erp_proxy,natural,sub-23,3
SCAD_MATCH_vs_WRONG,-0.0017580606797932274,erp_proxy,natural,sub-02,3
SCAD_MATCH_vs_WRONG,0.0023117598980670526,erp_proxy,natural,sub-03,3
SCAD_MATCH_vs_WRONG,-0.0018088409072266238,erp_proxy,natural,sub-05,3
SCAD_MATCH_vs_WRONG,0.009801480744762614,erp_proxy,natural,sub-06,3
SCAD_MATCH_vs_WRONG,-0.005405162267474968,erp_proxy,natural,sub-07,3
SCAD_MATCH_vs_WRONG,-0.0012476341561977373,erp_proxy,natural,sub-09,3
SCAD_MATCH_vs_WRONG,-0.010889057992523784,erp_proxy,natural,sub-11,3
SCAD_MATCH_vs_WRONG,0.007440956944262611,erp_proxy,natural,sub-12,3
SCAD_MATCH_vs_WRONG,0.006780767725211338,erp_proxy,natural,sub-14,3
SCAD_MATCH_vs_WRONG,-0.003246380784661588,erp_proxy,natural,sub-15,3
SCAD_MATCH_vs_WRONG,0.0057326452113452,erp_proxy,natural,sub-17,3
SCAD_MATCH_vs_WRONG,0.007865329409523595,erp_proxy,natural,sub-18,3
SCAD_MATCH_vs_WRONG,-0.0004651729202295544,erp_proxy,natural,sub-19,3
SCAD_MATCH_vs_WRONG,-0.0010966056269930597,erp_proxy,natural,sub-21,3
SCAD_MATCH_vs_WRONG,-0.007583338451110551,erp_proxy,natural,sub-23,3
SCAD_K1_vs_DET1_MATCH,0.019861328710658082,erp_proxy,natural,sub-02,3
SCAD_K1_vs_DET1_MATCH,0.03907672369871651,erp_proxy,natural,sub-03,3
SCAD_K1_vs_DET1_MATCH,0.023387686707594762,erp_proxy,natural,sub-05,3
SCAD_K1_vs_DET1_MATCH,-0.009117349387759174,erp_proxy,natural,sub-06,3
SCAD_K1_vs_DET1_MATCH,0.00573561575033162,erp_proxy,natural,sub-07,3
SCAD_K1_vs_DET1_MATCH,0.010745209082684984,erp_proxy,natural,sub-09,3
SCAD_K1_vs_DET1_MATCH,-0.040436518019469604,erp_proxy,natural,sub-11,3
SCAD_K1_vs_DET1_MATCH,-0.01229424469890709,erp_proxy,natural,sub-12,3
SCAD_K1_vs_DET1_MATCH,-0.005344740404010451,erp_proxy,natural,sub-14,3
SCAD_K1_vs_DET1_MATCH,-0.014063610489365145,erp_proxy,natural,sub-15,3
SCAD_K1_vs_DET1_MATCH,-0.011647193611726761,erp_proxy,natural,sub-17,3
SCAD_K1_vs_DET1_MATCH,0.0033605326756716756,erp_proxy,natural,sub-18,3
SCAD_K1_vs_DET1_MATCH,0.0048311559428354895,erp_proxy,natural,sub-19,3
SCAD_K1_vs_DET1_MATCH,0.011324350721902595,erp_proxy,natural,sub-21,3
SCAD_K1_vs_DET1_MATCH,0.007329632609236618,erp_proxy,natural,sub-23,3
DET_MATCH_vs_POP,-0.0017283379297339623,ssvep_proxy,natural,sub-02,3
DET_MATCH_vs_POP,-0.004653243815751569,ssvep_proxy,natural,sub-03,3
DET_MATCH_vs_POP,-0.002251829703246074,ssvep_proxy,natural,sub-05,3
DET_MATCH_vs_POP,0.0019853086092452474,ssvep_proxy,natural,sub-06,3
DET_MATCH_vs_POP,-0.0025190854362209247,ssvep_proxy,natural,sub-07,3
DET_MATCH_vs_POP,-5.109502428561156e-05,ssvep_proxy,natural,sub-09,3
DET_MATCH_vs_POP,-0.0015529142665975382,ssvep_proxy,natural,sub-11,3
DET_MATCH_vs_POP,0.001719872260792732,ssvep_proxy,natural,sub-12,3
DET_MATCH_vs_POP,0.0014769744278736452,ssvep_proxy,natural,sub-14,3
DET_MATCH_vs_POP,-0.0058054008534339134,ssvep_proxy,natural,sub-15,3
DET_MATCH_vs_POP,-0.005474848461292425,ssvep_proxy,natural,sub-17,3
DET_MATCH_vs_POP,-0.0014396460039182528,ssvep_proxy,natural,sub-18,3
DET_MATCH_vs_POP,0.00024646374158151146,ssvep_proxy,natural,sub-19,3
DET_MATCH_vs_POP,-0.0009811402255437418,ssvep_proxy,natural,sub-21,3
DET_MATCH_vs_POP,-0.006830520401370814,ssvep_proxy,natural,sub-23,3
DET_MATCH_vs_WRONG,0.00013732701460311691,ssvep_proxy,natural,sub-02,3
DET_MATCH_vs_WRONG,-0.0021411717557264045,ssvep_proxy,natural,sub-03,3
DET_MATCH_vs_WRONG,-7.538190131291718e-06,ssvep_proxy,natural,sub-05,3
DET_MATCH_vs_WRONG,0.008189589872000433,ssvep_proxy,natural,sub-06,3
DET_MATCH_vs_WRONG,-0.004187207517548012,ssvep_proxy,natural,sub-07,3
DET_MATCH_vs_WRONG,-0.0007625947598452291,ssvep_proxy,natural,sub-09,3
DET_MATCH_vs_WRONG,-0.007424545216791256,ssvep_proxy,natural,sub-11,3
DET_MATCH_vs_WRONG,0.006287605182536608,ssvep_proxy,natural,sub-12,3
DET_MATCH_vs_WRONG,0.005071808596022853,ssvep_proxy,natural,sub-14,3
DET_MATCH_vs_WRONG,-0.0016217984542254242,ssvep_proxy,natural,sub-15,3
DET_MATCH_vs_WRONG,0.002303982757527301,ssvep_proxy,natural,sub-17,3
DET_MATCH_vs_WRONG,0.004228734797340021,ssvep_proxy,natural,sub-18,3
DET_MATCH_vs_WRONG,0.0023016525460260264,ssvep_proxy,natural,sub-19,3
DET_MATCH_vs_WRONG,-0.002747765463500529,ssvep_proxy,natural,sub-21,3
DET_MATCH_vs_WRONG,-0.006556904080312139,ssvep_proxy,natural,sub-23,3
SCAD_MATCH_vs_POP,-0.002540954911641413,ssvep_proxy,natural,sub-02,3
SCAD_MATCH_vs_POP,-0.001590330261729093,ssvep_proxy,natural,sub-03,3
SCAD_MATCH_vs_POP,-0.005142994343613538,ssvep_proxy,natural,sub-05,3
SCAD_MATCH_vs_POP,0.004534476032027612,ssvep_proxy,natural,sub-06,3
SCAD_MATCH_vs_POP,-0.0024980553843357476,ssvep_proxy,natural,sub-07,3
SCAD_MATCH_vs_POP,0.002184996362258255,ssvep_proxy,natural,sub-09,3
SCAD_MATCH_vs_POP,-0.006917259040586303,ssvep_proxy,natural,sub-11,3
SCAD_MATCH_vs_POP,0.000276205288878395,ssvep_proxy,natural,sub-12,3
SCAD_MATCH_vs_POP,-0.0050601035717007985,ssvep_proxy,natural,sub-14,3
SCAD_MATCH_vs_POP,-0.005862038393787221,ssvep_proxy,natural,sub-15,3
SCAD_MATCH_vs_POP,-0.0032953362993070057,ssvep_proxy,natural,sub-17,3
SCAD_MATCH_vs_POP,-0.000630616011408347,ssvep_proxy,natural,sub-18,3
SCAD_MATCH_vs_POP,0.0002602936465925983,ssvep_proxy,natural,sub-19,3
SCAD_MATCH_vs_POP,0.0002361315966879681,ssvep_proxy,natural,sub-21,3
SCAD_MATCH_vs_POP,-0.005734757626708609,ssvep_proxy,natural,sub-23,3
SCAD_MATCH_vs_WRONG,-0.0017580606797932274,ssvep_proxy,natural,sub-02,3
SCAD_MATCH_vs_WRONG,0.0023117598980670526,ssvep_proxy,natural,sub-03,3
SCAD_MATCH_vs_WRONG,-0.0018088409072266238,ssvep_proxy,natural,sub-05,3
SCAD_MATCH_vs_WRONG,0.009801480744762614,ssvep_proxy,natural,sub-06,3
SCAD_MATCH_vs_WRONG,-0.005405162267474968,ssvep_proxy,natural,sub-07,3
SCAD_MATCH_vs_WRONG,-0.0012476341561977373,ssvep_proxy,natural,sub-09,3
SCAD_MATCH_vs_WRONG,-0.010889057992523784,ssvep_proxy,natural,sub-11,3
SCAD_MATCH_vs_WRONG,0.007440956944262611,ssvep_proxy,natural,sub-12,3
SCAD_MATCH_vs_WRONG,0.006780767725211338,ssvep_proxy,natural,sub-14,3
SCAD_MATCH_vs_WRONG,-0.003246380784661588,ssvep_proxy,natural,sub-15,3
SCAD_MATCH_vs_WRONG,0.0057326452113452,ssvep_proxy,natural,sub-17,3
SCAD_MATCH_vs_WRONG,0.007865329409523595,ssvep_proxy,natural,sub-18,3
SCAD_MATCH_vs_WRONG,-0.0004651729202295544,ssvep_proxy,natural,sub-19,3
SCAD_MATCH_vs_WRONG,-0.0010966056269930597,ssvep_proxy,natural,sub-21,3
SCAD_MATCH_vs_WRONG,-0.007583338451110551,ssvep_proxy,natural,sub-23,3
SCAD_K1_vs_DET1_MATCH,0.019861328710658082,ssvep_proxy,natural,sub-02,3
SCAD_K1_vs_DET1_MATCH,0.03907672369871651,ssvep_proxy,natural,sub-03,3
SCAD_K1_vs_DET1_MATCH,0.023387686707594762,ssvep_proxy,natural,sub-05,3
SCAD_K1_vs_DET1_MATCH,-0.009117349387759174,ssvep_proxy,natural,sub-06,3
SCAD_K1_vs_DET1_MATCH,0.00573561575033162,ssvep_proxy,natural,sub-07,3
SCAD_K1_vs_DET1_MATCH,0.010745209082684984,ssvep_proxy,natural,sub-09,3
SCAD_K1_vs_DET1_MATCH,-0.040436518019469604,ssvep_proxy,natural,sub-11,3
SCAD_K1_vs_DET1_MATCH,-0.01229424469890709,ssvep_proxy,natural,sub-12,3
SCAD_K1_vs_DET1_MATCH,-0.005344740404010451,ssvep_proxy,natural,sub-14,3
SCAD_K1_vs_DET1_MATCH,-0.014063610489365145,ssvep_proxy,natural,sub-15,3
SCAD_K1_vs_DET1_MATCH,-0.011647193611726761,ssvep_proxy,natural,sub-17,3
SCAD_K1_vs_DET1_MATCH,0.0033605326756716756,ssvep_proxy,natural,sub-18,3
SCAD_K1_vs_DET1_MATCH,0.0048311559428354895,ssvep_proxy,natural,sub-19,3
SCAD_K1_vs_DET1_MATCH,0.011324350721902595,ssvep_proxy,natural,sub-21,3
SCAD_K1_vs_DET1_MATCH,0.007329632609236618,ssvep_proxy,natural,sub-23,3
