aggregate_across_seeds,artifact_attenuation,artifact_normalized_parallel_error,calibration_duration_axis_complete,calibration_id,calibration_seconds,clean_interval_preservation,correlation,d_perp_y,delta_snr_db,e_parallel,e_perp,failure_reason,fallback_method_id,fallback_used,function_evaluations,latency_seconds,method_id,network_calls_total,operator_source,overlap_fraction,p0_bootstrap_median_distance,p0_bootstrap_q90_distance,p0_bootstrap_success_rate,p0_eligible,p0_movement_coverage,p0_rank,p0_reference_condition,p0_reference_rank,p0_ridge_lambda,p0_singular_ratio,p0_singular_values,partition,peak_memory_mb,projector_distance,projector_max_angle_degrees,projector_overlap_fraction,psd_distortion,query_clean_target_used_by_method,records_are_participants,rrmse,sampler_candidate,seed,source_record,status,time_rrmse,trust_radius
True,0.0,1.0,False,,10.0,1.0,0.8903677014385571,0.0,0.0,1.680198147059913,5.887472548521512e-08,,,False,0,0.0005300818011164665,corrupted_identity,0,corrupted_identity,0.3649977745262455,,,,,,,,,,,,development,0.0,,,,1.3609565215051964,False,False,1.0150924781644919,deterministic,-1,34,success,1.0150924781644919,0.1
True,9.576908637392188,0.5951678983516588,False,,10.0,0.18813776488028444,0.9316797141503007,5.396209390886951e-16,4.507210028568536,0.9999999999999998,5.887472548361535e-08,,,False,0,0.00015359558165073395,oracle_orthogonal_subtraction,0,oracle_orthogonal_subtraction,0.3649977745262455,,,,,,,,,,,,development,0.0,0.0,1.478779333471098e-06,0.9999999999999992,0.4261358455793297,True,False,0.6041504568617388,deterministic,-1,34,success,0.6041504568617388,0.1
False,-1.7996842609029493,1.8845812009216452,False,population_projector_Pi0,10.0,-2.1941936014910346,0.028922470748441016,4.921875432266217,-12.66712748716321,3.166469841772494,4.921875428086307,,,False,100,6.795163559727371,population_only__M0__trust_0p1,200,population_only,0.3649977745262455,,,,,,,,,,,,development,1306.6484375,0.025188247449243303,1.8728087727840672,0.9993655521904354,8.025472851346017,False,False,4.363771323726846,M0,20260801,34,success,4.363771323726846,0.1
False,-0.9584476806933935,1.963653832682193,False,population_projector_Pi0,10.0,-1.9852238606171104,-0.009110895009284735,4.309513105686382,-11.847214813024854,3.299327531139717,4.309513101934989,,,False,100,5.679459920153022,population_only__M0__trust_0p1,200,population_only,0.3649977745262455,,,,,,,,,,,,development,1314.7734375,0.025188247449243303,1.8728087727840672,0.9993655521904354,6.378856627647075,False,False,3.9706933663939425,M0,20260802,34,success,3.9706933663939425,0.1
False,-3.8669057957978636,2.138103420224155,False,population_projector_Pi0,10.0,-2.0136514662901046,0.0181830469533484,4.326371899849098,-12.069965995018915,3.592437404883088,4.326371895947401,,,False,100,5.556263577193022,population_only__M0__trust_0p1,200,population_only,0.3649977745262455,,,,,,,,,,,,development,1314.7734375,0.025188247449243303,1.8728087727840672,0.9993655521904354,7.499275736765852,False,False,4.073839449612781,M0,20260803,34,success,4.073839449612781,0.1
False,-4.2026121776456655,2.490665765706653,False,population_projector_Pi0,10.0,-2.506431150905219,-0.0036349210355995564,5.048271130784526,-13.4061917159713,4.184812004485877,5.048271126285298,,,False,100,5.551448924466968,population_only__M0__trust_0p1,200,population_only,0.3649977745262455,,,,,,,,,,,,development,1314.7734375,0.025188247449243303,1.8728087727840672,0.9993655521904354,7.989699408520913,False,False,4.751330004430066,M0,20260804,34,success,4.751330004430066,0.1
False,-2.125699393802037,2.0906103921091677,False,population_projector_Pi0,10.0,-2.10986478203325,-0.00912923836260985,4.582482741498262,-12.383369134028655,3.512639707046022,4.58248273760926,,,False,100,5.542333290912211,population_only__M0__trust_0p1,200,population_only,0.3649977745262455,,,,,,,,,,,,development,1314.7734375,0.025188247449243303,1.8728087727840672,0.9993655521904354,7.250280101326277,False,False,4.223515247297099,M0,20260805,34,success,4.223515247297099,0.1
True,4.9248964184376565,1.0967825206417092,False,population_projector_Pi0,10.0,-0.9172885441921548,0.009763931206604516,2.7761987714836662,-7.74708199785568,1.8428119589099006,2.7761987689701613,,,False,500,29.124669272452593,population_only__M0__trust_0p1,1000,population_only,0.3649977745262455,,,,,,,,,,,,development,1314.7734375,0.025188247449243303,1.8728087727840672,0.9993655521904354,1.230593322422092,False,False,2.4766219035431454,M0,-1,34,success,2.4766219035431454,0.1
False,-1.8010124381480037,1.8846522658606946,False,sim34_paired_query_upper_bound,10.0,-2.1942221712392613,0.028920317067547833,4.921946731532167,-12.667292076384822,3.166589244951406,4.921946727352241,,,False,100,5.461936395615339,oracle_projector__M0__trust_0p1,200,oracle_projector,0.3649977745262455,,,,,,2,,,,,,development,1332.59375,0.0,1.478779333471098e-06,0.9999999999999992,8.02562532247287,True,False,4.363854013763252,M0,20260801,34,success,4.363854013763252,0.1
False,-0.9584213560540491,1.9636699223317253,False,sim34_paired_query_upper_bound,10.0,-1.9851701460353306,-0.009114623311720702,4.309349525457387,-11.84698613393496,3.2993545649390486,4.309349521706183,,,False,100,5.626959417946637,oracle_projector__M0__trust_0p1,200,oracle_projector,0.3649977745262455,,,,,,2,,,,,,development,1332.59375,0.0,1.478779333471098e-06,0.9999999999999992,6.378893339364437,True,False,3.970588828732257,M0,20260802,34,success,3.970588828732257,0.1
