effective_operator_source,latency_seconds,method_id,network_calls_total,operator_source,partition,peak_memory_mb,seed,source_record,status
population_projector,16.710462224669755,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260801,sim45,success
population_projector,16.187675996683538,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260802,sim45,success
population_projector,13.863078188151121,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260803,sim45,success
population_projector,13.624492040835321,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260804,sim45,success
population_projector,15.218176553025842,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260805,sim45,success
population_projector,16.299036918208003,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260801,sim45,success
population_projector,16.213365713134408,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260802,sim45,success
population_projector,16.197455388493836,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260803,sim45,success
population_projector,16.207597674801946,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260804,sim45,success
population_projector,16.22604252025485,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260805,sim45,success
population_projector,16.32846046052873,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260801,sim45,success
population_projector,14.519910955801606,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260802,sim45,success
population_projector,16.197909850627184,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260803,sim45,success
population_projector,16.189314544200897,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260804,sim45,success
population_projector,16.21756748855114,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260805,sim45,success
matching_p0,15.989679552614689,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260801,sim45,success
matching_p0,15.956987123936415,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260802,sim45,success
matching_p0,16.07716433610767,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260803,sim45,success
matching_p0,16.085881863720715,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260804,sim45,success
matching_p0,16.029863874427974,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260805,sim45,success
matching_p0,16.030216014944017,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim45,success
matching_p0,15.948227307759225,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim45,success
matching_p0,15.998319590464234,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim45,success
matching_p0,16.024554050527513,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim45,success
matching_p0,16.04647763259709,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim45,success
matching_p0,16.046230003237724,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim45,success
matching_p0,16.070669043809175,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim45,success
matching_p0,16.12891577463597,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim45,success
matching_p0,16.006246807985008,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim45,success
matching_p0,16.037134795449674,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim45,success
query_derived_oracle_projector,16.147891784086823,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim45,success
query_derived_oracle_projector,16.116960297338665,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim45,success
query_derived_oracle_projector,16.135011128149927,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim45,success
query_derived_oracle_projector,16.208735155873,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim45,success
query_derived_oracle_projector,16.15391482692212,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim45,success
query_derived_oracle_projector,16.133516117930412,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim45,success
query_derived_oracle_projector,16.1166236018762,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim45,success
query_derived_oracle_projector,16.177431569434702,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim45,success
query_derived_oracle_projector,16.094326672144234,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim45,success
query_derived_oracle_projector,16.11944979056716,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim45,success
query_derived_oracle_projector,16.186709148809314,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim45,success
