effective_operator_source,latency_seconds,method_id,network_calls_total,operator_source,partition,peak_memory_mb,seed,source_record,status
population_projector,15.870047372765839,M1_observation_warm_start_sdedit,200,population_projector,development,1533.525390625,20260801,sim33,success
population_projector,15.356794347055256,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260802,sim33,success
population_projector,15.305560780223459,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260803,sim33,success
population_projector,15.479421954136342,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260804,sim33,success
population_projector,15.321453278884292,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260805,sim33,success
population_projector,15.325009152293205,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260801,sim33,success
population_projector,15.272460808046162,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260802,sim33,success
population_projector,15.325618759728968,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260803,sim33,success
population_projector,15.248906614258885,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260804,sim33,success
population_projector,15.271487209014595,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260805,sim33,success
population_projector,15.380751301068813,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260801,sim33,success
population_projector,15.397570297122002,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260802,sim33,success
population_projector,15.295582877937704,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260803,sim33,success
population_projector,15.351395864970982,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260804,sim33,success
population_projector,15.364781101699919,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260805,sim33,success
matching_p0,15.441931694746017,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260801,sim33,success
matching_p0,15.432647868990898,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260802,sim33,success
matching_p0,15.4245062218979,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260803,sim33,success
matching_p0,15.473953547887504,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260804,sim33,success
matching_p0,15.359330856706947,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260805,sim33,success
matching_p0,15.405531533062458,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim33,success
matching_p0,15.433415516745299,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim33,success
matching_p0,15.45257921423763,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim33,success
matching_p0,15.428684211801738,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim33,success
matching_p0,15.380020528100431,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim33,success
matching_p0,15.412251269910485,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim33,success
matching_p0,15.4343755915761,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim33,success
matching_p0,15.420048967935145,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim33,success
matching_p0,15.397910098079592,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim33,success
matching_p0,15.380909220781177,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim33,success
query_derived_oracle_projector,15.290679182857275,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim33,success
query_derived_oracle_projector,15.19190610293299,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim33,success
query_derived_oracle_projector,15.210851208306849,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim33,success
query_derived_oracle_projector,15.19746372429654,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim33,success
query_derived_oracle_projector,15.236736581195146,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim33,success
query_derived_oracle_projector,15.234912660904229,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim33,success
query_derived_oracle_projector,15.190856751054525,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim33,success
query_derived_oracle_projector,15.19822517875582,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim33,success
query_derived_oracle_projector,15.238384209573269,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim33,success
query_derived_oracle_projector,15.229020908940583,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim33,success
query_derived_oracle_projector,15.264144038781524,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim33,success
query_derived_oracle_projector,15.248984666075557,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim33,success
query_derived_oracle_projector,15.284530729055405,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim33,success
query_derived_oracle_projector,15.239581978879869,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim33,success
query_derived_oracle_projector,15.25480807106942,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim33,success
