effective_operator_source,latency_seconds,method_id,network_calls_total,operator_source,partition,peak_memory_mb,seed,source_record,status
population_projector,15.790773017331958,M1_observation_warm_start_sdedit,200,population_projector,development,1533.525390625,20260801,sim44,success
population_projector,15.36611844599247,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260802,sim44,success
population_projector,15.40323150344193,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260803,sim44,success
population_projector,15.47520624101162,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260804,sim44,success
population_projector,15.330557546578348,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260805,sim44,success
population_projector,15.378889848478138,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260801,sim44,success
population_projector,15.321839861571789,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260802,sim44,success
population_projector,15.35113026946783,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260803,sim44,success
population_projector,15.329599482938647,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260804,sim44,success
population_projector,15.358293091878295,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260805,sim44,success
population_projector,15.393942128866911,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260801,sim44,success
population_projector,16.852382467128336,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260802,sim44,success
population_projector,17.54784136917442,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260803,sim44,success
population_projector,17.557398548349738,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260804,sim44,success
population_projector,17.600995622575283,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260805,sim44,success
matching_p0,17.19572203513235,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260801,sim44,success
matching_p0,17.162450146861374,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260802,sim44,success
matching_p0,17.164239046163857,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260803,sim44,success
matching_p0,15.566239385865629,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260804,sim44,success
matching_p0,15.481722496449947,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260805,sim44,success
matching_p0,16.97823035530746,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim44,success
matching_p0,17.022448423318565,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim44,success
matching_p0,17.151624073274434,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim44,success
matching_p0,17.180425334721804,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim44,success
matching_p0,17.230158925056458,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim44,success
matching_p0,17.267839790321887,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim44,success
matching_p0,17.175495076924562,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim44,success
matching_p0,17.07809321861714,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim44,success
matching_p0,17.164658182300627,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim44,success
matching_p0,17.09901083819568,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim44,success
query_derived_oracle_projector,17.349447212181985,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim44,success
query_derived_oracle_projector,16.600522360764444,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim44,success
query_derived_oracle_projector,17.219373129308224,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim44,success
query_derived_oracle_projector,16.22732596565038,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim44,success
query_derived_oracle_projector,17.424792110919952,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim44,success
query_derived_oracle_projector,16.93179179634899,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim44,success
query_derived_oracle_projector,15.324416238814592,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim44,success
query_derived_oracle_projector,15.336843891069293,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim44,success
query_derived_oracle_projector,16.00805694423616,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim44,success
query_derived_oracle_projector,15.888438250869513,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim44,success
query_derived_oracle_projector,17.54746156465262,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim44,success
query_derived_oracle_projector,15.567145650275052,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim44,success
query_derived_oracle_projector,15.34146121982485,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim44,success
query_derived_oracle_projector,15.342210529372096,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim44,success
query_derived_oracle_projector,15.282579083926976,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim44,success
