fold_id,study,recording_key,method,eog_coherence_reduction,nonartifact_preservation,psd_distortion,covariance_distortion
study03_layout_03_heldout_00,study03,study03/study03_p03,DET-D01,0.038926386543607805,0.6979968547821045,0.06686651706695557,0.2412567926824656
study03_layout_03_heldout_00,study03,study03/study03_p03,DET-D11,0.03409130590443965,0.720264196395874,0.06389395892620087,0.2244369636188275
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D00,0.04572462093346985,0.6437240242958069,0.10760323703289032,0.31679678692275104
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D10,0.03939036624797154,0.6373304128646851,0.10518031567335129,0.3320586303828657
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D01,0.04489753938833019,0.7021616697311401,0.06460323184728622,0.18614274062939218
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D11,0.03433958676760085,0.7136729061603546,0.06465868651866913,0.18264279297135108
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D10-SHUFFLED-GEOMETRY,0.03786393388872966,0.6431356370449066,0.09670688956975937,0.3310591959849554
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D01-SHUFFLED-LORA,0.04641779533267254,0.643476128578186,0.05619779974222183,0.22899671065623892
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D11-SHUFFLED-BOTH,0.03963840456708567,0.6177647709846497,0.05096449702978134,0.23475136972556077
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D10-CAL,0.03768069368379656,0.7149791419506073,0.08941870182752609,0.27887335562605114
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D01-CAL,0.04307714234892046,0.7170536518096924,0.06194724515080452,0.18196220038469918
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D11-CAL,0.03506894485326484,0.7242725491523743,0.0703258067369461,0.20952089807429808
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D10-SHUFFLED-GEOMETRY-CAL,0.03768069368379656,0.7149791419506073,0.08941870182752609,0.27887335562605114
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D01-SHUFFLED-LORA-CAL,0.04478904268034967,0.6613023579120636,0.054035600274801254,0.22509436892795376
study03_layout_03_heldout_00,study03,study03/study03_p03,DIFF-D11-SHUFFLED-BOTH-CAL,0.039665472591877915,0.6482124626636505,0.056647889316082,0.25046220744516007
study03_layout_03_heldout_00,study03,study03/study03_p19,RAW,0.0,1.0,0.0,0.0
study03_layout_03_heldout_00,study03,study03/study03_p19,DET-D00,0.04814584652922349,0.7079288065433502,0.10785530507564545,0.3206689034242529
study03_layout_03_heldout_00,study03,study03/study03_p19,DET-D10,0.04813453026144998,0.6407608091831207,0.13160306215286255,0.4380022583146211
study03_layout_03_heldout_00,study03,study03/study03_p19,DET-D01,0.04287589071464026,0.7502450197935104,0.06173824146389961,0.11231733326914288
study03_layout_03_heldout_00,study03,study03/study03_p19,DET-D11,0.04436127461667638,0.7095838487148285,0.07900398969650269,0.17712469919235915
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D00,0.04572354953415925,0.7510482519865036,0.09926411509513855,0.25819209833827544
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D10,0.04755588836269453,0.6460447311401367,0.11979825049638748,0.43646568220107623
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D01,0.043118593901454005,0.8284060806035995,0.06723055988550186,0.07468520493384931
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D11,0.04574339355895063,0.7763074934482574,0.09264857321977615,0.16406917283433572
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D10-SHUFFLED-GEOMETRY,0.04015887044079136,0.6355828642845154,0.12495848536491394,0.45643928399424993
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D01-SHUFFLED-LORA,0.04715172169380821,0.7939617335796356,0.05695938318967819,0.0833596911967319
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D11-SHUFFLED-BOTH,0.04000567343609873,0.7847164571285248,0.07047446817159653,0.07795719407342418
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D10-CAL,0.04605136506870622,0.7480614483356476,0.103268563747406,0.2780315498411456
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D01-CAL,0.043524601140234154,0.8244391679763794,0.07296832650899887,0.10390208513260746
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D11-CAL,0.046013288891117554,0.7737401276826859,0.09847840666770935,0.23463590341766827
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D10-SHUFFLED-GEOMETRY-CAL,0.045505450158088934,0.7532447278499603,0.10499852895736694,0.2795194672658567
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D01-SHUFFLED-LORA-CAL,0.04708391344320262,0.7960170954465866,0.06402231752872467,0.11216984341351181
study03_layout_03_heldout_00,study03,study03/study03_p19,DIFF-D11-SHUFFLED-BOTH-CAL,0.04520144336129306,0.7902724593877792,0.0945621058344841,0.21400224371162918
study04_layout_04_heldout_01,study04,study04/study04_p28,RAW,0.0,1.0,0.0,0.0
study04_layout_04_heldout_01,study04,study04/study04_p28,DET-D00,0.051965530152570036,0.7568231970071793,0.10246588289737701,0.19277203786705036
study04_layout_04_heldout_01,study04,study04/study04_p28,DET-D10,0.050093685414214606,0.7552894502878189,0.09815914928913116,0.1936685292135839
study04_layout_04_heldout_01,study04,study04/study04_p28,DET-D01,0.04945339215155997,0.8269935548305511,0.061546698212623596,0.11908942485692228
study04_layout_04_heldout_01,study04,study04/study04_p28,DET-D11,0.04788131274466144,0.8253338187932968,0.0620088092982769,0.1229260065945106
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D00,0.05210685094849009,0.7780094891786575,0.08776736259460449,0.14493890820494107
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D10,0.04963567520140626,0.7745128870010376,0.08607906103134155,0.16055716090448063
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D01,0.04885528003033557,0.826372504234314,0.07315686345100403,0.14094442630605689
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D11,0.0475263091292782,0.8074801564216614,0.07595693320035934,0.15793071808383224
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D10-SHUFFLED-GEOMETRY,0.0385795357469164,0.7499122619628906,0.09059284627437592,0.17487098798545828
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D01-SHUFFLED-LORA,0.05210685094849009,0.7780094891786575,0.08776736259460449,0.14493890820494107
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D11-SHUFFLED-BOTH,0.0385795357469164,0.7499122619628906,0.09059284627437592,0.17487098798545828
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D10-CAL,0.03206981891063883,0.8668057024478912,0.05706530436873436,0.10190728951207335
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D01-CAL,0.04885528003033557,0.826372504234314,0.07315686345100403,0.14094442630605689
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D11-CAL,0.041071303875842055,0.8441370576620102,0.06876283884048462,0.13333121297484782
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D10-SHUFFLED-GEOMETRY-CAL,0.03206981891063883,0.8668057024478912,0.05706530436873436,0.10190728951207335
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D01-SHUFFLED-LORA-CAL,0.05210685094849009,0.7780094891786575,0.08776736259460449,0.14493890820494107
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-D11-SHUFFLED-BOTH-CAL,0.03822910762773675,0.8256639242172241,0.07649562507867813,0.13955362735165952
study04_layout_04_heldout_01,study04,study04/study04_p29,RAW,0.0,1.0,0.0,0.0
study04_layout_04_heldout_01,study04,study04/study04_p29,DET-D00,0.04141604266755405,0.7428246140480042,0.15230102837085724,0.2209186368664034
study04_layout_04_heldout_01,study04,study04/study04_p29,DET-D10,0.042553547632376676,0.7337881922721863,0.16398797929286957,0.2393060855746287
study04_layout_04_heldout_01,study04,study04/study04_p29,DET-D01,0.04274143576316657,0.7263684272766113,0.13329066336154938,0.2130957111435616
study04_layout_04_heldout_01,study04,study04/study04_p29,DET-D11,0.04303937948873785,0.7091072499752045,0.1570151001214981,0.2367457259940685
