fold_id,study,recording_key,method,rrmse,correlation,delta_snr,artifact_residual,correction_rms
study01_layout_01_heldout_00,study01,study01/study01_p01,RAW,0.5798600316047668,0.8652177789313008,0.0,1.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p01,DET-D00,0.5949034094810486,0.822642021289254,-0.22246511280536652,1.0259430408477783,0.23661552369594574
study01_layout_01_heldout_00,study01,study01/study01_p01,DET-D10,0.5131856799125671,0.8652148638000872,1.0609732866287231,0.8850163817405701,0.3326646387577057
study01_layout_01_heldout_00,study01,study01/study01_p01,DET-D01,0.575310468673706,0.8362944637389235,0.06841772794723511,0.9921541810035706,0.2207750529050827
study01_layout_01_heldout_00,study01,study01/study01_p01,DET-D11,0.5131856799125671,0.8652148638000872,1.0609732866287231,0.8850163817405701,0.3326646387577057
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D00,0.5807420611381531,0.8306038708003608,-0.013202035799622536,1.0015212297439575,0.23993001878261566
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D10,0.47648927569389343,0.8828905076865708,1.7054015398025513,0.8217315673828125,0.3194057047367096
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D01,0.5630145072937012,0.8431442897954085,0.25607168674468994,0.9709489941596985,0.25625500082969666
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D11,0.3713233768939972,0.9289350439710836,3.87141752243042,0.6403672695159912,0.3784964978694916
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D10-SHUFFLED-GEOMETRY,0.575305700302124,0.8365268828578442,0.06849066913127899,0.9921457767486572,0.23624297976493835
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D01-SHUFFLED-LORA,0.5908192992210388,0.8244021560474856,-0.1626299023628235,1.0188997983932495,0.25657424330711365
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D11-SHUFFLED-BOTH,0.5584357976913452,0.8617645251749575,0.32699885964393616,0.9630527496337891,0.23707252740859985
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D10-WRONG-GEOMETRY-0,0.4707726240158081,0.8864249046833651,1.8102396726608276,0.8118728399276733,0.2910967767238617
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D01-WRONG-LORA-0,0.6092333197593689,0.8290463785256279,-0.4292095899581909,1.0506558418273926,0.2109910547733307
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D11-WRONG-BOTH-0,0.46014639735221863,0.8954366661685792,2.0085432529449463,0.7935473322868347,0.3166843354701996
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D10-WRONG-GEOMETRY-1,0.5241858959197998,0.8604729012600156,0.8767572045326233,0.903986930847168,0.28917649388313293
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D01-WRONG-LORA-1,0.6393483281135559,0.7857561536423697,-0.8482868671417236,1.1025906801223755,0.3298070430755615
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D11-WRONG-BOTH-1,0.6123480200767517,0.8008079455531525,-0.47350260615348816,1.0560271739959717,0.4062356650829315
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D10-CAL,0.48666292428970337,0.8771589726327148,1.5218989849090576,0.8392765522003174,0.23580341041088104
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D01-CAL,0.5649158954620361,0.8413936747232693,0.22678756713867188,0.974228024482727,0.2510509788990021
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D11-CAL,0.4096316993236542,0.9126862818298689,3.0185928344726562,0.706432044506073,0.2697597146034241
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D10-SHUFFLED-GEOMETRY-CAL,0.5658621788024902,0.8393808541414474,0.21225038170814514,0.9758599400520325,0.22194071114063263
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D01-SHUFFLED-LORA-CAL,0.5872567296028137,0.8263377874915531,-0.11009617149829865,1.0127559900283813,0.25139114260673523
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D11-SHUFFLED-BOTH-CAL,0.542443037033081,0.8587090418200523,0.5793808102607727,0.9354723691940308,0.20325538516044617
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D10-WRONG-GEOMETRY-0-CAL,0.5069701075553894,0.8682514520273173,1.1668164730072021,0.8742974400520325,0.24326881766319275
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D01-WRONG-LORA-0-CAL,0.5974202752113342,0.8317950804344897,-0.25913500785827637,1.0302835702896118,0.20769508183002472
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D11-WRONG-BOTH-0-CAL,0.4846905469894409,0.8811620094257973,1.5571727752685547,0.8358750343322754,0.25157061219215393
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D10-WRONG-GEOMETRY-1-CAL,0.5299567580223083,0.8565070883152079,0.7816551923751831,0.9139390587806702,0.2390848994255066
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D01-WRONG-LORA-1-CAL,0.6192789673805237,0.7997248125826669,-0.5712629556655884,1.0679800510406494,0.3044353127479553
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-D11-WRONG-BOTH-1-CAL,0.5516198873519897,0.8390163331319723,0.4336659610271454,0.9512982964515686,0.2966352105140686
study01_layout_01_heldout_00,study01,study01/study01_p02,RAW,0.4241849184036255,0.9221947237918955,0.0,1.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p02,DET-D00,0.4654834568500519,0.887536306275428,-0.8069804906845093,1.0973597764968872,0.18426167964935303
study01_layout_01_heldout_00,study01,study01/study01_p02,DET-D10,0.36472025513648987,0.9321339620286334,1.3119066953659058,0.8598142862319946,0.20851317048072815
study01_layout_01_heldout_00,study01,study01/study01_p02,DET-D01,0.45594796538352966,0.8964857487586652,-0.627200722694397,1.0748801231384277,0.15249314904212952
study01_layout_01_heldout_00,study01,study01/study01_p02,DET-D11,0.33148154616355896,0.947883164914053,2.1419177055358887,0.7814552783966064,0.24361418187618256
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-D00,0.49551352858543396,0.869953930307748,-1.350005865097046,1.1681544780731201,0.21137522161006927
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-D10,0.39863595366477966,0.917570636401474,0.5395751595497131,0.9397692680358887,0.21936579048633575
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-D01,0.4763597846031189,0.8944500078940034,-1.00759756565094,1.1230002641677856,0.16387657821178436
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-D11,0.33390241861343384,0.9443122564631178,2.0787129402160645,0.7871623635292053,0.23078995943069458
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-D10-SHUFFLED-GEOMETRY,0.4996388554573059,0.8681454467946123,-1.4220190048217773,1.177879810333252,0.21104656159877777
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-D01-SHUFFLED-LORA,0.45640891790390015,0.8956128960643318,-0.635978102684021,1.0759668350219727,0.14695081114768982
