fold,verifier,panel,participant,condition,identity_margin,auroc,rank1,tar_at_far5
4,A-R,physiological,5,1,0.0867995172739029,0.7146814404432132,0.5263157894736842,0.3157894736842105
4,A-R,physiological,5,2,0.08839172124862671,0.6537396121883656,0.3684210526315789,0.05263157894736842
4,A-R,physiological,10,1,0.36434483528137207,0.948753462603878,0.9473684210526315,0.8421052631578947
4,A-R,physiological,10,2,0.2902464270591736,0.9556786703601108,0.9473684210526315,0.47368421052631576
4,A-R,physiological,15,1,0.12497685849666595,0.7880886426592798,0.5263157894736842,0.2631578947368421
4,A-R,physiological,15,2,0.12678349018096924,0.7797783933518005,0.5789473684210527,0.0
4,A-R,artifact_acquisition_only,5,1,-4.773077307618223e-05,0.2590027700831025,0.0,0.0
4,A-R,artifact_acquisition_only,5,2,-4.2303610825911164e-05,0.35318559556786705,0.0,0.0
4,A-R,artifact_acquisition_only,10,1,7.495126919820905e-05,0.9958448753462603,0.9473684210526315,0.9473684210526315
4,A-R,artifact_acquisition_only,10,2,9.020378638524562e-05,0.997229916897507,1.0,1.0
4,A-R,artifact_acquisition_only,15,1,0.00015460190479643643,0.6994459833795015,1.0,0.15789473684210525
4,A-R,artifact_acquisition_only,15,2,0.0002483631542418152,0.7257617728531855,0.9473684210526315,0.21052631578947367
4,A-R,rereference,5,1,0.05923869088292122,0.6648199445983379,0.5263157894736842,0.21052631578947367
4,A-R,rereference,5,2,0.06675642728805542,0.6468144044321329,0.42105263157894735,0.21052631578947367
4,A-R,rereference,10,1,0.26667097210884094,0.9238227146814404,0.8947368421052632,0.6842105263157895
4,A-R,rereference,10,2,0.23056265711784363,0.907202216066482,0.9473684210526315,0.8421052631578947
4,A-R,rereference,15,1,0.08813369274139404,0.7174515235457064,0.5789473684210527,0.05263157894736842
4,A-R,rereference,15,2,0.15803158283233643,0.8240997229916898,0.7368421052631579,0.21052631578947367
4,A-R,dropout10,5,1,0.08117116242647171,0.6925207756232686,0.47368421052631576,0.05263157894736842
4,A-R,dropout10,5,2,0.06864141672849655,0.6329639889196675,0.3684210526315789,0.3684210526315789
4,A-R,dropout10,10,1,0.39901477098464966,0.9542936288088643,0.9473684210526315,0.8421052631578947
4,A-R,dropout10,10,2,0.35144394636154175,0.9847645429362881,1.0,0.9473684210526315
4,A-R,dropout10,15,1,0.11449284106492996,0.763157894736842,0.5263157894736842,0.15789473684210525
4,A-R,dropout10,15,2,0.13638459146022797,0.7963988919667591,0.631578947368421,0.05263157894736842
4,A-R,dropout20,5,1,0.07084424793720245,0.7008310249307479,0.47368421052631576,0.15789473684210525
4,A-R,dropout20,5,2,0.030226675793528557,0.5360110803324101,0.2631578947368421,0.05263157894736842
4,A-R,dropout20,10,1,0.40424591302871704,0.943213296398892,0.8947368421052632,0.7368421052631579
4,A-R,dropout20,10,2,0.4304083287715912,1.0,1.0,1.0
4,A-R,dropout20,15,1,0.07476856559515,0.6772853185595568,0.631578947368421,0.0
4,A-R,dropout20,15,2,0.11714591830968857,0.7506925207756232,0.6842105263157895,0.10526315789473684
4,A-R,gain_normalized,5,1,0.02747923508286476,0.5997229916897507,0.5263157894736842,0.15789473684210525
4,A-R,gain_normalized,5,2,0.09124449640512466,0.8393351800554018,0.8947368421052632,0.5789473684210527
4,A-R,gain_normalized,10,1,0.04173729941248894,0.6842105263157894,0.7894736842105263,0.2631578947368421
4,A-R,gain_normalized,10,2,0.057752031832933426,0.7049861495844876,0.47368421052631576,0.0
4,A-R,gain_normalized,15,1,0.04520488530397415,0.6980609418282548,0.6842105263157895,0.2631578947368421
4,A-R,gain_normalized,15,2,-0.07738347351551056,0.1814404432132964,0.05263157894736842,0.0
4,A-R,statistics_only,5,1,-0.015183116309344769,0.4529085872576177,0.10526315789473684,0.05263157894736842
4,A-R,statistics_only,5,2,-0.018194517120718956,0.4473684210526316,0.05263157894736842,0.0
4,A-R,statistics_only,10,1,0.7701983451843262,1.0,1.0,1.0
4,A-R,statistics_only,10,2,0.7876355051994324,1.0,1.0,1.0
4,A-R,statistics_only,15,1,0.3662221431732178,1.0,1.0,1.0
4,A-R,statistics_only,15,2,0.37164217233657837,1.0,1.0,1.0
4,A-R,wrong_condition_same_subject,5,1,-0.014671050943434238,0.44182825484764543,0.21052631578947367,0.05263157894736842
4,A-R,wrong_condition_same_subject,5,2,0.03426365926861763,0.5844875346260388,0.2631578947368421,0.0
4,A-R,wrong_condition_same_subject,10,1,0.3246879577636719,0.9529085872576177,0.9473684210526315,0.9473684210526315
4,A-R,wrong_condition_same_subject,10,2,0.2890070974826813,0.9196675900277007,0.9473684210526315,0.7368421052631579
4,A-R,wrong_condition_same_subject,15,1,0.07970462739467621,0.7036011080332409,0.5263157894736842,0.2631578947368421
4,A-R,wrong_condition_same_subject,15,2,0.2016012817621231,0.8961218836565097,0.8947368421052632,0.47368421052631576
4,B-R,physiological,5,1,0.04752027243375778,0.7299168975069252,0.7894736842105263,0.10526315789473684
4,B-R,physiological,5,2,0.23733264207839966,0.9875346260387812,1.0,0.7894736842105263
4,B-R,physiological,10,1,0.09324739128351212,0.8518005540166206,1.0,0.7368421052631579
4,B-R,physiological,10,2,0.1414533257484436,0.9722991689750693,0.9473684210526315,0.3684210526315789
4,B-R,physiological,15,1,0.06918539106845856,0.775623268698061,0.7368421052631579,0.05263157894736842
4,B-R,physiological,15,2,0.0719371885061264,0.8421052631578947,0.8421052631578947,0.0
4,B-R,artifact_acquisition_only,5,1,-0.01446753740310669,0.3365650969529086,0.0,0.0
4,B-R,artifact_acquisition_only,5,2,-0.015977084636688232,0.3102493074792244,0.05263157894736842,0.0
4,B-R,artifact_acquisition_only,10,1,0.04529806226491928,0.8434903047091413,0.8947368421052632,0.7368421052631579
4,B-R,artifact_acquisition_only,10,2,0.03112264722585678,0.8573407202216066,0.9473684210526315,0.7368421052631579
4,B-R,artifact_acquisition_only,15,1,0.0018174005672335625,0.5069252077562327,0.10526315789473684,0.0
4,B-R,artifact_acquisition_only,15,2,0.004402279853820801,0.5609418282548477,0.21052631578947367,0.05263157894736842
4,B-R,rereference,5,1,0.027788015082478523,0.706371191135734,0.631578947368421,0.3157894736842105
