artifact_utility,covariance_utility,coverage_achieved,coverage_requested,dataset,erp_utility,exact_cell,maximum_safe_coverage,output_input_RMS_ratio,preservation_utility,psd_utility,status,unit_id
0.030612577600924784,0.0023486169962474712,0.5,0.5,klados,nan,klados_19ch_256hz,0.5,0.7922102690727049,0.010047775533383652,0.019556885646333066,success,sim41
0.020047619255099958,-0.004107684430054742,0.8,0.8,klados,nan,klados_19ch_256hz,0.8,0.7866058988015088,0.007134264015796865,0.004794327148069821,success,sim41
nan,nan,0.0,1.0,klados,nan,klados_19ch_256hz,0.8,nan,nan,nan,infeasible_safety_constraint,sim41
0.034942041415066794,0.026595768591041485,0.5,0.5,klados,nan,klados_19ch_256hz,0.5,0.8609191239025734,0.00906862400581454,0.024272618729992007,success,sim42
0.03539487302988664,0.05176244105013339,0.8,0.8,klados,nan,klados_19ch_256hz,0.8,0.8578317812729599,0.009058762138043908,0.01581031304247074,success,sim42
0.023091527595340944,0.04828398508398041,1.0,1.0,klados,nan,klados_19ch_256hz,1.0,0.8611898458440694,0.0063587186002507234,0.009683160774886623,success,sim42
0.03476949334809287,-0.0036736869235568237,0.4444444444444444,0.5,klados,nan,klados_19ch_256hz,0.4444444444444444,0.7099907695096431,0.010004505698547606,0.009555335602972753,success,sim43
0.03332607461728215,0.00756621269372746,0.7777777777777778,0.8,klados,nan,klados_19ch_256hz,0.7777777777777778,0.7128888083395044,0.010462297027829304,0.0016801707606066696,success,sim43
nan,nan,0.0,1.0,klados,nan,klados_19ch_256hz,0.7777777777777778,nan,nan,nan,infeasible_safety_constraint,sim43
0.22320452191143286,0.032116139622389156,0.5,0.5,klados,nan,klados_19ch_256hz,0.5,0.7428909289630483,0.06464293549150102,0.140414770753201,success,sim46
nan,nan,0.0,0.8,klados,nan,klados_19ch_256hz,0.5,nan,nan,nan,infeasible_safety_constraint,sim46
0.1368537897359549,-0.013379637844432746,1.0,1.0,klados,nan,klados_19ch_256hz,1.0,0.7429567416243472,0.04393948669512471,0.08384191716944642,success,sim46
nan,nan,0.0,0.5,klados,nan,klados_19ch_256hz,0.0,nan,nan,nan,infeasible_safety_constraint,sim47
nan,nan,0.0,0.8,klados,nan,klados_19ch_256hz,0.0,nan,nan,nan,infeasible_safety_constraint,sim47
nan,nan,0.0,1.0,klados,nan,klados_19ch_256hz,0.0,nan,nan,nan,infeasible_safety_constraint,sim47
0.048405300640246784,0.029268977852702494,0.5,0.5,klados,nan,klados_19ch_256hz,0.5,0.5127254285983306,0.015314936120201073,0.04221872478985117,success,sim48
0.021376210792160455,-0.013787246945809434,0.8,0.8,klados,nan,klados_19ch_256hz,0.8,0.5166168266435518,0.007129963513668236,0.018207885644318467,success,sim48
nan,nan,0.0,1.0,klados,nan,klados_19ch_256hz,0.8,nan,nan,nan,infeasible_safety_constraint,sim48
0.4220004321837444,0.6253287269784034,0.5,0.5,klados,nan,klados_19ch_256hz,0.5,0.5388963048556514,0.1639238130243985,0.33914305398878536,success,sim49
0.4348900433697409,0.593210520323072,0.8333333333333334,0.8,klados,nan,klados_19ch_256hz,0.8333333333333334,0.5416590400647634,0.16873254190495168,0.34744978366816015,success,sim49
0.3770204655676303,0.4879167238550942,1.0,1.0,klados,nan,klados_19ch_256hz,1.0,0.5523979926936158,0.15092985002164827,0.30127527218257133,success,sim49
0.13045026966240364,0.10694019034551888,0.5,0.5,klados,nan,klados_19ch_256hz,0.5,0.5428635935629722,0.049154642002742,0.06690638869772036,success,sim50
0.14449593681243778,0.09982208506873394,0.8,0.8,klados,nan,klados_19ch_256hz,0.8,0.5401710018535385,0.052759201093534935,0.0840897617174994,success,sim50
nan,nan,0.0,1.0,klados,nan,klados_19ch_256hz,0.8,nan,nan,nan,infeasible_safety_constraint,sim50
0.12223135866122586,0.0380009103486586,0.5,0.5,klados,nan,klados_19ch_256hz,0.5,0.6177525535143247,0.03831016473185944,0.06821314809753867,success,sim51
0.12633714902645443,0.03206857027882687,0.8,0.8,klados,nan,klados_19ch_256hz,0.8,0.6153216340019089,0.03854296539816893,0.06866660194042082,success,sim51
0.0544786236177231,0.014633404829599586,1.0,1.0,klados,nan,klados_19ch_256hz,1.0,0.6177661637674493,0.016680692920101214,0.02515783060656554,success,sim51
0.041358911880922056,-0.009047036919610604,0.5,0.5,klados,nan,klados_19ch_256hz,0.5,0.5966668870468391,0.014383850692462619,0.027957392837650363,success,sim52
0.08233771801578432,0.0245438447694398,0.8,0.8,klados,nan,klados_19ch_256hz,0.8,0.6070532831430204,0.030109736823370148,0.07239893073116602,success,sim52
0.04046314734395068,0.006494415854247412,1.0,1.0,klados,nan,klados_19ch_256hz,1.0,0.6055924813691487,0.015141956589571626,0.06930481220100507,success,sim52
0.07481551513085039,0.01927800610608721,0.4444444444444444,0.5,klados,nan,klados_19ch_256hz,0.4444444444444444,0.557583757220916,0.031795530220672275,0.04323727614334022,success,sim53
0.07537431078215084,-0.006563491467714788,0.7777777777777778,0.8,klados,nan,klados_19ch_256hz,0.7777777777777778,0.5629155650862718,0.03257109132704106,0.03889510530399809,success,sim53
nan,nan,0.0,1.0,klados,nan,klados_19ch_256hz,0.7777777777777778,nan,nan,nan,infeasible_safety_constraint,sim53
0.04450226460709572,0.028422326683952434,0.5,0.5,klados,nan,klados_19ch_256hz,0.5,0.5658230514796915,0.012789257305615198,0.0478612055051687,success,sim54
0.024024080539292725,0.009702691288897947,0.8,0.8,klados,nan,klados_19ch_256hz,0.8,0.5666847009566113,0.00537258157331133,0.02476627492681488,success,sim54
-0.00797204423552228,-0.0066517948677344285,1.0,1.0,klados,nan,klados_19ch_256hz,1.0,0.5739970515859486,-0.005847551476199642,0.0014948350567195456,success,sim54
0.015713708571498175,0.11003196703029738,0.5,0.5,sgeyesub,-0.0005019966876980142,study01|layout_01|200,0.5,0.7112229123784809,0.10345203168889794,0.17062374226667676,success,study01/study01_p01
0.009106438750942303,0.11003196703029738,0.7962962962962963,0.8,sgeyesub,-0.0033734319177365357,study01|layout_01|200,0.7962962962962963,0.7283774099621906,0.10345203168889794,0.17062374226667676,success,study01/study01_p01
-0.024436885552295784,0.11003196703029738,1.0,1.0,sgeyesub,-0.010580935452020546,study01|layout_01|200,1.0,0.7367779031819157,0.10345203168889794,0.17062374226667676,success,study01/study01_p01
0.12665770656893882,0.009530172216051236,0.5,0.5,sgeyesub,0.30979004123495035,study01|layout_01|200,0.5,0.808369692223244,0.006364564369114034,0.013068766118509545,success,study01/study01_p02
0.12665770656893882,0.11114175962180683,0.8,0.8,sgeyesub,0.31025826367528553,study01|layout_01|200,0.8,0.8208981159984892,0.09012409886681261,0.16198364727929893,success,study01/study01_p02
0.13228371814590592,0.1266193494843183,1.0,1.0,sgeyesub,0.3159931646259473,study01|layout_01|200,1.0,0.8290868480769193,0.10531465324272105,0.17969151410667955,success,study01/study01_p02
0.05775743637044145,0.10602714432176902,0.5,0.5,sgeyesub,0.04664575320595876,study01|layout_01|200,0.5,0.729026285909272,0.09272270832015295,0.18803647188296194,success,study01/study01_p03
0.044358948163365136,0.10602714432176902,0.7980769230769231,0.8,sgeyesub,0.034409841974608835,study01|layout_01|200,0.7980769230769231,0.7310803108133236,0.09272270832015295,0.18803647188296194,success,study01/study01_p03
-0.016817338787066316,0.10602714432176902,1.0,1.0,sgeyesub,0.004796982251535242,study01|layout_01|200,1.0,0.7423126597007658,0.09272270832015295,0.18803647188296194,success,study01/study01_p03
nan,nan,0.0,0.5,sgeyesub,nan,study01|layout_01|200,0.0,nan,nan,nan,infeasible_safety_constraint,study01/study01_p04
nan,nan,0.0,0.8,sgeyesub,nan,study01|layout_01|200,0.0,nan,nan,nan,infeasible_safety_constraint,study01/study01_p04
nan,nan,0.0,1.0,sgeyesub,nan,study01|layout_01|200,0.0,nan,nan,nan,infeasible_safety_constraint,study01/study01_p04
0.0477776036259801,0.005842562274324871,0.5,0.5,sgeyesub,0.0648733705936555,study01|layout_01|200,0.5,0.7894676701898318,0.04156823855872527,0.05202352114093667,success,study01/study01_p05
0.04490537425590618,0.012660335473987039,0.7980769230769231,0.8,sgeyesub,0.06678608953176712,study01|layout_01|200,0.7980769230769231,0.788013654166364,0.05599719029625749,0.07150883579502104,success,study01/study01_p05
0.0045022986513718055,0.012660335473987039,1.0,1.0,sgeyesub,0.054752781290809516,study01|layout_01|200,1.0,0.7916532454064785,0.05599719029625749,0.07150883579502104,success,study01/study01_p05
0.09909977307548823,0.11904001294122585,0.5,0.5,sgeyesub,0.09769828852723383,study03|layout_03|200,0.5,0.7510129833913518,0.3922938463413933,5.235974023156226,success,study03/study03_p03
0.11194615191647966,0.1483907100714139,0.8,0.8,sgeyesub,0.11205807201394802,study03|layout_03|200,0.8,0.7478953971876705,0.6535972455365613,6.005293013784943,success,study03/study03_p03
0.12115040266703336,0.1483907100714139,1.0,1.0,sgeyesub,0.1319975779240039,study03|layout_03|200,1.0,0.7502907300495691,0.6535972455365613,6.005293013784943,success,study03/study03_p03
-0.010931148214127384,0.03739737279099688,0.5,0.5,sgeyesub,0.034931087015599216,study03|layout_03|200,0.5,0.8216517892954841,0.40738895854737733,1.9496337042943537,success,study03/study03_p19
-0.049169844033288446,0.03739737279099688,0.7980769230769231,0.8,sgeyesub,0.06349161034674311,study03|layout_03|200,0.7980769230769231,0.8253647583652418,0.40738895854737733,1.9496337042943537,success,study03/study03_p19
-0.17023356920473964,0.03739737279099688,1.0,1.0,sgeyesub,0.15553776109385076,study03|layout_03|200,1.0,0.8320099286849258,0.40738895854737733,1.9496337042943537,success,study03/study03_p19
0.03163107224540063,0.2218715989335211,0.5,0.5,sgeyesub,-0.05114715155151217,study03|layout_03|200,0.5,0.5195805184714314,0.32007327182620204,1.3779556924621055,success,study03/study03_p20
0.037293563415489284,0.2540017649666841,0.8020833333333334,0.8,sgeyesub,-0.06351323968902678,study03|layout_03|200,0.8020833333333334,0.520355224141019,0.49216574044997674,1.6549242996491837,success,study03/study03_p20
0.009168778671115263,0.2540017649666841,1.0,1.0,sgeyesub,-0.08483761260591693,study03|layout_03|200,1.0,0.529460722480977,0.49216574044997674,1.6549242996491837,success,study03/study03_p20
-0.005302029760048899,0.04874719816086388,0.5,0.5,sgeyesub,0.012013463727176377,study03|layout_03|200,0.5,0.7226198988982289,0.4693880667548642,4.91873287907329,success,study03/study03_p21
-0.07041916599337184,0.04874719816086388,0.8020833333333334,0.8,sgeyesub,-0.07228466215504559,study03|layout_03|200,0.8020833333333334,0.7695656365823613,0.4693880667548642,4.91873287907329,success,study03/study03_p21
-0.17967880546239895,0.04874719816086388,1.0,1.0,sgeyesub,-0.22659579347654912,study03|layout_03|200,1.0,0.8235896290478583,0.4693880667548642,4.91873287907329,success,study03/study03_p21
-0.0065539590050116,0.006586113424241088,0.5,0.5,sgeyesub,0.051592410495195806,study03|layout_03|200,0.5,0.6481574520659996,0.1255565796471081,0.6433412233847637,success,study03/study03_p22
-0.07793391837376773,0.006586113424241088,0.8026315789473685,0.8,sgeyesub,0.07762685039575878,study03|layout_03|200,0.8026315789473685,0.6614741900412181,0.1255565796471081,0.6433412233847637,success,study03/study03_p22
-0.1416644302359628,0.006586113424241088,1.0,1.0,sgeyesub,0.13168977760964162,study03|layout_03|200,1.0,0.6691760447228173,0.1255565796471081,0.6433412233847637,success,study03/study03_p22
nan,nan,0.0,0.5,sgeyesub,nan,study03|layout_03|200,0.0,nan,nan,nan,infeasible_safety_constraint,study03/study03_p23
nan,nan,0.0,0.8,sgeyesub,nan,study03|layout_03|200,0.0,nan,nan,nan,infeasible_safety_constraint,study03/study03_p23
nan,nan,0.0,1.0,sgeyesub,nan,study03|layout_03|200,0.0,nan,nan,nan,infeasible_safety_constraint,study03/study03_p23
-0.004308761646435955,0.06363749789692265,0.5,0.5,sgeyesub,0.012743542886657133,study03|layout_03|200,0.5,0.8685261400219412,0.14374725453101778,0.1925574359372625,success,study03/study03_p24
-0.034220592731520894,0.06363749789692265,0.8055555555555556,0.8,sgeyesub,0.03833877952810982,study03|layout_03|200,0.8055555555555556,0.867577561996974,0.14374725453101778,0.1925574359372625,success,study03/study03_p24
-0.09765527641862898,0.06363749789692265,1.0,1.0,sgeyesub,0.08042621025447594,study03|layout_03|200,1.0,0.8764838592619463,0.14374725453101778,0.1925574359372625,success,study03/study03_p24
-0.0016969746279688058,0.007692695117386281,0.5,0.5,sgeyesub,0.0015359614494625529,study03|layout_03|200,0.5,0.7768786803709686,0.013506184085619766,-0.019423710212210454,success,study03/study03_p25
-0.06294364767365535,0.007692695117386281,0.7976190476190477,0.8,sgeyesub,-0.003485979330238309,study03|layout_03|200,0.7976190476190477,0.7823391456612497,0.013506184085619766,-0.019423710212210454,success,study03/study03_p25
-0.13642654108978097,0.007692695117386281,1.0,1.0,sgeyesub,0.006067075771932995,study03|layout_03|200,1.0,0.7897139377008869,0.013506184085619766,-0.019423710212210454,success,study03/study03_p25
-0.0017647884755582766,0.024590368084721606,0.5,0.5,sgeyesub,0.030877607465597423,study03|layout_03|200,0.5,0.8445876906809001,0.03580713133007041,0.04789740022501032,success,study03/study03_p26
-0.037269490452340515,0.024590368084721606,0.8020833333333334,0.8,sgeyesub,0.043896457504813635,study03|layout_03|200,0.8020833333333334,0.8493487077033226,0.03580713133007041,0.04789740022501032,success,study03/study03_p26
-0.08426943820844088,0.024590368084721606,1.0,1.0,sgeyesub,0.10121794397479578,study03|layout_03|200,1.0,0.8572275494028162,0.03580713133007041,0.04789740022501032,success,study03/study03_p26
0.0045162907434317945,0.0035559030996055313,0.5,0.5,sgeyesub,-0.01738862616693737,study03|layout_03|200,0.5,0.7673396594757035,0.009840102283064756,0.009171550805321727,success,study03/study03_p27
-0.02197486052400932,0.0035559030996055313,0.8,0.8,sgeyesub,-0.04402275736174088,study03|layout_03|200,0.8,0.7820179496568966,0.009840102283064756,0.009171550805321727,success,study03/study03_p27
-0.08713818437164908,0.0035559030996055313,1.0,1.0,sgeyesub,-0.07908808832332836,study03|layout_03|200,1.0,0.7963463985799709,0.009840102283064756,0.009171550805321727,success,study03/study03_p27
-0.005228210429647828,0.026699641423909445,0.5,0.5,sgeyesub,0.03397930478039746,study02|layout_02|200,0.5,0.8258513820218464,0.047329322139457286,0.11656983525292658,success,study02/study02_p02
-0.021725789533425743,0.026699641423909445,0.7980769230769231,0.8,sgeyesub,0.028436072425626513,study02|layout_02|200,0.7980769230769231,0.8291154840964448,0.047329322139457286,0.11656983525292658,success,study02/study02_p02
-0.058527918692816316,0.026699641423909445,1.0,1.0,sgeyesub,0.11161440642888154,study02|layout_02|200,1.0,0.8375692131515543,0.047329322139457286,0.11656983525292658,success,study02/study02_p02
0.08694820965301336,0.020248131069885912,0.5,0.5,sgeyesub,0.2218080923356024,study02|layout_02|200,0.5,0.7777178485028026,0.037596520086056406,0.09428017470770808,success,study02/study02_p03
0.08042644363180901,0.020248131069885912,0.8020833333333334,0.8,sgeyesub,0.23882202226009008,study02|layout_02|200,0.8020833333333334,0.7788407065872938,0.037596520086056406,0.09428017470770808,success,study02/study02_p03
0.07439406409167965,0.020248131069885912,1.0,1.0,sgeyesub,0.24368649686077493,study02|layout_02|200,1.0,0.7809755776423266,0.037596520086056406,0.09428017470770808,success,study02/study02_p03
0.012075539079536957,0.0705616880757021,0.5,0.5,sgeyesub,0.10318955205933522,study02|layout_02|200,0.5,0.6677284558486951,0.046127179878270086,0.09169500266018621,success,study02/study02_p06
0.010311545112718201,0.0705616880757021,0.8020833333333334,0.8,sgeyesub,0.050043894788044385,study02|layout_02|200,0.8020833333333334,0.6719943217383826,0.046127179878270086,0.09169500266018621,success,study02/study02_p06
-0.1082431684411097,0.0705616880757021,1.0,1.0,sgeyesub,0.2556913513658936,study02|layout_02|200,1.0,0.6770707252337269,0.046127179878270086,0.09169500266018621,success,study02/study02_p06
-0.004223983999405878,0.02146675028534447,0.5,0.5,sgeyesub,0.023467659668352514,study02|layout_02|200,0.5,0.8075881184336192,0.024362513410495445,0.001864302239930865,success,study02/study02_p07
nan,nan,0.0,0.8,sgeyesub,nan,study02|layout_02|200,0.5,nan,nan,nan,infeasible_safety_constraint,study02/study02_p07
nan,nan,0.0,1.0,sgeyesub,nan,study02|layout_02|200,0.5,nan,nan,nan,infeasible_safety_constraint,study02/study02_p07
nan,nan,0.0,0.5,sgeyesub,nan,study02|layout_02|200,0.0,nan,nan,nan,infeasible_safety_constraint,study02/study02_p08
nan,nan,0.0,0.8,sgeyesub,nan,study02|layout_02|200,0.0,nan,nan,nan,infeasible_safety_constraint,study02/study02_p08
nan,nan,0.0,1.0,sgeyesub,nan,study02|layout_02|200,0.0,nan,nan,nan,infeasible_safety_constraint,study02/study02_p08
0.009824792149063621,0.07469473263448187,0.5,0.5,sgeyesub,0.02863842073631917,study02|layout_02|200,0.5,0.7917493718418979,0.07805735503564382,0.013416463563934888,success,study02/study02_p09
-0.0003372875051568247,0.07469473263448187,0.7980769230769231,0.8,sgeyesub,0.07660198485937819,study02|layout_02|200,0.7980769230769231,0.7979936566765176,0.07805735503564382,0.013416463563934888,success,study02/study02_p09
-0.06713488743806834,0.07469473263448187,1.0,1.0,sgeyesub,0.19477131446508777,study02|layout_02|200,1.0,0.8065985975164022,0.07805735503564382,0.013416463563934888,success,study02/study02_p09
0.0011794981926133152,0.009908164120118565,0.5,0.5,sgeyesub,0.005776180616975712,study02|layout_02|200,0.5,0.8334047588030304,0.04576478128892647,0.055777465480862015,success,study02/study02_p10
-0.008768354512798893,0.009908164120118565,0.8,0.8,sgeyesub,0.03467135723878778,study02|layout_02|200,0.8,0.838027252457543,0.04576478128892647,0.055777465480862015,success,study02/study02_p10
-0.06300808494496957,0.009908164120118565,1.0,1.0,sgeyesub,0.08842144321463108,study02|layout_02|200,1.0,0.8561958012347706,0.04576478128892647,0.055777465480862015,success,study02/study02_p10
0.0009986126803875894,0.049756794965912524,0.5,0.5,sgeyesub,0.038913470949297535,study02|layout_02|200,0.5,0.940482674685244,0.07087257191159824,-0.007998882159230558,success,study02/study02_p11
-0.0213255038346295,0.049756794965912524,0.7980769230769231,0.8,sgeyesub,0.07094171926527681,study02|layout_02|200,0.7980769230769231,0.946757948855752,0.07087257191159824,-0.007998882159230558,success,study02/study02_p11
-0.11661195451327891,0.049756794965912524,1.0,1.0,sgeyesub,0.17596671593006508,study02|layout_02|200,1.0,0.9555516907463215,0.07087257191159824,-0.007998882159230558,success,study02/study02_p11
-0.0014845658084048363,0.0038023856643977436,0.5,0.5,sgeyesub,0.017811402383988262,study02|layout_02|200,0.5,0.7691806452950054,0.03875503564053784,0.03822669824036451,success,study02/study02_p12
-0.021418538585827707,0.0038023856643977436,0.7962962962962963,0.8,sgeyesub,0.06047691962304347,study02|layout_02|200,0.7962962962962963,0.7780347834881706,0.03875503564053784,0.03822669824036451,success,study02/study02_p12
-0.061911452698648006,0.0038023856643977436,1.0,1.0,sgeyesub,0.1217398206712984,study02|layout_02|200,1.0,0.7915057061242703,0.03875503564053784,0.03822669824036451,success,study02/study02_p12
0.01377477261720983,0.02573465360408335,0.5,0.5,sgeyesub,0.04686597933910619,study02|layout_02|200,0.5,0.7144854820762467,0.0437705113250203,0.07050979529064416,success,study02/study02_p13
0.009850474235452489,0.02573465360408335,0.8,0.8,sgeyesub,0.028833556311846587,study02|layout_02|200,0.8,0.7134723149180712,0.0437705113250203,0.07050979529064416,success,study02/study02_p13
-0.17707713377141737,0.02573465360408335,1.0,1.0,sgeyesub,0.30219886656196304,study02|layout_02|200,1.0,0.7462607303827377,0.0437705113250203,0.07050979529064416,success,study02/study02_p13
0.018193765043770627,0.04585863995870069,0.5,0.5,sgeyesub,0.03684140813889425,study02|layout_02|200,0.5,0.8403711403931329,0.008504569698050468,0.028731150901166735,success,study02/study02_p14
0.014684905395460135,0.04585863995870069,0.8020833333333334,0.8,sgeyesub,0.06226936779313996,study02|layout_02|200,0.8020833333333334,0.8481499449372154,0.008504569698050468,0.028731150901166735,success,study02/study02_p14
-0.06761562906653407,0.04585863995870069,1.0,1.0,sgeyesub,0.19005281791906903,study02|layout_02|200,1.0,0.8561219153948925,0.008504569698050468,0.028731150901166735,success,study02/study02_p14
-0.01483663282594505,-0.0031376699011311307,0.5,0.5,sgeyesub,0.027041496826545552,study02|layout_02|200,0.5,0.7881642573640127,0.028969513372403388,0.07107000340149594,success,study02/study02_p15
-0.03267238239284764,-0.0031376699011311307,0.7980769230769231,0.8,sgeyesub,0.05037980167650258,study02|layout_02|200,0.7980769230769231,0.7870642880001252,0.028969513372403388,0.07107000340149594,success,study02/study02_p15
-0.08608343948249403,-0.0031376699011311307,1.0,1.0,sgeyesub,0.1454595250080648,study02|layout_02|200,1.0,0.8002275995259827,0.028969513372403388,0.07107000340149594,success,study02/study02_p15
0.0006697921608616875,0.017578503980221087,0.5,0.5,sgeyesub,0.02274603081854809,study02|layout_02|200,0.5,0.800768440638216,0.01230450125481386,0.038612825131094486,success,study02/study02_p16
-0.01128783366444533,0.017578503980221087,0.7980769230769231,0.8,sgeyesub,0.04067927871500432,study02|layout_02|200,0.7980769230769231,0.8042435178043144,0.01230450125481386,0.038612825131094486,success,study02/study02_p16
-0.0370568417799807,0.017578503980221087,1.0,1.0,sgeyesub,0.0946474548062306,study02|layout_02|200,1.0,0.814154616872096,0.01230450125481386,0.038612825131094486,success,study02/study02_p16
-0.008677424052935923,0.01337286491350173,0.5,0.5,sgeyesub,0.009727477221674441,study02|layout_02|200,0.5,0.8158050507862724,0.00957799660248515,0.029587088672001466,success,study02/study02_p17
-0.03384324902363839,0.01337286491350173,0.7980769230769231,0.8,sgeyesub,0.03547284075105506,study02|layout_02|200,0.7980769230769231,0.8240216083173478,0.00957799660248515,0.029587088672001466,success,study02/study02_p17
-0.09938937201057407,0.01337286491350173,1.0,1.0,sgeyesub,0.13730387377146214,study02|layout_02|200,1.0,0.8415598872894453,0.00957799660248515,0.029587088672001466,success,study02/study02_p17
nan,nan,0.0,0.5,sgeyesub,nan,study02|layout_02|200,0.0,nan,nan,nan,infeasible_safety_constraint,study02/study02_p18
nan,nan,0.0,0.8,sgeyesub,nan,study02|layout_02|200,0.0,nan,nan,nan,infeasible_safety_constraint,study02/study02_p18
nan,nan,0.0,1.0,sgeyesub,nan,study02|layout_02|200,0.0,nan,nan,nan,infeasible_safety_constraint,study02/study02_p18
-0.0008572358685463577,0.015144748025615492,0.5,0.5,sgeyesub,0.007205567050211026,study04|layout_04|100,0.5,0.7539125817432768,0.030312039619803444,0.08104682751782649,success,study04/study04_p03
-0.006188892246293931,0.015144748025615492,0.8020833333333334,0.8,sgeyesub,-0.011007462366611986,study04|layout_04|100,0.8020833333333334,0.7603227838478592,0.030312039619803444,0.08104682751782649,success,study04/study04_p03
-0.04826189335358955,0.015144748025615492,1.0,1.0,sgeyesub,-0.036844626815719206,study04|layout_04|100,1.0,0.7675549569853088,0.030312039619803444,0.08104682751782649,success,study04/study04_p03
-0.004795935579937793,0.03439445664017557,0.5,0.5,sgeyesub,0.0035252807369688943,study04|layout_04|100,0.5,0.7699339091986616,0.02195338267534963,0.04306543736192914,success,study04/study04_p08
-0.07124591802741553,0.035372116965384295,0.8026315789473685,0.8,sgeyesub,0.059219026175251654,study04|layout_04|100,0.8026315789473685,0.7895132355193455,0.023059582237353715,0.04311633382201921,success,study04/study04_p08
-0.21009542512413482,0.035372116965384295,1.0,1.0,sgeyesub,0.17870885369438783,study04|layout_04|100,1.0,0.8248337550463373,0.023059582237353715,0.04311633382201921,success,study04/study04_p08
nan,nan,0.0,0.5,sgeyesub,nan,study04|layout_04|100,0.0,nan,nan,nan,infeasible_safety_constraint,study04/study04_p24
nan,nan,0.0,0.8,sgeyesub,nan,study04|layout_04|100,0.0,nan,nan,nan,infeasible_safety_constraint,study04/study04_p24
nan,nan,0.0,1.0,sgeyesub,nan,study04|layout_04|100,0.0,nan,nan,nan,infeasible_safety_constraint,study04/study04_p24
0.014421978154074477,0.03257959162864935,0.5,0.5,sgeyesub,-0.023562685819658924,study04|layout_04|100,0.5,0.8366888856252841,0.01655764860447495,0.032823753999846106,success,study04/study04_p28
0.012990539024635761,0.03877133071785639,0.8,0.8,sgeyesub,-0.02434243908567013,study04|layout_04|100,0.8,0.8415527749719456,0.021132736910909333,0.03882876828088899,success,study04/study04_p28
-0.05692925952278638,0.03877133071785639,1.0,1.0,sgeyesub,0.02622012774606608,study04|layout_04|100,1.0,0.8504450381355487,0.021132736910909333,0.03882876828088899,success,study04/study04_p28
0.007924541590821066,0.03298728348673788,0.5,0.5,sgeyesub,-0.014821729822197427,study04|layout_04|100,0.5,0.8241379511452442,0.0024715312364126385,0.010316028264089894,success,study04/study04_p29
-0.006258913428764334,0.039243015625506625,0.8043478260869565,0.8,sgeyesub,-0.024312128952329815,study04|layout_04|100,0.8043478260869565,0.826875372718408,0.0043097134076967025,-0.01906895427248495,success,study04/study04_p29
-0.052901459977459014,0.039243015625506625,1.0,1.0,sgeyesub,0.026629592790260892,study04|layout_04|100,1.0,0.8382963150885563,0.0043097134076967025,-0.01906895427248495,success,study04/study04_p29
-0.01004226275877615,0.08111765378276052,0.5,0.5,sgeyesub,0.012648047367602167,study04|layout_04|100,0.5,0.8901049369653216,0.0289714000144774,0.036542895675348186,success,study04/study04_p30
-0.03129939421486255,0.08111765378276052,0.8,0.8,sgeyesub,0.02250807904942631,study04|layout_04|100,0.8,0.8968758729261396,0.0289714000144774,0.036542895675348186,success,study04/study04_p30
-0.10258306950549254,0.08111765378276052,1.0,1.0,sgeyesub,0.08004635578737163,study04|layout_04|100,1.0,0.9132095158355368,0.0289714000144774,0.036542895675348186,success,study04/study04_p30
