artifact_utility,covariance_utility,coverage_achieved,coverage_requested,dataset,erp_utility,exact_cell,maximum_safe_coverage,output_input_RMS_ratio,preservation_utility,psd_utility,status,unit_id
0.002099698941951722,0.014048480339453884,0.5,0.5,sgeyesub,-0.002325502746512109,study04|layout_04|100,0.5,0.8420515376539357,0.015402343883524239,-0.008758993921526348,success,study04/study04_p31
-0.0032326307753326455,0.015625702547540782,0.7954545454545454,0.8,sgeyesub,0.0029761378293087226,study04|layout_04|100,0.7954545454545454,0.8432471774862376,0.01707898625727422,-0.007289269879542815,success,study04/study04_p31
-0.02251583019954434,0.015625702547540782,1.0,1.0,sgeyesub,0.019313362560859137,study04|layout_04|100,1.0,0.8452820449884312,0.01707898625727422,-0.007289269879542815,success,study04/study04_p31
0.0969828884298608,0.038346413699641875,0.5,0.5,sgeyesub,0.10468544600390972,study04|layout_04|100,0.5,0.6880005348369498,0.027996423641886814,0.12203488962813885,success,study04/study04_p32
0.11105287829782456,0.07467604004371206,0.8020833333333334,0.8,sgeyesub,0.11703165374561841,study04|layout_04|100,0.8020833333333334,0.6933080071923682,0.054642797971565016,0.16527861876295702,success,study04/study04_p32
0.10082108435062831,0.07467604004371206,1.0,1.0,sgeyesub,0.15822868543438928,study04|layout_04|100,1.0,0.6930328697155016,0.054642797971565016,0.16527861876295702,success,study04/study04_p32
0.0035376598353729083,0.011713081734640456,0.5,0.5,sgeyesub,-0.009252090728938511,study04|layout_04|100,0.5,0.6807914532808276,0.024207494523899475,0.10325451166498412,success,study04/study04_p33
-1.2597532256797273e-05,0.011713081734640456,0.8,0.8,sgeyesub,0.011509413713616246,study04|layout_04|100,0.8,0.6831688728568068,0.024207494523899475,0.10325451166498412,success,study04/study04_p33
-0.03671750195500578,0.011713081734640456,1.0,1.0,sgeyesub,0.04012353252447087,study04|layout_04|100,1.0,0.6882845432649717,0.024207494523899475,0.10325451166498412,success,study04/study04_p33
0.00014386581655007058,-0.0006875811176497854,0.5,0.5,sgeyesub,0.014567285146615316,study04|layout_04|100,0.5,0.7411688568275088,0.0036284710539497,-0.004468630131243184,success,study04/study04_p34
nan,nan,0.0,0.8,sgeyesub,nan,study04|layout_04|100,0.5,nan,nan,nan,infeasible_safety_constraint,study04/study04_p34
nan,nan,0.0,1.0,sgeyesub,nan,study04|layout_04|100,0.5,nan,nan,nan,infeasible_safety_constraint,study04/study04_p34
0.06293709301650752,0.0026023821962891727,0.5,0.5,sgeyesub,-0.07526486062064963,study04|layout_04|100,0.5,0.7526237418347603,-0.0029408992665651557,0.009192330973818996,success,study04/study04_p35
nan,nan,0.0,0.8,sgeyesub,nan,study04|layout_04|100,0.5,nan,nan,nan,infeasible_safety_constraint,study04/study04_p35
nan,nan,0.0,1.0,sgeyesub,nan,study04|layout_04|100,0.5,nan,nan,nan,infeasible_safety_constraint,study04/study04_p35
0.004227948744120802,0.01649167588249601,0.5,0.5,sgeyesub,-0.004829076678650512,study04|layout_04|100,0.5,0.8627969626557973,0.021502879818628085,0.02439473278089116,success,study04/study04_p36
-0.010093236959817953,0.01649167588249601,0.8043478260869565,0.8,sgeyesub,-0.015262688212068776,study04|layout_04|100,0.8043478260869565,0.8663574105094315,0.021502879818628085,0.02439473278089116,success,study04/study04_p36
-0.11615288518791744,0.01649167588249601,1.0,1.0,sgeyesub,0.1791811473124273,study04|layout_04|100,1.0,0.889424855953162,0.021502879818628085,0.02439473278089116,success,study04/study04_p36
0.01620669634099653,0.009165875059105988,0.5,0.5,sgeyesub,-0.01694693466324093,study04|layout_04|100,0.5,0.8799361854110412,-0.011573010934671335,-0.0070886805725315916,success,study04/study04_p37
0.004285294718959165,0.008192319152772187,0.8026315789473685,0.8,sgeyesub,-0.014063905892755968,study04|layout_04|100,0.8026315789473685,0.8800989887381362,-0.009129240313880072,-0.0030364342884777185,success,study04/study04_p37
-0.03159578003465707,0.008192319152772187,1.0,1.0,sgeyesub,0.002867562597986706,study04|layout_04|100,1.0,0.8825107245213459,-0.009129240313880072,-0.0030364342884777185,success,study04/study04_p37
0.0007536365929977085,0.011297202564490919,0.5,0.5,sgeyesub,-0.0003598800513093803,study04|layout_04|100,0.5,0.8724843025043902,0.020331086835226997,0.028603833510664617,success,study04/study04_p38
-0.03451364099291104,0.011297202564490919,0.8,0.8,sgeyesub,-0.024293989585825848,study04|layout_04|100,0.8,0.8780443628124059,0.020331086835226997,0.028603833510664617,success,study04/study04_p38
-0.17268092000399243,0.011297202564490919,1.0,1.0,sgeyesub,0.06233246624063371,study04|layout_04|100,1.0,0.8898443112441642,0.020331086835226997,0.028603833510664617,success,study04/study04_p38
-0.0015535339139112203,0.02133765357443239,0.5,0.5,sgeyesub,0.012294163361001309,study04|layout_04|100,0.5,0.7487799428017732,0.005369333150503142,0.023103820394695357,success,study04/study04_p39
-0.022422460877452477,0.02133765357443239,0.8043478260869565,0.8,sgeyesub,0.0076375165792094135,study04|layout_04|100,0.8043478260869565,0.7505476004901982,0.005369333150503142,0.023103820394695357,success,study04/study04_p39
-0.05778357199761175,0.02133765357443239,1.0,1.0,sgeyesub,0.0331269281024541,study04|layout_04|100,1.0,0.7564323097114833,0.005369333150503142,0.023103820394695357,success,study04/study04_p39
nan,nan,0.0,0.5,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p06
-0.01062272036780637,-0.010244242342265314,0.8,0.8,sgeyesub,0.01281503126887451,study05|layout_05|256,0.8,0.7454291855313459,0.06599351809550547,0.06435789723200697,success,study05/study05_p06
-0.03290136442687619,-0.010244242342265314,1.0,1.0,sgeyesub,0.03169075596931725,study05|layout_05|256,1.0,0.7458703443873166,0.06599351809550547,0.06435789723200697,success,study05/study05_p06
0.006130066277067858,-0.0014288325343593256,0.5,0.5,sgeyesub,0.025714363668910556,study05|layout_05|256,0.5,0.7850115036031873,0.014162746032691853,0.012567013387185327,success,study05/study05_p10
0.009097318976419633,-0.009658311482197313,0.8026315789473685,0.8,sgeyesub,0.023168157516841315,study05|layout_05|256,0.8026315789473685,0.7836779509629176,0.012966190219524276,-0.0007522273736389751,success,study05/study05_p10
-0.030135677860016863,-0.009658311482197313,1.0,1.0,sgeyesub,0.021898172380721892,study05|layout_05|256,1.0,0.7862365121723764,0.012966190219524276,-0.0007522273736389751,success,study05/study05_p10
0.03176929066133383,-0.012758232283781479,0.5,0.5,sgeyesub,0.015408077735051706,study05|layout_05|256,0.5,0.8679858778785289,0.0022594267032064463,-0.0036909462405916305,success,study05/study05_p24
nan,nan,0.0,0.8,sgeyesub,nan,study05|layout_05|256,0.5,nan,nan,nan,infeasible_safety_constraint,study05/study05_p24
nan,nan,0.0,1.0,sgeyesub,nan,study05|layout_05|256,0.5,nan,nan,nan,infeasible_safety_constraint,study05/study05_p24
0.0,0.028453416221639938,0.5,0.5,sgeyesub,0.0005501094290337738,study05|layout_05|256,0.5,0.798198711926844,0.034224622676885974,0.04094667401043045,success,study05/study05_p40
-0.01288861769993671,0.027742021741955045,0.796875,0.8,sgeyesub,0.02967309482490288,study05|layout_05|256,0.796875,0.7995683062459588,0.042724671651145685,0.050429326579850386,success,study05/study05_p40
-0.0017932312495205216,0.027742021741955045,1.0,1.0,sgeyesub,0.018882001064196685,study05|layout_05|256,1.0,0.8007425520830508,0.042724671651145685,0.050429326579850386,success,study05/study05_p40
0.00449529845992741,0.017256334227618297,0.5,0.5,sgeyesub,-0.0039637808984206435,study05|layout_05|256,0.5,0.8341076939484732,0.07206584606684163,0.2163373651867615,success,study05/study05_p41
0.005068647181095287,0.020125543808287627,0.8026315789473685,0.8,sgeyesub,-0.0034339736958092226,study05|layout_05|256,0.8026315789473685,0.8330430684789261,0.10128929820478971,0.30272380524668085,success,study05/study05_p41
0.003088833721851203,0.020125543808287627,1.0,1.0,sgeyesub,-0.009998982770743181,study05|layout_05|256,1.0,0.8329282908823317,0.10128929820478971,0.30272380524668085,success,study05/study05_p41
0.013307671193402926,0.004287066903404184,0.5,0.5,sgeyesub,-0.010363849900708155,study05|layout_05|256,0.5,0.7364715883137741,0.0302469973766627,0.040677319582321625,success,study05/study05_p43
0.013308709256345141,0.01589935983836807,0.8,0.8,sgeyesub,-0.010824210427985759,study05|layout_05|256,0.8,0.7389305622488714,0.07133033891646579,0.07369998772943348,success,study05/study05_p43
0.010062594754586762,0.01589935983836807,1.0,1.0,sgeyesub,-0.01742781238759028,study05|layout_05|256,1.0,0.7399326251661327,0.07133033891646579,0.07369998772943348,success,study05/study05_p43
nan,nan,0.0,0.5,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p44
nan,nan,0.0,0.8,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p44
nan,nan,0.0,1.0,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p44
0.0,-0.01634262562623766,0.5,0.5,sgeyesub,nan,study05|layout_05|256,0.5,0.6594271298809509,0.03996532635285677,0.010721942164376552,success,study05/study05_p45
nan,nan,0.0,0.8,sgeyesub,nan,study05|layout_05|256,0.5,nan,nan,nan,infeasible_safety_constraint,study05/study05_p45
nan,nan,0.0,1.0,sgeyesub,nan,study05|layout_05|256,0.5,nan,nan,nan,infeasible_safety_constraint,study05/study05_p45
nan,nan,0.0,0.5,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p46
nan,nan,0.0,0.8,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p46
nan,nan,0.0,1.0,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p46
0.0,0.037260230544464035,0.5,0.5,sgeyesub,0.0002538787083148364,study05|layout_05|256,0.5,0.7614563345781209,0.038932647788605834,0.08097359281658012,success,study05/study05_p47
-0.001448828125513113,0.037260230544464035,0.8055555555555556,0.8,sgeyesub,0.031825349453572516,study05|layout_05|256,0.8055555555555556,0.7629616839019819,0.038932647788605834,0.08097359281658012,success,study05/study05_p47
-0.02061540064629258,0.037260230544464035,1.0,1.0,sgeyesub,0.07405773362502832,study05|layout_05|256,1.0,0.7602778921529298,0.038932647788605834,0.08097359281658012,success,study05/study05_p47
0.0025136532338987383,0.008911943838428582,0.5,0.5,sgeyesub,7.403620896084817e-05,study05|layout_05|256,0.5,0.7554967603188502,0.011371137468798032,0.013152650621368833,success,study05/study05_p48
0.0015572622289580784,0.01052818926575623,0.7941176470588235,0.8,sgeyesub,0.0017984870997749258,study05|layout_05|256,0.7941176470588235,0.756847748908122,0.017390408169289162,0.029979709561551937,success,study05/study05_p48
-0.02191071096440389,0.01052818926575623,1.0,1.0,sgeyesub,0.01605639549487825,study05|layout_05|256,1.0,0.7653353411223204,0.017390408169289162,0.029979709561551937,success,study05/study05_p48
nan,nan,0.0,0.5,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p49
nan,nan,0.0,0.8,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p49
nan,nan,0.0,1.0,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p49
nan,nan,0.0,0.5,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p50
nan,nan,0.0,0.8,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p50
nan,nan,0.0,1.0,sgeyesub,nan,study05|layout_05|256,0.0,nan,nan,nan,infeasible_safety_constraint,study05/study05_p50
