common_random_numbers,erp_amplitude_relative_preservation,erp_latency_relative_preservation,fold,method,motion_coherence_reduction,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,participant,posterior_samples,posterior_sd_rms,protocol,query_imu_event_used_for_inference,query_session,reference_free_covariance_distortion,reference_free_psd_distortion,seed,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation,status,support_seconds,task
False,1.0,1.0,2,RAW,0.0,1.0,0.0,1.0,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-03,0.0,0.0,20260811,nan,nan,success,60,ERP
False,0.8269046918201035,1.0,2,POP,0.019389379769563675,0.7846583425998688,0.22775883972644806,0.9115208387374878,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-03,0.21860140864615732,0.3132820427417755,20260811,nan,nan,success,60,ERP
False,0.8913030164401661,1.0,2,DET-NULL,0.017309293150901794,0.8132834285497665,0.19223184883594513,0.9322056770324707,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-03,0.16589860130070874,0.28337493538856506,20260811,nan,nan,success,60,ERP
False,0.8775896802052926,1.0,2,DET-MATCH,0.020096708089113235,0.8156906217336655,0.19357918202877045,0.9305928349494934,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-03,0.1694043859537649,0.2671143710613251,20260811,nan,nan,success,60,ERP
True,0.902507509032712,1.0,2,DIFF-NULL,0.019466280937194824,0.6915048658847809,0.30831149220466614,0.9863056540489197,sub-06,8,8.098476513087402,S0_STATIC_XSESSION,False,ses-03,0.14432310782568236,0.23381172120571136,20260811,nan,nan,success,60,ERP
True,0.902507509032712,1.0,2,DIFF-POP,0.019466280937194824,0.6915048658847809,0.30831149220466614,0.9863056540489197,sub-06,8,8.098476513087402,S0_STATIC_XSESSION,False,ses-03,0.14432310782568236,0.23381172120571136,20260811,nan,nan,success,60,ERP
True,0.9058974916012276,1.0,2,DIFF-MATCH,0.018726453185081482,0.7005175948143005,0.299852579832077,0.9866151809692383,sub-06,8,8.000321474688793,S0_STATIC_XSESSION,False,ses-03,0.14090044325910314,0.2192213386297226,20260811,nan,nan,success,60,ERP
False,0.8419352877455404,1.0,2,DET-WRONG-1,0.019583918154239655,0.7936480790376663,0.21237170696258545,0.9248770475387573,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-03,0.18821046620993914,0.3115200400352478,20260811,nan,nan,success,60,ERP
True,0.9006243007201702,1.0,2,DIFF-WRONG-1,0.019685547798871994,0.6797515153884888,0.31993982195854187,0.9875972270965576,sub-06,8,nan,S0_STATIC_XSESSION,False,ses-03,0.1478429432110545,0.24405090510845184,20260811,nan,nan,success,60,ERP
False,0.864498642776166,1.0,2,DET-WRONG-2,0.02140676975250244,0.801101341843605,0.20601269602775574,0.9237476587295532,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-03,0.18745273770654114,0.3031673729419708,20260811,nan,nan,success,60,ERP
True,0.9043248024592406,1.0,2,DIFF-WRONG-2,0.018894020467996597,0.6853766739368439,0.31468087434768677,0.9891348481178284,sub-06,8,nan,S0_STATIC_XSESSION,False,ses-03,0.14359385994373264,0.2306535392999649,20260811,nan,nan,success,60,ERP
False,0.8845412168229025,1.0,2,DET-WRONG-3,0.02097739279270172,0.8143658488988876,0.19462372362613678,0.9309762120246887,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-03,0.16753037183651023,0.26758888363838196,20260811,nan,nan,success,60,ERP
True,0.9040951754603848,1.0,2,DIFF-WRONG-3,0.018801316618919373,0.701659619808197,0.29889512062072754,0.9864019751548767,sub-06,8,nan,S0_STATIC_XSESSION,False,ses-03,0.14021026126534025,0.2141556739807129,20260811,nan,nan,success,60,ERP
False,0.8927853969981664,1.0,2,DET-SHUFFLED,0.016263481229543686,0.8244180679321289,0.18271386623382568,0.9331341981887817,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-03,0.16323695349685924,0.2627761960029602,20260811,nan,nan,success,60,ERP
True,0.9065303189939417,1.0,2,DIFF-SHUFFLED,0.0184229277074337,0.7009038925170898,0.2994188666343689,0.9865719079971313,sub-06,8,nan,S0_STATIC_XSESSION,False,ses-03,0.14098253145622422,0.22014382481575012,20260811,nan,nan,success,60,ERP
False,1.0,1.0,2,RAW,0.0,1.0,0.0,1.0,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-04,0.0,0.0,20260811,nan,nan,success,60,ERP
False,-0.9681002066906073,0.775390625,2,POP,0.06107264757156372,0.6691376566886902,0.3583814203739166,0.890016496181488,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-04,0.34235582636560435,0.5122058987617493,20260811,nan,nan,success,60,ERP
False,-0.9912297702614177,0.775390625,2,DET-NULL,0.04413004219532013,0.7501153200864792,0.2754566967487335,0.9034945964813232,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-04,0.2598702460136492,0.31690743565559387,20260811,nan,nan,success,60,ERP
False,-0.9890630454169436,0.775390625,2,DET-MATCH,0.051216259598731995,0.7420349419116974,0.2835388779640198,0.9037476778030396,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-04,0.2735939032800481,0.3167342245578766,20260811,nan,nan,success,60,ERP
True,-0.931778501546892,0.765625,2,DIFF-NULL,0.029301568865776062,0.6877800226211548,0.3186860978603363,0.9490557312965393,sub-06,8,8.17695355963433,S0_STATIC_XSESSION,False,ses-04,0.23365582855577746,0.3283005654811859,20260811,nan,nan,success,60,ERP
True,-0.931778501546892,0.765625,2,DIFF-POP,0.029301568865776062,0.6877800226211548,0.3186860978603363,0.9490557312965393,sub-06,8,8.17695355963433,S0_STATIC_XSESSION,False,ses-04,0.23365582855577746,0.3283005654811859,20260811,nan,nan,success,60,ERP
True,-0.9267438548694824,0.765625,2,DIFF-MATCH,0.028712064027786255,0.6965107917785645,0.3096161186695099,0.9499349594116211,sub-06,8,8.080003245123502,S0_STATIC_XSESSION,False,ses-04,0.2291639228701219,0.31578007340431213,20260811,nan,nan,success,60,ERP
False,-1.0267274475323842,0.775390625,2,DET-WRONG-1,0.04839906096458435,0.7381628155708313,0.29149800539016724,0.8972131609916687,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-04,0.2730122404680788,0.32325953245162964,20260811,nan,nan,success,60,ERP
True,-0.9390255984344591,0.765625,2,DIFF-WRONG-1,0.029810860753059387,0.6775928735733032,0.3293728530406952,0.9496838450431824,sub-06,8,nan,S0_STATIC_XSESSION,False,ses-04,0.2373647786670974,0.3393777012825012,20260811,nan,nan,success,60,ERP
False,-0.9942237357085817,0.775390625,2,DET-WRONG-2,0.049729734659194946,0.7433429658412933,0.2848431468009949,0.8964285850524902,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-04,0.27678859339436096,0.31688812375068665,20260811,nan,nan,success,60,ERP
True,-0.9316218996408916,0.765625,2,DIFF-WRONG-2,0.02891978621482849,0.6840011775493622,0.32231518626213074,0.9515953660011292,sub-06,8,nan,S0_STATIC_XSESSION,False,ses-04,0.2322360491947166,0.3253958523273468,20260811,nan,nan,success,60,ERP
False,-0.9775391325449843,0.775390625,2,DET-WRONG-3,0.05005572736263275,0.7393739819526672,0.28681156039237976,0.905099630355835,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-04,0.2729329190687809,0.3286442458629608,20260811,nan,nan,success,60,ERP
True,-0.9235515220270742,0.765625,2,DIFF-WRONG-3,0.02967292070388794,0.6953509747982025,0.3109878897666931,0.9493894577026367,sub-06,8,nan,S0_STATIC_XSESSION,False,ses-04,0.23258662222786974,0.3206082582473755,20260811,nan,nan,success,60,ERP
False,-0.9766160330465885,0.775390625,2,DET-SHUFFLED,0.04403887689113617,0.7661110460758209,0.2558407485485077,0.9053767919540405,sub-06,0,nan,S0_STATIC_XSESSION,False,ses-04,0.25655095733188693,0.28932905197143555,20260811,nan,nan,success,60,ERP
