fold,heldout_subject,protocol,method,eog_attenuation,nonartifact_preservation,psd_distortion,covariance_distortion,mi_kappa,eligible,alpha_active
1,2,cross_02,RAW,0.0,1.0,0.0,0.0,0.08333333333333337,1,1
1,2,cross_02,DET-POP,0.07029194384813307,0.43173104524612427,0.1676369458436966,0.639204116555217,0.01666666666666672,1,1
1,2,cross_02,DET-MATCH,0.07016711682081221,0.43268728256225586,0.1675628125667572,0.6384114721275087,0.01666666666666672,1,1
1,2,cross_02,DIFF-POP,0.08446556039982371,0.3295277953147888,0.16892671585083008,0.6053168855946166,0.01666666666666672,1,1
1,2,cross_02,DIFF-MATCH,0.0843994662993484,0.3309755325317383,0.16892988979816437,0.6046652801965637,0.01666666666666672,1,1
1,2,cross_02,DIFF-SHUFFLED,0.08420359239810042,0.3331335186958313,0.16887891292572021,0.603319372300845,0.01666666666666672,1,1
1,2,cross_02,DIFF-WRONG-0,0.08451153275867303,0.332028329372406,0.16898375749588013,0.6049243249790648,0.01666666666666672,1,1
1,2,cross_02,DIFF-WRONG-1,0.08437008803917301,0.3326513171195984,0.16889072954654694,0.6041812336635876,0.01666666666666672,1,1
1,2,cross_02,DIFF-WRONG-2,0.08456110850804381,0.3333795666694641,0.16898803412914276,0.6048116747405146,0.01666666666666672,1,1
1,2,cross_03,RAW,0.0,1.0,0.0,0.0,-0.050000000000000044,1,1
1,2,cross_03,DET-POP,0.07686301258703074,0.36394035816192627,0.2210334837436676,0.6899799933710627,-0.012499999999999956,1,1
1,2,cross_03,DET-MATCH,0.07673431208564174,0.3647919297218323,0.22099213302135468,0.689367672062122,-0.012499999999999956,1,1
1,2,cross_03,DIFF-POP,0.07972915988001558,0.2743532657623291,0.19987672567367554,0.643171254838158,-0.050000000000000044,1,1
1,2,cross_03,DIFF-MATCH,0.0795571632269356,0.2757630944252014,0.19998502731323242,0.6427001603420308,-0.050000000000000044,1,1
1,2,cross_03,DIFF-SHUFFLED,0.07927263921333683,0.2778286933898926,0.2000887542963028,0.6416535475663325,-0.050000000000000044,1,1
1,2,cross_03,DIFF-WRONG-0,0.07957851410739952,0.276775062084198,0.20007914304733276,0.6430032753825415,-0.050000000000000044,1,1
1,2,cross_03,DIFF-WRONG-1,0.07972629595961836,0.27735435962677,0.19992515444755554,0.6423918649201923,-0.050000000000000044,1,1
