subject,protocol,U_D,U_P,U_W,U_S,eog_attenuation,preservation,psd_distortion,covariance_distortion,mi_kappa,alpha_active
1,same_session,-0.06571430961290992,0.00046692291895555904,-0.0004394319322373885,-0.001203775405883789,0.07283240652436183,0.4384692112604777,0.1337185949087143,0.47878546043388237,0.3875,1
1,cross_session,-0.06591774523258209,0.0007879436016082764,-0.0004833837350209924,-0.002443641424179077,0.0799752528158327,0.43860018253326416,0.13284429907798767,0.49886984312407734,0.29583333333333334,1
2,same_session,-0.0665116707483927,0.0016016165415445593,-0.0011105537414550781,-0.0042240222295125696,0.09027930353423236,0.32999418179194134,0.18375172714392343,0.6193954766026808,0.05000000000000001,1
2,cross_session,-0.07405057549476624,0.0013082325458526611,-0.0016032556692758826,-0.0019207000732421875,0.08197831476314199,0.30336931347846985,0.1844574585556984,0.6236827202692973,-0.016666666666666663,1
3,same_session,-0.07310603062311805,0.0004367629686992114,0.001922037866380566,-0.0026528437932331617,0.12642438718359225,0.4708588620026906,0.13309762378533682,0.498058713808549,0.07500000000000002,1
3,cross_session,-0.06954264640808105,0.00048297643661499023,0.0019524991512298584,-0.003308594226837158,0.12406545815368493,0.4747476279735565,0.13244984298944473,0.4911451236110297,0.08958333333333329,1
