aggregate_across_seeds,artifact_attenuation,artifact_normalized_parallel_error,calibration_duration_axis_complete,calibration_id,calibration_seconds,clean_interval_preservation,correlation,d_perp_y,delta_snr_db,e_parallel,e_perp,failure_reason,fallback_method_id,fallback_used,function_evaluations,latency_seconds,method_id,network_calls_total,operator_source,overlap_fraction,p0_bootstrap_median_distance,p0_bootstrap_q90_distance,p0_bootstrap_success_rate,p0_eligible,p0_movement_coverage,p0_rank,p0_reference_condition,p0_reference_rank,p0_ridge_lambda,p0_singular_ratio,p0_singular_values,partition,peak_memory_mb,projector_distance,projector_max_angle_degrees,projector_overlap_fraction,psd_distortion,query_clean_target_used_by_method,records_are_participants,rrmse,sampler_candidate,seed,source_record,status,time_rrmse,trust_radius
True,0.0,1.0,False,,10.0,1.0,0.7724377610736106,0.0,0.0,2.996523232695618,7.379224258987309e-08,,,False,0,0.000688508152961731,corrupted_identity,0,corrupted_identity,0.2956749072100756,,,,,,,,,,,,untouched,0.0,,,,3.5531251470821146,False,False,1.6293893892749924,deterministic,-1,50,success,1.6293893892749924,0.1
True,26.764723004698986,0.3337200890314533,False,,10.0,0.11034385041295303,0.9474544607369204,6.983815322548663e-16,9.53235298450047,0.9999999999999999,7.379224259151283e-08,,,False,0,0.00015836767852306366,oracle_orthogonal_subtraction,0,oracle_orthogonal_subtraction,0.2956749072100756,,,,,,,,,,,,untouched,0.0,0.0,0.0,0.9999999999999994,0.3116150423718322,True,False,0.5437599720557588,deterministic,-1,50,success,0.5437599720557588,0.1
False,4.396645958797208,1.704409655269102,False,population_projector_Pi0,10.0,-0.769953470875669,0.543781012493066,0.0690129502310911,-4.633368256493652,5.107303130044594,0.06901294998811562,,,False,100,5.9984190026298165,population_only__M2__trust_0p1,200,population_only,0.2956749072100756,,,,,,,,,,,,untouched,1306.6484375,0.025188247337595563,1.8728087677476724,0.9993655521960602,3.5309781643568234,False,False,2.7777508978650807,M2,20260801,50,success,2.7777508978650807,0.1
False,7.629908194389847,1.7676296923960895,False,population_projector_Pi0,10.0,-0.6798907826540184,0.530009650694148,0.06783537629566459,-4.949522259134523,5.296743440067491,0.06783537607069991,,,False,100,5.553549707867205,population_only__M2__trust_0p1,200,population_only,0.2956749072100756,,,,,,,,,,,,untouched,1314.7734375,0.025188247337595563,1.8728087677476724,0.9993655521960602,4.248174233724512,False,False,2.8807196614926385,M2,20260802,50,success,2.8807196614926385,0.1
False,10.930327166652019,1.898393835181762,False,population_projector_Pi0,10.0,-0.8610606044574893,0.5005454888637102,0.06996903758052408,-5.5692911330867645,5.6885812319282865,0.06996903771035641,,,False,100,5.438464364036918,population_only__M2__trust_0p1,200,population_only,0.2956749072100756,,,,,,,,,,,,untouched,1314.7734375,0.025188247337595563,1.8728087677476724,0.9993655521960602,4.112675626979652,False,False,3.0937800917331013,M2,20260803,50,success,3.0937800917331013,0.1
False,3.6260206263710524,2.2705852872656793,False,population_projector_Pi0,10.0,-1.0309560872999457,0.4694239769915824,0.07431989961541015,-7.123990574404503,6.803861565108462,0.0743198995004697,,,False,100,5.261366983875632,population_only__M2__trust_0p1,200,population_only,0.2956749072100756,,,,,,,,,,,,untouched,1314.7734375,0.025188247337595563,1.8728087677476724,0.9993655521960602,4.06679415057177,False,False,3.70019330097237,M2,20260804,50,success,3.70019330097237,0.1
False,10.243560766840856,1.8739223761880648,False,population_projector_Pi0,10.0,-0.7721013481990961,0.4919562063987421,0.06863736019610153,-5.456577367963314,5.6152519365157145,0.0686373601336902,,,False,100,5.2443384854123,population_only__M2__trust_0p1,200,population_only,0.2956749072100756,,,,,,,,,,,,untouched,1314.7734375,0.025188247337595563,1.8728087677476724,0.9993655521960602,4.172879722052208,False,False,3.0538925479524317,M2,20260805,50,success,3.0538925479524317,0.1
True,13.207333736346346,0.9477889488225149,False,population_projector_Pi0,10.0,-0.08279825667156415,0.7202926788551477,0.044287098379528156,0.4632523332158523,2.840071604838824,0.04428709821655389,,,False,500,27.49613854382187,population_only__M2__trust_0p1,1000,population_only,0.2956749072100756,,,,,,,,,,,,untouched,1314.7734375,0.025188247337595563,1.8728087677476724,0.9993655521960602,0.7764107312927684,False,False,1.5447644527981303,M2,-1,50,success,1.5447644527981303,0.1
False,4.6419635252831775,1.6995458109409192,False,sim50,10.0,-0.7668347336517469,0.5538711608771258,0.254833527296802,-4.632483863794748,5.092728507514979,0.2548335275975679,,,False,100,5.0795339569449425,matching_p0__M2__trust_0p1,200,matching_p0,0.2956749072100756,0.08873186924407539,0.40459275240746007,1.0,True,0.2609375,2,1.1679407177837298,2,0.01,0.3126048366719715,"[5.376072415104185, 1.6805862392603352]",untouched,1332.59375,0.1031281341450514,8.23321282023796,0.98936458794776,3.5368974426084514,False,False,2.7774680831329066,M2,20260801,50,success,2.7774680831329066,0.1
False,7.702030258292,1.7675294332673677,False,sim50,10.0,-0.6840155828679602,0.5350148563548739,0.24025198503432432,-4.968567793166896,5.296443011258987,0.2402519852661956,,,False,100,5.065103493630886,matching_p0__M2__trust_0p1,200,matching_p0,0.2956749072100756,0.08873186924407539,0.40459275240746007,1.0,True,0.2609375,2,1.1679407177837298,2,0.01,0.3126048366719715,"[5.376072415104185, 1.6805862392603352]",untouched,1332.59375,0.1031281341450514,8.23321282023796,0.98936458794776,4.262453831101683,False,False,2.8870431403357784,M2,20260802,50,success,2.8870431403357784,0.1
