combined_score,diffusion_loss,loss,one_step_loss,phase,step
,,0.6060154438018799,,anchor,1
,,0.07639522850513458,,anchor,250
,,0.05615279823541641,,anchor,500
,,0.02973056584596634,,anchor,750
,,0.019018398597836494,,anchor,1000
,,0.02674776501953602,,anchor,1250
,,0.014523875899612904,,anchor,1500
,,0.014283069409430027,,anchor,1750
,,0.014450647868216038,,anchor,2000
,,0.015162373892962933,,anchor,2250
,,0.009872917085886002,,anchor,2500
,,0.012490005232393742,,anchor,2750
,,0.010737803764641285,,anchor,3000
,,0.00846757274121046,,anchor,3250
,,0.008987055160105228,,anchor,3500
,,0.0065850866958498955,,anchor,3750
,,0.005755465477705002,,anchor,4000
,,0.00858388189226389,,anchor,4250
,,0.006486143451184034,,anchor,4500
,,0.006025991402566433,,anchor,4750
,,0.007834572345018387,,anchor,5000
,,0.006016252096742392,,anchor,5250
,,0.006779238115996122,,anchor,5500
,,0.006150135304778814,,anchor,5750
,,0.004918932914733887,,anchor,6000
,,0.004614193458110094,,anchor,6250
,,0.004769403021782637,,anchor,6500
,,0.004871377721428871,,anchor,6750
,,0.005361803807318211,,anchor,7000
,,0.003518332727253437,,anchor,7250
,,0.0031286822631955147,,anchor,7500
,,0.0030958373099565506,,anchor,7750
,,0.0029296171851456165,,anchor,8000
,,0.02019844576716423,,one_step,1
,,0.1420493870973587,,diffusion,1
,,0.002368522807955742,,one_step,250
,,0.07551930099725723,,diffusion,250
0.12972474098205566,0.094980388879776,,0.03474435210227966,validation,250
,,0.00221255817450583,,one_step,500
,,0.15514004230499268,,diffusion,500
0.12035936117172241,0.08596328645944595,,0.03439607471227646,validation,500
,,0.002810622565448284,,one_step,750
,,0.1448105424642563,,diffusion,750
0.11562385782599449,0.0812753438949585,,0.034348513931035995,validation,750
,,0.0030899597331881523,,one_step,1000
,,0.14042635262012482,,diffusion,1000
0.11319813504815102,0.0788668692111969,,0.03433126583695412,validation,1000
,,0.0023920899257063866,,one_step,1250
,,0.13749411702156067,,diffusion,1250
0.11187870800495148,0.07767649739980698,,0.0342022106051445,validation,1250
,,0.002997979521751404,,one_step,1500
,,0.13602805137634277,,diffusion,1500
0.1113610565662384,0.07663056999444962,,0.03473048657178879,validation,1500
,,0.002904216991737485,,one_step,1750
,,0.13532033562660217,,diffusion,1750
0.11055563390254974,0.07592900842428207,,0.03462662547826767,validation,1750
,,0.0020427487324923277,,one_step,2000
,,0.13386225700378418,,diffusion,2000
0.11010830476880074,0.07548777014017105,,0.034620534628629684,validation,2000
,,0.0032676435075700283,,one_step,2250
,,0.13276824355125427,,diffusion,2250
0.10940641537308693,0.07474248111248016,,0.034663934260606766,validation,2250
,,0.0023119361139833927,,one_step,2500
,,0.12996740639209747,,diffusion,2500
0.1076386533677578,0.07339826226234436,,0.03424039110541344,validation,2500
,,0.002285861177369952,,one_step,2750
,,0.12714898586273193,,diffusion,2750
0.10631854087114334,0.07215414941310883,,0.034164391458034515,validation,2750
,,0.0018368898890912533,,one_step,3000
,,0.1237037405371666,,diffusion,3000
0.10452204570174217,0.07045838981866837,,0.03406365588307381,validation,3000
,,0.0024801623076200485,,one_step,3250
,,0.12059226632118225,,diffusion,3250
0.10316245257854462,0.06869158893823624,,0.03447086364030838,validation,3250
,,0.0017142131691798568,,one_step,3500
,,0.11871165037155151,,diffusion,3500
0.10213198140263557,0.06801382452249527,,0.034118156880140305,validation,3500
,,0.0021078563295304775,,one_step,3750
,,0.1181771382689476,,diffusion,3750
0.10182812437415123,0.06766099482774734,,0.034167129546403885,validation,3750
,,0.00140997557900846,,one_step,4000
,,0.11745183169841766,,diffusion,4000
0.10176511853933334,0.06742957979440689,,0.03433553874492645,validation,4000
,,0.0013159746304154396,,one_step,4250
,,0.11686665564775467,,diffusion,4250
0.10144080594182014,0.06705530732870102,,0.034385498613119125,validation,4250
,,0.0011090964544564486,,one_step,4500
,,0.11664709448814392,,diffusion,4500
0.10152098163962364,0.06704052537679672,,0.03448045626282692,validation,4500
,,0.0009707236313261092,,one_step,4750
,,0.11614379286766052,,diffusion,4750
0.10141555219888687,0.06680800020694733,,0.034607551991939545,validation,4750
,,0.0010692790383473039,,one_step,5000
,,0.1159951239824295,,diffusion,5000
0.1013476699590683,0.06670916080474854,,0.03463850915431976,validation,5000
,,0.0008632977260276675,,one_step,5250
,,0.1158018559217453,,diffusion,5250
0.1013566367328167,0.0665677860379219,,0.03478885069489479,validation,5250
,,0.0007381542236544192,,one_step,5500
,,0.11527363210916519,,diffusion,5500
0.10106898844242096,0.0662836804986,,0.03478530794382095,validation,5500
,,0.0008349406998604536,,one_step,5750
,,0.11510533094406128,,diffusion,5750
0.10097570717334747,0.06615162640810013,,0.034824080765247345,validation,5750
,,0.0007432103157043457,,one_step,6000
,,0.11433210968971252,,diffusion,6000
0.10061956569552422,0.06586059182882309,,0.034758973866701126,validation,6000
,,0.0009228767594322562,,one_step,6250
,,0.11418558657169342,,diffusion,6250
0.10053588822484016,0.06564334779977798,,0.03489254042506218,validation,6250
,,0.000479609559988603,,one_step,6500
,,0.11362051218748093,,diffusion,6500
0.10049738734960556,0.0658046305179596,,0.034692756831645966,validation,6500
,,0.0006888920906931162,,one_step,6750
,,0.11340729147195816,,diffusion,6750
0.09988893195986748,0.06516584753990173,,0.034723084419965744,validation,6750
,,0.0006052092066965997,,one_step,7000
,,0.11301237344741821,,diffusion,7000
0.10011612996459007,0.0653906762599945,,0.034725453704595566,validation,7000
,,0.0006831419304944575,,one_step,7250
,,0.11267527937889099,,diffusion,7250
0.09992647171020508,0.06514041125774384,,0.03478606045246124,validation,7250
,,0.0005698736058548093,,one_step,7500
,,0.11255809664726257,,diffusion,7500
0.09990151599049568,0.06501860916614532,,0.03488290682435036,validation,7500
,,0.0004761703312397003,,one_step,7750
,,0.11210163682699203,,diffusion,7750
0.09989218413829803,0.06499867141246796,,0.03489351272583008,validation,7750
,,0.00040399216231890023,,one_step,8000
,,0.11190451681613922,,diffusion,8000
0.09966335445642471,0.06490770727396011,,0.0347556471824646,validation,8000
,,0.0004598848463501781,,one_step,8250
,,0.11169940233230591,,diffusion,8250
0.09937332570552826,0.06467873603105545,,0.03469458967447281,validation,8250
,,0.0004021572240162641,,one_step,8500
,,0.11120624840259552,,diffusion,8500
0.09936222061514854,0.06447897851467133,,0.03488324210047722,validation,8500
,,0.0004321601882111281,,one_step,8750
,,0.1109708696603775,,diffusion,8750
0.09926730394363403,0.06442419439554214,,0.03484310954809189,validation,8750
,,0.00041790399700403214,,one_step,9000
,,0.11048884689807892,,diffusion,9000
0.09909188747406006,0.06426694989204407,,0.03482493758201599,validation,9000
,,0.000456936308182776,,one_step,9250
,,0.11038501560688019,,diffusion,9250
0.09879647195339203,0.06399253010749817,,0.03480394184589386,validation,9250
,,0.0003485434572212398,,one_step,9500
,,0.10974758863449097,,diffusion,9500
0.09874286130070686,0.06390973925590515,,0.03483312204480171,validation,9500
,,0.0004007481911685318,,one_step,9750
,,0.10953149199485779,,diffusion,9750
0.09855557605624199,0.06374562531709671,,0.03480995073914528,validation,9750
,,0.00037648651050403714,,one_step,10000
,,0.10888635367155075,,diffusion,10000
0.09827711805701256,0.06346014142036438,,0.03481697663664818,validation,10000
,,0.00038831651909276843,,one_step,10250
,,0.10852639377117157,,diffusion,10250
0.09808256104588509,0.06333140283823013,,0.03475115820765495,validation,10250
,,0.00037753820652142167,,one_step,10500
,,0.10822926461696625,,diffusion,10500
0.09774515777826309,0.06296417117118835,,0.03478098660707474,validation,10500
,,0.00042690738337114453,,one_step,10750
,,0.10783015191555023,,diffusion,10750
0.09766257926821709,0.06281466782093048,,0.034847911447286606,validation,10750
,,0.00034230033634230494,,one_step,11000
,,0.10758842527866364,,diffusion,11000
0.09761414304375648,0.0627276673913002,,0.034886475652456284,validation,11000
,,0.0002775869215838611,,one_step,11250
,,0.10707845538854599,,diffusion,11250
0.0973653495311737,0.06249229237437248,,0.034873057156801224,validation,11250
,,0.0004231127677485347,,one_step,11500
,,0.10731631517410278,,diffusion,11500
0.09736103191971779,0.062440089881420135,,0.03492094203829765,validation,11500
,,0.00029306369833648205,,one_step,11750
,,0.10675926506519318,,diffusion,11750
0.09732725843787193,0.06239311024546623,,0.0349341481924057,validation,11750
,,0.00035742661566473544,,one_step,12000
,,0.10671861469745636,,diffusion,12000
0.09729664772748947,0.06240101531147957,,0.0348956324160099,validation,12000
