effective_operator_source,latency_seconds,method_id,network_calls_total,operator_source,partition,peak_memory_mb,seed,source_record,status
population_projector,16.261849705129862,M1_observation_warm_start_sdedit,200,population_projector,development,1533.525390625,20260801,sim31,success
population_projector,15.685656077228487,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260802,sim31,success
population_projector,15.733627094887197,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260803,sim31,success
population_projector,15.664368893019855,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260804,sim31,success
population_projector,15.71540935151279,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260805,sim31,success
population_projector,15.731510024517775,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260801,sim31,success
population_projector,15.655499376356602,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260802,sim31,success
population_projector,15.594046158716083,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260803,sim31,success
population_projector,15.474719801917672,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260804,sim31,success
population_projector,15.50475444458425,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260805,sim31,success
population_projector,15.60897633433342,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260801,sim31,success
population_projector,15.77759039402008,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260802,sim31,success
population_projector,15.729046725668013,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260803,sim31,success
population_projector,15.683384881354868,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260804,sim31,success
population_projector,16.920235226862133,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260805,sim31,success
matching_p0,17.024319034069777,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260801,sim31,success
matching_p0,16.989894605241716,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260802,sim31,success
matching_p0,16.97887083515525,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260803,sim31,success
matching_p0,17.07127739302814,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260804,sim31,success
matching_p0,17.197548374533653,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260805,sim31,success
matching_p0,17.133414201438427,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim31,success
matching_p0,17.12782000657171,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim31,success
matching_p0,16.925188306719065,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim31,success
matching_p0,17.086941217072308,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim31,success
matching_p0,17.04576107673347,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim31,success
