heldout_eog_remaining_ratio,method,participant,seed
0.9287169602210894,DET_MATCH,sub-02,20260808
0.9272764017628019,DET_POP,sub-02,20260808
0.9243093283262382,DET_WRONG,sub-02,20260808
0.9947809473777284,EEGDFUS_UNIFIED,sub-02,20260808
0.9999999921798856,RAW,sub-02,20260808
0.9894053995720962,SCAD_MATCH,sub-02,20260808
0.9898353046169472,SCAD_NO_RANK_MATCH,sub-02,20260808
0.9941792142318285,SCAD_POP,sub-02,20260808
1.689923779365119,SCAD_V_MATCH,sub-02,20260808
0.9924695183124266,SCAD_WRONG,sub-02,20260808
0.9999999921798856,STANDARD,sub-02,20260808
0.9449151239571418,DET_MATCH,sub-02,20260810
0.9480352292333045,DET_POP,sub-02,20260810
0.9495083676898715,DET_WRONG,sub-02,20260810
0.9999999921798856,RAW,sub-02,20260810
0.9808836707648757,SCAD_MATCH,sub-02,20260810
0.9847189204436921,SCAD_POP,sub-02,20260810
0.98419912571099,SCAD_WRONG,sub-02,20260810
0.9999999921798856,STANDARD,sub-02,20260810
0.938479129119588,DET_MATCH,sub-02,20260811
0.9406637955324402,DET_POP,sub-02,20260811
0.9382012663855621,DET_WRONG,sub-02,20260811
0.9999999921798856,RAW,sub-02,20260811
0.9958030719761024,SCAD_MATCH,sub-02,20260811
0.9950243390962341,SCAD_POP,sub-02,20260811
0.9938156658985984,SCAD_WRONG,sub-02,20260811
0.9999999921798856,STANDARD,sub-02,20260811
0.8292626156772475,DET_MATCH,sub-03,20260808
0.8369568282423167,DET_POP,sub-03,20260808
0.8397808737150373,DET_WRONG,sub-03,20260808
0.9517316115769439,EEGDFUS_UNIFIED,sub-03,20260808
1.0000000017903319,RAW,sub-03,20260808
0.9510540931878837,SCAD_MATCH,sub-03,20260808
0.9522631711841797,SCAD_NO_RANK_MATCH,sub-03,20260808
0.9528120798195915,SCAD_POP,sub-03,20260808
2.0626716978897965,SCAD_V_MATCH,sub-03,20260808
0.9521059005228325,SCAD_WRONG,sub-03,20260808
1.0000000017903319,STANDARD,sub-03,20260808
0.8673201404892701,DET_MATCH,sub-03,20260810
0.8732417608974059,DET_POP,sub-03,20260810
0.86456137676014,DET_WRONG,sub-03,20260810
1.0000000017903319,RAW,sub-03,20260810
0.9689622953337016,SCAD_MATCH,sub-03,20260810
0.9559331931399392,SCAD_POP,sub-03,20260810
0.9496383720312973,SCAD_WRONG,sub-03,20260810
1.0000000017903319,STANDARD,sub-03,20260810
0.8639571405195579,DET_MATCH,sub-03,20260811
0.8654057799889305,DET_POP,sub-03,20260811
0.8594194578278422,DET_WRONG,sub-03,20260811
1.0000000017903319,RAW,sub-03,20260811
0.9621566125238934,SCAD_MATCH,sub-03,20260811
0.9628514493345285,SCAD_POP,sub-03,20260811
0.9650715108910501,SCAD_WRONG,sub-03,20260811
1.0000000017903319,STANDARD,sub-03,20260811
0.7056861902218511,DET_MATCH,sub-05,20260808
0.7128778108701879,DET_POP,sub-05,20260808
0.7123349578687062,DET_WRONG,sub-05,20260808
0.8069928217818125,EEGDFUS_UNIFIED,sub-05,20260808
0.9999999940662415,RAW,sub-05,20260808
0.854328756273817,SCAD_MATCH,sub-05,20260808
0.8544907561157269,SCAD_NO_RANK_MATCH,sub-05,20260808
0.8716194970445266,SCAD_POP,sub-05,20260808
1.6545114132547325,SCAD_V_MATCH,sub-05,20260808
0.8676065549753198,SCAD_WRONG,sub-05,20260808
0.9999999940662415,STANDARD,sub-05,20260808
0.7897526686944827,DET_MATCH,sub-05,20260810
0.8025565396388081,DET_POP,sub-05,20260810
0.7864467716810897,DET_WRONG,sub-05,20260810
0.9999999940662415,RAW,sub-05,20260810
0.8365725982018115,SCAD_MATCH,sub-05,20260810
0.868050694864426,SCAD_POP,sub-05,20260810
0.8562237663007977,SCAD_WRONG,sub-05,20260810
0.9999999940662415,STANDARD,sub-05,20260810
0.7468629354244328,DET_MATCH,sub-05,20260811
0.7481948758827941,DET_POP,sub-05,20260811
0.745253889427226,DET_WRONG,sub-05,20260811
0.9999999940662415,RAW,sub-05,20260811
0.9419269207071672,SCAD_MATCH,sub-05,20260811
0.9547790505273428,SCAD_POP,sub-05,20260811
0.9519783419778982,SCAD_WRONG,sub-05,20260811
0.9999999940662415,STANDARD,sub-05,20260811
0.6499626719635017,DET_MATCH,sub-06,20260808
0.6453172789427846,DET_POP,sub-06,20260808
0.655306990815933,DET_WRONG,sub-06,20260808
0.7029189068669623,EEGDFUS_UNIFIED,sub-06,20260808
0.9999999991814876,RAW,sub-06,20260808
0.7384710243910892,SCAD_MATCH,sub-06,20260808
0.7390071389022106,SCAD_NO_RANK_MATCH,sub-06,20260808
0.7077730002005076,SCAD_POP,sub-06,20260808
1.1664112540819063,SCAD_V_MATCH,sub-06,20260808
0.7347332717074457,SCAD_WRONG,sub-06,20260808
0.9999999991814876,STANDARD,sub-06,20260808
0.6649353001653555,DET_MATCH,sub-06,20260810
0.6831541088625852,DET_POP,sub-06,20260810
0.6605972528805277,DET_WRONG,sub-06,20260810
0.9999999991814876,RAW,sub-06,20260810
0.6159121617055225,SCAD_MATCH,sub-06,20260810
0.6060680523905728,SCAD_POP,sub-06,20260810
0.5891533080371715,SCAD_WRONG,sub-06,20260810
0.9999999991814876,STANDARD,sub-06,20260810
0.5730431381530159,DET_MATCH,sub-06,20260811
0.570721569257683,DET_POP,sub-06,20260811
0.5606397704193742,DET_WRONG,sub-06,20260811
0.9999999991814876,RAW,sub-06,20260811
0.6655005458063128,SCAD_MATCH,sub-06,20260811
0.6593956226948999,SCAD_POP,sub-06,20260811
0.6119569387530367,SCAD_WRONG,sub-06,20260811
0.9999999991814876,STANDARD,sub-06,20260811
0.8244608585198419,DET_MATCH,sub-07,20260808
0.8202181590570795,DET_POP,sub-07,20260808
0.8175328353211151,DET_WRONG,sub-07,20260808
0.9111390300110866,EEGDFUS_UNIFIED,sub-07,20260808
1.0000000105758462,RAW,sub-07,20260808
0.9176370763911808,SCAD_MATCH,sub-07,20260808
0.9178268946070929,SCAD_NO_RANK_MATCH,sub-07,20260808
0.9143305469104673,SCAD_POP,sub-07,20260808
1.6759242684885773,SCAD_V_MATCH,sub-07,20260808
0.9207349638963427,SCAD_WRONG,sub-07,20260808
1.0000000105758462,STANDARD,sub-07,20260808
0.8415860175786016,DET_MATCH,sub-07,20260810
0.8443878154344739,DET_POP,sub-07,20260810
0.843097347248803,DET_WRONG,sub-07,20260810
1.0000000105758462,RAW,sub-07,20260810
0.8587288396764905,SCAD_MATCH,sub-07,20260810
0.8738045336725496,SCAD_POP,sub-07,20260810
0.8802522382218879,SCAD_WRONG,sub-07,20260810
1.0000000105758462,STANDARD,sub-07,20260810
0.786494382149961,DET_MATCH,sub-07,20260811
0.795391060014731,DET_POP,sub-07,20260811
0.7918835815942662,DET_WRONG,sub-07,20260811
1.0000000105758462,RAW,sub-07,20260811
0.9288917053239096,SCAD_MATCH,sub-07,20260811
0.9347359390511119,SCAD_POP,sub-07,20260811
0.9263106719231968,SCAD_WRONG,sub-07,20260811
1.0000000105758462,STANDARD,sub-07,20260811
0.9866282569857241,DET_MATCH,sub-09,20260808
0.9899082129210512,DET_POP,sub-09,20260808
0.9890344406583912,DET_WRONG,sub-09,20260808
0.9901121080148965,EEGDFUS_UNIFIED,sub-09,20260808
1.0000000016041353,RAW,sub-09,20260808
1.024671097405437,SCAD_MATCH,sub-09,20260808
1.0238471563563871,SCAD_NO_RANK_MATCH,sub-09,20260808
1.057882522617514,SCAD_POP,sub-09,20260808
1.2846743584773261,SCAD_V_MATCH,sub-09,20260808
1.029549430453556,SCAD_WRONG,sub-09,20260808
1.0000000016041353,STANDARD,sub-09,20260808
0.9829119857811641,DET_MATCH,sub-09,20260810
0.9911976680411171,DET_POP,sub-09,20260810
0.9840090737463552,DET_WRONG,sub-09,20260810
1.0000000016041353,RAW,sub-09,20260810
0.9902865936260267,SCAD_MATCH,sub-09,20260810
1.0004832824459053,SCAD_POP,sub-09,20260810
0.991309034983929,SCAD_WRONG,sub-09,20260810
1.0000000016041353,STANDARD,sub-09,20260810
0.9897664626804973,DET_MATCH,sub-09,20260811
0.988948635176908,DET_POP,sub-09,20260811
0.9862949315813203,DET_WRONG,sub-09,20260811
1.0000000016041353,RAW,sub-09,20260811
1.0042185558001886,SCAD_MATCH,sub-09,20260811
1.0064041800142356,SCAD_POP,sub-09,20260811
1.0009568375916937,SCAD_WRONG,sub-09,20260811
1.0000000016041353,STANDARD,sub-09,20260811
0.9691780254507909,DET_MATCH,sub-11,20260808
0.9750550111689669,DET_POP,sub-11,20260808
0.974774674818921,DET_WRONG,sub-11,20260808
0.9624570598425006,EEGDFUS_UNIFIED,sub-11,20260808
1.0000000021887336,RAW,sub-11,20260808
0.9497579462933616,SCAD_MATCH,sub-11,20260808
0.9505571282982945,SCAD_NO_RANK_MATCH,sub-11,20260808
0.9499690369099654,SCAD_POP,sub-11,20260808
1.6617781061123065,SCAD_V_MATCH,sub-11,20260808
0.9851991048881246,SCAD_WRONG,sub-11,20260808
1.0000000021887336,STANDARD,sub-11,20260808
0.9809313592430368,DET_MATCH,sub-11,20260810
0.9788482235173683,DET_POP,sub-11,20260810
0.972051296748081,DET_WRONG,sub-11,20260810
1.0000000021887336,RAW,sub-11,20260810
1.0800480615644517,SCAD_MATCH,sub-11,20260810
1.0476252309061764,SCAD_POP,sub-11,20260810
1.0958404602761975,SCAD_WRONG,sub-11,20260810
1.0000000021887336,STANDARD,sub-11,20260810
1.0068732967884686,DET_MATCH,sub-11,20260811
1.0082414946010547,DET_POP,sub-11,20260811
1.0213623540633745,DET_WRONG,sub-11,20260811
1.0000000021887336,RAW,sub-11,20260811
1.3932728443745077,SCAD_MATCH,sub-11,20260811
1.3938201407124484,SCAD_POP,sub-11,20260811
1.3871982465826886,SCAD_WRONG,sub-11,20260811
1.0000000021887336,STANDARD,sub-11,20260811
0.7891216193652899,DET_MATCH,sub-12,20260808
0.7778935002732501,DET_POP,sub-12,20260808
0.7753409982166577,DET_WRONG,sub-12,20260808
0.8074198907408692,EEGDFUS_UNIFIED,sub-12,20260808
1.0000000050322897,RAW,sub-12,20260808
0.7983979422111924,SCAD_MATCH,sub-12,20260808
0.7980534626138491,SCAD_NO_RANK_MATCH,sub-12,20260808
0.7836131701947184,SCAD_POP,sub-12,20260808
1.1361533941765913,SCAD_V_MATCH,sub-12,20260808
0.7874078848512109,SCAD_WRONG,sub-12,20260808
1.0000000050322897,STANDARD,sub-12,20260808
0.7975488281650596,DET_MATCH,sub-12,20260810
0.7805234213259866,DET_POP,sub-12,20260810
0.7765456990191235,DET_WRONG,sub-12,20260810
1.0000000050322897,RAW,sub-12,20260810
0.7900050640759889,SCAD_MATCH,sub-12,20260810
0.7769843704692259,SCAD_POP,sub-12,20260810
0.7810440911506782,SCAD_WRONG,sub-12,20260810
1.0000000050322897,STANDARD,sub-12,20260810
0.772529579819782,DET_MATCH,sub-12,20260811
0.7532636677768587,DET_POP,sub-12,20260811
0.7558663196560368,DET_WRONG,sub-12,20260811
1.0000000050322897,RAW,sub-12,20260811
0.7923374991343198,SCAD_MATCH,sub-12,20260811
0.7965058432962083,SCAD_POP,sub-12,20260811
0.7858969731340564,SCAD_WRONG,sub-12,20260811
1.0000000050322897,STANDARD,sub-12,20260811
0.6747306663552859,DET_MATCH,sub-14,20260808
0.6926903296572333,DET_POP,sub-14,20260808
0.6648965200144851,DET_WRONG,sub-14,20260808
0.7725972459680961,EEGDFUS_UNIFIED,sub-14,20260808
0.9999999988191695,RAW,sub-14,20260808
0.7294496142795779,SCAD_MATCH,sub-14,20260808
0.7316693297818295,SCAD_NO_RANK_MATCH,sub-14,20260808
0.6978321481112764,SCAD_POP,sub-14,20260808
0.9595903148227094,SCAD_V_MATCH,sub-14,20260808
0.6838532308476502,SCAD_WRONG,sub-14,20260808
0.9999999988191695,STANDARD,sub-14,20260808
0.7896482182417774,DET_MATCH,sub-14,20260810
0.7844563087422742,DET_POP,sub-14,20260810
0.7692260580204775,DET_WRONG,sub-14,20260810
0.9999999988191695,RAW,sub-14,20260810
0.7012228440728039,SCAD_MATCH,sub-14,20260810
0.6943901071192188,SCAD_POP,sub-14,20260810
0.7088331916646984,SCAD_WRONG,sub-14,20260810
0.9999999988191695,STANDARD,sub-14,20260810
0.7144095272021974,DET_MATCH,sub-14,20260811
0.7092412601092382,DET_POP,sub-14,20260811
0.7010128520574274,DET_WRONG,sub-14,20260811
0.9999999988191695,RAW,sub-14,20260811
0.7387055281970416,SCAD_MATCH,sub-14,20260811
0.7697802346699567,SCAD_POP,sub-14,20260811
0.7241417954348657,SCAD_WRONG,sub-14,20260811
0.9999999988191695,STANDARD,sub-14,20260811
0.9074314462557578,DET_MATCH,sub-15,20260808
0.9092317670890934,DET_POP,sub-15,20260808
0.9170655425081347,DET_WRONG,sub-15,20260808
1.0024659813183259,EEGDFUS_UNIFIED,sub-15,20260808
1.000000002139601,RAW,sub-15,20260808
0.9711417212174855,SCAD_MATCH,sub-15,20260808
0.9697284413337515,SCAD_NO_RANK_MATCH,sub-15,20260808
0.9748106008951443,SCAD_POP,sub-15,20260808
2.099089064248062,SCAD_V_MATCH,sub-15,20260808
0.9753166529240933,SCAD_WRONG,sub-15,20260808
1.000000002139601,STANDARD,sub-15,20260808
0.9409831590965189,DET_MATCH,sub-15,20260810
0.9434129406661012,DET_POP,sub-15,20260810
0.9475212796966923,DET_WRONG,sub-15,20260810
1.000000002139601,RAW,sub-15,20260810
1.01016438247522,SCAD_MATCH,sub-15,20260810
1.0104121799546428,SCAD_POP,sub-15,20260810
1.0138372948065013,SCAD_WRONG,sub-15,20260810
1.000000002139601,STANDARD,sub-15,20260810
0.9363542763006152,DET_MATCH,sub-15,20260811
0.9495137554996296,DET_POP,sub-15,20260811
0.9448353187982037,DET_WRONG,sub-15,20260811
1.000000002139601,RAW,sub-15,20260811
1.0001662843807908,SCAD_MATCH,sub-15,20260811
1.0075147300221012,SCAD_POP,sub-15,20260811
1.001176002747118,SCAD_WRONG,sub-15,20260811
1.000000002139601,STANDARD,sub-15,20260811
0.8911917069781912,DET_MATCH,sub-17,20260808
0.8878840652766995,DET_POP,sub-17,20260808
