artifact_attenuation_db,covariance_distortion,eeg_eog_coherence_reduction,erp_proxy,frontal_residual_topography,heldout_eog_remaining_ratio,method,observation_change_ratio,output_input_rms_ratio,panel,participant,preservation,psd_distortion,seed,ssvep_proxy
0.8448121406949346,0.11383570128851023,0.11086609710469776,0.8893614175408884,57.739861327780645,0.9287169602210894,DET_MATCH,0.14288210861693537,0.9338137538097959,natural,sub-02,0.8893614175408884,0.20778195607507088,20260808,0.8893614175408884
0.8563303598561315,0.11210798211060403,0.1111132473020274,0.8901645865404291,57.61505033317238,0.9272764017628019,DET_POP,0.14283716727169657,0.9342714962067762,natural,sub-02,0.8901645865404291,0.20965557461245393,20260808,0.8901645865404291
0.906838872015415,0.11583192633770006,0.11562124105089673,0.8889919800146037,57.0077497826969,0.9243093283262382,DET_WRONG,0.14707890775929008,0.931674178797111,natural,sub-02,0.8889919800146037,0.2169202939266908,20260808,0.8889919800146037
0.251782975706448,0.07772078352703166,0.07539557728173121,0.8833292394337198,61.829731413816525,0.9947809473777284,EEGDFUS_UNIFIED,0.15110742175701783,0.9647217000263206,natural,sub-02,0.8833292394337198,0.17959587150363865,20260808,0.8833292394337198
6.792465761584808e-08,0.0,0.0,1.0,70.40889079673501,0.9999999921798856,RAW,0.0,1.0,natural,sub-02,1.0,0.0,20260808,1.0
0.2636642057386072,0.07486966704276418,0.0679689697933464,0.90189059917872,62.74567318511877,0.9894053995720962,SCAD_MATCH,0.12840751079282658,0.9646748817298305,natural,sub-02,0.90189059917872,0.17830849577941288,20260808,0.90189059917872
0.2623221765847451,0.07559531753254026,0.06883965789949578,0.9013600356645635,62.73415894824309,0.9898353046169472,SCAD_NO_RANK_MATCH,0.12970418475069992,0.9642119842731789,natural,sub-02,0.9013600356645635,0.17950647267496977,20260808,0.9013600356645635
0.21789288576628757,0.0761768924075447,0.06474818926348301,0.9016502937366927,63.37189480997107,0.9941792142318285,SCAD_POP,0.12495845590247011,0.9669844862410493,natural,sub-02,0.9016502937366927,0.17793390844097035,20260808,0.9016502937366927
-3.188391387691783,0.46635845814711485,0.08187193008870702,0.28441793962661166,77.62337437454218,1.689923779365119,SCAD_V_MATCH,0.5731962300708401,1.169911649504121,natural,sub-02,0.28441793962661166,0.9845900799997058,20260808,0.28441793962661166
0.22381703570252953,0.07770226041076653,0.06757268532379093,0.8981970735704714,62.902126021709236,0.9924695183124266,SCAD_WRONG,0.13073857465322694,0.9682456753394237,natural,sub-02,0.8981970735704714,0.17790135818355315,20260808,0.8981970735704714
6.792465761584808e-08,0.0,0.0,1.0,70.40889079673501,0.9999999921798856,STANDARD,0.0,1.0,natural,sub-02,1.0,0.0,20260808,1.0
0.7017990871599975,0.09491635351248498,0.10351572566917686,0.8825861962156061,57.47841714471882,0.9449151239571418,DET_MATCH,0.1510997620072236,0.9421705392957723,natural,sub-02,0.8825861962156061,0.20543876187624893,20260810,0.8825861962156061
0.6576852497107196,0.09033911444350202,0.09789779124192617,0.885791886865196,58.02649433259373,0.9480352292333045,DET_POP,0.14483754861567408,0.9445120338967083,natural,sub-02,0.885791886865196,0.19548695541647373,20260810,0.885791886865196
