combined_score,diffusion_loss,loss,one_step_loss,phase,step
,,0.9182061553001404,,anchor,1
,,0.18296772241592407,,anchor,250
,,1.1976165771484375,,anchor,500
,,0.18700389564037323,,anchor,750
,,0.12297071516513824,,anchor,1000
,,0.16484495997428894,,anchor,1250
,,0.12000357359647751,,anchor,1500
,,0.0354742705821991,,anchor,1750
,,0.07520196586847305,,anchor,2000
,,0.0646606981754303,,anchor,2250
,,0.05516552925109863,,anchor,2500
,,0.06177094578742981,,anchor,2750
,,0.03695152327418327,,anchor,3000
,,0.050979625433683395,,anchor,3250
,,0.049274373799562454,,anchor,3500
,,0.02036430314183235,,anchor,3750
,,0.02497250773012638,,anchor,4000
,,0.01295018382370472,,anchor,4250
,,0.019005101174116135,,anchor,4500
,,0.028064990416169167,,anchor,4750
,,0.015119808726012707,,anchor,5000
,,0.020298097282648087,,anchor,5250
,,0.01422184519469738,,anchor,5500
,,0.011339390650391579,,anchor,5750
,,0.014074769802391529,,anchor,6000
,,0.02764045260846615,,anchor,6250
,,0.026680437847971916,,anchor,6500
,,0.014136775396764278,,anchor,6750
,,0.009885476902127266,,anchor,7000
,,0.014587382785975933,,anchor,7250
,,0.013917626813054085,,anchor,7500
,,0.015042430721223354,,anchor,7750
,,0.009945152327418327,,anchor,8000
,,0.06020273640751839,,one_step,1
,,0.2705390453338623,,diffusion,1
,,0.013062702491879463,,one_step,250
,,0.1300080269575119,,diffusion,250
0.40968161821365356,0.14796945452690125,,0.2617121636867523,validation,250
,,0.009391628205776215,,one_step,500
,,0.11083714663982391,,diffusion,500
0.38238705694675446,0.12008614838123322,,0.26230090856552124,validation,500
,,0.008191384375095367,,one_step,750
,,0.060634516179561615,,diffusion,750
0.3672604113817215,0.10682131350040436,,0.26043909788131714,validation,750
,,0.020994195714592934,,one_step,1000
,,0.06113273650407791,,diffusion,1000
0.3576568737626076,0.09475786238908768,,0.2628990113735199,validation,1000
,,0.007185973692685366,,one_step,1250
,,0.044758595526218414,,diffusion,1250
0.3571798801422119,0.09048730134963989,,0.266692578792572,validation,1250
,,0.007333031855523586,,one_step,1500
,,0.03229134902358055,,diffusion,1500
0.35322895646095276,0.08816966414451599,,0.26505929231643677,validation,1500
,,0.007807794492691755,,one_step,1750
,,0.026919623836874962,,diffusion,1750
0.3463290333747864,0.08681982755661011,,0.25950920581817627,validation,1750
,,0.011628370732069016,,one_step,2000
,,0.028176922351121902,,diffusion,2000
0.34832625091075897,0.08349116146564484,,0.26483508944511414,validation,2000
,,0.00841706432402134,,one_step,2250
,,0.026436425745487213,,diffusion,2250
0.3478138744831085,0.08387550711631775,,0.26393836736679077,validation,2250
,,0.0061202216893434525,,one_step,2500
,,0.02213466912508011,,diffusion,2500
0.3450879156589508,0.08219420909881592,,0.2628937065601349,validation,2500
,,0.008687924593687057,,one_step,2750
,,0.013785364106297493,,diffusion,2750
0.34621603786945343,0.07976849377155304,,0.2664475440979004,validation,2750
,,0.003929238300770521,,one_step,3000
,,0.017366629093885422,,diffusion,3000
0.34652724117040634,0.08005251735448837,,0.26647472381591797,validation,3000
,,0.005106794647872448,,one_step,3250
,,0.019215883687138557,,diffusion,3250
0.340440034866333,0.07785943150520325,,0.26258060336112976,validation,3250
,,0.007737074512988329,,one_step,3500
,,0.01664801687002182,,diffusion,3500
0.34355001151561737,0.07629610598087311,,0.26725390553474426,validation,3500
,,0.0034594747703522444,,one_step,3750
,,0.015401607379317284,,diffusion,3750
0.34262439608573914,0.07703205943107605,,0.2655923366546631,validation,3750
,,0.005546633154153824,,one_step,4000
,,0.017459625378251076,,diffusion,4000
0.34153394401073456,0.07708020508289337,,0.2644537389278412,validation,4000
,,0.0036902381107211113,,one_step,4250
,,0.013093960471451283,,diffusion,4250
0.34098564088344574,0.0753290206193924,,0.26565662026405334,validation,4250
,,0.002841291483491659,,one_step,4500
,,0.011645027436316013,,diffusion,4500
0.33967725187540054,0.07377026230096817,,0.2659069895744324,validation,4500
,,0.002485335571691394,,one_step,4750
,,0.010708709247410297,,diffusion,4750
0.33580710738897324,0.07224526256322861,,0.26356184482574463,validation,4750
,,0.0028730202466249466,,one_step,5000
,,0.013307025656104088,,diffusion,5000
0.33551353216171265,0.07192802429199219,,0.26358550786972046,validation,5000
,,0.0029899603687226772,,one_step,5250
,,0.010184574872255325,,diffusion,5250
0.3340911418199539,0.06873871386051178,,0.26535242795944214,validation,5250
,,0.0030224218498915434,,one_step,5500
,,0.011057883501052856,,diffusion,5500
0.33505091816186905,0.06975094228982925,,0.2652999758720398,validation,5500
,,0.0029620202258229256,,one_step,5750
,,0.00926188938319683,,diffusion,5750
0.3350663334131241,0.06995771825313568,,0.2651086151599884,validation,5750
,,0.00209173490293324,,one_step,6000
,,0.01036454364657402,,diffusion,6000
0.33356036245822906,0.06759406626224518,,0.2659662961959839,validation,6000
,,0.003406062489375472,,one_step,6250
,,0.011228206567466259,,diffusion,6250
0.3321607857942581,0.06691618263721466,,0.26524460315704346,validation,6250
,,0.0022589205764234066,,one_step,6500
,,0.008858869783580303,,diffusion,6500
0.3316465839743614,0.06518559902906418,,0.26646098494529724,validation,6500
,,0.0023476199712604284,,one_step,6750
,,0.009980212897062302,,diffusion,6750
0.32887783646583557,0.06472530961036682,,0.26415252685546875,validation,6750
,,0.0018496826523914933,,one_step,7000
,,0.00918029248714447,,diffusion,7000
0.33013758808374405,0.0650782361626625,,0.26505935192108154,validation,7000
,,0.003042779164388776,,one_step,7250
,,0.011430380865931511,,diffusion,7250
0.33022787421941757,0.06467606872320175,,0.2655518054962158,validation,7250
,,0.0011759258341044188,,one_step,7500
,,0.007251507602632046,,diffusion,7500
0.330767959356308,0.06491050124168396,,0.265857458114624,validation,7500
,,0.0031838619615882635,,one_step,7750
,,0.010221637785434723,,diffusion,7750
0.3274214565753937,0.06388154625892639,,0.2635399103164673,validation,7750
,,0.001332229352556169,,one_step,8000
,,0.006741950288414955,,diffusion,8000
0.3307344987988472,0.0667215958237648,,0.2640129029750824,validation,8000
,,0.001378724118694663,,one_step,8250
,,0.007844561710953712,,diffusion,8250
0.32967206090688705,0.06524153798818588,,0.26443052291870117,validation,8250
,,0.001995145808905363,,one_step,8500
,,0.009794065728783607,,diffusion,8500
0.3282995671033859,0.0637778788805008,,0.26452168822288513,validation,8500
,,0.0036351801827549934,,one_step,8750
,,0.012031857855618,,diffusion,8750
0.3273375481367111,0.062920942902565,,0.2644166052341461,validation,8750
,,0.0022915576118975878,,one_step,9000
,,0.010837811976671219,,diffusion,9000
0.32644521817564964,0.06215762719511986,,0.2642875909805298,validation,9000
,,0.0030066026374697685,,one_step,9250
,,0.007564571686089039,,diffusion,9250
0.32801689207553864,0.06355540454387665,,0.264461487531662,validation,9250
,,0.001042781164869666,,one_step,9500
,,0.006851420737802982,,diffusion,9500
0.3269590362906456,0.06319176405668259,,0.263767272233963,validation,9500
,,0.0013202233240008354,,one_step,9750
