protocol,subjects,match_wrong_mean,match_wrong_median,match_wrong_positive,match_pop_mean,match_pop_median,match_pop_positive
same_session_T,9,0.09679555757211347,0.0729834266947631,5,-0.09986989531919502,-0.1513998221534818,4
same_session_E,9,0.089434925529221,0.0009603216400674297,5,-0.0017131751856588205,-0.08387355730554935,4
cross_session,9,0.08921888100081497,0.03220834903700609,5,-0.09015358073236299,-0.18533361790033565,3
