heldout_subject,protocol,ridge,match_distance,pop_distance,mean_wrong_distance,shuffled_distance,match_minus_pop_utility,match_minus_wrong_utility,match_minus_shuffled_utility,support_half_stability,frequency_magnitude_match,cosine_match,wrong_donors,query_operator_evaluator_only
1,same_session_T,1.0,1.0783599505154746,0.43905762612235844,0.6543351270418934,1.4827804007601948,-0.6393023243931162,-0.42402482347358117,0.4044204502447202,0.6291916576281574,1.0759044373363909,0.045183992302876064,8,1
1,same_session_E,1.0,1.4297107256020236,0.7457162562826095,0.831559642803702,1.7566984100377858,-0.6839944693194141,-0.5981510827983216,0.3269876844357622,0.5501805551965114,1.4257641986020868,0.04385518982821768,8,1
1,cross_session,1.0,1.2360477776688081,0.502795713033108,0.7144391560677497,1.5871511047798827,-0.7332520646357001,-0.5216086216010585,0.3511033271110746,0.6291916576281574,1.2317948054336894,0.04316912375801396,8,1
2,same_session_T,1.0,0.33617163522098964,0.38019274752047233,0.6140958228850539,0.7638900229019893,0.04402111229948269,0.2779241876640643,0.4277183876809996,0.5737528599354546,0.331572393080811,0.04155965271662243,8,1
2,same_session_E,1.0,0.8493022339981455,0.7654286766925962,0.850262555638213,1.0724018214422748,-0.08387355730554935,0.0009603216400674297,0.22309958744412928,0.6762305793333163,0.8152779389802663,0.0676236165877322,8,1
2,cross_session,1.0,0.48222206342522744,0.5804829442727488,0.7679250673956302,0.7314962565403541,0.09826088084752138,0.2857030039704027,0.24927419311512666,0.5737528599354546,0.46401887487916943,0.030884191974145936,8,1
3,same_session_T,0.1,0.4088877815870731,0.5244980633254346,0.6858592352941004,1.0086494901274035,0.11561028173836146,0.2769714537070273,0.5997617085403304,0.553809538996873,0.3878506427545399,0.08512379130355563,8,1
3,same_session_E,0.1,0.41076301643323215,0.9915241151487794,1.0813123650570864,1.1907851329750043,0.5807610987155472,0.6705493486238543,0.7800221165417722,0.7378739069221685,0.3872566358288263,0.03388111128425586,8,1
3,cross_session,0.1,0.26813477073557723,0.9847066077063571,1.0982664761594967,1.028120522751091,0.7165718369707799,0.8301317054239195,0.7599857520155138,0.553809538996873,0.26030688581187983,0.01679073275242482,8,1
4,same_session_T,1.0,0.6936822105449653,0.4926266041078139,0.6157653937523548,1.1814375822051977,-0.20105560643715137,-0.07791681679261042,0.4877553716602324,0.4159594576223146,0.6714073948408411,0.2355762624479555,8,1
4,same_session_E,1.0,0.6402999932516884,0.39488179080947927,0.5253046111885732,1.0524040354838646,-0.24541820244220913,-0.11499538206311521,0.4121040422321762,0.678749711778,0.6267517334682364,0.06760496505022462,8,1
4,cross_session,1.0,0.6104725142119628,0.3645277242978683,0.4925177626776328,1.112800453613739,-0.24594478991409452,-0.11795475153433,0.5023279394017762,0.4159594576223146,0.5892488280805372,0.20750421426514742,8,1
5,same_session_T,1.0,0.730279728963772,0.23560049176127631,0.47289916131521104,1.076819771808208,-0.49467923720249574,-0.257380567648561,0.34654004284443596,0.4983125573766694,0.7298538786840537,0.02712634825840965,8,1
5,same_session_E,1.0,0.8935009276672274,0.6323856667025562,0.7294901093625825,1.107775993646977,-0.2611152609646712,-0.16401081830464492,0.21427506597974966,0.5648648215830319,0.8916896589114981,0.016192669644797153,8,1
5,cross_session,1.0,1.080320453661847,0.395807937180153,0.5994720982558865,1.300300257040249,-0.6845125164816939,-0.4808483554059604,0.21997980337840217,0.4983125573766694,1.0770952787141312,0.01579328924624923,8,1
6,same_session_T,1.0,0.47093339698849535,1.069388720917841,1.2328529979238163,0.6569459084075314,0.5984553239293456,0.761919600935321,0.18601251141903608,0.7039061374060651,0.45974543951684993,0.02168686874105319,8,1
6,same_session_E,1.0,0.5398392138999931,1.4421166282105014,1.5134908685244828,0.7182922453409635,0.9022774143105082,0.9736516546244897,0.17845303144097036,0.6558958326943776,0.5128301659020555,0.03762498090151223,8,1
6,cross_session,1.0,0.49969809393794884,1.1182249762727503,1.2801043400546648,0.6790366400311845,0.6185268823348015,0.7804062461167159,0.17933854609323563,0.7039061374060651,0.48911732278505243,0.022256577468604544,8,1
7,same_session_T,1.0,0.5483575217171899,0.29817869570154143,0.5287352653915391,1.0908654685100945,-0.25017882601564845,-0.019622256325650733,0.5425079467929046,0.5817647823603591,0.5419770173057462,0.034061440899729956,8,1
7,same_session_E,1.0,1.1532667039097333,0.6906206449257963,0.7855782907447817,1.3898868630189702,-0.46264605898393696,-0.3676884131649516,0.23662015910923695,0.6522033231615005,1.1176748322354593,0.10342496403378898,8,1
7,cross_session,1.0,0.8668911857588455,0.49754026042579386,0.690267163582726,1.2343381531636004,-0.36935092533305164,-0.1766240221761195,0.3674469674047549,0.5817647823603591,0.816722169561717,0.08507948197519122,8,1
8,same_session_T,1.0,0.5640993072529418,0.41269948509946,0.6370827339477049,1.000846527432676,-0.1513998221534818,0.0729834266947631,0.43674722017973433,0.6393685675107158,0.5481291069237464,0.035636163632207785,8,1
8,same_session_E,1.0,0.6384350651436191,0.6991758876938863,0.779871574189362,0.9963424395075942,0.06074082255026714,0.1414365090457429,0.357907374363975,0.5901878525390286,0.5775690640759341,0.07800623695050757,8,1
8,cross_session,1.0,0.6337537523462061,0.4484201344458705,0.6659621013832122,1.0225445320325828,-0.18533361790033565,0.03220834903700609,0.38879077968637665,0.6393685675107158,0.5994090697089168,0.053960688256797784,8,1
9,same_session_T,1.0,0.763419879156983,0.8431199195189315,1.0237256925452318,0.9670975835285287,0.07970004036194855,0.2603058133882489,0.20367770437154575,0.5153253740893312,0.759464875161473,0.05108085359381376,8,1
9,same_session_E,1.0,0.7247294392730171,0.902579076041546,0.9878916314328852,1.0068317820191606,0.17784963676852883,0.263162192159868,0.28210234274614343,0.5062123186184471,0.7244564525399935,0.09387332139023652,8,1
9,cross_session,1.0,0.6696087375528531,0.6432608250733594,0.841165112729612,0.9207584066125428,-0.02634791247949375,0.17155637517675892,0.2511496690596897,0.5153253740893312,0.6581768892626811,0.11315554756383173,8,1
