subject,protocol,k,beta_det,beta_score,rrmse,correlation,delta_snr,paired_spectral_utility,status
1,same_01,8,0.75,1.0,0.1596917062997818,0.9874509215889772,8.003512382507324,0.20977886021137238,mechanism_ceiling_not_deployable
1,same_01,8,1.0,0.0,0.15679846704006195,0.9878689178160742,8.162322998046875,0.2110508382320404,mechanism_ceiling_not_deployable
1,same_01,8,1.0,0.25,0.15795749425888062,0.9876742689570559,8.09835433959961,0.210084930062294,mechanism_ceiling_not_deployable
1,same_01,8,1.0,0.5,0.15941360592842102,0.9874420796112972,8.018651962280273,0.2090197652578354,mechanism_ceiling_not_deployable
1,same_01,8,1.0,0.75,0.1611587256193161,0.9871724254362899,7.9240827560424805,0.20783986151218414,mechanism_ceiling_not_deployable
1,same_01,8,1.0,1.0,0.16318358480930328,0.9868653950884413,7.815629959106445,0.2065770924091339,mechanism_ceiling_not_deployable
1,same_02,8,0.0,0.0,0.08344170451164246,0.9965532164617151,11.910518646240234,0.192368533462286,mechanism_ceiling_not_deployable
1,same_02,8,0.0,0.25,0.084700807929039,0.9964415895952909,11.78042984008789,0.1902056783437729,mechanism_ceiling_not_deployable
1,same_02,8,0.0,0.5,0.08752477169036865,0.9962111149946072,11.495561599731445,0.18698029965162277,mechanism_ceiling_not_deployable
1,same_02,8,0.0,0.75,0.0917692556977272,0.9958620312480894,11.084238052368164,0.1827775314450264,mechanism_ceiling_not_deployable
1,same_02,8,0.0,1.0,0.09724841266870499,0.9953947036900901,10.580531120300293,0.17777761071920395,mechanism_ceiling_not_deployable
1,same_02,8,0.25,0.0,0.08525226265192032,0.9963882801828053,11.724063873291016,0.19063586369156837,mechanism_ceiling_not_deployable
1,same_02,8,0.25,0.25,0.08626978099346161,0.996287034609496,11.621007919311523,0.1885346919298172,mechanism_ceiling_not_deployable
1,same_02,8,0.25,0.5,0.0888349637389183,0.9960663678875941,11.36650276184082,0.1853586658835411,mechanism_ceiling_not_deployable
1,same_02,8,0.25,0.75,0.09281958639621735,0.9957265092110814,10.98538875579834,0.1812780387699604,mechanism_ceiling_not_deployable
1,same_02,8,0.25,1.0,0.09805076569318771,0.9952678157582664,10.509161949157715,0.1763879582285881,mechanism_ceiling_not_deployable
1,same_02,8,0.5,0.0,0.08909256756305695,0.9960503517265523,11.341352462768555,0.18783310055732727,mechanism_ceiling_not_deployable
1,same_02,8,0.5,0.25,0.08986005932092667,0.9959596298499102,11.266847610473633,0.1857622228562832,mechanism_ceiling_not_deployable
1,same_02,8,0.5,0.5,0.09212395548820496,0.9957489721215426,11.05073070526123,0.1826605275273323,mechanism_ceiling_not_deployable
1,same_02,8,0.5,0.75,0.0957782194018364,0.9954185978618871,10.712846755981445,0.178696658462286,mechanism_ceiling_not_deployable
1,same_02,8,0.5,1.0,0.10067154467105865,0.9949688556647805,10.280047416687012,0.1740371584892273,mechanism_ceiling_not_deployable
1,same_02,8,0.75,0.0,0.09471605718135834,0.9955372517340341,10.809708595275879,0.18427536264061928,mechanism_ceiling_not_deployable
1,same_02,8,0.75,0.25,0.09524333477020264,0.9954571810184819,10.761489868164062,0.18226121366024017,mechanism_ceiling_not_deployable
1,same_02,8,0.75,0.5,0.09719107300043106,0.9952567200006385,10.585655212402344,0.17925290763378143,mechanism_ceiling_not_deployable
1,same_02,8,0.75,0.75,0.10047667473554611,0.9949360779014027,10.296876907348633,0.1753995195031166,mechanism_ceiling_not_deployable
1,same_02,8,0.75,1.0,0.10497463494539261,0.9944955941787625,9.916494369506836,0.17093972116708755,mechanism_ceiling_not_deployable
1,same_02,8,1.0,0.0,0.1018277257680893,0.9948470481089984,10.18086051940918,0.1801440678536892,mechanism_ceiling_not_deployable
1,same_02,8,1.0,0.25,0.10213650017976761,0.9947777403846596,10.154561996459961,0.17813368141651154,mechanism_ceiling_not_deployable
1,same_02,8,1.0,0.5,0.10377616435289383,0.9945876497577096,10.016229629516602,0.17523681372404099,mechanism_ceiling_not_deployable
1,same_02,8,1.0,0.75,0.10668537765741348,0.9942769749817274,9.776083946228027,0.17152539640665054,mechanism_ceiling_not_deployable
1,same_02,8,1.0,1.0,0.11076415330171585,0.9938460459213035,9.450197219848633,0.16725140810012817,mechanism_ceiling_not_deployable
1,same_03,8,0.0,0.0,0.12201979011297226,0.992563747034994,10.501384735107422,0.07469168677926064,mechanism_ceiling_not_deployable
1,same_03,8,0.0,0.25,0.12218736857175827,0.9925768469917134,10.489463806152344,0.07587110251188278,mechanism_ceiling_not_deployable
1,same_03,8,0.0,0.5,0.12344580143690109,0.9924837395263912,10.400463104248047,0.0765371322631836,mechanism_ceiling_not_deployable
1,same_03,8,0.0,0.75,0.12576235830783844,0.9922846704294466,10.23897647857666,0.0766805112361908,mechanism_ceiling_not_deployable
1,same_03,8,0.0,1.0,0.12908007204532623,0.9919799866257396,10.012805938720703,0.07622083276510239,mechanism_ceiling_not_deployable
1,same_03,8,0.25,0.0,0.11801759898662567,0.9930092163081409,10.791054725646973,0.07730432599782944,mechanism_ceiling_not_deployable
1,same_03,8,0.25,0.25,0.11765290796756744,0.9930711909496235,10.817936897277832,0.07854337990283966,mechanism_ceiling_not_deployable
1,same_03,8,0.25,0.5,0.11842486262321472,0.9930261891279132,10.76113224029541,0.07919691875576973,mechanism_ceiling_not_deployable
1,same_03,8,0.25,0.75,0.12031160295009613,0.9928744123004853,10.623838424682617,0.07925806567072868,mechanism_ceiling_not_deployable
1,same_03,8,0.25,1.0,0.12326192855834961,0.9926161645294092,10.413410186767578,0.07871023565530777,mechanism_ceiling_not_deployable
1,same_03,8,0.5,0.0,0.11654912680387497,0.9931650734541677,10.899809837341309,0.0790306068956852,mechanism_ceiling_not_deployable
1,same_03,8,0.5,0.25,0.11563251912593842,0.9932766227067706,10.968389511108398,0.0802748054265976,mechanism_ceiling_not_deployable
1,same_03,8,0.5,0.5,0.11587169021368027,0.9932805277022908,10.95044231414795,0.08090522140264511,mechanism_ceiling_not_deployable
1,same_03,8,0.5,0.75,0.11725958436727524,0.9931769438181358,10.847023010253906,0.08088004216551781,mechanism_ceiling_not_deployable
1,same_03,8,0.5,1.0,0.11975625157356262,0.9929661308168848,10.66402530670166,0.08015815168619156,mechanism_ceiling_not_deployable
1,same_03,8,0.75,0.0,0.117709219455719,0.993026304573132,10.813779830932617,0.07987403124570847,mechanism_ceiling_not_deployable
1,same_03,8,0.75,0.25,0.11625734716653824,0.9931880065851092,10.921582221984863,0.0811537392437458,mechanism_ceiling_not_deployable
1,same_03,8,0.75,0.5,0.11594941467046738,0.9932415016877698,10.944618225097656,0.08173179253935814,mechanism_ceiling_not_deployable
1,same_03,8,0.75,0.75,0.11679450422525406,0.9931868978716277,10.881542205810547,0.08158381283283234,mechanism_ceiling_not_deployable
1,same_03,8,0.75,1.0,0.11876798421144485,0.9930244088584637,10.736001968383789,0.08071897551417351,mechanism_ceiling_not_deployable
1,same_03,8,1.0,0.0,0.12142257392406464,0.9925886083859282,10.544000625610352,0.07994028553366661,mechanism_ceiling_not_deployable
1,same_03,8,1.0,0.25,0.11948589980602264,0.9928009137361787,10.683656692504883,0.08113901317119598,mechanism_ceiling_not_deployable
1,same_03,8,1.0,0.5,0.11865288019180298,0.9929045581122126,10.744423866271973,0.08164502307772636,mechanism_ceiling_not_deployable
1,same_03,8,1.0,0.75,0.11894671618938446,0.9928996009815213,10.722940444946289,0.0813748650252819,mechanism_ceiling_not_deployable
1,same_03,8,1.0,1.0,0.12035916745662689,0.9927862086010788,10.620407104492188,0.08033781126141548,mechanism_ceiling_not_deployable
1,same_01,32,0.0,0.0,0.14366556704044342,0.9899021498577766,8.922104835510254,0.22283638268709183,mechanism_ceiling_not_deployable
1,same_01,32,0.0,0.25,0.14496921002864838,0.9897101099929971,8.843643188476562,0.2217780351638794,mechanism_ceiling_not_deployable
1,same_01,32,0.0,0.5,0.14649450778961182,0.9894958057119604,8.752732276916504,0.22065673023462296,mechanism_ceiling_not_deployable
1,same_01,32,0.0,0.75,0.14823466539382935,0.9892592719560446,8.650163650512695,0.2194848284125328,mechanism_ceiling_not_deployable
1,same_01,32,0.0,1.0,0.15018217265605927,0.9890005479859423,8.536791801452637,0.21823804080486298,mechanism_ceiling_not_deployable
1,same_01,32,0.25,0.0,0.14643247425556183,0.9894819055679885,8.7564115524292,0.22022592276334763,mechanism_ceiling_not_deployable
1,same_01,32,0.25,0.25,0.14767694473266602,0.9892923404196658,8.682905197143555,0.21918227523565292,mechanism_ceiling_not_deployable
1,same_01,32,0.25,0.5,0.14914017915725708,0.9890804642457208,8.59726619720459,0.2180846631526947,mechanism_ceiling_not_deployable
1,same_01,32,0.25,0.75,0.15081579983234406,0.9888463115565481,8.500222206115723,0.21692706644535065,mechanism_ceiling_not_deployable
1,same_01,32,0.25,1.0,0.15269680321216583,0.9885899212766053,8.392560005187988,0.21570415794849396,mechanism_ceiling_not_deployable
1,same_01,32,0.5,0.0,0.14955829083919525,0.9890031565928867,8.572949409484863,0.2173805832862854,mechanism_ceiling_not_deployable
1,same_01,32,0.5,0.25,0.15074294805526733,0.9888161015521769,8.50441837310791,0.21637170016765594,mechanism_ceiling_not_deployable
1,same_01,32,0.5,0.5,0.1521429866552353,0.9886066927352217,8.42411994934082,0.2152998447418213,mechanism_ceiling_not_deployable
1,same_01,32,0.5,0.75,0.15375252068042755,0.988374964141885,8.332714080810547,0.21415871381759644,mechanism_ceiling_not_deployable
1,same_01,32,0.5,1.0,0.1555650681257248,0.9881209543084356,8.230916976928711,0.2129516452550888,mechanism_ceiling_not_deployable
1,same_01,32,0.75,0.0,0.15302105247974396,0.988465589038677,8.37413501739502,0.21431808173656464,mechanism_ceiling_not_deployable
1,same_01,32,0.75,0.25,0.15414583683013916,0.98828107841529,8.31052303314209,0.21333353221416473,mechanism_ceiling_not_deployable
1,same_01,32,0.75,0.5,0.15548226237297058,0.9880741750646168,8.235541343688965,0.2122846394777298,mechanism_ceiling_not_deployable
1,same_01,32,0.75,0.75,0.15702491998672485,0.987844912543743,8.149786949157715,0.2111695557832718,mechanism_ceiling_not_deployable
1,same_01,32,0.75,1.0,0.15876783430576324,0.9875933289409629,8.053909301757812,0.20999298989772797,mechanism_ceiling_not_deployable
1,same_01,32,1.0,0.0,0.15679846704006195,0.9878689178160742,8.162322998046875,0.2110508382320404,mechanism_ceiling_not_deployable
1,same_01,32,1.0,0.25,0.15786384046077728,0.9876869847661349,8.10350513458252,0.21008726954460144,mechanism_ceiling_not_deployable
1,same_01,32,1.0,0.5,0.1591368168592453,0.9874826238702442,8.033745765686035,0.2090616524219513,mechanism_ceiling_not_deployable
1,same_01,32,1.0,0.75,0.16061246395111084,0.9872558682837624,7.9535746574401855,0.20797064900398254,mechanism_ceiling_not_deployable
1,same_01,32,1.0,1.0,0.1622852385044098,0.9870067556890901,7.863579273223877,0.2068190574645996,mechanism_ceiling_not_deployable
1,same_02,32,0.0,0.0,0.08344170451164246,0.9965532164617151,11.910518646240234,0.192368533462286,mechanism_ceiling_not_deployable
1,same_02,32,0.0,0.25,0.08458150923252106,0.9964514729380097,11.792673110961914,0.19024867936968803,mechanism_ceiling_not_deployable
1,same_02,32,0.0,0.5,0.08692891150712967,0.9962615278473675,11.55489730834961,0.18721109628677368,mechanism_ceiling_not_deployable
1,same_02,32,0.0,0.75,0.09038989245891571,0.9959835225737697,11.215784072875977,0.18333468958735466,mechanism_ceiling_not_deployable
1,same_02,32,0.0,1.0,0.09484261274337769,0.9956176683607907,10.798111915588379,0.17872927337884903,mechanism_ceiling_not_deployable
1,same_02,32,0.25,0.0,0.08525226265192032,0.9963882801828053,11.724063873291016,0.19063586369156837,mechanism_ceiling_not_deployable
1,same_02,32,0.25,0.25,0.08619792014360428,0.9962932697929254,11.628246307373047,0.18860036879777908,mechanism_ceiling_not_deployable
1,same_02,32,0.25,0.5,0.08833633363246918,0.996109635290093,11.415393829345703,0.1856306791305542,mechanism_ceiling_not_deployable
1,same_02,32,0.25,0.75,0.0915839821100235,0.9958375136873431,11.101791381835938,0.181859340518713,mechanism_ceiling_not_deployable
1,same_02,32,0.25,1.0,0.09582816064357758,0.9954771124878473,10.708317756652832,0.17738455533981323,mechanism_ceiling_not_deployable
1,same_02,32,0.5,0.0,0.08909256756305695,0.9960503517265523,11.341352462768555,0.18783310055732727,mechanism_ceiling_not_deployable
1,same_02,32,0.5,0.25,0.08983451873064041,0.9959621785330963,11.269316673278809,0.18583398312330246,mechanism_ceiling_not_deployable
1,same_02,32,0.5,0.5,0.0917283371090889,0.9957850020898211,11.088111877441406,0.18291202932596207,mechanism_ceiling_not_deployable
1,same_02,32,0.5,0.75,0.09470495581626892,0.995518954738373,10.810728073120117,0.1792657971382141,mechanism_ceiling_not_deployable
1,same_02,32,0.5,1.0,0.09866640716791153,0.9951642400662497,10.454795837402344,0.1749752163887024,mechanism_ceiling_not_deployable
1,same_02,32,0.75,0.0,0.09471605718135834,0.9955372517340341,10.809708595275879,0.18427536264061928,mechanism_ceiling_not_deployable
1,same_02,32,0.75,0.25,0.09526021033525467,0.9954560102278025,10.759950637817383,0.1822986751794815,mechanism_ceiling_not_deployable
1,same_02,32,0.75,0.5,0.09689673781394958,0.9952854308702741,10.61199951171875,0.17945152521133423,mechanism_ceiling_not_deployable
1,same_02,32,0.75,0.75,0.09957177937030792,0.9950256412415514,10.375456809997559,0.17589864879846573,mechanism_ceiling_not_deployable
1,same_02,32,0.75,1.0,0.10320460796356201,0.9946768407253666,10.064200401306152,0.1717923805117607,mechanism_ceiling_not_deployable
1,same_02,32,1.0,0.0,0.1018277257680893,0.9948470481089984,10.18086051940918,0.1801440678536892,mechanism_ceiling_not_deployable
1,same_02,32,1.0,0.25,0.10219043493270874,0.9947728227453195,10.14997673034668,0.1781814768910408,mechanism_ceiling_not_deployable
1,same_02,32,1.0,0.5,0.1035759299993515,0.9946089706153518,10.033004760742188,0.17542442679405212,mechanism_ceiling_not_deployable
1,same_02,32,1.0,0.75,0.10594411939382553,0.9943556143236457,9.836644172668457,0.17199533432722092,mechanism_ceiling_not_deployable
1,same_02,32,1.0,1.0,0.10923108458518982,0.9940129489012418,9.571256637573242,0.16799429804086685,mechanism_ceiling_not_deployable
1,same_03,32,0.0,0.0,0.12201979011297226,0.992563747034994,10.501384735107422,0.07469168677926064,mechanism_ceiling_not_deployable
1,same_03,32,0.0,0.25,0.12190668284893036,0.9926085164819984,10.509439468383789,0.0759885311126709,mechanism_ceiling_not_deployable
1,same_03,32,0.0,0.5,0.12255380302667618,0.9925870368511547,10.46345329284668,0.07691270112991333,mechanism_ceiling_not_deployable
1,same_03,32,0.0,0.75,0.12394925951957703,0.9924993618790191,10.365110397338867,0.07746296748518944,mechanism_ceiling_not_deployable
1,same_03,32,0.0,1.0,0.12606818974018097,0.992345585042572,10.217880249023438,0.07760890200734138,mechanism_ceiling_not_deployable
1,same_03,32,0.25,0.0,0.11801759898662567,0.9930092163081409,10.791054725646973,0.07730432599782944,mechanism_ceiling_not_deployable
1,same_03,32,0.25,0.25,0.11733829230070114,0.9931064531735189,10.841194152832031,0.07865667343139648,mechanism_ceiling_not_deployable
1,same_03,32,0.25,0.5,0.11744863539934158,0.9931369836298719,10.833029747009277,0.07961083948612213,mechanism_ceiling_not_deployable
1,same_03,32,0.25,0.75,0.1183464303612709,0.9931008305018993,10.766886711120605,0.08012263104319572,mechanism_ceiling_not_deployable
1,same_03,32,0.25,1.0,0.12001398950815201,0.9929980569083993,10.645352363586426,0.08017776161432266,mechanism_ceiling_not_deployable
1,same_03,32,0.5,0.0,0.11654912680387497,0.9931650734541677,10.899809837341309,0.0790306068956852,mechanism_ceiling_not_deployable
1,same_03,32,0.5,0.25,0.11528889834880829,0.9933154076638488,10.994239807128906,0.08039312064647675,mechanism_ceiling_not_deployable
1,same_03,32,0.5,0.5,0.11482659727334976,0.9933986493548966,11.029139518737793,0.08133399114012718,mechanism_ceiling_not_deployable
1,same_03,32,0.5,0.75,0.11517184227705002,0.9934147896059512,11.003064155578613,0.08177746459841728,mechanism_ceiling_not_deployable
1,same_03,32,0.5,1.0,0.11631743609905243,0.99336386028946,10.917093276977539,0.08174552023410797,mechanism_ceiling_not_deployable
1,same_03,32,0.75,0.0,0.117709219455719,0.993026304573132,10.813779830932617,0.07987403124570847,mechanism_ceiling_not_deployable
1,same_03,32,0.75,0.25,0.1158922016620636,0.9932302327789156,10.948905944824219,0.0812728963792324,mechanism_ceiling_not_deployable
1,same_03,32,0.75,0.5,0.11485787481069565,0.9933667562519655,11.026773452758789,0.08217078074812889,mechanism_ceiling_not_deployable
1,same_03,32,0.75,0.75,0.1146274283528328,0.9934358335233261,11.044218063354492,0.0825517326593399,mechanism_ceiling_not_deployable
1,same_03,32,0.75,1.0,0.11520569026470184,0.9934374643681176,11.000511169433594,0.08241445943713188,mechanism_ceiling_not_deployable
1,same_03,32,1.0,0.0,0.12142257392406464,0.9925886083859282,10.544000625610352,0.07994028553366661,mechanism_ceiling_not_deployable
1,same_03,32,1.0,0.25,0.11910790950059891,0.9928464884045011,10.711177825927734,0.08128222078084946,mechanism_ceiling_not_deployable
1,same_03,32,1.0,0.5,0.11754034459590912,0.9930367273763935,10.826250076293945,0.08211265131831169,mechanism_ceiling_not_deployable
1,same_03,32,1.0,0.75,0.11674999445676804,0.9931592509369909,10.884852409362793,0.08240281045436859,mechanism_ceiling_not_deployable
1,same_03,32,1.0,1.0,0.11675262451171875,0.9932140261159049,10.88465690612793,0.08211810514330864,mechanism_ceiling_not_deployable
2,same_01,8,0.0,0.0,0.04006554186344147,0.9991984906320903,20.94345474243164,0.17087555304169655,mechanism_ceiling_not_deployable
2,same_01,8,0.0,0.25,0.039936233311891556,0.9992149871605358,20.97153091430664,0.17094561457633972,mechanism_ceiling_not_deployable
2,same_01,8,0.0,0.5,0.0431535542011261,0.9991436999809692,20.298542022705078,0.16994135826826096,mechanism_ceiling_not_deployable
2,same_01,8,0.0,0.75,0.04906350001692772,0.998984999047746,19.183704376220703,0.16805915534496307,mechanism_ceiling_not_deployable
2,same_01,8,0.0,1.0,0.056832168251276016,0.9987393215484944,17.90699005126953,0.16539502516388893,mechanism_ceiling_not_deployable
2,same_01,8,0.25,0.0,0.04797711223363876,0.9989748318964639,19.378192901611328,0.1699507273733616,mechanism_ceiling_not_deployable
2,same_01,8,0.25,0.25,0.04498128965497017,0.9990370083974083,19.938236236572266,0.1703992374241352,mechanism_ceiling_not_deployable
2,same_01,8,0.25,0.5,0.044972214847803116,0.9990099225035889,19.93998908996582,0.16983932256698608,mechanism_ceiling_not_deployable
2,same_01,8,0.25,0.75,0.0479515939950943,0.9988939174193614,19.3828125,0.1683872826397419,mechanism_ceiling_not_deployable
2,same_01,8,0.25,1.0,0.053421735763549805,0.9986894061535574,18.444515228271484,0.1661006510257721,mechanism_ceiling_not_deployable
2,same_01,8,0.5,0.0,0.06813777983188629,0.9981074707113436,16.33111572265625,0.16509037092328072,mechanism_ceiling_not_deployable
2,same_01,8,0.5,0.25,0.06400099396705627,0.9982173204104078,16.875139236450195,0.16582292318344116,mechanism_ceiling_not_deployable
2,same_01,8,0.5,0.5,0.061864111572504044,0.9982365772041614,17.17009925842285,0.1655690334737301,mechanism_ceiling_not_deployable
2,same_01,8,0.5,0.75,0.061934489756822586,0.9981655541874155,17.16022300720215,0.16439177840948105,mechanism_ceiling_not_deployable
2,same_01,8,0.5,1.0,0.0642048716545105,0.9980046367412753,16.847517013549805,0.16242815181612968,mechanism_ceiling_not_deployable
2,same_01,8,0.75,0.0,0.09288761764764786,0.9965699882425052,13.639718055725098,0.15810392051935196,mechanism_ceiling_not_deployable
2,same_01,8,0.75,0.25,0.08839306980371475,0.9967293103570924,14.070509910583496,0.15901806205511093,mechanism_ceiling_not_deployable
2,same_01,8,0.75,0.5,0.08530084043741226,0.9967968731072786,14.379807472229004,0.15901124849915504,mechanism_ceiling_not_deployable
2,same_01,8,0.75,0.75,0.08376637101173401,0.996772956435423,14.537481307983398,0.15812158957123756,mechanism_ceiling_not_deployable
2,same_01,8,0.75,1.0,0.08387518674135208,0.9966579146357869,14.526205062866211,0.15645014122128487,mechanism_ceiling_not_deployable
2,same_01,8,1.0,0.0,0.11940626800060272,0.9943388810495964,11.458332061767578,0.14990684762597084,mechanism_ceiling_not_deployable
2,same_01,8,1.0,0.25,0.11478215456008911,0.9945492469242044,11.801386833190918,0.15083285048604012,mechanism_ceiling_not_deployable
2,same_01,8,1.0,0.5,0.11121915280818939,0.9946668662127774,12.07528305053711,0.15096598863601685,mechanism_ceiling_not_deployable
2,same_01,8,1.0,0.75,0.10882152616977692,0.9946919826608774,12.264577865600586,0.15028132498264313,mechanism_ceiling_not_deployable
2,same_01,8,1.0,1.0,0.10766720026731491,0.9946249163901798,12.357206344604492,0.14898037910461426,mechanism_ceiling_not_deployable
2,same_02,8,0.0,0.0,0.0265580452978611,0.9996475812189902,23.25052261352539,0.22483055386692286,mechanism_ceiling_not_deployable
2,same_02,8,0.0,0.25,0.030560478568077087,0.9995651773031712,22.03124237060547,0.22316961735486984,mechanism_ceiling_not_deployable
2,same_02,8,0.0,0.5,0.03800772875547409,0.9993932703360952,20.137006759643555,0.21970887668430805,mechanism_ceiling_not_deployable
2,same_02,8,0.0,0.75,0.04729972407221794,0.9991322056506556,18.237272262573242,0.2153636198490858,mechanism_ceiling_not_deployable
2,same_02,8,0.0,1.0,0.05754972621798515,0.998782398960582,16.533580780029297,0.21061934903264046,mechanism_ceiling_not_deployable
2,same_02,8,0.25,0.0,0.040791600942611694,0.9992494320506804,19.52303123474121,0.2200286164879799,mechanism_ceiling_not_deployable
2,same_02,8,0.25,0.25,0.040116965770721436,0.9992198490414885,19.667882919311523,0.2194921988993883,mechanism_ceiling_not_deployable
2,same_02,8,0.25,0.5,0.042858123779296875,0.999099437459744,19.093782424926758,0.21721598878502846,mechanism_ceiling_not_deployable
2,same_02,8,0.25,0.75,0.048438601195812225,0.9988885071432673,18.03061294555664,0.21387976221740246,mechanism_ceiling_not_deployable
2,same_02,8,0.25,1.0,0.05601615086197853,0.9985874406965324,16.76818084716797,0.2098613679409027,mechanism_ceiling_not_deployable
2,same_02,8,0.5,0.0,0.06606654077768326,0.9981477765222522,15.334814071655273,0.2117739301174879,mechanism_ceiling_not_deployable
2,same_02,8,0.5,0.25,0.06345870345830917,0.9981729466726972,15.684621810913086,0.2117819469422102,mechanism_ceiling_not_deployable
2,same_02,8,0.5,0.5,0.06301791220903397,0.9981061426578105,15.74516487121582,0.21054804511368275,mechanism_ceiling_not_deployable
2,same_02,8,0.5,0.75,0.06478842347860336,0.9979476354408503,15.504497528076172,0.20826908014714718,mechanism_ceiling_not_deployable
2,same_02,8,0.5,1.0,0.06859922409057617,0.9976977709575645,15.008060455322266,0.20518291741609573,mechanism_ceiling_not_deployable
2,same_02,8,0.75,0.0,0.0938500240445137,0.9963186403431556,12.285757064819336,0.2025739662349224,mechanism_ceiling_not_deployable
2,same_02,8,0.75,0.25,0.0904812142252922,0.9964002121919481,12.603277206420898,0.20284375920891762,mechanism_ceiling_not_deployable
2,same_02,8,0.75,0.5,0.08858839422464371,0.9963888599675658,12.786908149719238,0.2021583802998066,mechanism_ceiling_not_deployable
2,same_02,8,0.75,0.75,0.08826658129692078,0.9962848126100742,12.81851863861084,0.2006210722029209,mechanism_ceiling_not_deployable
2,same_02,8,0.75,1.0,0.08953270316123962,0.9960883759264885,12.69481086730957,0.19836648553609848,mechanism_ceiling_not_deployable
2,same_02,8,1.0,0.0,0.122446209192276,0.9937419312239834,9.97553825378418,0.19297268986701965,mechanism_ceiling_not_deployable
2,same_02,8,1.0,0.25,0.1186966672539711,0.9938812338843798,10.245674133300781,0.19337474554777145,mechanism_ceiling_not_deployable
2,same_02,8,1.0,0.5,0.11604636162519455,0.9939268723161366,10.441814422607422,0.1930215135216713,mechanism_ceiling_not_deployable
2,same_02,8,1.0,0.75,0.11457157880067825,0.9938790306121218,10.55290699005127,0.1919645220041275,mechanism_ceiling_not_deployable
2,same_02,8,1.0,1.0,0.11431782692670822,0.9937379715762077,10.572165489196777,0.19031644985079765,mechanism_ceiling_not_deployable
2,same_03,8,0.0,0.0,0.032707877457141876,0.9994682973111008,24.274200439453125,0.21366398315876722,mechanism_ceiling_not_deployable
2,same_03,8,0.0,0.25,0.03455904871225357,0.9993969877753094,23.79601287841797,0.21107644494622946,mechanism_ceiling_not_deployable
2,same_03,8,0.0,0.5,0.040909092873334885,0.9992188525395956,22.330852508544922,0.20642909966409206,mechanism_ceiling_not_deployable
2,same_03,8,0.0,0.75,0.050074778497219086,0.9989344798713102,20.574867248535156,0.2011820748448372,mechanism_ceiling_not_deployable
2,same_03,8,0.0,1.0,0.06079569086432457,0.9985445566774154,18.88979148864746,0.19566925801336765,mechanism_ceiling_not_deployable
2,same_03,8,0.25,0.0,0.04229704663157463,0.999201206141487,22.041046142578125,0.2082910342141986,mechanism_ceiling_not_deployable
2,same_03,8,0.25,0.25,0.03941977024078369,0.9992364446115156,22.65296745300293,0.20767731871455908,mechanism_ceiling_not_deployable
2,same_03,8,0.25,0.5,0.04090843349695206,0.9991625124457881,22.330989837646484,0.20470448583364487,mechanism_ceiling_not_deployable
