subject,group,protocol,k,method,rrmse,correlation,delta_snr,paired_spectral_utility,shared_raw_decoder_kappa,preservation,covariance,eog_attenuation,mi_band_distortion,erd_preservation,method_specific_kappa
1,P1-P3,same_03,32,LINEAR-MATCH,0.12201979011297226,0.992563747034994,10.501384735107422,0.07469168677926064,0.6,0.7988534718751907,0.08174275854049473,0.04446896453701912,0.04991799718006491,0.9631706126054903,0.625
1,P1-P3,same_03,32,DET-MATCH,0.12142257392406464,0.9925886083859139,10.544000625610352,0.07994028553366661,0.6,0.7850784361362457,0.10484277110071565,0.05646304648836223,0.05493641853340552,0.9583640356345179,0.625
1,P1-P3,same_03,32,DIFF-MATCH,0.11675262451171875,0.9932140261158883,10.88465690612793,0.08211810514330864,0.625,0.7915809005498886,0.10406252429385039,0.055667376722522005,0.05298374336860878,0.959876817047589,0.625
1,P1-P3,same_03,32,SCORE-ONLY,0.12606818974018097,0.992345585042572,10.217880249023438,0.07760890200734138,0.625,0.8020840287208557,0.08076922559105233,0.043642781946123754,0.048104342902260656,0.9645558201715622,0.6
2,P1-P3,same_01,8,RAW,0.4466257393360138,0.9170239728474054,0.0,0.0,0.09999999999999998,1.0,0.0,0.0,0.0,1.0,0.09999999999999998
2,P1-P3,same_01,8,LINEAR-MATCH,0.04006554186344147,0.9991984906320903,20.94345474243164,0.17087555304169655,0.23333333333333328,0.8052847385406494,0.11671770223094967,0.14147711841016847,0.09805748335382844,0.9284977339290928,0.19999999999999996
2,P1-P3,same_01,8,DET-MATCH,0.11940626800060272,0.9943388810459715,11.458332061767578,0.14990684762597084,0.23333333333333328,0.7730150371789932,0.18098641315190483,0.14161613694785183,0.10313361445614173,0.9250826532205285,0.19999999999999996
2,P1-P3,same_01,8,DIFF-MATCH,0.10766720026731491,0.9946249163861838,12.357206344604492,0.14898037910461426,0.19999999999999996,0.7845298647880554,0.1736038852044533,0.14037684863970856,0.0983415749988984,0.9290782456047413,0.30000000000000004
2,P1-P3,same_01,8,SCORE-ONLY,0.056832168251276016,0.9987393215484944,17.90699005126953,0.16539502516388893,0.23333333333333328,0.8071215450763702,0.10863801011075191,0.1404506536313799,0.09295703150860206,0.9325550434091822,0.23333333333333328
2,P1-P3,same_02,8,RAW,0.3861199617385864,0.9324141333879435,0.0,0.0,0.033333333333333326,1.0,0.0,0.0,0.0,1.0,0.033333333333333326
2,P1-P3,same_02,8,LINEAR-MATCH,0.0265580452978611,0.9996475812189902,23.25052261352539,0.22483055386692286,0.1333333333333333,0.7867536246776581,0.11235820609423681,0.06302136451398568,0.10127742325135773,0.9386507522194455,0.19999999999999996
2,P1-P3,same_02,8,DET-MATCH,0.122446209192276,0.9937419312270631,9.97553825378418,0.19297268986701965,0.09999999999999998,0.7714662700891495,0.1691399880352461,0.06626653608063524,0.10897172164832039,0.9361377814210049,0.06666666666666665
2,P1-P3,same_02,8,DIFF-MATCH,0.11431782692670822,0.9937379715800436,10.572165489196777,0.19031644985079765,0.19999999999999996,0.7791857868432999,0.16370753098972243,0.06806908807966802,0.1055107333068344,0.9396199324710115,0.16666666666666663
2,P1-P3,same_02,8,SCORE-ONLY,0.05754972621798515,0.998782398960582,16.533580780029297,0.21061934903264046,0.16666666666666663,0.7869728654623032,0.10745964529470407,0.06480808293752455,0.09811206080824816,0.9421453025506531,0.19999999999999996
2,P1-P3,same_03,8,RAW,0.535010576248169,0.8821904333894075,0.0,0.0,0.19999999999999996,1.0,0.0,0.0,0.0,1.0,0.19999999999999996
2,P1-P3,same_03,8,LINEAR-MATCH,0.032707877457141876,0.9994682973111008,24.274200439453125,0.21366398315876722,0.07499999999999996,0.8214719593524933,0.07341573860534913,0.10612895963273371,0.06817659728579449,0.9228918304960688,0.050000000000000044
2,P1-P3,same_03,8,DET-MATCH,0.16806888580322266,0.9862327430873068,10.057500839233398,0.17166659235954285,0.050000000000000044,0.7884620130062103,0.13254445141510637,0.1143268097839881,0.0756775107747954,0.9157004260015086,0.09999999999999998
2,P1-P3,same_03,8,DIFF-MATCH,0.15849022567272186,0.9870905922333926,10.567197799682617,0.16918985918164253,0.07499999999999996,0.8050298094749451,0.12684487546955422,0.11439411708237232,0.07116447267610768,0.920347393408911,0.125
2,P1-P3,same_03,8,SCORE-ONLY,0.06079569086432457,0.9985445566774154,18.88979148864746,0.19566925801336765,0.125,0.8275902271270752,0.0678156253573999,0.10449355720314897,0.06361746851179698,0.9276734655813414,0.07499999999999996
2,P1-P3,same_01,32,RAW,0.4466257393360138,0.9170239728474054,0.0,0.0,0.09999999999999998,1.0,0.0,0.0,0.0,1.0,0.09999999999999998
2,P1-P3,same_01,32,LINEAR-MATCH,0.04006554186344147,0.9991984906320903,20.94345474243164,0.17087555304169655,0.23333333333333328,0.8052847385406494,0.11671770223094967,0.14147711841016847,0.09805748335382844,0.9284977339290928,0.19999999999999996
2,P1-P3,same_01,32,DET-MATCH,0.11940626800060272,0.9943388810459715,11.458332061767578,0.14990684762597084,0.23333333333333328,0.7730150371789932,0.18098641315190483,0.14161613694785183,0.10313361445614173,0.9250826532205285,0.19999999999999996
2,P1-P3,same_01,32,DIFF-MATCH,0.10521385073661804,0.9948896682576949,12.557415962219238,0.1523773856461048,0.1333333333333333,0.7853244990110397,0.17431620629162037,0.14047630582433193,0.09881457690932294,0.9291490768172448,0.2666666666666667
2,P1-P3,same_01,32,SCORE-ONLY,0.05102183297276497,0.9990559393086446,18.843753814697266,0.16930662840604782,0.23333333333333328,0.8085141032934189,0.10943259591417506,0.140465453881094,0.09350991639811156,0.9326191041425657,0.23333333333333328
2,P1-P3,same_02,32,RAW,0.3861199617385864,0.9324141333879435,0.0,0.0,0.033333333333333326,1.0,0.0,0.0,0.0,1.0,0.033333333333333326
2,P1-P3,same_02,32,LINEAR-MATCH,0.0265580452978611,0.9996475812189902,23.25052261352539,0.22483055386692286,0.1333333333333333,0.7867536246776581,0.11235820609423681,0.06302136451398568,0.10127742325135773,0.9386507522194455,0.19999999999999996
2,P1-P3,same_02,32,DET-MATCH,0.122446209192276,0.9937419312270631,9.97553825378418,0.19297268986701965,0.09999999999999998,0.7714662700891495,0.1691399880352461,0.06626653608063524,0.10897172164832039,0.9361377814210049,0.06666666666666665
2,P1-P3,same_02,32,DIFF-MATCH,0.11168442666530609,0.9940640723921845,10.774592399597168,0.19314569979906082,0.16666666666666663,0.7803734242916107,0.1636253810228247,0.06799916489172675,0.10552097726437186,0.9391281963780117,0.09999999999999998
2,P1-P3,same_02,32,SCORE-ONLY,0.050459884107112885,0.9991317255444738,17.675519943237305,0.2160262744873762,0.1333333333333333,0.788571372628212,0.10710817530000444,0.06474798189660971,0.09809967498928145,0.941646883878188,0.1333333333333333
2,P1-P3,same_03,32,RAW,0.535010576248169,0.8821904333894075,0.0,0.0,0.19999999999999996,1.0,0.0,0.0,0.0,1.0,0.19999999999999996
2,P1-P3,same_03,32,LINEAR-MATCH,0.032707877457141876,0.9994682973111008,24.274200439453125,0.21366398315876722,0.07499999999999996,0.8214719593524933,0.07341573860534913,0.10612895963273371,0.06817659728579449,0.9228918304960688,0.050000000000000044
2,P1-P3,same_03,32,DET-MATCH,0.16806888580322266,0.9862327430873068,10.057500839233398,0.17166659235954285,0.050000000000000044,0.7884620130062103,0.13254445141510637,0.1143268097839881,0.0756775107747954,0.9157004260015086,0.09999999999999998
2,P1-P3,same_03,32,DIFF-MATCH,0.1557909995317459,0.9875494954611933,10.716400146484375,0.17209866642951965,0.09999999999999998,0.8052164614200592,0.1266125953136379,0.11437611867246508,0.07171060597645952,0.9199557966589964,0.09999999999999998
2,P1-P3,same_03,32,SCORE-ONLY,0.053648583590984344,0.9988966769126341,19.97608184814453,0.20054521597921848,0.09999999999999998,0.8285949677228928,0.06778958682519452,0.10452489673547236,0.0642080045679782,0.9272529339726769,0.125
3,P1-P3,same_01,8,RAW,0.3934550881385803,0.9357966113626325,0.0,0.0,-0.1333333333333333,1.0,0.0,0.0,0.0,1.0,-0.1333333333333333
3,P1-P3,same_01,8,LINEAR-MATCH,0.051412612199783325,0.998737185531534,17.676509857177734,0.21497700735926628,-0.06666666666666665,0.8422967344522476,0.09248742517854003,0.1171814818159301,0.05846248177835679,0.9493429436152869,-0.1333333333333333
3,P1-P3,same_01,8,DET-MATCH,0.07348605245351791,0.9973786191312394,14.57380485534668,0.1938135251402855,-0.03333333333333344,0.8228956460952759,0.12965072305959258,0.12679428285266314,0.07532132977562506,0.9324429877735383,0.033333333333333326
3,P1-P3,same_01,8,DIFF-MATCH,0.08211160451173782,0.996661182827103,13.609813690185547,0.18646357953548431,-0.06666666666666665,0.8199168890714645,0.12899036662673416,0.13031380019686417,0.07199224521321713,0.9401499143034814,-0.06666666666666665
3,P1-P3,same_01,8,SCORE-ONLY,0.06134207174181938,0.9982241709195447,16.14273452758789,0.2055060788989067,-0.06666666666666665,0.8391528725624084,0.09219845552372158,0.12075606181137524,0.056195656372276304,0.9570550975754816,0.0
3,P1-P3,same_02,8,RAW,0.4321027994155884,0.9214822700504768,0.0,0.0,0.23333333333333328,1.0,0.0,0.0,0.0,1.0,0.23333333333333328
3,P1-P3,same_02,8,LINEAR-MATCH,0.04115195944905281,0.9991937835684127,20.423931121826172,0.2596914079040289,0.033333333333333326,0.8141343891620636,0.09147921756161811,0.14839833446727022,0.07336087088559301,0.9494425348409767,0.09999999999999998
3,P1-P3,same_02,8,DET-MATCH,0.07649005204439163,0.9971792599259901,15.039642333984375,0.22521017119288445,0.06666666666666665,0.7936991602182388,0.12529541068486025,0.15670436597262138,0.08935703253538405,0.9329909824294752,0.1333333333333333
3,P1-P3,same_02,8,DIFF-MATCH,0.08445370197296143,0.9965146611656528,14.179367065429688,0.2117883339524269,0.09999999999999998,0.7920792251825333,0.12370296168644362,0.15763472599329967,0.083947116167845,0.9409109897291644,0.19999999999999996
3,P1-P3,same_02,8,SCORE-ONLY,0.050776220858097076,0.9987553057991128,18.598533630371094,0.23854343965649605,0.06666666666666665,0.8123298138380051,0.09014386599393182,0.14931039017435438,0.06870496552038736,0.9573142829177534,0.09999999999999998
3,P1-P3,same_03,8,RAW,0.31134602427482605,0.955396895066499,0.0,0.0,-0.25,1.0,0.0,0.0,0.0,1.0,-0.25
3,P1-P3,same_03,8,LINEAR-MATCH,0.014026924967765808,0.9999013515006243,26.925617218017578,0.13773190788924694,-0.10000000000000009,0.8582292348146439,0.0799496732579738,0.06906421036294055,0.0511222562813241,0.9555490137357723,-0.07499999999999996
3,P1-P3,same_03,8,DET-MATCH,0.0674269050359726,0.997927904721981,13.288202285766602,0.10346366837620735,-0.17500000000000004,0.8262270092964172,0.12554490131485185,0.07676059491348294,0.06271700903917483,0.9403963307501688,-0.125
3,P1-P3,same_03,8,DIFF-MATCH,0.07142043113708496,0.9975676679096939,12.788415908813477,0.09530536457896233,-0.2250000000000001,0.8263906389474869,0.12330572807022926,0.07692636647851842,0.05715919944509282,0.9475696962976596,-0.17500000000000004
3,P1-P3,same_03,8,SCORE-ONLY,0.02933359332382679,0.9995791499244762,20.517560958862305,0.1181176733225584,-0.10000000000000009,0.8578751087188721,0.07826005911152692,0.06917286453653004,0.045804029220332505,0.9626856215470913,-0.10000000000000009
3,P1-P3,same_01,32,RAW,0.3934550881385803,0.9357966113626325,0.0,0.0,-0.1333333333333333,1.0,0.0,0.0,0.0,1.0,-0.1333333333333333
3,P1-P3,same_01,32,LINEAR-MATCH,0.051412612199783325,0.998737185531534,17.676509857177734,0.21497700735926628,-0.06666666666666665,0.8422967344522476,0.09248742517854003,0.1171814818159301,0.05846248177835679,0.9493429436152869,-0.1333333333333333
3,P1-P3,same_01,32,DET-MATCH,0.07348605245351791,0.9973786191312394,14.57380485534668,0.1938135251402855,-0.03333333333333344,0.8228956460952759,0.12965072305959258,0.12679428285266314,0.07532132977562506,0.9324429877735383,0.033333333333333326
3,P1-P3,same_01,32,DIFF-MATCH,0.0807436928153038,0.9967854801611299,13.755731582641602,0.1881016567349434,-0.10000000000000009,0.8208818733692169,0.1285075871485678,0.13023189712958239,0.07175703088616249,0.9402364233785866,0.0
3,P1-P3,same_01,32,SCORE-ONLY,0.05883143097162247,0.9983520062689732,16.50571632385254,0.20831985026597977,-0.10000000000000009,0.8401572555303574,0.09159401787474819,0.12063550777923715,0.055915786091148646,0.9571312271799287,-0.1333333333333333
3,P1-P3,same_02,32,RAW,0.4321027994155884,0.9214822700504768,0.0,0.0,0.23333333333333328,1.0,0.0,0.0,0.0,1.0,0.23333333333333328
3,P1-P3,same_02,32,LINEAR-MATCH,0.04115195944905281,0.9991937835684127,20.423931121826172,0.2596914079040289,0.033333333333333326,0.8141343891620636,0.09147921756161811,0.14839833446727022,0.07336087088559301,0.9494425348409767,0.09999999999999998
3,P1-P3,same_02,32,DET-MATCH,0.07649005204439163,0.9971792599259901,15.039642333984375,0.22521017119288445,0.06666666666666665,0.7936991602182388,0.12529541068486025,0.15670436597262138,0.08935703253538405,0.9329909824294752,0.1333333333333333
3,P1-P3,same_02,32,DIFF-MATCH,0.08274654299020767,0.9966515833494467,14.356744766235352,0.2141181267797947,0.09999999999999998,0.7928149104118347,0.1235445426072058,0.15783144923618778,0.08417357442057626,0.9406928353226537,0.16666666666666663
3,P1-P3,same_02,32,SCORE-ONLY,0.04835105314850807,0.9988815408438606,19.023622512817383,0.24390897899866104,0.1333333333333333,0.8132104277610779,0.08996791032378579,0.1493466349520464,0.06894642819095716,0.9570743252512149,0.09999999999999998
3,P1-P3,same_03,32,RAW,0.31134602427482605,0.955396895066499,0.0,0.0,-0.25,1.0,0.0,0.0,0.0,1.0,-0.25
3,P1-P3,same_03,32,LINEAR-MATCH,0.014026924967765808,0.9999013515006243,26.925617218017578,0.13773190788924694,-0.10000000000000009,0.8582292348146439,0.0799496732579738,0.06906421036294055,0.0511222562813241,0.9555490137357723,-0.07499999999999996
3,P1-P3,same_03,32,DET-MATCH,0.0674269050359726,0.997927904721981,13.288202285766602,0.10346366837620735,-0.17500000000000004,0.8262270092964172,0.12554490131485185,0.07676059491348294,0.06271700903917483,0.9403963307501688,-0.125
3,P1-P3,same_03,32,DIFF-MATCH,0.06966022402048111,0.9977185356334768,13.005168914794922,0.09732610732316971,-0.17500000000000004,0.8267990499734879,0.12344978479060771,0.07679030677866952,0.056475031418332086,0.9477856328556467,-0.1499999999999999
3,P1-P3,same_03,32,SCORE-ONLY,0.024664217606186867,0.9996981774181832,22.023521423339844,0.12161793932318687,-0.10000000000000009,0.8583084493875504,0.07829637480544531,0.0690997848080441,0.045362040321753255,0.9628946953437505,-0.050000000000000044
4,P4-P9,same_01,8,RAW,0.41136810183525085,0.927249593727494,0.0,0.0,0.7,1.0,0.0,0.0,0.0,1.0,0.7
4,P4-P9,same_01,8,LINEAR-MATCH,0.021943071857094765,0.9997633875903409,25.458663940429688,0.23168636206537485,0.6,0.7943274676799774,0.09800246381352368,0.15748166715008363,0.0728024238462749,0.9231980964090583,0.5666666666666667
4,P4-P9,same_01,8,DET-MATCH,0.07841712981462479,0.9969734015192826,14.396392822265625,0.20771003514528275,0.5666666666666667,0.782823845744133,0.11594464076832828,0.16322487901406596,0.07210809032613535,0.9229007992171118,0.5666666666666667
4,P4-P9,same_01,8,DIFF-MATCH,0.07760538905858994,0.9970013327195986,14.486775398254395,0.20253996923565865,0.6333333333333333,0.7837125957012177,0.11014761848181417,0.1628011111686512,0.06799481097378837,0.9295827422654451,0.5333333333333333
4,P4-P9,same_01,8,SCORE-ONLY,0.05051964893937111,0.9989006863923673,18.21540641784668,0.214664651080966,0.6333333333333333,0.7914211004972458,0.09233716429796424,0.15675344122040333,0.06839019551008116,0.9300242856331489,0.5333333333333333
4,P4-P9,same_02,8,RAW,0.46032410860061646,0.9072802345070613,0.0,0.0,0.7990155865463495,1.0,0.0,0.0,0.0,1.0,0.7990155865463495
4,P4-P9,same_02,8,LINEAR-MATCH,0.3020337224006653,0.9573585472346845,3.660165309906006,0.06082381308078766,0.7424366312346689,0.7994478046894073,0.08714652067282286,0.13320858988536488,0.0662119333469055,0.9426693518771437,0.7704918032786885
4,P4-P9,same_02,8,DET-MATCH,0.18991480767726898,0.9827457043271415,7.690097808837891,0.06431818008422852,0.7424366312346689,0.7893122583627701,0.10307891503914901,0.13822663028003593,0.06713473554648666,0.9433667670521803,0.7704918032786885
4,P4-P9,same_02,8,DIFF-MATCH,0.19239887595176697,0.98201651395441,7.577223777770996,0.055996887385845184,0.7424366312346689,0.7889771163463593,0.09643037271784574,0.13757552932640665,0.06459102578606933,0.9481913619447356,0.7704918032786885
4,P4-P9,same_02,8,SCORE-ONLY,0.309354305267334,0.9556101671982751,3.452150821685791,0.05093030631542206,0.7708674304418985,0.7946500033140182,0.0804705463834841,0.13249280597469154,0.06304449525181369,0.9478474320879465,0.7704918032786885
4,P4-P9,same_03,8,RAW,0.27097582817077637,0.9673785457458487,0.0,0.0,0.825,1.0,0.0,0.0,0.0,1.0,0.825
4,P4-P9,same_03,8,LINEAR-MATCH,0.02321973443031311,0.9997312716345265,21.341466903686523,0.1469324752688408,0.85,0.828842282295227,0.07372529277321772,0.052274334321383426,0.05293931800781423,0.9600888134784512,0.875
4,P4-P9,same_03,8,DET-MATCH,0.059269603341817856,0.9983566962881124,13.201971054077148,0.1279398277401924,0.85,0.8210312575101852,0.08987028824015109,0.05751127837242065,0.050281565934682276,0.9645863616851612,0.85
4,P4-P9,same_03,8,DIFF-MATCH,0.06234303489327431,0.9980502617256218,12.762852668762207,0.12069186568260193,0.85,0.8242316246032715,0.08422984567468046,0.05764635281786672,0.045974947478087405,0.9698831078024182,0.85
4,P4-P9,same_03,8,SCORE-ONLY,0.05511011183261871,0.9985870559487114,13.833985328674316,0.12916451506316662,0.85,0.8271993547677994,0.06776640148442487,0.052230640226321165,0.04835744356494276,0.9655597873613215,0.85
4,P4-P9,same_01,32,RAW,0.41136810183525085,0.927249593727494,0.0,0.0,0.7,1.0,0.0,0.0,0.0,1.0,0.7
4,P4-P9,same_01,32,LINEAR-MATCH,0.021943071857094765,0.9997633875903409,25.458663940429688,0.23168636206537485,0.6,0.7943274676799774,0.09800246381352368,0.15748166715008363,0.0728024238462749,0.9231980964090583,0.5666666666666667
4,P4-P9,same_01,32,DET-MATCH,0.07841712981462479,0.9969734015192826,14.396392822265625,0.20771003514528275,0.5666666666666667,0.782823845744133,0.11594464076832828,0.16322487901406596,0.07210809032613535,0.9229007992171118,0.5666666666666667
4,P4-P9,same_01,32,DIFF-MATCH,0.0736537054181099,0.9973100684482225,14.940720558166504,0.20695561170578003,0.6333333333333333,0.7850868999958038,0.10971072939435138,0.16299673957395566,0.06791367686470191,0.9296564793497301,0.6
4,P4-P9,same_01,32,SCORE-ONLY,0.04396960139274597,0.9992278555459709,19.42156219482422,0.220766918733716,0.6,0.7926232367753983,0.09171146216726422,0.15694067165203268,0.06821996930406697,0.9301001448521754,0.5666666666666667
4,P4-P9,same_02,32,RAW,0.46032410860061646,0.9072802345070613,0.0,0.0,0.7990155865463495,1.0,0.0,0.0,0.0,1.0,0.7990155865463495
4,P4-P9,same_02,32,LINEAR-MATCH,0.3020337224006653,0.9573585472346845,3.660165309906006,0.06082381308078766,0.7424366312346689,0.7994478046894073,0.08714652067282286,0.13320858988536488,0.0662119333469055,0.9426693518771437,0.7704918032786885
4,P4-P9,same_02,32,DET-MATCH,0.18991480767726898,0.9827457043271415,7.690097808837891,0.06431818008422852,0.7424366312346689,0.7893122583627701,0.10307891503914901,0.13822663028003593,0.06713473554648666,0.9433667670521803,0.7704918032786885
4,P4-P9,same_02,32,DIFF-MATCH,0.1920829564332962,0.9820536674841603,7.591497421264648,0.05747932195663452,0.7424366312346689,0.790515661239624,0.09685685682440985,0.13766034490023257,0.06462026155916517,0.9481230212060723,0.7704918032786885
4,P4-P9,same_02,32,SCORE-ONLY,0.31109821796417236,0.9551475764159704,3.4033238887786865,0.052514344453811646,0.7424366312346689,0.7964096963405609,0.08094204403670707,0.13258002826627313,0.0631188770486651,0.9477918664123222,0.7704918032786885
4,P4-P9,same_03,32,RAW,0.27097582817077637,0.9673785457458487,0.0,0.0,0.825,1.0,0.0,0.0,0.0,1.0,0.825
4,P4-P9,same_03,32,LINEAR-MATCH,0.02321973443031311,0.9997312716345265,21.341466903686523,0.1469324752688408,0.85,0.828842282295227,0.07372529277321772,0.052274334321383426,0.05293931800781423,0.9600888134784512,0.875
4,P4-P9,same_03,32,DET-MATCH,0.059269603341817856,0.9983566962881124,13.201971054077148,0.1279398277401924,0.85,0.8210312575101852,0.08987028824015109,0.05751127837242065,0.050281565934682276,0.9645863616851612,0.85
4,P4-P9,same_03,32,DIFF-MATCH,0.05474797636270523,0.9984986158081184,13.891249656677246,0.12447008863091469,0.85,0.8270653933286667,0.08360048449128821,0.05764132181801769,0.046556852864821856,0.9695444431435241,0.875
4,P4-P9,same_03,32,SCORE-ONLY,0.046438898891210556,0.9990140450548022,15.32097339630127,0.1344743724912405,0.85,0.8301442414522171,0.06724851294749178,0.052186350630219966,0.048957822296289984,0.9652190398407083,0.85
5,P4-P9,same_01,8,RAW,1.2696977853775024,0.619196947018272,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5
5,P4-P9,same_01,8,LINEAR-MATCH,0.30453404784202576,0.9565327519903777,12.401289939880371,0.15597811341285706,0.5333333333333333,0.8178631216287613,0.08899584892220405,0.12523788516145604,0.08331240544825845,0.9368086926456914,0.43333333333333335
5,P4-P9,same_01,8,DET-MATCH,0.1864270716905594,0.982784356861355,16.663827896118164,0.14306805282831192,0.6,0.8066635429859161,0.10331657108145227,0.12996367666203662,0.0921640004161267,0.9212592823739806,0.4666666666666667
5,P4-P9,same_01,8,DIFF-MATCH,0.18138524889945984,0.9837407824239478,16.901968002319336,0.13744375854730606,0.5666666666666667,0.8033920228481293,0.10568183745642563,0.1299221375195042,0.09400223323808726,0.9196199516150887,0.43333333333333335
