artifact_reconstruction_relative_error,clean_waveform_RRMSE,clean_waveform_correlation,coefficient_saturation_fraction,dataset,delta_SNR_db,exact_cell,latency_seconds_per_window,method,observation_change_ratio,orthogonal_complement_relative_change,output_input_RMS_ratio,statistical_unit,status,training_seed,unit_id
0.9999999998929752,0.8946235246870496,0.7577200653831081,0.0,klados,9.296010700557468e-10,19ch_native_linked_mastoid_256hz,0.0,RAW,2.5996206127298576e-08,nan,0.9999999999838465,source_record,success,20260812,sim37
0.3591144715821551,0.321272254367339,0.9497402242281019,0.0,klados,8.895341866755187,19ch_native_linked_mastoid_256hz,0.030789741182657468,POP,0.6572417259984259,nan,0.7424488541860889,source_record,success,20260812,sim37
0.31942572635464705,0.28576576921769936,0.960806801646095,0.0,klados,9.912602179484542,19ch_native_linked_mastoid_256hz,0.3680225260005417,DIFF-POP,0.5355073423445704,3.6606638336397476e-08,0.7499388499547693,source_record,success,20260812,sim37
0.34413123983677696,0.30786790277065135,0.9546712395377631,0.0,klados,9.265518016753278,19ch_native_linked_mastoid_256hz,0.36594947054982185,DIFF-MATCH,0.5286040266341892,nan,0.7528349977104354,source_record,success,20260812,sim37
0.31842874782404423,0.2848738487705187,0.9611074865701564,0.0,klados,9.93975461907953,19ch_native_linked_mastoid_256hz,0.0,DIFF-WRONG-SAME-CELL,0.5347550466727099,nan,0.7504505236143704,source_record,success,20260812,sim37
0.40994088954077973,0.3667427635535674,0.937886083080773,0.0,klados,7.74557521667762,19ch_native_linked_mastoid_256hz,0.0,DET-MATCH,0.4932150828522895,nan,0.7687337448885134,source_record,success,20260812,sim37
0.375946991060341,0.3363310222738888,0.9464067037184979,0.0,klados,8.497467735113633,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-K1,0.5246768467249161,nan,0.7578582516458304,source_record,success,20260812,sim37
0.3140498911204564,0.2809564205518362,0.9614926241785532,0.0,klados,10.060027056552606,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-NO-IDENTITY,0.5403820014978571,nan,0.7441972923238924,source_record,success,20260812,sim37
1.0000000000173823,1.235039329338653,0.6169158701411062,0.0,klados,-1.5097848331233987e-10,19ch_native_linked_mastoid_256hz,0.0,RAW,2.5195257349614627e-08,nan,1.000000000089846,source_record,success,20260812,sim38
0.2544604003246639,0.3142686021547553,0.950336235868456,0.0,klados,11.88759587822248,19ch_native_linked_mastoid_256hz,0.0040954565564687885,POP,0.773480542108242,nan,0.6336955526039766,source_record,success,20260812,sim38
0.410868880005212,0.50743922599894,0.878980243936934,0.0,klados,7.725935035742644,19ch_native_linked_mastoid_256hz,0.4508690572175611,DIFF-POP,0.6456149453359361,3.865198791973238e-08,0.66933746009943,source_record,success,20260812,sim38
0.41079196401965606,0.5073442317317252,0.8791491283396652,0.0,klados,7.727561214642982,19ch_native_linked_mastoid_256hz,0.45792098355660626,DIFF-MATCH,0.6453744712214478,nan,0.6697506059190524,source_record,success,20260812,sim38
