# row=source subject 8; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s8,0.8430,0.9169,0.8464,0.9090,0.8909,0.7522,0.7416,0.9949,0.7688,0.8551
