# row=source subject 2; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s2,0.9916,0.9910,0.9919,0.9898,0.9911,0.9908,0.9899,0.9923,0.9909,0.9867
