# row=source subject 7; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s7,0.7864,0.7551,0.8716,0.7619,0.7529,0.9473,0.9934,0.7867,0.9612,0.8939
