# row=source subject 6; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s6,0.7433,0.7205,0.8487,0.7494,0.7503,0.9913,0.9374,0.7538,0.9147,0.8689
