# row=source subject 9; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s9,0.9860,0.9857,0.9865,0.9830,0.9840,0.9861,0.9856,0.9865,0.9874,0.9815
