# row=source subject 1; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s1,0.9894,0.9884,0.9893,0.9873,0.9885,0.9883,0.9880,0.9894,0.9884,0.9836
