# row=source subject 3; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s3,0.9857,0.9852,0.9863,0.9839,0.9855,0.9853,0.9844,0.9858,0.9849,0.9799
