# row=source subject 4; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s4,0.8260,0.8616,0.9413,0.9941,0.8911,0.7632,0.7284,0.9663,0.7403,0.8923
