# row=source subject 5; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s5,0.9881,0.9874,0.9878,0.9875,0.9889,0.9878,0.9865,0.9883,0.9861,0.9806
