# row=source subject 7; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s7,0.9865,0.9861,0.9869,0.9848,0.9851,0.9861,0.9865,0.9864,0.9860,0.9815
