# row=source subject 5; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s5,0.8597,0.9129,0.8543,0.9154,0.9924,0.6734,0.6610,0.9558,0.6983,0.7988
