# row=source subject 6; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s6,0.9825,0.9821,0.9806,0.9812,0.9817,0.9820,0.9811,0.9815,0.9807,0.9747
