# row=source subject 4; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s4,0.9883,0.9882,0.9881,0.9879,0.9882,0.9879,0.9877,0.9883,0.9873,0.9838
