# row=source subject 1; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s1,0.9937,0.9149,0.8267,0.9125,0.9605,0.7402,0.7853,0.9002,0.8700,0.8166
