# row=source subject 9; cols=embedding used
source,e1,e2,e3,e4,e5,e6,e7,e8,e9,null
s9,0.7879,0.8160,0.7754,0.7272,0.8120,0.9407,0.9052,0.7650,0.9938,0.8884
