effective_operator_source,latency_seconds,method_id,network_calls_total,operator_source,partition,peak_memory_mb,seed,source_record,status
population_projector,12.63473260498722,M1_observation_warm_start_sdedit,200,population_projector,development,1533.525390625,20260801,sim32,success
population_projector,12.166319768992253,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260802,sim32,success
population_projector,12.169197352021001,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260803,sim32,success
population_projector,12.168984196003294,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260804,sim32,success
population_projector,12.205565775017021,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260805,sim32,success
population_projector,12.201115547999507,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260801,sim32,success
population_projector,12.173894529987592,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260802,sim32,success
population_projector,12.143644358991878,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260803,sim32,success
population_projector,12.156935788982082,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260804,sim32,success
population_projector,12.10170051199384,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260805,sim32,success
population_projector,11.861407076998148,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260801,sim32,success
population_projector,11.727736895991256,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260802,sim32,success
population_projector,11.780136318004224,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260803,sim32,success
population_projector,11.749395664024632,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260804,sim32,success
population_projector,11.731762659997912,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260805,sim32,success
population_projector,11.860778675996698,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260801,sim32,success
population_projector,11.915732436988037,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260802,sim32,success
