panel,stratum,condition,metric,participant_mean,participant_median,bootstrap_low,bootstrap_high,participants
paired,all,CHANNEL_ONLY,rrmse_temporal,0.6894663254419963,0.6824493794701993,0.6400815336972786,0.744106945542929,15.0
paired,all,CHANNEL_ONLY,rrmse_spectral,0.5845776647639771,0.5924707353115082,0.5111713467972975,0.6602724323297541,15.0
paired,all,CHANNEL_ONLY,correlation,0.7019945181634587,0.7185096743050963,0.6622005177148579,0.7375722979896818,15.0
paired,all,CHANNEL_ONLY,snr_improvement,-8.034898150857773,-8.574086695111223,-9.6440584130239,-6.3715437004774484,15.0
paired,all,CHANNEL_ONLY,artifact_rmse,4.607418549604093,3.7364615108817816,2.962877638648885,6.440912553797631,15.0
paired,all,CHANNEL_ONLY,artifact_rrmse,18.493063541902778,9.898199647665024,9.752552962278715,30.853820367978308,15.0
paired,all,CHANNEL_ONLY,artifact_correlation,0.26886161212063986,0.25913196043776615,0.20938926581607145,0.34760902637923563,15.0
paired,all,CHANNEL_ONLY,clean_output_rms_ratio,0.8131393634403745,0.8284878723789006,0.7826438701579658,0.8441814115249628,15.0
paired,all,CHANNEL_ONLY,observation_change_ratio,0.5778978238813579,0.5527377491816878,0.5374496335970859,0.6254575300728902,15.0
paired,all,CHANNEL_ONLY,output_input_rms,0.6877201723090063,0.7004081914201379,0.6508452731611517,0.7209015470242593,15.0
paired,all,MATCH,rrmse_temporal,0.6959199934576948,0.6857116068713367,0.6435920179650808,0.7531895480390327,15.0
paired,all,MATCH,rrmse_spectral,0.5891769512556493,0.5953818298876286,0.5136487720235406,0.667940660107415,15.0
paired,all,MATCH,correlation,0.6978027578506347,0.705480310927669,0.65508699024141,0.7361777051849641,15.0
paired,all,MATCH,snr_improvement,-8.072092671391669,-8.657462772997944,-9.624350063564567,-6.4581792061859336,15.0
paired,all,MATCH,artifact_rmse,4.61723923717315,3.737239606678486,2.968543864452901,6.456109113711861,15.0
paired,all,MATCH,artifact_rrmse,18.487345305778906,9.571429184504918,9.74225817684624,30.86112788962892,15.0
paired,all,MATCH,artifact_correlation,0.26765316243989623,0.26012915053537916,0.209029172457555,0.34477441672006875,15.0
paired,all,MATCH,clean_output_rms_ratio,0.8169854901731014,0.8251992147415876,0.7864805643107199,0.8476073072528622,15.0
paired,all,MATCH,observation_change_ratio,0.5835702253816029,0.5581213645637035,0.5415465335454792,0.6337854809562365,15.0
paired,all,MATCH,output_input_rms,0.6903434266064626,0.7024381724186242,0.6531250209693098,0.7239990270280395,15.0
paired,all,ORACLE,rrmse_temporal,0.691369557660073,0.6839620084501803,0.6390951501803162,0.7487086922628805,15.0
paired,all,ORACLE,rrmse_spectral,0.5869809452289094,0.5951763694174588,0.5127699594719646,0.6627341546494669,15.0
paired,all,ORACLE,correlation,0.7004354719339365,0.7220361445142771,0.6577974493303919,0.7383471511196936,15.0
paired,all,ORACLE,snr_improvement,-8.023162371333626,-8.658708184534175,-9.586589585175307,-6.409812725386261,15.0
paired,all,ORACLE,artifact_rmse,4.611139289134493,3.739377297461033,2.96697254323517,6.444514343233312,15.0
paired,all,ORACLE,artifact_rrmse,18.470728457602153,9.563352516719274,9.730410644610343,30.84657451050564,15.0
paired,all,ORACLE,artifact_correlation,0.2705118274964338,0.26051825444613186,0.21136638038279768,0.34849891431576047,15.0
paired,all,ORACLE,clean_output_rms_ratio,0.8160650549766918,0.8261689798673615,0.7856489638700926,0.8466762204119005,15.0
paired,all,ORACLE,observation_change_ratio,0.5798927870268623,0.557852866128087,0.537055137292482,0.6296424079624314,15.0
paired,all,ORACLE,output_input_rms,0.6895982250881691,0.7026913170702755,0.6525889346418746,0.7229328537146406,15.0
paired,all,POP,rrmse_temporal,0.6939456885370116,0.6837712535634637,0.644602099301604,0.7489380245741145,15.0
paired,all,POP,rrmse_spectral,0.5863653736654669,0.5971083862241358,0.5127551404670037,0.6619722306367476,15.0
paired,all,POP,correlation,0.6983710191804372,0.7133901136694476,0.6585376977861597,0.7339110992210772,15.0
paired,all,POP,snr_improvement,-8.097551776024806,-8.63995127666455,-9.708981123418317,-6.430273860418853,15.0
paired,all,POP,artifact_rmse,4.6156351348695654,3.746905341744423,2.972615040264791,6.44995847662833,15.0
paired,all,POP,artifact_rrmse,18.532042457140037,9.934146960576376,9.784468444815433,30.89629705858617,15.0
paired,all,POP,artifact_correlation,0.26965392377632225,0.26024190842040945,0.2103936845796948,0.34788562523699645,15.0
paired,all,POP,clean_output_rms_ratio,0.8127614952623844,0.8280654406407848,0.7821589338115882,0.8438475807496191,15.0
paired,all,POP,observation_change_ratio,0.5832169882332285,0.5593845974653959,0.5431987347841883,0.6304872773494571,15.0
paired,all,POP,output_input_rms,0.6871557991912899,0.6996800824999809,0.6503618509725008,0.7204169768396725,15.0
paired,all,RAW,rrmse_temporal,0.5501239840736768,0.4629967494402081,0.35912956613677427,0.8087543465599082,15.0
paired,all,RAW,rrmse_spectral,0.31349090472989094,0.31074225969496183,0.24775429786760164,0.38264049285188473,15.0
paired,all,RAW,correlation,0.8958259182361265,0.887839799746871,0.864792011010771,0.9243212228586587,15.0
paired,all,RAW,snr_improvement,0.0,0.0,0.0,0.0,15.0
paired,all,RAW,artifact_rmse,0.7489406152162701,0.5102372174151242,0.4597885270079132,1.0945069089671593,15.0
paired,all,RAW,artifact_rrmse,1.0,1.0,1.0,1.0,15.0
paired,all,RAW,artifact_correlation,0.0,0.0,0.0,0.0,15.0
paired,all,RAW,clean_output_rms_ratio,1.2949853777885436,1.1716937609016895,1.1316612584268053,1.5293453654025992,15.0
paired,all,RAW,observation_change_ratio,0.0,0.0,0.0,0.0,15.0
paired,all,RAW,output_input_rms,1.0,1.0,1.0,1.0,15.0
paired,all,SHUFFLED,rrmse_temporal,0.6952419041345517,0.6661421107128263,0.6443137278081849,0.7507549701840616,15.0
paired,all,SHUFFLED,rrmse_spectral,0.5861891861384113,0.5915575243998319,0.512501150262154,0.6616965976757152,15.0
paired,all,SHUFFLED,correlation,0.6976842609379673,0.7111965210642666,0.656058121665992,0.7347833117877598,15.0
paired,all,SHUFFLED,snr_improvement,-8.098462304596241,-8.693967022594403,-9.687099870727836,-6.441318941233565,15.0
paired,all,SHUFFLED,artifact_rmse,4.615614720061421,3.748927230015397,2.9726686729397622,6.450131613910974,15.0
paired,all,SHUFFLED,artifact_rrmse,18.506436592256694,9.80724948644638,9.76284492445659,30.887722515311374,15.0
paired,all,SHUFFLED,artifact_correlation,0.2696016522477612,0.25956346693315674,0.2105245244645027,0.347410737291717,15.0
paired,all,SHUFFLED,clean_output_rms_ratio,0.8130558003555052,0.8272724160924554,0.7819433649145261,0.8447572574657776,15.0
paired,all,SHUFFLED,observation_change_ratio,0.5839364108939965,0.5630908533930779,0.542511507802022,0.6319172274096247,15.0
paired,all,SHUFFLED,output_input_rms,0.6874279873794876,0.6977851800620556,0.6505542570430164,0.7212300687189175,15.0
paired,all,WRONG,rrmse_temporal,0.7209256152311961,0.7158773653209209,0.6702857725399857,0.7778426587783421,15.0
paired,all,WRONG,rrmse_spectral,0.6043102206041415,0.5979084216523916,0.5351242630614433,0.6755241472778531,15.0
paired,all,WRONG,correlation,0.6869869573740288,0.6955439593875781,0.6486662079921613,0.720896356892578,15.0
paired,all,WRONG,snr_improvement,-8.427788517962291,-8.712198874405162,-10.116628391925063,-6.719845402810829,15.0
paired,all,WRONG,artifact_rmse,4.649392097598563,3.786659598350525,3.0145631785333777,6.48798828311963,15.0
paired,all,WRONG,artifact_rrmse,18.787322744192302,12.390145927667618,10.041888108292982,31.038478784653414,15.0
paired,all,WRONG,artifact_correlation,0.2648021761228568,0.25311424104230745,0.2061003340447958,0.3437511997613101,15.0
paired,all,WRONG,clean_output_rms_ratio,0.833250267993814,0.840017830953002,0.7996336363114339,0.8671912906752549,15.0
paired,all,WRONG,observation_change_ratio,0.6094981624123951,0.5847650687210262,0.5698386805000094,0.6555263345331573,15.0
paired,all,WRONG,output_input_rms,0.706688552206227,0.701882058288902,0.6698266795264983,0.7393185386923141,15.0
paired_severity,medium,CHANNEL_ONLY,rrmse_temporal,0.6777699277751029,0.6880171597003937,0.6163684955481735,0.736728087084161,15.0
paired_severity,medium,CHANNEL_ONLY,rrmse_spectral,0.5293034190909257,0.4858942851424217,0.4244551123473498,0.6622332107284592,15.0
paired_severity,medium,CHANNEL_ONLY,correlation,0.7171414822128616,0.7041892319917679,0.6574606429063752,0.7763248832341143,15.0
paired_severity,medium,CHANNEL_ONLY,snr_improvement,-6.405831056258212,-6.20678685605526,-9.430907615900542,-3.3622502218860992,15.0
paired_severity,medium,CHANNEL_ONLY,artifact_rmse,1.799833394426202,1.3661028231893266,1.1562134249968425,2.4710171993487164,15.0
paired_severity,medium,CHANNEL_ONLY,artifact_rrmse,9.918194556732972,4.00612144668897,4.658070104716552,15.944104818371425,15.0
paired_severity,medium,CHANNEL_ONLY,artifact_correlation,0.29826023864559825,0.2320233335097631,0.21144433859937514,0.3971690714296676,15.0
paired_severity,medium,CHANNEL_ONLY,clean_output_rms_ratio,0.8623737570927257,0.8817309439182281,0.7887637695250295,0.9455216021985997,15.0
paired_severity,medium,CHANNEL_ONLY,observation_change_ratio,0.5431470823122396,0.5334937274456024,0.4779429603637093,0.6162602743800316,15.0
paired_severity,medium,CHANNEL_ONLY,output_input_rms,0.7201758866473322,0.7032141108065844,0.6709302547976138,0.7702140818479515,15.0
paired_severity,mild,CHANNEL_ONLY,rrmse_temporal,0.6485656342241499,0.6367239157358805,0.5720478679736455,0.7274181479759633,15.0
paired_severity,mild,CHANNEL_ONLY,rrmse_spectral,0.7302051404686201,0.4079580207665761,0.4461108975259085,1.1152444133008752,15.0
paired_severity,mild,CHANNEL_ONLY,correlation,0.6967778695546208,0.7354737099792276,0.5691762171838994,0.7972843829169131,15.0
paired_severity,mild,CHANNEL_ONLY,snr_improvement,-14.490857476158629,-12.689366883465222,-18.90629596263873,-10.655507700998516,15.0
paired_severity,mild,CHANNEL_ONLY,artifact_rmse,9.090468474139296,1.6830108404159545,3.2943054036583215,15.874875215731088,15.0
paired_severity,mild,CHANNEL_ONLY,artifact_rrmse,44.36767744399253,10.810749451319376,14.74013030023802,86.89505133269888,15.0
paired_severity,mild,CHANNEL_ONLY,artifact_correlation,0.14209252324695482,0.1234137105888554,0.09076031822066748,0.20443870297531433,15.0
paired_severity,mild,CHANNEL_ONLY,clean_output_rms_ratio,0.7148327355740207,0.7424797217051188,0.5935405024785682,0.8251336895918385,15.0
paired_severity,mild,CHANNEL_ONLY,observation_change_ratio,0.5783727889780015,0.5284113883972168,0.48070154982083846,0.6777253584722204,15.0
paired_severity,mild,CHANNEL_ONLY,output_input_rms,0.6602926041304119,0.6990330815315247,0.5480772894935181,0.7578683036674878,15.0
paired_severity,severe,CHANNEL_ONLY,rrmse_temporal,0.8403910982135743,0.8541655391454697,0.7562447209502496,0.9290369105726953,15.0
paired_severity,severe,CHANNEL_ONLY,rrmse_spectral,0.688799413920395,0.6989972814917564,0.5802194674101377,0.807539997176755,15.0
paired_severity,severe,CHANNEL_ONLY,correlation,0.6069778219728715,0.6085566878318787,0.5448977446597187,0.6669491405391267,15.0
paired_severity,severe,CHANNEL_ONLY,snr_improvement,-5.031833815341816,-4.590459565321605,-7.508563939664358,-2.121669025628493,15.0
paired_severity,severe,CHANNEL_ONLY,artifact_rmse,3.748154315177411,1.7870008846124013,2.2804901935391957,5.459128082325889,15.0
paired_severity,severe,CHANNEL_ONLY,artifact_rrmse,4.393970367913208,3.431904911994934,2.9607241497946877,5.98408783741307,15.0
paired_severity,severe,CHANNEL_ONLY,artifact_correlation,0.3533244785750729,0.3528518550097942,0.27052421120724945,0.4502287013533355,15.0
paired_severity,severe,CHANNEL_ONLY,clean_output_rms_ratio,0.8447195105621267,0.8537645389636358,0.7579782649461062,0.935492811393998,15.0
paired_severity,severe,CHANNEL_ONLY,observation_change_ratio,0.6735123937565183,0.702923427025477,0.6243813987925413,0.7174508248359438,15.0
paired_severity,severe,CHANNEL_ONLY,output_input_rms,0.6077617479115724,0.6167676568031311,0.5558977329793076,0.658757422193471,15.0
paired_severity,zero,CHANNEL_ONLY,rrmse_temporal,0.47988190417665816,0.43990658689290285,0.38574313954006706,0.5773221949425837,14.0
paired_severity,zero,CHANNEL_ONLY,rrmse_spectral,0.3733931921954666,0.29488188214600086,0.24804471896207408,0.5469436293290484,14.0
paired_severity,zero,CHANNEL_ONLY,correlation,0.8242805872112512,0.8526314496994019,0.7577542937440531,0.8870546975310535,14.0
paired_severity,zero,CHANNEL_ONLY,artifact_rmse,3.2812474705766705,0.811106700450182,0.6767744553187818,8.08759131329533,14.0
paired_severity,zero,CHANNEL_ONLY,clean_output_rms_ratio,0.7798184284674269,0.7839754112064838,0.7185419919501458,0.841356484843418,14.0
paired_severity,zero,CHANNEL_ONLY,observation_change_ratio,0.47988190417665816,0.43990658689290285,0.38574313954006706,0.5773221949425837,14.0
paired_severity,zero,CHANNEL_ONLY,output_input_rms,0.7798184284674269,0.7839754112064838,0.7185419919501458,0.841356484843418,14.0
paired_severity,medium,MATCH,rrmse_temporal,0.6794906742042965,0.6857396848499775,0.6172504445960123,0.740270720511675,15.0
paired_severity,medium,MATCH,rrmse_spectral,0.5289083609836441,0.48363280296325684,0.42383079917965427,0.6628136013927204,15.0
paired_severity,medium,MATCH,correlation,0.7122629981817092,0.6965762645006179,0.649126175871975,0.7738249932740748,15.0
paired_severity,medium,MATCH,snr_improvement,-6.397003177172016,-6.2627467582933605,-9.33371204805967,-3.419122999755385,15.0
paired_severity,medium,MATCH,artifact_rmse,1.8052535645356256,1.373901639665876,1.1578574768089587,2.4821219307308393,15.0
paired_severity,medium,MATCH,artifact_rrmse,9.884385033817518,4.00860137740771,4.634129393774366,15.908864254754446,15.0
paired_severity,medium,MATCH,artifact_correlation,0.2991279802277004,0.23701675236225128,0.21243947929928875,0.39757165977876224,15.0
paired_severity,medium,MATCH,clean_output_rms_ratio,0.8625568989889015,0.881951630115509,0.7901918649135363,0.9445216479687583,15.0
paired_severity,medium,MATCH,observation_change_ratio,0.5458515883923049,0.5108047842979431,0.4815581016884673,0.622530254458506,15.0
paired_severity,medium,MATCH,output_input_rms,0.7210044975661568,0.7009439971297979,0.67277321575313,0.7701452602545421,15.0
paired_severity,mild,MATCH,rrmse_temporal,0.6480466540323364,0.6426267077525457,0.5701982217898208,0.7286729069166478,15.0
paired_severity,mild,MATCH,rrmse_spectral,0.7289063793101481,0.4107614854971568,0.44426355197682743,1.1140392486049775,15.0
paired_severity,mild,MATCH,correlation,0.6968658600623409,0.7406573221087456,0.5697221300393964,0.7969743025716804,15.0
paired_severity,mild,MATCH,snr_improvement,-14.473966548881597,-12.614628292087998,-18.85728794703999,-10.655144858244691,15.0
paired_severity,mild,MATCH,artifact_rmse,9.086567048073288,1.6968894958496095,3.2816973038626807,15.874693987786474,15.0
paired_severity,mild,MATCH,artifact_rrmse,44.359574796529046,10.836156586805979,14.701501866246973,87.01578752112151,15.0
paired_severity,mild,MATCH,artifact_correlation,0.14113449065598646,0.12353373997445617,0.09105070656994986,0.20084385916566666,15.0
paired_severity,mild,MATCH,clean_output_rms_ratio,0.7166602939367295,0.744346817334493,0.5947642732883197,0.8258775105797462,15.0
paired_severity,mild,MATCH,observation_change_ratio,0.5771980569334256,0.4971730389765331,0.48224368642601695,0.6756974357967338,15.0
paired_severity,mild,MATCH,output_input_rms,0.6620496889299876,0.7310649156570435,0.5491405795415649,0.7590269895277673,15.0
paired_severity,severe,MATCH,rrmse_temporal,0.8508994974456138,0.8524997681379318,0.7645773051022775,0.9383785033421148,15.0
paired_severity,severe,MATCH,rrmse_spectral,0.697094078747526,0.6996442489326,0.5835116088751645,0.822480293826806,15.0
paired_severity,severe,MATCH,correlation,0.602436370137665,0.6079041548073292,0.5400178689733146,0.6633520830408152,15.0
paired_severity,severe,MATCH,snr_improvement,-5.137099615706959,-4.667430780827999,-7.559675324621818,-2.254268079790702,15.0
paired_severity,severe,MATCH,artifact_rmse,3.762567663419815,1.9084757367769878,2.2985784540474414,5.472708951043941,15.0
paired_severity,severe,MATCH,artifact_rrmse,4.396225222940483,3.4229911416769028,2.9639567336017887,5.981172580556618,15.0
paired_severity,severe,MATCH,artifact_correlation,0.3505532639027233,0.35041748980681103,0.2698149189206047,0.4461328092640753,15.0
paired_severity,severe,MATCH,clean_output_rms_ratio,0.8539723489752837,0.8589751919110616,0.7652886306627817,0.9442391268133761,15.0
paired_severity,severe,MATCH,observation_change_ratio,0.681171641553205,0.7121892472108206,0.6299998983137665,0.7257362562021802,15.0
paired_severity,severe,MATCH,output_input_rms,0.6134570274679433,0.6242918074131012,0.5599214740124427,0.6662572714396354,15.0
paired_severity,zero,MATCH,rrmse_temporal,0.49121977370232345,0.4744284115731716,0.3942246523428531,0.5919693811663557,14.0
paired_severity,zero,MATCH,rrmse_spectral,0.3816829937820634,0.3167754919268191,0.25345664394875284,0.5561321324581235,14.0
paired_severity,zero,MATCH,correlation,0.816947340149255,0.8258352354168892,0.7453508214492883,0.882968229687817,14.0
paired_severity,zero,MATCH,artifact_rmse,3.2962630080236566,0.8793102465569973,0.6941914248912197,8.101423243872288,14.0
