artifact_correlation,artifact_rmse,artifact_rrmse,clean_output_rms_ratio,condition,context_owner,correlation,fold,gain,observation_change_ratio,oracle_non_deployable,output_input_rms,participant,query_eog_inference_reads,query_transfer_in_condition,rrmse_spectral,rrmse_temporal,seed,session,severity,snr_improvement,task,zero_artifact
0.19707177579402924,0.5535658597946167,1.0248898267745972,0.991514265537262,WRONG,sub-02,0.7692832946777344,0,1.1551259468966033,0.29547634720802307,0,0.8952667713165283,sub-03,0,0,0.5703259110450745,0.6764339208602905,20261110,ses-02,severe,-0.21354319527745247,ERP,0
0.12163339555263519,2.5750467777252197,2.9790515899658203,0.49199748039245605,WRONG,sub-02,0.6906204223632812,0,1.3110444158010255,0.7246848940849304,0,0.4832693338394165,sub-03,0,0,0.6602910161018372,0.750011682510376,20261110,ses-02,severe,-9.481561183929443,SSVEP,0
-0.010626938194036484,4.197632789611816,11.996050834655762,0.2927800416946411,WRONG,sub-02,0.447192519903183,0,0.35018898951802063,0.9053611159324646,0,0.29331257939338684,sub-03,0,0,0.6226822137832642,0.9076835513114929,20261110,ses-03,mild,-21.58076524734497,ERP,0
0.090536929666996,0.8088517785072327,4.279750347137451,0.8245342969894409,WRONG,sub-02,0.6243755221366882,0,0.3991617859118668,0.7852350473403931,0,0.8080188035964966,sub-03,0,0,0.34994688630104065,0.8063637614250183,20261110,ses-03,mild,-12.628369331359863,SSVEP,0
,1.0832768678665161,,0.6676241755485535,WRONG,sub-02,0.800284743309021,0,0.6213300841923414,0.6141486167907715,0,0.6676241755485535,sub-03,0,0,0.3055332601070404,0.6141486167907715,20261110,ses-04,zero,,ERP,1
0.031149694696068764,0.6506348848342896,2.306201457977295,0.8528962135314941,WRONG,sub-02,0.8810259699821472,0,0.7053632021157529,0.4266907572746277,0,0.8394352793693542,sub-03,0,0,0.25645220279693604,0.47391247749328613,20261110,ses-04,medium,-7.257945537567139,SSVEP,0
0.191391259431839,0.38202783465385437,1.0058698654174805,1.098606824874878,WRONG,sub-02,0.8117244243621826,0,0.3946666339936199,0.2314138412475586,0,0.9552800059318542,sub-03,0,0,0.2944085896015167,0.6506960988044739,20261110,ses-02,mild,-0.050835791043937206,ERP,0
,1.8163882493972778,,0.5476350784301758,WRONG,sub-02,0.4374334216117859,0,0.7495069719763955,0.9060329794883728,0,0.5476350784301758,sub-03,0,0,0.6174234747886658,0.9060329794883728,20261110,ses-02,zero,,SSVEP,1
0.041516125202178955,0.4442760646343231,1.2275135517120361,0.9145759344100952,WRONG,sub-02,0.8981500267982483,0,1.1371351934825242,0.26587510108947754,0,0.898948073387146,sub-05,0,0,0.16552360355854034,0.44007962942123413,20261110,ses-02,severe,-1.780526041984558,ERP,0
,0.31822091341018677,,0.8666334748268127,WRONG,sub-02,0.9262274503707886,0,0.7782355533564361,0.3818102478981018,0,0.8666334748268127,sub-05,0,0,0.2165733128786087,0.3818102478981018,20261110,ses-02,zero,,SSVEP,1
0.5107676386833191,0.6625270843505859,1.1611671447753906,0.8336462378501892,WRONG,sub-02,0.9031566381454468,0,0.7952266413509937,0.4516286551952362,0,0.778736412525177,sub-05,0,0,0.2571798861026764,0.43535375595092773,20261110,ses-03,medium,-1.2978951632976532,ERP,0
0.185873344540596,0.8230710029602051,3.9534568786621094,1.034315586090088,WRONG,sub-02,0.5765182971954346,0,0.36564906746499204,0.902073085308075,0,0.9808799624443054,sub-05,0,0,0.44202566146850586,0.9365692138671875,20261110,ses-03,mild,-11.939541101455688,SSVEP,0
0.3952310085296631,1.7371506690979004,1.2860668897628784,0.7395303249359131,WRONG,sub-02,0.7378547191619873,0,1.2753635098967215,0.6128981113433838,0,0.6667084097862244,sub-05,0,0,0.5972779989242554,0.6750138401985168,20261110,ses-04,severe,-2.185271233320236,ERP,0
0.7995989918708801,2.4401721954345703,0.6695244312286377,0.8162774443626404,WRONG,sub-02,0.3336177468299866,0,1.3106469987050369,0.9351152777671814,0,0.4404411315917969,sub-05,0,0,1.5844584703445435,1.0590952634811401,20261110,ses-04,severe,3.484671711921692,SSVEP,0
,0.5595991015434265,,0.8400248289108276,WRONG,sub-02,0.9320415258407593,0,0.7420511880629992,0.3738555610179901,0,0.8400248289108276,sub-05,0,0,0.17054365575313568,0.3738555610179901,20261110,ses-02,zero,,ERP,1
0.0451505221426487,1.0343586206436157,4.087594509124756,0.6448591947555542,WRONG,sub-02,0.5992066860198975,0,0.3796393171723198,0.7703110575675964,0,0.6315909028053284,sub-05,0,0,0.341840535402298,0.801994264125824,20261110,ses-02,mild,-12.22935676574707,SSVEP,0
-0.03733642026782036,0.22426749765872955,2.2875874042510986,0.9365024566650391,SHUFFLED,sub-12,0.9768895506858826,0,0.6206772795397046,0.1934693157672882,0,0.9429796934127808,sub-02,0,0,0.11982695758342743,0.21755965054035187,20261110,ses-02,medium,-7.187554240226746,ERP,0
0.7745392322540283,1.484309434890747,0.6949548721313477,0.7528406381607056,SHUFFLED,sub-12,0.5397284030914307,0,1.1175317132449887,0.8409851789474487,0,0.4769742488861084,sub-02,0,0,0.5638337731361389,0.8685507774353027,20261110,ses-02,severe,3.160868287086487,SSVEP,0
0.06211701035499573,20.239709854125977,11.223444938659668,0.0988367423415184,SHUFFLED,sub-12,0.1882365494966507,0,1.0869284358059146,0.9837828874588013,0,0.0984412431716919,sub-02,0,0,1.1439502239227295,0.986184298992157,20261110,ses-03,severe,-21.00252628326416,ERP,0
0.7311868667602539,9.1583251953125,0.9190027713775635,0.20643584430217743,SHUFFLED,sub-12,0.2514738440513611,0,0.7621209285894321,0.9821680188179016,0,0.1429120898246765,sub-02,0,0,1.2748088836669922,0.9683212041854858,20261110,ses-03,medium,0.7336632907390594,SSVEP,0
0.001358774839900434,6.890293121337891,51.139564514160156,0.2815714478492737,SHUFFLED,sub-12,-0.09796001017093658,0,0.6569066999970872,1.0650132894515991,0,0.28158384561538696,sub-02,0,0,1.8129470348358154,1.0651466846466064,20261110,ses-04,medium,-34.17514085769653,ERP,0
,1.6769719123840332,,0.6368213295936584,SHUFFLED,sub-12,0.7500119209289551,0,1.2602830685558055,0.6710385680198669,0,0.6368213295936584,sub-02,0,0,0.43274959921836853,0.6710385680198669,20261110,ses-04,zero,,SSVEP,1
0.7197918891906738,1.6812260150909424,0.753257691860199,0.9360887408256531,SHUFFLED,sub-12,0.4140411615371704,0,1.2986340131582417,0.7821328639984131,0,0.5192786455154419,sub-02,0,0,0.5343318581581116,1.0493983030319214,20261110,ses-02,severe,2.4611280858516693,ERP,0
0.8926648497581482,0.5727906227111816,0.45503780245780945,1.036404013633728,SHUFFLED,sub-12,0.7453479170799255,0,0.3823751348751562,0.7198073267936707,0,0.5620660185813904,sub-02,0,0,0.5060853958129883,0.7274591326713562,20261110,ses-02,mild,6.839051246643066,SSVEP,0
0.19158408045768738,0.5544126033782959,1.0264573097229004,0.9938363432884216,SHUFFLED,sub-18,0.7691025137901306,0,1.1551259468966033,0.2932775020599365,0,0.8973634243011475,sub-03,0,0,0.5708401203155518,0.6774685382843018,20261110,ses-02,severe,-0.22681793197989464,ERP,0
0.12435995787382126,2.7187435626983643,3.1452934741973877,0.4771362841129303,SHUFFLED,sub-18,0.6293928027153015,0,1.3110444158010255,0.7688513994216919,0,0.4686717689037323,sub-03,0,0,0.6721179485321045,0.7918650507926941,20261110,ses-02,severe,-9.953224062919617,SSVEP,0
