artifact_correlation,artifact_rmse,artifact_rrmse,clean_output_rms_ratio,condition,context_owner,correlation,fold,gain,observation_change_ratio,oracle_non_deployable,output_input_rms,participant,query_eog_inference_reads,query_transfer_in_condition,rrmse_spectral,rrmse_temporal,seed,session,severity,snr_improvement,task,zero_artifact
0.0,0.09803669154644012,1.0,0.9931311011314392,RAW,NONE,0.9954738020896912,0,0.6206772795397046,0.0,0,1.0,sub-02,0,0,0.025929613038897514,0.09510441869497299,20261110,ses-02,medium,0.0,ERP,0
0.0,2.135835647583008,1.0,1.5783674716949463,RAW,NONE,0.6111631393432617,0,1.1175317132449887,0.0,0,1.0,sub-02,0,0,0.7795016169548035,1.249794602394104,20261110,ses-02,severe,0.0,SSVEP,0
0.0,1.8033417463302612,1.0,1.0040175914764404,RAW,NONE,0.9961631894111633,0,1.0869284358059146,0.0,0,1.0,sub-02,0,0,0.7774026989936829,0.08786822110414505,20261110,ses-03,severe,0.0,ERP,0
0.0,9.965503692626953,1.0,1.444495439529419,RAW,NONE,0.6836288571357727,0,0.7621209285894321,0.0,0,1.0,sub-02,0,0,0.8992615342140198,1.0536651611328125,20261110,ses-03,medium,0.0,SSVEP,0
0.0,0.1347350776195526,1.0,0.9999558925628662,RAW,NONE,0.9997832179069519,0,0.6569066999970872,0.0,0,1.0,sub-02,0,0,0.011257587000727654,0.020828232169151306,20261110,ses-04,medium,0.0,ERP,0
,0.0,,1.0,RAW,NONE,1.0,0,1.2602830685558055,0.0,0,1.0,sub-02,0,0,0.0,0.0,20261110,ses-04,zero,,SSVEP,1
0.0,2.2319400310516357,1.0,1.8026713132858276,RAW,NONE,0.6403796672821045,0,1.2986340131582417,0.0,0,1.0,sub-02,0,0,0.5276742577552795,1.3931463956832886,20261110,ses-02,severe,0.0,ERP,0
0.0,1.2587759494781494,1.0,1.8439185619354248,RAW,NONE,0.5000956654548645,0,0.3823751348751562,0.0,0,1.0,sub-02,0,0,0.6701604127883911,1.5986785888671875,20261110,ses-02,mild,0.0,SSVEP,0
0.0,0.5401223301887512,1.0,1.1075069904327393,RAW,NONE,0.8085509538650513,0,1.1551259468966033,0.0,0,1.0,sub-03,0,0,0.616310179233551,0.6600065231323242,20261110,ses-02,severe,0.0,ERP,0
0.0,0.8643847703933716,1.0,1.0180606842041016,RAW,NONE,0.9690313935279846,0,1.3110444158010255,0.0,0,1.0,sub-03,0,0,0.4302941858768463,0.25176188349723816,20261110,ses-02,severe,0.0,SSVEP,0
0.0,0.3499179184436798,1.0,0.9981844425201416,RAW,NONE,0.9971345067024231,0,0.35018898951802063,0.0,0,1.0,sub-03,0,0,0.06952191144227982,0.07566520571708679,20261110,ses-03,mild,0.0,ERP,0
0.0,0.18899507820606232,1.0,1.0204395055770874,RAW,NONE,0.9828119277954102,0,0.3991617859118668,0.0,0,1.0,sub-03,0,0,0.10832962393760681,0.18841372430324554,20261110,ses-03,mild,0.0,SSVEP,0
,0.0,,1.0,RAW,NONE,1.0,0,0.6213300841923414,0.0,0,1.0,sub-03,0,0,0.0,0.0,20261110,ses-04,zero,,ERP,1
0.0,0.2821240723133087,1.0,1.0160356760025024,RAW,NONE,0.979349672794342,0,0.7053632021157529,0.0,0,1.0,sub-03,0,0,0.12255579233169556,0.20549482107162476,20261110,ses-04,medium,0.0,SSVEP,0
0.0,0.37979844212532043,1.0,1.150036334991455,RAW,NONE,0.8278458118438721,0,0.3946666339936199,0.0,0,1.0,sub-03,0,0,0.31243953108787537,0.6468989253044128,20261110,ses-02,mild,0.0,ERP,0
,0.0,,1.0,RAW,NONE,0.9999999403953552,0,0.7495069719763955,0.0,0,1.0,sub-03,0,0,0.0,0.0,20261110,ses-02,zero,,SSVEP,1
0.0,0.3619316518306732,1.0,1.0173845291137695,RAW,NONE,0.9370048642158508,0,1.1371351934825242,0.0,0,1.0,sub-05,0,0,0.1025254875421524,0.3585130274295807,20261110,ses-02,severe,0.0,ERP,0
,0.0,,1.0,RAW,NONE,1.0,0,0.7782355533564361,0.0,0,1.0,sub-05,0,0,0.0,0.0,20261110,ses-02,zero,,SSVEP,1
0.0,0.5705698728561401,1.0,1.0705113410949707,RAW,NONE,0.9368564486503601,0,0.7952266413509937,0.0,0,1.0,sub-05,0,0,0.11980704218149185,0.37492772936820984,20261110,ses-03,medium,0.0,ERP,0
0.0,0.2081901878118515,1.0,1.0544772148132324,RAW,NONE,0.9747955799102783,0,0.36564906746499204,0.0,0,1.0,sub-05,0,0,0.08721575886011124,0.23689879477024078,20261110,ses-03,mild,0.0,SSVEP,0
0.0,1.350746750831604,1.0,1.1092259883880615,RAW,NONE,0.8811991214752197,0,1.2753635098967215,0.0,0,1.0,sub-05,0,0,0.5297350883483887,0.5248668193817139,20261110,ses-04,severe,0.0,ERP,0
0.0,3.6446352005004883,1.0,1.8533179759979248,RAW,NONE,0.5213486552238464,0,1.3106469987050369,0.0,0,1.0,sub-05,0,0,2.3597915172576904,1.581861972808838,20261110,ses-04,severe,0.0,SSVEP,0
,0.0,,1.0,RAW,NONE,0.9999999403953552,0,0.7420511880629992,0.0,0,1.0,sub-05,0,0,0.0,0.0,20261110,ses-02,zero,,ERP,1
0.0,0.25304821133613586,1.0,1.021007776260376,RAW,NONE,0.9813684225082397,0,0.3796393171723198,0.0,0,1.0,sub-05,0,0,0.05807429924607277,0.19620200991630554,20261110,ses-02,mild,0.0,SSVEP,0
-0.03729817643761635,0.2158251404762268,2.2014729976654053,0.9383652210235596,POP,POP,0.9786695241928101,0,0.6206772795397046,0.1842833310365677,0,0.9448553323745728,sub-02,0,0,0.11419634521007538,0.20936980843544006,20261110,ses-02,medium,-6.854267716407776,ERP,0
0.773799479007721,1.4803236722946167,0.6930887699127197,0.754823625087738,POP,POP,0.5429874062538147,0,1.1175317132449887,0.8351718783378601,0,0.4782305657863617,sub-02,0,0,0.5631008744239807,0.8662185668945312,20261110,ses-02,severe,3.1842228770256042,SSVEP,0
0.06129233539104462,20.247222900390625,11.227611541748047,0.09917561709880829,POP,POP,0.18429000675678253,0,1.0869284358059146,0.9840763807296753,0,0.09877875447273254,sub-02,0,0,1.1383204460144043,0.9865503907203674,20261110,ses-03,severe,-21.005749702453613,ERP,0
0.7320010662078857,9.131869316101074,0.9163479804992676,0.206073597073555,POP,POP,0.264736145734787,0,0.7621209285894321,0.9805733561515808,0,0.14266130328178406,sub-02,0,0,1.2840361595153809,0.9655239582061768,20261110,ses-03,medium,0.7587911188602448,SSVEP,0
0.0014671174576506019,6.871503829956055,51.0001106262207,0.27782878279685974,POP,POP,-0.09193171560764313,0,0.6569066999970872,1.0621103048324585,0,0.2778410017490387,sub-02,0,0,1.8279420137405396,1.0622421503067017,20261110,ses-04,medium,-34.15142297744751,ERP,0
,1.5539124011993408,,0.6519363522529602,POP,POP,0.7963929772377014,0,1.2602830685558055,0.6217963695526123,0,0.6519363522529602,sub-02,0,0,0.42864978313446045,0.6217963695526123,20261110,ses-04,zero,,SSVEP,1
0.7196589112281799,1.670413851737976,0.7484135031700134,0.9386367797851562,POP,POP,0.42296525835990906,0,1.2986340131582417,0.7719561457633972,0,0.5206921696662903,sub-02,0,0,0.5341240167617798,1.0426496267318726,20261110,ses-02,severe,2.517167329788208,ERP,0
0.8943036794662476,0.5714126825332642,0.4539431035518646,1.0390592813491821,POP,POP,0.7473115921020508,0,0.3823751348751562,0.7091056704521179,0,0.5635060667991638,sub-02,0,0,0.5072318315505981,0.725709080696106,20261110,ses-02,mild,6.859971880912781,SSVEP,0
0.1958501935005188,0.5566521883010864,1.0306037664413452,0.9915226101875305,POP,POP,0.7667039632797241,0,1.1551259468966033,0.30565378069877625,0,0.89527428150177,sub-03,0,0,0.570654034614563,0.680205225944519,20261110,ses-02,severe,-0.26183493435382843,ERP,0
0.12060223519802094,2.6955978870391846,3.118516683578491,0.48166754841804504,POP,POP,0.6390138864517212,0,1.3110444158010255,0.7609056234359741,0,0.47312265634536743,sub-03,0,0,0.6696767807006836,0.7851236462593079,20261110,ses-02,severe,-9.87896203994751,SSVEP,0
-0.00984615832567215,4.273524761199951,12.212932586669922,0.29302310943603516,POP,POP,0.3957585096359253,0,0.35018898951802063,0.9219172596931458,0,0.2935560643672943,sub-03,0,0,0.6260136961936951,0.924094021320343,20261110,ses-03,mild,-21.73640012741089,ERP,0
0.08790379762649536,0.7000419497489929,3.704021692276001,0.8386818766593933,POP,POP,0.7251712083816528,0,0.3991617859118668,0.6749635934829712,0,0.821882963180542,sub-03,0,0,0.31071558594703674,0.6978885531425476,20261110,ses-03,mild,-11.373471021652222,SSVEP,0
,1.0486326217651367,,0.6742091178894043,POP,POP,0.8166265487670898,0,0.6213300841923414,0.5945075154304504,0,0.6742091178894043,sub-03,0,0,0.3032926023006439,0.5945075154304504,20261110,ses-04,zero,,ERP,1
0.02603677660226822,0.6539416313171387,2.317922353744507,0.8732988834381104,POP,POP,0.879301905632019,0,0.7053632021157529,0.42822080850601196,0,0.8595159649848938,sub-03,0,0,0.2539510130882263,0.4763210713863373,20261110,ses-04,medium,-7.3019784688949585,SSVEP,0
0.19120433926582336,0.3837765157222748,1.0104739665985107,1.0979852676391602,POP,POP,0.8097918629646301,0,0.3946666339936199,0.24258899688720703,0,0.9547395706176758,sub-03,0,0,0.29379507899284363,0.6536744832992554,20261110,ses-02,mild,-0.0905022956430912,ERP,0
,1.8392808437347412,,0.5525809526443481,POP,POP,0.4195276200771332,0,0.7495069719763955,0.9174519181251526,0,0.5525809526443481,sub-03,0,0,0.6124891042709351,0.9174519181251526,20261110,ses-02,zero,,SSVEP,1
0.04072069749236107,0.44734570384025574,1.2359950542449951,0.914699137210846,POP,POP,0.8966785669326782,0,1.1371351934825242,0.27070701122283936,0,0.8990691900253296,sub-05,0,0,0.16657041013240814,0.4431203603744507,20261110,ses-02,severe,-1.8403351306915283,ERP,0
,0.32515081763267517,,0.8644218444824219,POP,POP,0.9226019978523254,0,0.7782355533564361,0.3901249170303345,0,0.8644218444824219,sub-05,0,0,0.21559497714042664,0.3901249170303345,20261110,ses-02,zero,,SSVEP,1
0.508294403553009,0.6747964024543762,1.1826708316802979,0.8321052193641663,POP,POP,0.8990334868431091,0,0.7952266413509937,0.4613052010536194,0,0.7772969603538513,sub-05,0,0,0.25870421528816223,0.4434160888195038,20261110,ses-03,medium,-1.4572778344154358,ERP,0
0.19445297122001648,0.7115688920021057,3.4178788661956787,0.9653313159942627,POP,POP,0.6610569953918457,0,0.36564906746499204,0.7792408466339111,0,0.9154596328735352,sub-05,0,0,0.18649975955486298,0.8096913695335388,20261110,ses-03,mild,-10.675133466720581,SSVEP,0
0.4038860499858856,1.7181859016418457,1.272026777267456,0.750697672367096,POP,POP,0.7445361614227295,0,1.2753635098967215,0.60930997133255,0,0.676776111125946,sub-05,0,0,0.5957173705101013,0.667644739151001,20261110,ses-04,severe,-2.089926153421402,ERP,0
0.8065271377563477,2.350860595703125,0.6450194120407104,0.820939838886261,POP,POP,0.3854181170463562,0,1.3106469987050369,0.9085600972175598,0,0.4429568350315094,sub-05,0,0,1.5846937894821167,1.020331621170044,20261110,ses-04,severe,3.808544874191284,SSVEP,0
,0.578709065914154,,0.8385267853736877,POP,POP,0.9264166951179504,0,0.7420511880629992,0.3866225779056549,0,0.8385267853736877,sub-05,0,0,0.17426654696464539,0.3866225779056549,20261110,ses-02,zero,,ERP,1
0.04664057120680809,1.0733519792556763,4.241689205169678,0.649165689945221,POP,POP,0.5613805651664734,0,0.3796393171723198,0.8011258244514465,0,0.6358087658882141,sub-05,0,0,0.33373770117759705,0.8322279453277588,20261110,ses-02,mild,-12.550777196884155,SSVEP,0
-0.038233499974012375,0.2113925814628601,2.1562600135803223,0.9384893178939819,MATCH,sub-02,0.979615330696106,0,0.6206772795397046,0.17931343615055084,0,0.944980263710022,sub-02,0,0,0.11193481832742691,0.20506983995437622,20261110,ses-02,medium,-6.674022674560547,ERP,0
0.7736846804618835,1.4617805480957031,0.6844068765640259,0.758000373840332,MATCH,sub-02,0.5563542246818542,0,1.1175317132449887,0.8170261979103088,0,0.4802432656288147,sub-02,0,0,0.5637957453727722,0.8553680181503296,20261110,ses-02,severe,3.2937121391296387,SSVEP,0
0.0599735751748085,20.193531036376953,11.197837829589844,0.09942672401666641,MATCH,sub-02,0.20999924838542938,0,1.0869284358059146,0.9813443422317505,0,0.09902886301279068,sub-02,0,0,1.1615833044052124,0.983934223651886,20261110,ses-03,severe,-20.982685089111328,ERP,0
0.7173948884010315,9.36081600189209,0.9393219351768494,0.2099020630121231,MATCH,sub-02,0.15012875199317932,0,0.7621209285894321,0.9825703501701355,0,0.14531168341636658,sub-02,0,0,1.2424263954162598,0.9897307753562927,20261110,ses-03,medium,0.5437107011675835,SSVEP,0
0.0014245463535189629,6.8615546226501465,50.92626190185547,0.274747371673584,MATCH,sub-02,-0.09013565629720688,0,0.6569066999970872,1.060571312904358,0,0.2747594714164734,sub-02,0,0,1.8410887718200684,1.060703992843628,20261110,ses-04,medium,-34.13883686065674,ERP,0
,1.6887333393096924,,0.6282589435577393,MATCH,sub-02,0.7465730905532837,0,1.2602830685558055,0.6757447719573975,0,0.6282589435577393,sub-02,0,0,0.43537917733192444,0.6757447719573975,20261110,ses-04,zero,,SSVEP,1
0.7197328805923462,1.6596107482910156,0.7435731291770935,0.9375481009483337,MATCH,sub-02,0.42985111474990845,0,1.2986340131582417,0.7619187831878662,0,0.5200881958007812,sub-02,0,0,0.5337565541267395,1.035906195640564,20261110,ses-02,severe,2.5735267996788025,ERP,0
0.8950347304344177,0.5776582360267639,0.4589047133922577,1.0473272800445557,MATCH,sub-02,0.7441326975822449,0,0.3823751348751562,0.6823946833610535,0,0.5679900050163269,sub-02,0,0,0.5081374645233154,0.7336411476135254,20261110,ses-02,mild,6.765549182891846,SSVEP,0
0.19181174039840698,0.5540108680725098,1.0257136821746826,0.9944596290588379,MATCH,sub-03,0.7695743441581726,0,1.1551259468966033,0.2919919192790985,0,0.8979262113571167,sub-03,0,0,0.571745753288269,0.6769776940345764,20261110,ses-02,severe,-0.2205229178071022,ERP,0
0.11609922349452972,2.680763006210327,3.101353883743286,0.4856509864330292,MATCH,sub-03,0.6447175145149231,0,1.3110444158010255,0.7552738189697266,0,0.47703543305397034,sub-03,0,0,0.668099582195282,0.7808027267456055,20261110,ses-02,severe,-9.831027388572693,SSVEP,0
-0.009907671250402927,4.202190399169922,12.009073257446289,0.2920989394187927,MATCH,sub-03,0.4444809854030609,0,0.35018898951802063,0.9064067006111145,0,0.29263022541999817,sub-03,0,0,0.6292629241943359,0.9086689949035645,20261110,ses-03,mild,-21.590189933776855,ERP,0
0.08699023723602295,0.7000719308853149,3.7041802406311035,0.8407830595970154,MATCH,sub-03,0.7254285216331482,0,0.3991617859118668,0.6748198866844177,0,0.8239421248435974,sub-03,0,0,0.3087342381477356,0.6979184746742249,20261110,ses-03,mild,-11.37384295463562,SSVEP,0
,1.0555939674377441,,0.6707867383956909,MATCH,sub-03,0.8138338923454285,0,0.6213300841923414,0.5984542369842529,0,0.6707867383956909,sub-03,0,0,0.3058323860168457,0.5984542369842529,20261110,ses-04,zero,,ERP,1
0.02793254144489765,0.6587878465652466,2.335099697113037,0.8750743865966797,MATCH,sub-03,0.8773528337478638,0,0.7053632021157529,0.43247872591018677,0,0.8612634539604187,sub-03,0,0,0.2532992362976074,0.4798509180545807,20261110,ses-04,medium,-7.366109490394592,SSVEP,0
0.18802203238010406,0.3818947970867157,1.0055196285247803,1.100158452987671,MATCH,sub-03,0.8122626543045044,0,0.3946666339936199,0.22699318826198578,0,0.9566292762756348,sub-03,0,0,0.2942872941493988,0.6504694819450378,20261110,ses-02,mild,-0.04781071096658707,ERP,0
,1.8155155181884766,,0.5527486801147461,MATCH,sub-03,0.439098596572876,0,0.7495069719763955,0.9055976271629333,0,0.5527486801147461,sub-03,0,0,0.6046709418296814,0.9055976271629333,20261110,ses-02,zero,,SSVEP,1
0.03894203528761864,0.4650494456291199,1.2849096059799194,0.9097710251808167,MATCH,sub-05,0.8878576159477234,0,1.1371351934825242,0.29845088720321655,0,0.8942252993583679,sub-05,0,0,0.17681092023849487,0.4606568217277527,20261110,ses-02,severe,-2.177451401948929,ERP,0
,0.3175221383571625,,0.8663499355316162,MATCH,sub-05,0.9265894293785095,0,0.7782355533564361,0.38097184896469116,0,0.8663499355316162,sub-05,0,0,0.2157842069864273,0.38097184896469116,20261110,ses-02,zero,,SSVEP,1
0.5012220144271851,0.7010027766227722,1.228601098060608,0.8233016729354858,MATCH,sub-05,0.8903168439865112,0,0.7952266413509937,0.48046788573265076,0,0.7690732479095459,sub-05,0,0,0.26395344734191895,0.46063661575317383,20261110,ses-03,medium,-1.7882177233695984,ERP,0
0.19486907124519348,0.7133289575576782,3.426332950592041,0.9648755788803101,MATCH,sub-05,0.6592415571212769,0,0.36564906746499204,0.781321108341217,0,0.915027379989624,sub-05,0,0,0.18655192852020264,0.8116941452026367,20261110,ses-03,mild,-10.696592330932617,SSVEP,0
0.4004778265953064,1.8121635913848877,1.3416013717651367,0.7318441867828369,MATCH,sub-05,0.7104402184486389,0,1.2753635098967215,0.6531491875648499,0,0.6597791314125061,sub-05,0,0,0.6199708580970764,0.704162061214447,20261110,ses-04,severe,-2.5524699687957764,ERP,0
0.8065201640129089,2.3381075859069824,0.6415203213691711,0.8231167197227478,MATCH,sub-05,0.3934115171432495,0,1.3106469987050369,0.9009561538696289,0,0.44413140416145325,sub-05,0,0,1.583547830581665,1.014796495437622,20261110,ses-04,severe,3.855791985988617,SSVEP,0
,0.6313111782073975,,0.8339331150054932,MATCH,sub-05,0.9098901152610779,0,0.7420511880629992,0.4217647910118103,0,0.8339331150054932,sub-05,0,0,0.18135830760002136,0.4217647910118103,20261110,ses-02,zero,,ERP,1
0.04529117792844772,1.0376219749450684,4.100491046905518,0.6471273899078369,MATCH,sub-05,0.596199631690979,0,0.3796393171723198,0.7729002833366394,0,0.633812427520752,sub-05,0,0,0.3434149920940399,0.8045245409011841,20261110,ses-02,mild,-12.256717681884766,SSVEP,0
-0.03562108799815178,0.20611658692359924,2.102443218231201,0.9403244853019714,WRONG,sub-03,0.9806358218193054,0,0.6206772795397046,0.1737433671951294,0,0.9468281269073486,sub-02,0,0,0.10893317312002182,0.199951633810997,20261110,ses-02,medium,-6.45448625087738,ERP,0
0.7745164036750793,1.478981614112854,0.6924604177474976,0.757905125617981,WRONG,sub-03,0.5446872711181641,0,1.1175317132449887,0.8361735939979553,0,0.480182945728302,sub-02,0,0,0.5633491277694702,0.8654332756996155,20261110,ses-02,severe,3.1921005249023438,SSVEP,0
0.061414193361997604,20.19225311279297,11.197129249572754,0.0995335802435875,WRONG,sub-03,0.21049673855304718,0,1.0869284358059146,0.9814087748527527,0,0.09913529455661774,sub-02,0,0,1.1648545265197754,0.9838719964027405,20261110,ses-03,severe,-20.982136726379395,ERP,0
0.7327228784561157,9.114212036132812,0.9145761728286743,0.20559905469417572,WRONG,sub-03,0.2736436128616333,0,0.7621209285894321,0.9797983169555664,0,0.1423327922821045,sub-02,0,0,1.2905888557434082,0.9636570811271667,20261110,ses-03,medium,0.7756022363901138,SSVEP,0
0.0017739561153575778,6.873509407043457,51.014991760253906,0.27841243147850037,WRONG,sub-03,-0.09236211329698563,0,0.6569066999970872,1.0624271631240845,0,0.2784246802330017,sub-02,0,0,1.8263254165649414,1.0625520944595337,20261110,ses-04,medium,-34.15395736694336,ERP,0
,1.5865920782089233,,0.6505079865455627,WRONG,sub-03,0.7840760350227356,0,1.2602830685558055,0.6348730325698853,0,0.6505079865455627,sub-02,0,0,0.42346566915512085,0.6348730325698853,20261110,ses-04,zero,,SSVEP,1
0.7204212546348572,1.6567305326461792,0.7422827482223511,0.9398282766342163,WRONG,sub-03,0.43304508924484253,0,1.2986340131582417,0.7611299753189087,0,0.5213531255722046,sub-02,0,0,0.5340970754623413,1.0341085195541382,20261110,ses-02,severe,2.588612735271454,ERP,0
0.8964142203330994,0.5660574436187744,0.4496888220310211,1.0431017875671387,WRONG,sub-03,0.7531914710998535,0,0.3823751348751562,0.7115123271942139,0,0.5656984448432922,sub-02,0,0,0.5062164664268494,0.71890789270401,20261110,ses-02,mild,6.941758394241333,SSVEP,0
