condition,participant,channel,channel_artifact_rmse,channel_rrmse_temporal,fold,seed
CHANNEL_ONLY,sub-03,25,2.7969308933243155,0.5166097908793541,0.0,20261110.5
CHANNEL_ONLY,sub-03,26,2.7965139787411317,0.5190904225617833,0.0,20261110.5
CHANNEL_ONLY,sub-03,27,2.7603383590467274,0.5541516633815519,0.0,20261110.5
CHANNEL_ONLY,sub-03,28,2.497450252994895,0.5579767115824218,0.0,20261110.5
CHANNEL_ONLY,sub-03,29,2.417641533189453,0.4885906961420301,0.0,20261110.5
CHANNEL_ONLY,sub-03,30,2.457050266675651,0.5510121351783994,0.0,20261110.5
CHANNEL_ONLY,sub-03,31,2.1337899044156075,0.47670070812962323,0.0,20261110.5
CHANNEL_ONLY,sub-03,32,3.490485505782999,0.5039529221577836,0.0,20261110.5
CHANNEL_ONLY,sub-03,33,1.4964583636610769,0.3875660420257301,0.0,20261110.5
CHANNEL_ONLY,sub-03,34,2.2280425876379013,0.41928615194323454,0.0,20261110.5
CHANNEL_ONLY,sub-03,35,2.299593967036344,0.4042918474942784,0.0,20261110.5
CHANNEL_ONLY,sub-03,36,2.135129600763321,0.3531579125434399,0.0,20261110.5
CHANNEL_ONLY,sub-03,37,2.0470271133817732,0.35778768297757435,0.0,20261110.5
CHANNEL_ONLY,sub-03,38,1.6820204126415774,0.43127411398219817,0.0,20261110.5
CHANNEL_ONLY,sub-03,39,2.0218920960323885,0.4755498263309522,0.0,20261110.5
CHANNEL_ONLY,sub-03,40,12.386224392568693,0.4568054237037196,0.0,20261110.5
CHANNEL_ONLY,sub-03,41,4.93660024960991,0.2475180488227786,0.0,20261110.5
CHANNEL_ONLY,sub-03,42,2.253981963964179,0.34377361489429076,0.0,20261110.5
CHANNEL_ONLY,sub-03,43,1.810352694883477,0.21631446590820957,0.0,20261110.5
CHANNEL_ONLY,sub-03,44,2.029006950906478,0.3548697703898354,0.0,20261110.5
CHANNEL_ONLY,sub-03,45,2.2509463325259276,0.4140207104607263,0.0,20261110.5
CHANNEL_ONLY,sub-05,0,1.9869884941726923,0.9976952743800542,0.0,20261110.5
CHANNEL_ONLY,sub-05,1,2.6424207873642445,1.1132320307695043,0.0,20261110.5
CHANNEL_ONLY,sub-05,2,2.0208719382062554,0.9309672615570863,0.0,20261110.5
CHANNEL_ONLY,sub-05,3,1.6382101364433765,0.7503328818866062,0.0,20261110.5
CHANNEL_ONLY,sub-05,4,1.9851009014528245,0.7200494099549164,0.0,20261110.5
CHANNEL_ONLY,sub-05,5,1.9936125878011808,0.6844488059759407,0.0,20261110.5
CHANNEL_ONLY,sub-05,6,1.797259679529816,0.7694404910709526,0.0,20261110.5
CHANNEL_ONLY,sub-05,7,1.683522805571556,1.0471023342248917,0.0,20261110.5
CHANNEL_ONLY,sub-05,8,1.8773047159193084,0.6161391512970026,0.0,20261110.5
CHANNEL_ONLY,sub-05,9,1.585507075942587,0.2353361359389681,0.0,20261110.5
CHANNEL_ONLY,sub-05,10,1.9769385378458537,0.5637511218908712,0.0,20261110.5
CHANNEL_ONLY,sub-05,11,2.0141270020976663,0.928683754209631,0.0,20261110.5
CHANNEL_ONLY,sub-05,12,2.0580808056984097,0.5533386765270311,0.0,20261110.5
CHANNEL_ONLY,sub-05,13,2.341160725452937,0.476280317972436,0.0,20261110.5
CHANNEL_ONLY,sub-05,14,1.755407938384451,0.762592375420783,0.0,20261110.5
CHANNEL_ONLY,sub-05,15,1.7079012002795935,0.475494263548618,0.0,20261110.5
CHANNEL_ONLY,sub-05,16,1.9459186680614948,0.49197342080783724,0.0,20261110.5
CHANNEL_ONLY,sub-05,17,1.7103956663049757,0.5627980570106115,0.0,20261110.5
CHANNEL_ONLY,sub-05,18,1.9250966915860772,0.6221730832992871,0.0,20261110.5
CHANNEL_ONLY,sub-05,19,1.374970409204252,0.5084545904038609,0.0,20261110.5
CHANNEL_ONLY,sub-05,20,1.7013246939750388,0.5203222925965357,0.0,20261110.5
CHANNEL_ONLY,sub-05,21,1.6921514957211912,0.5282028430519867,0.0,20261110.5
CHANNEL_ONLY,sub-05,22,1.86506162234582,0.6847427140279386,0.0,20261110.5
CHANNEL_ONLY,sub-05,23,1.4541656279470772,0.5276517700516045,0.0,20261110.5
CHANNEL_ONLY,sub-05,24,1.4408935788087547,0.5706689936014367,0.0,20261110.5
CHANNEL_ONLY,sub-05,25,1.5950093234423548,0.5064523461279681,0.0,20261110.5
CHANNEL_ONLY,sub-05,26,1.7509191618300974,0.6480995771379551,0.0,20261110.5
CHANNEL_ONLY,sub-05,27,1.5042315213941038,0.5474335071096765,0.0,20261110.5
CHANNEL_ONLY,sub-05,28,1.4681631685234606,0.5144900089464288,0.0,20261110.5
CHANNEL_ONLY,sub-05,29,1.3456192603334785,0.6032499700895635,0.0,20261110.5
CHANNEL_ONLY,sub-05,30,1.4578838825691491,0.5616703899687171,0.0,20261110.5
CHANNEL_ONLY,sub-05,31,1.368134256452322,0.5484978695767071,0.0,20261110.5
CHANNEL_ONLY,sub-05,32,1.19015598972328,0.5750944057087334,0.0,20261110.5
CHANNEL_ONLY,sub-05,33,1.1163611687952653,37.74373918355266,0.0,20261110.5
CHANNEL_ONLY,sub-05,34,1.353594156447798,0.5469540279974833,0.0,20261110.5
CHANNEL_ONLY,sub-05,35,1.2637731533613987,0.5281883222358441,0.0,20261110.5
CHANNEL_ONLY,sub-05,36,1.3744518049061298,0.5260190854117722,0.0,20261110.5
CHANNEL_ONLY,sub-05,37,1.1824707617633976,0.4917129357584069,0.0,20261110.5
CHANNEL_ONLY,sub-05,38,29.903840424958616,0.6424093264523717,0.0,20261110.5
CHANNEL_ONLY,sub-05,39,1.3117187448078766,0.5689635983670869,0.0,20261110.5
CHANNEL_ONLY,sub-05,40,2.562547599663958,0.5981733046297673,0.0,20261110.5
CHANNEL_ONLY,sub-05,41,1.460337957018055,0.5239277303179275,0.0,20261110.5
CHANNEL_ONLY,sub-05,42,1.1759855650016107,0.33551647021266323,0.0,20261110.5
CHANNEL_ONLY,sub-05,43,1.4333801204920746,0.4652223473247462,0.0,20261110.5
CHANNEL_ONLY,sub-05,44,1.2094276575371623,0.4939208688610114,0.0,20261110.5
CHANNEL_ONLY,sub-05,45,1.2496263743960299,0.4857394354181013,0.0,20261110.5
CHANNEL_ONLY,sub-06,0,1.3134584054350853,0.8185737224635052,1.0,20261110.5
CHANNEL_ONLY,sub-06,1,1.341599890962243,0.7801594271509489,1.0,20261110.5
CHANNEL_ONLY,sub-06,2,1.013857427984476,0.7046230507817747,1.0,20261110.5
CHANNEL_ONLY,sub-06,3,0.7514778897166252,0.5257220706335578,1.0,20261110.5
CHANNEL_ONLY,sub-06,4,0.9538031639531255,0.5810797681974961,1.0,20261110.5
CHANNEL_ONLY,sub-06,5,0.5682875571073964,0.4472690554133505,1.0,20261110.5
CHANNEL_ONLY,sub-06,6,0.9199402388185263,0.5809695975991755,1.0,20261110.5
CHANNEL_ONLY,sub-06,7,0.7437950959429145,0.5389777876367404,1.0,20261110.5
CHANNEL_ONLY,sub-06,8,0.6875836248509586,0.3538135889867385,1.0,20261110.5
CHANNEL_ONLY,sub-06,9,0.2922497323015705,0.15909879190164167,1.0,20261110.5
CHANNEL_ONLY,sub-06,10,0.5134470912162215,0.3158727496883902,1.0,20261110.5
CHANNEL_ONLY,sub-06,11,0.7306847213767469,0.42190743578723616,1.0,20261110.5
CHANNEL_ONLY,sub-06,12,0.36855930206365883,0.26500045990165555,1.0,20261110.5
CHANNEL_ONLY,sub-06,13,0.5021776803769171,0.3594479329017037,1.0,20261110.5
CHANNEL_ONLY,sub-06,14,0.618627117946744,0.3862729363400033,1.0,20261110.5
CHANNEL_ONLY,sub-06,15,0.4398934645578265,0.34963372434147433,1.0,20261110.5
CHANNEL_ONLY,sub-06,16,0.5126778818666935,0.357370761087624,1.0,20261110.5
CHANNEL_ONLY,sub-06,17,0.47417991678230464,0.38714974405569746,1.0,20261110.5
CHANNEL_ONLY,sub-06,18,0.6292458912357688,2.3703178285598963,1.0,20261110.5
CHANNEL_ONLY,sub-06,19,0.8355376459658146,0.6190027786839236,1.0,20261110.5
CHANNEL_ONLY,sub-06,20,0.42172155482694507,0.34346580525051457,1.0,20261110.5
CHANNEL_ONLY,sub-06,21,0.588800691999495,0.4366808618688897,1.0,20261110.5
CHANNEL_ONLY,sub-06,22,0.502740788506344,0.4076767301356594,1.0,20261110.5
CHANNEL_ONLY,sub-06,23,0.5750031606294215,0.5032182686531441,1.0,20261110.5
CHANNEL_ONLY,sub-06,24,0.3485579830594361,0.287270571141641,1.0,20261110.5
CHANNEL_ONLY,sub-06,25,0.32720460183918476,0.2975032257146978,1.0,20261110.5
CHANNEL_ONLY,sub-06,26,0.42241674195975065,0.35364234330898464,1.0,20261110.5
CHANNEL_ONLY,sub-06,27,0.407362911850214,0.3313706415779243,1.0,20261110.5
CHANNEL_ONLY,sub-06,28,0.5648819142952561,0.39637148913108067,1.0,20261110.5
CHANNEL_ONLY,sub-06,29,0.45134827634319663,3.622797066409306,1.0,20261110.5
CHANNEL_ONLY,sub-06,30,0.38823785725980997,3.9190151139346865,1.0,20261110.5
CHANNEL_ONLY,sub-06,31,0.4608957457821816,0.3824923932198003,1.0,20261110.5
CHANNEL_ONLY,sub-06,32,4.5400213247630745,0.36576929071715614,1.0,20261110.5
CHANNEL_ONLY,sub-06,33,0.2827948424965143,0.23298575524032367,1.0,20261110.5
CHANNEL_ONLY,sub-06,34,0.5589958425844088,0.32985779972947377,1.0,20261110.5
CHANNEL_ONLY,sub-06,35,0.47845931095071137,0.31674419087348504,1.0,20261110.5
CHANNEL_ONLY,sub-06,36,0.37537703139241785,0.28708624930341997,1.0,20261110.5
CHANNEL_ONLY,sub-06,37,0.47080918680876493,0.33680145565588915,1.0,20261110.5
CHANNEL_ONLY,sub-06,38,0.3145374422892928,0.29100759881685917,1.0,20261110.5
CHANNEL_ONLY,sub-06,39,0.5196173470467329,0.3808586807357456,1.0,20261110.5
CHANNEL_ONLY,sub-06,40,3.8251868262887,0.453294595162039,1.0,20261110.5
CHANNEL_ONLY,sub-06,41,0.4228465666528791,0.33339325116284074,1.0,20261110.5
CHANNEL_ONLY,sub-06,42,0.5435146946692839,0.3003936384289154,1.0,20261110.5
CHANNEL_ONLY,sub-06,43,0.23807445529382676,0.18708140201608242,1.0,20261110.5
CHANNEL_ONLY,sub-06,44,0.34676663135178387,0.26430627916330707,1.0,20261110.5
CHANNEL_ONLY,sub-06,45,0.3114556760992855,0.230618946920432,1.0,20261110.5
CHANNEL_ONLY,sub-07,0,2.0071358724380843,1.0513174993387626,1.0,20261110.5
CHANNEL_ONLY,sub-07,1,1.8435887375380844,0.9776897384999658,1.0,20261110.5
CHANNEL_ONLY,sub-07,2,2.194630913203582,0.7913708071982622,1.0,20261110.5
CHANNEL_ONLY,sub-07,3,1.9045605941209942,0.732272467488223,1.0,20261110.5
CHANNEL_ONLY,sub-07,4,2.284093319904059,0.5650254052017437,1.0,20261110.5
CHANNEL_ONLY,sub-07,5,2.25917444890365,0.49301456400390764,1.0,20261110.5
CHANNEL_ONLY,sub-07,6,2.4226644083391875,0.7048510394316183,1.0,20261110.5
CHANNEL_ONLY,sub-07,7,2.0113976025022566,0.7239279810588278,1.0,20261110.5
CHANNEL_ONLY,sub-07,8,2.475966607918963,0.4853124190703997,1.0,20261110.5
CHANNEL_ONLY,sub-07,9,2.4915951477596536,0.1962793149910499,1.0,20261110.5
CHANNEL_ONLY,sub-07,10,2.6480440304148942,0.4253728150396218,1.0,20261110.5
CHANNEL_ONLY,sub-07,11,2.4803573300596327,0.5254298458276131,1.0,20261110.5
CHANNEL_ONLY,sub-07,12,2.3605004497803748,0.3589847050191656,1.0,20261110.5
CHANNEL_ONLY,sub-07,13,2.4446766565088183,0.3965959216108949,1.0,20261110.5
CHANNEL_ONLY,sub-07,14,2.3971652910113335,0.4306062740959375,1.0,20261110.5
CHANNEL_ONLY,sub-07,15,2.4636366441845894,0.4241275369260616,1.0,20261110.5
CHANNEL_ONLY,sub-07,16,2.599152496724855,0.5033582913234144,1.0,20261110.5
CHANNEL_ONLY,sub-07,17,1.959527556085959,0.37713146076858384,1.0,20261110.5
CHANNEL_ONLY,sub-07,18,2.1114858880173415,0.41068460371432997,1.0,20261110.5
CHANNEL_ONLY,sub-07,19,1.9722170336171985,0.5473969359754185,1.0,20261110.5
CHANNEL_ONLY,sub-07,20,2.236661374452524,0.5212472176374726,1.0,20261110.5
CHANNEL_ONLY,sub-07,21,1.9605767612811178,0.42920812714279566,1.0,20261110.5
CHANNEL_ONLY,sub-07,22,1.8718458421062678,0.45275003481457327,1.0,20261110.5
CHANNEL_ONLY,sub-07,23,1.7070403697434813,0.4200781213415448,1.0,20261110.5
CHANNEL_ONLY,sub-07,24,1.5938868020894006,0.3476792187054228,1.0,20261110.5
CHANNEL_ONLY,sub-07,25,1.8804569975472987,0.43674151841797654,1.0,20261110.5
CHANNEL_ONLY,sub-07,26,1.7465157601982355,0.4306185599109187,1.0,20261110.5
CHANNEL_ONLY,sub-07,27,1.7273960040183738,0.41649366880773947,1.0,20261110.5
CHANNEL_ONLY,sub-07,28,1.5706012923037633,0.4034753370948372,1.0,20261110.5
CHANNEL_ONLY,sub-07,29,1.657308782916516,0.3669662150752478,1.0,20261110.5
CHANNEL_ONLY,sub-07,30,1.7515483843162656,0.4525410043365627,1.0,20261110.5
CHANNEL_ONLY,sub-07,31,1.6223013098351657,0.37835502515175706,1.0,20261110.5
CHANNEL_ONLY,sub-07,32,46.17689373053145,0.5442344239195851,1.0,20261110.5
CHANNEL_ONLY,sub-07,33,1.4438443349208683,0.3482760934254476,1.0,20261110.5
CHANNEL_ONLY,sub-07,34,1.9356980605516583,0.3936426365257609,1.0,20261110.5
CHANNEL_ONLY,sub-07,35,1.9776108383666724,0.44619425381377453,1.0,20261110.5
CHANNEL_ONLY,sub-07,36,1.8921536079142243,0.4618399496257766,1.0,20261110.5
CHANNEL_ONLY,sub-07,37,2.09860463719815,0.5158734963220497,1.0,20261110.5
CHANNEL_ONLY,sub-07,38,1.5773861580528319,0.48729221943283474,1.0,20261110.5
CHANNEL_ONLY,sub-07,39,1.6418496686965227,0.514616885042223,1.0,20261110.5
CHANNEL_ONLY,sub-07,40,4.328565205913037,0.4630257240671705,1.0,20261110.5
CHANNEL_ONLY,sub-07,41,2.06155138683971,0.35418933667551744,1.0,20261110.5
CHANNEL_ONLY,sub-07,42,2.3441650655586272,0.3077670203860462,1.0,20261110.5
CHANNEL_ONLY,sub-07,43,2.169323745300062,0.38481307592657604,1.0,20261110.5
CHANNEL_ONLY,sub-07,44,1.7919436459196731,0.49090964005314847,1.0,20261110.5
CHANNEL_ONLY,sub-07,45,1.8793417230481282,0.4192601081293319,1.0,20261110.5
CHANNEL_ONLY,sub-09,0,2.5194773841649294,1.149627459293039,1.0,20261110.5
CHANNEL_ONLY,sub-09,1,2.507972316816449,1.1217717052597307,1.0,20261110.5
CHANNEL_ONLY,sub-09,2,3.1579661588184536,1.082151887412769,1.0,20261110.5
CHANNEL_ONLY,sub-09,3,2.405051982961595,0.939314870797011,1.0,20261110.5
CHANNEL_ONLY,sub-09,4,2.99146502581425,0.8808008297082195,1.0,20261110.5
CHANNEL_ONLY,sub-09,5,2.519154023146257,0.5926207507712512,1.0,20261110.5
CHANNEL_ONLY,sub-09,6,2.7504159435629845,0.8374683024166681,1.0,20261110.5
CHANNEL_ONLY,sub-09,7,2.0157254873774946,0.7621343840594312,1.0,20261110.5
CHANNEL_ONLY,sub-09,8,3.1883434681221843,0.6414292395554009,1.0,20261110.5
CHANNEL_ONLY,sub-09,9,3.3105312779080123,0.7196692796926075,1.0,20261110.5
CHANNEL_ONLY,sub-09,10,3.296508163504768,0.6420212110826955,1.0,20261110.5
CHANNEL_ONLY,sub-09,11,3.1960009505273774,0.6271638603738126,1.0,20261110.5
CHANNEL_ONLY,sub-09,12,2.990068905404769,0.5541936754945551,1.0,20261110.5
CHANNEL_ONLY,sub-09,13,2.960341204656288,0.7474434502016056,1.0,20261110.5
CHANNEL_ONLY,sub-09,14,3.275498188450001,0.7842746937247177,1.0,20261110.5
CHANNEL_ONLY,sub-09,15,2.8294558773050085,0.6601064225662774,1.0,20261110.5
CHANNEL_ONLY,sub-09,16,2.9630534281022847,0.754936429895074,1.0,20261110.5
CHANNEL_ONLY,sub-09,17,2.7363726950716227,0.7838838370435891,1.0,20261110.5
CHANNEL_ONLY,sub-09,18,2.739143973798491,0.7158803455615719,1.0,20261110.5
CHANNEL_ONLY,sub-09,19,2.1716295630903915,0.7016124272212708,1.0,20261110.5
CHANNEL_ONLY,sub-09,20,2.4869405411882326,0.5734709281630732,1.0,20261110.5
CHANNEL_ONLY,sub-09,21,2.2883661198429763,0.6423806171205659,1.0,20261110.5
CHANNEL_ONLY,sub-09,22,2.561856690328568,0.8525357385166195,1.0,20261110.5
CHANNEL_ONLY,sub-09,23,2.2771075372584164,0.8418186619705897,1.0,20261110.5
CHANNEL_ONLY,sub-09,24,1.9958061313955113,0.6483080596988932,1.0,20261110.5
CHANNEL_ONLY,sub-09,25,2.3093370859278366,0.6969294858714173,1.0,20261110.5
CHANNEL_ONLY,sub-09,26,2.40252524940297,0.8217281066804327,1.0,20261110.5
CHANNEL_ONLY,sub-09,27,2.1573678923305124,0.7348313092964006,1.0,20261110.5
CHANNEL_ONLY,sub-09,28,2.078429365064949,0.6613716062340119,1.0,20261110.5
CHANNEL_ONLY,sub-09,29,2.1837933951755986,0.7771693869514734,1.0,20261110.5
CHANNEL_ONLY,sub-09,30,2.1682661086088046,0.7422970561718941,1.0,20261110.5
CHANNEL_ONLY,sub-09,31,2.016479075071402,0.7025320643176628,1.0,20261110.5
CHANNEL_ONLY,sub-09,32,48.48323258769233,0.5782255665077107,1.0,20261110.5
CHANNEL_ONLY,sub-09,33,2.002575950231403,0.5364383786069173,1.0,20261110.5
CHANNEL_ONLY,sub-09,34,1.7604763564304449,0.5139800777947865,1.0,20261110.5
CHANNEL_ONLY,sub-09,35,1.8525444560218602,0.591241884513551,1.0,20261110.5
CHANNEL_ONLY,sub-09,36,1.8685801131650805,0.6639809280729253,1.0,20261110.5
CHANNEL_ONLY,sub-09,37,1.630275572068058,0.5191561005972185,1.0,20261110.5
CHANNEL_ONLY,sub-09,38,2.266070216661319,0.6328006998342933,1.0,20261110.5
CHANNEL_ONLY,sub-09,39,1.7783294809632935,0.6206515922048541,1.0,20261110.5
CHANNEL_ONLY,sub-09,40,3.460787307936698,1.8442516434026062,1.0,20261110.5
CHANNEL_ONLY,sub-09,41,1.9476319007808343,0.6012158385465289,1.0,20261110.5
CHANNEL_ONLY,sub-09,42,2.694068358221557,0.7772087379851347,1.0,20261110.5
CHANNEL_ONLY,sub-09,43,2.036106416839175,0.6714045426301092,1.0,20261110.5
CHANNEL_ONLY,sub-09,44,1.748792967875488,0.6702382695583524,1.0,20261110.5
CHANNEL_ONLY,sub-09,45,1.851579378824681,0.6349939519475823,1.0,20261110.5
CHANNEL_ONLY,sub-11,0,1.3882213598117232,0.8931848410022916,2.0,20261110.5
CHANNEL_ONLY,sub-11,1,1.3722584308125079,0.8013379533991737,2.0,20261110.5
CHANNEL_ONLY,sub-11,2,1.1810234234435484,0.9093677934803983,2.0,20261110.5
CHANNEL_ONLY,sub-11,3,1.227256225887686,0.6464984445677304,2.0,20261110.5
CHANNEL_ONLY,sub-11,4,0.7030971981585026,0.7069700552627463,2.0,20261110.5
CHANNEL_ONLY,sub-11,5,0.5935355284018442,0.5287348639800824,2.0,20261110.5
CHANNEL_ONLY,sub-11,6,0.45992968761129305,0.4287692154865025,2.0,20261110.5
CHANNEL_ONLY,sub-11,7,1.0389801189303398,0.5535728022654668,2.0,20261110.5
CHANNEL_ONLY,sub-11,8,0.5300241312943399,0.45773462781319707,2.0,20261110.5
CHANNEL_ONLY,sub-11,9,0.33900878590065986,0.247833635827121,2.0,20261110.5
CHANNEL_ONLY,sub-11,10,0.26820532797137275,0.21826060375023087,2.0,20261110.5
CHANNEL_ONLY,sub-11,11,0.36005767970345914,0.3787656277746605,2.0,20261110.5
CHANNEL_ONLY,sub-11,12,0.45160412648692727,0.3499227011177533,2.0,20261110.5
CHANNEL_ONLY,sub-11,13,0.4286693082540296,0.341891778186157,2.0,20261110.5
CHANNEL_ONLY,sub-11,14,0.4865790049661882,0.4500574550817114,2.0,20261110.5
CHANNEL_ONLY,sub-11,15,0.5824353230418637,0.3578803138126464,2.0,20261110.5
CHANNEL_ONLY,sub-11,16,0.44413645134773105,0.37524697287550585,2.0,20261110.5
CHANNEL_ONLY,sub-11,17,0.46762765920720994,0.42171949807774745,2.0,20261110.5
CHANNEL_ONLY,sub-11,18,0.5793821553234011,0.5035938059420662,2.0,20261110.5
CHANNEL_ONLY,sub-11,19,0.40857357112690806,0.33115455042353675,2.0,20261110.5
CHANNEL_ONLY,sub-11,20,0.48828947835136205,0.39431482718072963,2.0,20261110.5
CHANNEL_ONLY,sub-11,21,0.4858405540580861,0.41501600725485666,2.0,20261110.5
CHANNEL_ONLY,sub-11,22,0.5228156277444214,0.4405559788522694,2.0,20261110.5
