row_type,contrast,metric,participant,utility,positive,participant_mean_utility,participant_median_utility,positive_count,participants,bootstrap_low,bootstrap_high
participant,MATCH-POP,artifact_rrmse,sub-07,0.0007614970207221461,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-09,-0.00033041238785358473,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-11,-0.009551063179969788,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-12,-0.010012396176656058,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-14,-0.00943177441756049,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-15,0.05228915810585022,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-17,0.007312425545283663,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-18,-0.021948965696187983,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-19,0.0018562261874865982,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-21,-0.0032139182090755725,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-23,0.4992249608039856,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-02,-0.005788079492049292,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-03,-0.001273732166737318,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-05,-0.00011275788503029016,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-06,0.0017910319896015658,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-07,0.00023814110706252278,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-09,-0.003715693531557984,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-11,-0.0019022213139881505,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-12,-0.00037593295176824304,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-14,0.0009350027733792676,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-15,0.0022594539332203567,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-17,0.0003628497610666803,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-18,-0.0188903487645663,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-19,-0.002945840143813494,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-21,-0.0008814285198847638,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-23,0.0002881351586741798,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-02,-0.009520633146166801,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-03,0.005207293666899204,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-05,-0.005918472073972225,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-06,0.007137789390981197,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-07,-0.002835534978657961,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-09,-0.01652413234114647,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-11,-0.00786259863525629,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-12,-0.007184211164712906,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-14,-0.003132002893835306,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-15,0.010744095779955387,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-17,0.008064672350883484,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-18,-0.02982401754707098,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-19,0.004396143369376659,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-21,0.0073869433254003525,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-23,0.03456610767170787,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-02,-0.021272470243275166,0,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-03,0.005768107250332832,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-05,0.019913416355848312,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-06,0.01651204563677311,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-07,0.004775081295520067,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-09,-0.008578464388847351,0,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-11,0.012173335999250412,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-12,0.0030582938343286514,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-14,0.013637406751513481,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-15,0.08120114635676146,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-17,0.0738990269601345,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-18,-0.02706990484148264,0,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-19,0.026726195588707924,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-21,0.07517325319349766,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-23,0.0991678568534553,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-02,-0.026384552009403706,0,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-03,-0.00012588594108819962,0,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-05,0.03982023289427161,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-06,0.01152157410979271,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-07,0.0025265917647629976,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-09,-0.0041942535899579525,0,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-11,0.015066679567098618,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-12,0.008218049071729183,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-14,0.006076163612306118,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-15,0.045567408204078674,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-17,0.049783808179199696,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-18,-0.02118650358170271,0,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-19,0.019679620396345854,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-21,0.019525358453392982,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-23,0.0611047490965575,1,,,,,,
participant,MATCH-WRONG,correlation,sub-02,-0.020047013647854328,0,,,,,,
participant,MATCH-WRONG,correlation,sub-03,0.012286197394132614,1,,,,,,
participant,MATCH-WRONG,correlation,sub-05,0.010647727642208338,1,,,,,,
participant,MATCH-WRONG,correlation,sub-06,0.010353201534599066,1,,,,,,
participant,MATCH-WRONG,correlation,sub-07,0.004369193222373724,1,,,,,,
participant,MATCH-WRONG,correlation,sub-09,-0.006814583670347929,0,,,,,,
participant,MATCH-WRONG,correlation,sub-11,0.00416010245680809,1,,,,,,
participant,MATCH-WRONG,correlation,sub-12,0.000608377973549068,1,,,,,,
participant,MATCH-WRONG,correlation,sub-14,0.009407557547092438,1,,,,,,
participant,MATCH-WRONG,correlation,sub-15,0.03016641444992274,1,,,,,,
participant,MATCH-WRONG,correlation,sub-17,0.03994518145918846,1,,,,,,
participant,MATCH-WRONG,correlation,sub-18,0.0006610547206946649,1,,,,,,
participant,MATCH-WRONG,correlation,sub-19,0.006232000887393951,1,,,,,,
participant,MATCH-WRONG,correlation,sub-21,0.011638590251095593,1,,,,,,
participant,MATCH-WRONG,correlation,sub-23,0.04862300492823124,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-02,-0.06280436490972896,0,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-03,0.05473610140721874,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-05,0.2311401321951827,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-06,0.3073137639356496,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-07,0.046833524480462074,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-09,-0.16682146675884724,0,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-11,0.29293970631745925,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-12,0.032541128185887835,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-14,0.2632072001385186,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-15,0.9025395475327969,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-17,0.9919713224683493,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-18,-0.23008949266603373,0,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-19,0.35938020795583725,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-21,0.661364957069356,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-23,1.6511854312072192,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-02,-0.11721752087275306,0,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-03,0.09285889972340033,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-05,0.020988600594655793,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-06,0.1235099732875824,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-07,0.028361018498738844,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-09,0.03895074576138313,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-11,0.029674261808395386,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-12,-0.005745951334635624,0,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-14,0.024826084574062435,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-15,0.3683732096105814,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-17,0.3288263763700212,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-18,0.00893019254391092,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-19,-0.022816206400211314,0,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-21,0.6249179641405753,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-23,2.9552239278952275,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-02,-0.006974848598474637,0,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-03,-0.0004063275727358706,0,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-05,0.007014909493071708,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-06,0.001276269313945838,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-07,0.001425420617063855,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-09,-0.0034034577198326366,0,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-11,0.00653868711863953,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-12,0.001259990905721986,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-14,0.012709778733551502,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-15,0.009487652918323874,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-17,0.006353581989450102,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-18,-0.01978532647570741,0,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-19,0.0180566414760856,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-21,0.008009337633848201,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-23,0.0012024849226387885,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-02,-0.013380683027207851,0,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-03,0.0055769262835383415,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-05,0.014417008496820927,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-06,0.01758767571300268,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-07,0.0034502712078392506,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-09,-0.012018334120512009,0,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-11,0.010846009943634272,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-12,0.004863211885094643,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-14,0.015300637111067772,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-15,0.07934032240882516,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-17,0.07592296414077282,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-18,-0.020507552661001682,0,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-19,0.03863568231463432,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-21,0.06956039741635323,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-23,0.09932451834902167,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-02,-0.011560269631445408,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-03,0.0035606585443019867,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-05,0.007771085947751999,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-06,0.009583232924342155,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-07,-0.020100093446671963,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-09,-0.00926384050399065,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-11,-0.011882789433002472,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-12,0.0019464772194623947,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-14,0.0012304638512432575,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-15,0.021885122172534466,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-17,0.002729322761297226,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-18,-0.03670859336853027,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-19,-0.009771418757736683,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-21,0.012364905327558517,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-23,0.028044396545737982,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-02,-0.02803568122908473,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-03,0.0033477582037448883,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-05,0.0019473996944725513,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-06,0.0008096471428871155,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-07,-0.0038243054877966642,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-09,-0.002726588398218155,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-11,0.0006697401404380798,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-12,0.0026460429653525352,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-14,-0.00031128269620239735,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-15,0.005589217878878117,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-17,0.004138183780014515,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-18,-0.025473570451140404,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-19,-0.02246173843741417,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-21,0.006422806531190872,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-23,0.012445893604308367,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-02,-0.00836006784811616,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-03,0.004840673878788948,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-05,0.00967934774234891,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-06,0.008980951271951199,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-07,-0.021867105271667242,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-09,-0.008725948166102171,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-11,-0.009811779484152794,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-12,0.002226802535005845,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-14,0.0060769012197852135,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-15,0.014513852773234248,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-17,-0.0019717570394277573,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-18,-0.01703639901097631,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-19,-0.00613587349653244,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-21,0.009940871736034751,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-23,0.01942698284983635,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-02,0.06012260137746672,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-03,0.036504249596459815,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-05,0.07854539901018143,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-06,0.09418642547513656,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-07,-0.30729163251817226,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-09,-0.11632303521037102,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-11,-0.16654534459424486,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-12,0.030629771451154753,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-14,0.053533772782733635,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-15,0.34067641478031874,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-17,0.003102759697608093,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-18,-0.41954663304540407,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-19,-0.047584061439222225,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-21,0.09723895726104459,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-23,0.6582948534439002,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-02,-0.0016886641581841388,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-03,0.027965643189170386,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-05,0.011343730347496361,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-06,0.07035796131406524,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-07,-0.1393937349319465,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-09,-0.007712896913290024,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-11,-0.042137796680132844,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-12,0.014240268866220873,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-14,0.06504633526007275,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-15,0.08857115171849728,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-17,-0.049239260809762264,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-18,-0.09917248670871359,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-19,-0.007860916165205012,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-21,-0.016277523835499963,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-23,0.3723274866739903,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-02,-0.0074130404100287706,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-03,-0.002156860830092977,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-05,0.0005656836022224221,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-06,0.0023146684065327994,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-07,0.005334153709312284,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-09,-0.0013039623852819648,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-11,-0.0019278114972015037,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-12,-0.003370827560623485,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-14,0.002866553724743426,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-15,0.003789902082644403,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-17,-7.63810904963469e-06,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-18,-0.021757948283965767,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-19,-0.0046903772566180835,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-21,0.0004307899003227478,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-23,-0.0019006322108907625,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-02,-0.0012966440990567207,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-03,0.0034515848383307457,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-05,0.004117367323487997,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-06,0.009967559017241001,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-07,-0.027054154314100742,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-09,-0.018128189258277416,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-11,-0.017010148614645004,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-12,0.004969488829374313,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-14,0.002295067999511957,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-15,0.020113970153033733,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-17,0.0036168713122606277,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-18,-0.032503966242074966,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-19,0.009862792678177357,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-21,0.01369648426771164,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-23,0.029394698794931173,1,,,,,,
participant,MATCH-ORACLE,rrmse_temporal,sub-02,-0.018218308687210083,0,,,,,,
