fold,seconds,participant,role,session,task,effective_seconds,tau2,within,within_threshold,lambda,hard_gate,lambda_row_min,lambda_row_mean,lambda_row_max
2,120,sub-02,train,ses-02,ERP,120,0.0032784448220193186,0.0003488368471415054,0.8372726387318371,0.9740884800073194,0,0.7504316508605875,0.9481042132565226,0.9930349732514485
2,120,sub-02,train,ses-02,SSVEP,120,0.10717142945082177,0.0012048388097961244,0.8372726387318371,0.997197335946878,0,0.8496151261869733,0.9545135152848198,0.999983883482708
2,120,sub-02,train,ses-03,ERP,120,0.058456431458544816,0.0041742652813711225,0.8372726387318371,0.9824610695916182,0,0.5048363865389283,0.9008317743542401,0.9995443014099307
2,120,sub-02,train,ses-03,SSVEP,120,2.413116566788341,83.79902331672342,0.8372726387318371,0.0,1,0.0,0.0,0.0
2,120,sub-02,train,ses-04,ERP,120,0.020014789404428256,0.01036799837405017,0.8372726387318371,0.8853441948899226,0,0.588543900386409,0.8705241437807235,0.9947213450795602
2,120,sub-02,train,ses-04,SSVEP,120,1.3187675054631234,0.05929643918739197,0.8372726387318371,0.9888840709350455,0,0.489317631041695,0.7353810001749279,0.9998252719041153
2,120,sub-03,train,ses-02,ERP,120,0.0032784448220193186,0.0001607356450574486,0.8372726387318371,0.9878914110333151,0,0.9064246394546188,0.9812536057034547,0.9995770018289296
2,120,sub-03,train,ses-02,SSVEP,120,0.10717142945082177,0.00019074451920797389,0.8372726387318371,0.9995552460067987,0,0.9238843225513288,0.9918285347028857,0.9999644181667132
2,120,sub-03,train,ses-03,ERP,120,0.058456431458544816,0.0010000565343493853,0.8372726387318371,0.9957412830726571,0,0.6739799715431332,0.9666791777721484,0.999961736437523
2,120,sub-03,train,ses-03,SSVEP,120,2.413116566788341,0.0020109023893432752,0.8372726387318371,0.999791712968602,0,0.9718812144423523,0.995074644011491,0.9999971815353251
2,120,sub-03,train,ses-04,ERP,120,0.020014789404428256,0.002915417590830681,0.8372726387318371,0.9648637238153588,0,0.5463431490261269,0.9573368491046952,0.9978759154352641
2,120,sub-03,train,ses-04,SSVEP,120,1.3187675054631234,0.0032828063547537824,0.8372726387318371,0.999378062349828,0,0.6785198937650557,0.9783204321041663,0.999991799494076
2,120,sub-05,train,ses-02,ERP,120,0.0032784448220193186,0.00015809219790217246,0.8372726387318371,0.9880881759539955,0,0.8603862650671658,0.9722529659329018,0.9986514860856497
2,120,sub-05,train,ses-02,SSVEP,120,0.10717142945082177,0.0001803261023400146,0.8372726387318371,0.9995795281419395,0,0.9692558807032999,0.9935021861574238,0.999998441453643
2,120,sub-05,train,ses-03,ERP,120,0.058456431458544816,0.0009873907951878987,0.8372726387318371,0.9957949930167385,0,0.775209568289441,0.9690675482845318,0.9999493548862383
2,120,sub-05,train,ses-03,SSVEP,120,2.413116566788341,0.002997807379142351,0.8372726387318371,0.999689522185987,0,0.9058077815620927,0.9930492248158709,0.9999973504590294
2,120,sub-05,train,ses-04,ERP,120,0.020014789404428256,0.0037286025677519155,0.8372726387318371,0.955499436200483,0,0.7520676225418232,0.9486357863925133,0.9979502977057854
2,120,sub-05,train,ses-04,SSVEP,120,1.3187675054631234,0.00451006729822245,0.8372726387318371,0.9991457526503877,0,0.7328754984919617,0.9670596212999513,0.9999742408868801
2,120,sub-06,train,ses-02,ERP,120,0.0032784448220193186,0.0006304362689832352,0.8372726387318371,0.9541307929604338,0,0.7314678986029847,0.9283895610652533,0.99570144110673
2,120,sub-06,train,ses-02,SSVEP,120,0.10717142945082177,0.00026387961937506226,0.8372726387318371,0.9993848237159783,0,0.9311355284973857,0.9876238615479456,0.9999734384626441
2,120,sub-06,train,ses-03,ERP,120,0.058456431458544816,0.0006141683320452973,0.8372726387318371,0.9973802738043814,0,0.8188458162536143,0.9783351989602005,0.9999319075696056
2,120,sub-06,train,ses-03,SSVEP,120,2.413116566788341,0.0006854388238210953,0.8372726387318371,0.9999289932609889,0,0.9944694802342912,0.99848591688168,0.9999975336422756
2,120,sub-06,train,ses-04,ERP,120,0.020014789404428256,0.002328906843451984,0.8372726387318371,0.9717324729172422,0,0.656602958896292,0.9714290671615006,0.9991966028585727
2,120,sub-06,train,ses-04,SSVEP,120,1.3187675054631234,0.0038052900983881087,0.8372726387318371,0.999279147569602,0,0.9132228461065179,0.9724213183567111,0.9999741535927077
2,120,sub-07,train,ses-02,ERP,120,0.0032784448220193186,0.0005213513033599888,0.8372726387318371,0.9617641136721204,0,0.4045516003191086,0.9305802579571207,0.9966116437379755
2,120,sub-07,train,ses-02,SSVEP,120,0.10717142945082177,0.0020973784733313017,0.8372726387318371,0.9951312424014324,0,0.5954081926505871,0.9166203051559372,0.9999216215644441
2,120,sub-07,train,ses-03,ERP,120,0.058456431458544816,0.0012954647873271627,0.8372726387318371,0.9944902253008212,0,0.8613161421578709,0.9617983658739607,0.999881772082586
2,120,sub-07,train,ses-03,SSVEP,120,2.413116566788341,0.00783567878748651,0.8372726387318371,0.9991888784810935,0,0.9485285647541788,0.9900970200683825,0.9998896501324098
2,120,sub-07,train,ses-04,ERP,120,0.020014789404428256,0.01610744252471271,0.8372726387318371,0.8325048145524842,0,0.3867708484568921,0.8959982075897542,0.9947385714029292
2,120,sub-07,train,ses-04,SSVEP,120,1.3187675054631234,0.0070236684103720335,0.8372726387318371,0.9986702870448286,0,0.8940879838336477,0.968463714139247,0.9999722529946512
2,120,sub-09,train,ses-02,ERP,120,0.0032784448220193186,0.0009352338786949576,0.8372726387318371,0.933430635476454,0,0.45592346285210655,0.885734296139568,0.9946219057837093
2,120,sub-09,train,ses-02,SSVEP,120,0.10717142945082177,1.7826590828256301,0.8372726387318371,0.0,1,0.0,0.0,0.0
2,120,sub-09,train,ses-03,ERP,120,0.058456431458544816,0.1948657706747852,0.8372726387318371,0.5454405504618861,0,0.5074587836691637,0.8385778910219773,0.9888974612002195
2,120,sub-09,train,ses-03,SSVEP,120,2.413116566788341,0.006514493639005016,0.8372726387318371,0.9993255506144657,0,0.8887767711565753,0.9846882612334026,0.999990474777116
2,120,sub-09,train,ses-04,ERP,120,0.020014789404428256,0.001594401683734793,0.8372726387318371,0.980473580118552,0,0.936993491435833,0.986148037514067,0.997899317401723
2,120,sub-09,train,ses-04,SSVEP,120,1.3187675054631234,0.3282183996044227,0.8372726387318371,0.941423968406202,0,0.8326474864760608,0.9305510275156389,0.9995563270821809
2,120,sub-11,test,ses-02,ERP,120,0.0032784448220193186,0.0008660072294181952,0.8372726387318371,0.9380529002832482,0,0.5641187929983911,0.8807729501063516,0.996115438824419
2,120,sub-11,test,ses-02,SSVEP,120,0.10717142945082177,0.42806550805562493,0.8372726387318371,0.5003619543975792,0,0.01013029361558882,0.16382032448751713,0.9832325902702582
2,120,sub-11,test,ses-03,ERP,120,0.058456431458544816,0.00340439782589643,0.8372726387318371,0.9856493864549236,0,0.4675111494442554,0.9202785510160345,0.9999838787081125
2,120,sub-11,test,ses-03,SSVEP,120,2.413116566788341,0.14962239981185968,0.8372726387318371,0.9847356614599792,0,0.17004612832589114,0.8172255340788955,0.9999416604118279
2,120,sub-11,test,ses-04,ERP,120,0.020014789404428256,0.021024428497082193,0.8372726387318371,0.7920094715159207,0,0.1832364416870333,0.7874810002803053,0.9887994610865459
2,120,sub-11,test,ses-04,SSVEP,120,1.3187675054631234,0.012496971166416281,0.8372726387318371,0.9976365365804507,0,0.3673687598114717,0.9254346307668742,0.9999615652151934
2,120,sub-12,test,ses-02,ERP,120,0.0032784448220193186,0.004044354989990822,0.8372726387318371,0.764289349619999,0,0.05795483626665911,0.7118465235659457,0.9663402980977384
2,120,sub-12,test,ses-02,SSVEP,120,0.10717142945082177,0.003722871477528649,0.8372726387318371,0.9913903849973921,0,0.45123312859597015,0.890521090629069,0.9997988703749532
2,120,sub-12,test,ses-03,ERP,120,0.058456431458544816,0.004038382832781113,0.8372726387318371,0.9830223111195168,0,0.6323735230758513,0.9055010913901924,0.9995275371814977
2,120,sub-12,test,ses-03,SSVEP,120,2.413116566788341,0.005059297714620878,0.8372726387318371,0.9994761289855628,0,0.9538267787948619,0.9895359896815384,0.9999917686494371
2,120,sub-12,test,ses-04,ERP,120,0.020014789404428256,0.007143455824189667,0.8372726387318371,0.9180820901778491,0,0.5576751164596113,0.9049196696570448,0.9904526810070763
2,120,sub-12,test,ses-04,SSVEP,120,1.3187675054631234,0.01682669555193834,0.8372726387318371,0.9968202902568757,0,0.573256062420425,0.8966559111531486,0.999930179492755
2,120,sub-14,test,ses-02,ERP,120,0.0032784448220193186,0.0006907460983750418,0.8372726387318371,0.9499623435766262,0,0.47057118971423073,0.9034617706436482,0.9958110593286001
2,120,sub-14,test,ses-02,SSVEP,120,0.10717142945082177,0.001298297697713736,0.8372726387318371,0.9969805907873087,0,0.7507740968208082,0.9504467799499564,0.9999849040171526
2,120,sub-14,test,ses-03,ERP,120,0.058456431458544816,0.0019105013930480572,0.8372726387318371,0.9918955969749762,0,0.5654266059390657,0.9508100695405315,0.9998728389377112
2,120,sub-14,test,ses-03,SSVEP,120,2.413116566788341,0.007166316145339478,0.8372726387318371,0.9992581171091611,0,0.8457396949612549,0.9840541115993553,0.999979203707007
2,120,sub-14,test,ses-04,ERP,120,0.020014789404428256,0.017450321573383637,0.8372726387318371,0.821039741795924,0,0.3007330856839036,0.7928691560265873,0.9970629154111065
2,120,sub-14,test,ses-04,SSVEP,120,1.3187675054631234,0.0035274934021187307,0.8372726387318371,0.9993317366228578,0,0.8834332902447135,0.976539739075862,0.9999977740079762
2,120,sub-15,validation,ses-02,ERP,120,0.0032784448220193186,9.748498782477778e-05,0.8372726387318371,0.992621070490385,0,0.9292220500451136,0.9880328023250626,0.9982728542539488
2,120,sub-15,validation,ses-02,SSVEP,120,0.10717142945082177,0.022686294980323818,0.8372726387318371,0.9497392520187119,0,0.012164293952861598,0.93594431908788,0.999937173047783
2,120,sub-15,validation,ses-03,ERP,120,0.058456431458544816,0.00020955668580310716,0.8372726387318371,0.9991045936170534,0,0.9720064259929817,0.9929246278736147,0.9999922889393117
