metric,panel,participants,auroc_mean,identity_margin_mean,positive
cosine,band_0.5_4,15,0.646479916897507,0.06638844938327869,14
cosine,band_13_30,15,0.6140623268698061,0.01493574590034162,14
cosine,band_30_45,15,0.6195460526315789,0.011390112231795986,14
cosine,band_45_100,15,0.5160595567867036,0.001865649234969169,9
cosine,band_4_8,15,0.649477377654663,0.0707091658997039,11
cosine,band_8_13,15,0.81071202677747,0.20124665991558383,14
