fold_id,study,recording_key,match_minus_pop_utility,match_minus_eb_utility,match_minus_wrong_utility,match_minus_shuffled_utility,oracle_match_minus_pop_ceiling,oracle_match_minus_eb_ceiling
study01_layout_01_heldout_00,study01,study01/study01_p01,-0.013081252574920654,-0.03233981132507324,-0.13244378566741943,-0.028732120990753174,0.2397826611995697,0.15609702467918396
study01_layout_01_heldout_00,study01,study01/study01_p02,0.0636645257472992,0.035068899393081665,0.00039827823638916016,0.07344403862953186,0.17372731864452362,0.089521124958992
study01_layout_01_heldout_00,study01,study01/study01_p03,0.24858450889587402,0.24585950374603271,0.25086936354637146,0.290377676486969,0.2525292634963989,0.1043919026851654
study01_layout_01_heldout_01,study01,study01/study01_p04,-0.02236291766166687,-0.01368790864944458,-0.006146132946014404,0.0218963623046875,-0.05772511661052704,-0.04240885376930237
study01_layout_01_heldout_01,study01,study01/study01_p05,0.1209568977355957,-0.046347856521606445,0.22052931785583496,-0.30530035495758057,0.031820476055145264,-0.062258780002593994
study02_layout_02_heldout_03,study02,study02/study02_p11,-0.1486709713935852,-0.04697597026824951,-0.16645371913909912,0.000613480806350708,-0.10600552707910538,-0.035846203565597534
study02_layout_02_heldout_03,study02,study02/study02_p12,0.02870824933052063,-0.0032407045364379883,0.1313314437866211,0.11118122935295105,0.04125945270061493,-0.0019506365060806274
study04_layout_04_heldout_01,study04,study04/study04_p28,-0.004510149359703064,-0.005722269415855408,-0.00902150571346283,0.01593974232673645,-0.003566160798072815,-0.007968738675117493
study04_layout_04_heldout_01,study04,study04/study04_p29,0.0015124976634979248,-0.0004717111587524414,0.009871810674667358,0.019491851329803467,0.0063122957944869995,-0.0032490938901901245
